context: Miyazawa? response:	Thanks for the notes.
context: Can't let my secret out.\He walked away with this Lonesome look on his face.\Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be? response:	Huh? I guess his intelligence and nice,
context: He walked away with this Lonesome look on his face.\Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice, response:	popular personality give rise to the image
context: Are you sure?\About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image response:	I've always been trying to approach
context: About what?\Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach response:	Or rather,
context: Did you actually hate him? I was sure you had a complex about him.\Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach\Or rather, response:	precisely what I thought of as the ideal...
context: Well, I guess I did have one.\Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach\Or rather,\precisely what I thought of as the ideal... response:	OH, NO! Now I see!
context: Sis, isn't a complex another way to say......a longing for something\that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach\Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see! response:	Come to think of it,
context: that you yourseIf can never be?\Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach\Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it, response:	isn't he actually HOT?!
context: Huh? I guess his intelligence and nice,\popular personality give rise to the image\I've always been trying to approach\Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?! response:	Told you!
context: popular personality give rise to the image\I've always been trying to approach\Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?!\Told you! response:	I explained Sis' situation with
context: I've always been trying to approach\Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?!\Told you!\I explained Sis' situation with response:	a funny song and this manga.
context: Or rather,\precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?!\Told you!\I explained Sis' situation with\a funny song and this manga. response:	I never thought of him that way!
context: precisely what I thought of as the ideal...\OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?!\Told you!\I explained Sis' situation with\a funny song and this manga.\I never thought of him that way! response:	I was too hasty...
context: OH, NO! Now I see!\Come to think of it,\isn't he actually HOT?!\Told you!\I explained Sis' situation with\a funny song and this manga.\I never thought of him that way!\I was too hasty... response:	Well, I already turned him down,
context: Come to think of it,\isn't he actually HOT?!\Told you!\I explained Sis' situation with\a funny song and this manga.\I never thought of him that way!\I was too hasty...\Well, I already turned him down, response:	so that's that.
context: isn't he actually HOT?!\Told you!\I explained Sis' situation with\a funny song and this manga.\I never thought of him that way!\I was too hasty...\Well, I already turned him down,\so that's that. response:	Bedtime.
context: Told you!\I explained Sis' situation with\a funny song and this manga.\I never thought of him that way!\I was too hasty...\Well, I already turned him down,\so that's that.\Bedtime. response:	Say what?!
context: I explained Sis' situation with\a funny song and this manga.\I never thought of him that way!\I was too hasty...\Well, I already turned him down,\so that's that.\Bedtime.\Say what?! response:	Is that how it is?!
context: a funny song and this manga.\I never thought of him that way!\I was too hasty...\Well, I already turned him down,\so that's that.\Bedtime.\Say what?!\Is that how it is?! response:	Sis...
context: I never thought of him that way!\I was too hasty...\Well, I already turned him down,\so that's that.\Bedtime.\Say what?!\Is that how it is?!\Sis... response:	She's really still a kid.
context: I was too hasty...\Well, I already turned him down,\so that's that.\Bedtime.\Say what?!\Is that how it is?!\Sis...\She's really still a kid. response:	Kano, where's the money?
context: Well, I already turned him down,\so that's that.\Bedtime.\Say what?!\Is that how it is?!\Sis...\She's really still a kid.\Kano, where's the money? response:	On the desk!
context: so that's that.\Bedtime.\Say what?!\Is that how it is?!\Sis...\She's really still a kid.\Kano, where's the money?\On the desk! response:	The advance tickets?
context: Bedtime.\Say what?!\Is that how it is?!\Sis...\She's really still a kid.\Kano, where's the money?\On the desk!\The advance tickets? response:	I got'em!
context: Say what?!\Is that how it is?!\Sis...\She's really still a kid.\Kano, where's the money?\On the desk!\The advance tickets?\I got'em! response:	Got a comb?
context: Is that how it is?!\Sis...\She's really still a kid.\Kano, where's the money?\On the desk!\The advance tickets?\I got'em!\Got a comb? response:	Find one yourseIf!
context: Sis...\She's really still a kid.\Kano, where's the money?\On the desk!\The advance tickets?\I got'em!\Got a comb?\Find one yourseIf! response:	You better take an umbrella.
context: She's really still a kid.\Kano, where's the money?\On the desk!\The advance tickets?\I got'em!\Got a comb?\Find one yourseIf!\You better take an umbrella. response:	It's supposed to
context: Kano, where's the money?\On the desk!\The advance tickets?\I got'em!\Got a comb?\Find one yourseIf!\You better take an umbrella.\It's supposed to response:	rain this afternoon.
context: On the desk!\The advance tickets?\I got'em!\Got a comb?\Find one yourseIf!\You better take an umbrella.\It's supposed to\rain this afternoon. response:	You sure you're not coming?
context: The advance tickets?\I got'em!\Got a comb?\Find one yourseIf!\You better take an umbrella.\It's supposed to\rain this afternoon.\You sure you're not coming? response:	It's a really cool movie. Let's's have some fun!
context: I got'em!\Got a comb?\Find one yourseIf!\You better take an umbrella.\It's supposed to\rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun! response:	Sorry, I'm beat
context: Got a comb?\Find one yourseIf!\You better take an umbrella.\It's supposed to\rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat response:	from all those tests.
context: Find one yourseIf!\You better take an umbrella.\It's supposed to\rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests. response:	Tsukino, the movie's gonna start! Hurry!
context: You better take an umbrella.\It's supposed to\rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry! response:	It's'cause you overslept!
context: It's supposed to\rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept! response:	Heh, sorry.
context: rain this afternoon.\You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry. response:	You don't sound very sorry!
context: You sure you're not coming?\It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry.\You don't sound very sorry! response:	It's finally quieted down.
context: It's a really cool movie. Let's's have some fun!\Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry.\You don't sound very sorry!\It's finally quieted down. response:	Mom and Dad are out shopping...
context: Sorry, I'm beat\from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry.\You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping... response:	There's only one Sunday a week.
context: from all those tests.\Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry.\You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week. response:	Lounging around the house is definitely the way to go.
context: Tsukino, the movie's gonna start! Hurry!\It's'cause you overslept!\Heh, sorry.\You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go. response:	That day...
context: It's'cause you overslept!\Heh, sorry.\You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day... response:	Why did I let my guard down just then?
context: Heh, sorry.\You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then? response:	Is that Tsukino? I bet she forgot her umbrella after all.
context: You don't sound very sorry!\It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all. response:	Commmiiinnng!
context: It's finally quieted down.\Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng! response:	You forgot this!
context: Mom and Dad are out shopping...\There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this! response:	I was in the neighborhood...
context: There's only one Sunday a week.\Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this!\I was in the neighborhood... response:	and thought I'd... drop it by...
context: Lounging around the house is definitely the way to go.\That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this!\I was in the neighborhood...\and thought I'd... drop it by... response:	Even then, Arima's
context: That day...\Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this!\I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's response:	manners were flawless.
context: Why did I let my guard down just then?\Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this!\I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's\manners were flawless. response:	What terrifyingly strong nerves and seIf-restraint.
context: Is that Tsukino? I bet she forgot her umbrella after all.\Commmiiinnng!\You forgot this!\I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint. response:	He's a really admirable guy.
context: Commmiiinnng!\You forgot this!\I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy. response:	I bet I'm the first
context: You forgot this!\I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first response:	woman in Arima's life
context: I was in the neighborhood...\and thought I'd... drop it by...\Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first\woman in Arima's life response:	who has ever disturbed him this much.
context: and thought I'd... drop it by...\Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first\woman in Arima's life\who has ever disturbed him this much. response:	I guess I'll be satisfied for today
context: Even then, Arima's\manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first\woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today response:	by feeling pride in that.
context: manners were flawless.\What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first\woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that. response:	What'll happen next!
context: What terrifyingly strong nerves and seIf-restraint.\He's a really admirable guy.\I bet I'm the first\woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that.\What'll happen next! response:	The mistake of a lifetime!
context: He's a really admirable guy.\I bet I'm the first\woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that.\What'll happen next!\The mistake of a lifetime! response:	Sis' true identity was discovered!
context: I bet I'm the first\woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that.\What'll happen next!\The mistake of a lifetime!\Sis' true identity was discovered! response:	And Arima cleverly exploits that fact!
context: woman in Arima's life\who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that.\What'll happen next!\The mistake of a lifetime!\Sis' true identity was discovered!\And Arima cleverly exploits that fact! response:	What will her fate be?!
context: who has ever disturbed him this much.\I guess I'll be satisfied for today\by feeling pride in that.\What'll happen next!\The mistake of a lifetime!\Sis' true identity was discovered!\And Arima cleverly exploits that fact!\What will her fate be?! response:	A Secret for Two.
