context: Composing Message response:	Eat up.
context: Misaki-senpai?\Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning... response:	Kanda-kun, do you remember our promise?
context: Now that I think of it,\I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise? response:	If I pass my audition, I want you...
context: I wonder if she managed to give her chocolate to Jin-san...\She might be right.\No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you... response:	to listen to what I have to say.
context: She might be right.\No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say. response:	I love you.
context: No matter how close you are to someone,\there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say.\I love you. response:	What's wrong, Kanda-kun?!
context: there are some things you just can't say.\Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?! response:	N-Nothing, nothing!
context: Oh, yeah.\That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing! response:	Hold up. I'm reading too much into this.
context: That thing Aoyama said this morning...\Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this. response:	Aoyama couldn't possibly feel that way about me.
context: Kanda-kun, do you remember our promise?\If I pass my audition, I want you...\to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me. response:	But...
context: If I pass my audition, I want you...\to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But... response:	It should be one or the other.
context: to listen to what I have to say.\I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other. response:	Sweet or salty...
context: I love you.\What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other.\Sweet or salty... response:	It should be one or the other.
context: What's wrong, Kanda-kun?!\N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other.\Sweet or salty...\It should be one or the other. response:	Chocolate pot stickers?
context: N-Nothing, nothing!\Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other.\Sweet or salty...\It should be one or the other.\Chocolate pot stickers? response:	Mashiron, you got the lucky one!
context: Hold up. I'm reading too much into this.\Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other.\Sweet or salty...\It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one! response:	Didn't your mother tell you not to play with your food?!
context: Aoyama couldn't possibly feel that way about me.\But...\It should be one or the other.\Sweet or salty...\It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?! response:	There's even garlic in it.
context: But...\It should be one or the other.\Sweet or salty...\It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it. response:	That's disgusting!
context: It should be one or the other.\Sweet or salty...\It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting! response:	It doesn't taste very good.
context: Sweet or salty...\It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting!\It doesn't taste very good. response:	Is this what you meant by Valentine's pot stickers?
context: It should be one or the other.\Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers? response:	We're aliens!
context: Chocolate pot stickers?\Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers?\We're aliens! response:	In space, there are lots of twinkling stars!
context: Mashiron, you got the lucky one!\Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers?\We're aliens!\In space, there are lots of twinkling stars! response:	18 First Love with an Alien
context: Didn't your mother tell you not to play with your food?!\There's even garlic in it.\That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers?\We're aliens!\In space, there are lots of twinkling stars!\18 First Love with an Alien response:	And then, there's dark matter.
context: There's even garlic in it.\That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers?\We're aliens!\In space, there are lots of twinkling stars!\18 First Love with an Alien\And then, there's dark matter. response:	An inexpressible and terrifying feeling.
context: That's disgusting!\It doesn't taste very good.\Is this what you meant by Valentine's pot stickers?\We're aliens!\In space, there are lots of twinkling stars!\18 First Love with an Alien\And then, there's dark matter.\An inexpressible and terrifying feeling. response:	Hey, do you think I'm sparkling right now?
