context: There you are. response:	They threw my gym clothes in the garbage.
context: Um, uh, I'm...\Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry. response:	I'm genetically inferior on every level! Why should I bother existing?!
context: Oh, hello. I'm Akane Yanagi from Class 6.\God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?! response:	Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!
context: God, even his name is cool!\I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?! response:	I guess that's that, then.
context: I'm Ishikawa.\Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then. response:	I mean, Ishikawa- kun is a lot more attractive than me.
context: Miyamura's the pretty guy in our group, and even he pales in comparison!\Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me. response:	Stop, I'm already dead!
context: Hang in there, Ishikawa-kun!\So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead! response:	I'd better get going.
context: So you have a boyfriend.\Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going. response:	Oh, okay.
context: Yeah. Sorry.\I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going.\Oh, okay. response:	Yuki!
context: I'm genetically inferior on every level! Why should I bother existing?!\Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going.\Oh, okay.\Yuki! response:	Why'd you turn him down?! He's a total hottie!
context: Hell, if he asked me out, I'd say yes! What are you, blind, Yoshikawa?!\I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going.\Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie! response:	Huh?! Oh... he's kind of too hot, you know?
context: I guess that's that, then.\I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going.\Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know? response:	And I'm not into like, fancy, expensive food and stuff.
context: I mean, Ishikawa- kun is a lot more attractive than me.\Stop, I'm already dead!\I'd better get going.\Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff. response:	She's a total pleb.
context: Stop, I'm already dead!\I'd better get going.\Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb. response:	God, for a second there, I thought I'd just died on the spot.
context: I'd better get going.\Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot. response:	That really scared me. He was way too hot.
context: Oh, okay.\Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot. response:	I had no idea we had someone like that in our grade.
context: Yuki!\Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade. response:	Yanagi-kun?
context: Why'd you turn him down?! He's a total hottie!\Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun? response:	Yeah, I know him. He's super hot and totally hilarious.
context: Huh?! Oh... he's kind of too hot, you know?\And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious. response:	Hilarious?
context: And I'm not into like, fancy, expensive food and stuff.\She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious? response:	WHACK
context: She's a total pleb.\God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK response:	Hilarious?
context: God, for a second there, I thought I'd just died on the spot.\That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK\Hilarious? response:	Ouch!
context: That really scared me. He was way too hot.\I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK\Hilarious?\Ouch! response:	Yanagi, where're your glasses?
context: I had no idea we had someone like that in our grade.\Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK\Hilarious?\Ouch!\Yanagi, where're your glasses? response:	Oh, I haven't bought a new pair yet...
context: Yanagi-kun?\Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK\Hilarious?\Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet... response:	But I'm okay, I don't need them that-
context: Yeah, I know him. He's super hot and totally hilarious.\Hilarious?\WHACK\Hilarious?\Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that- response:	Yanagi!
context: Hilarious?\WHACK\Hilarious?\Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi! response:	That happens all the time.
context: WHACK\Hilarious?\Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi!\That happens all the time. response:	All the time?
context: Hilarious?\Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi!\That happens all the time.\All the time? response:	His eyesight's really bad. He's practically blind.
context: Ouch!\Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi!\That happens all the time.\All the time?\His eyesight's really bad. He's practically blind. response:	He is, huh?
context: Yanagi, where're your glasses?\Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi!\That happens all the time.\All the time?\His eyesight's really bad. He's practically blind.\He is, huh? response:	H-Hey!
context: Oh, I haven't bought a new pair yet...\But I'm okay, I don't need them that-\Yanagi!\That happens all the time.\All the time?\His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey! response:	Yes?
context: But I'm okay, I don't need them that-\Yanagi!\That happens all the time.\All the time?\His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey!\Yes? response:	I think you might've had the wrong girl.
context: Yanagi!\That happens all the time.\All the time?\His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey!\Yes?\I think you might've had the wrong girl. response:	S-So there's this friend of mine, Kyoko Hori.
context: That happens all the time.\All the time?\His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey!\Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori. response:	She's way taller than me, and way prettier than me, too.
context: All the time?\His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey!\Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too. response:	A-Are you sure you didn't mean to ask her out?
context: His eyesight's really bad. He's practically blind.\He is, huh?\H-Hey!\Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out? response:	Huh? Wait, why are you asking?
context: He is, huh?\H-Hey!\Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking? response:	Oh, I'm guessing you heard how bad my eyes are, huh...
context: H-Hey!\Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh... response:	I didn't have the wrong person.
context: Yes?\I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person. response:	Huh?
context: I think you might've had the wrong girl.\S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh? response:	I've liked you for quite a while.
context: S-So there's this friend of mine, Kyoko Hori.\She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh?\I've liked you for quite a while. response:	So I know what you look like,
context: She's way taller than me, and way prettier than me, too.\A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh?\I've liked you for quite a while.\So I know what you look like, response:	but I don't know who this Hori-san girl is you're talking about.
context: A-Are you sure you didn't mean to ask her out?\Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh?\I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about. response:	O-Oh. Okay.
context: Huh? Wait, why are you asking?\Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh?\I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay. response:	Yuki!
context: Oh, I'm guessing you heard how bad my eyes are, huh...\I didn't have the wrong person.\Huh?\I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki! response:	Hori!
context: I didn't have the wrong person.\Huh?\I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki!\Hori! response:	Oh, sorry! Didn't mean to interrupt.
context: Huh?\I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt. response:	Hey, it's Yanagi-kun.
context: I've liked you for quite a while.\So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun. response:	Hori-san? We were just talking about you.
context: So I know what you look like,\but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you. response:	Yoshikawa-san said she had an attractive female friend...
context: but I don't know who this Hori-san girl is you're talking about.\O-Oh. Okay.\Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend... response:	Hello. I'm Miyamura.
context: O-Oh. Okay.\Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura. response:	Oh, I'm sorry!
context: Yuki!\Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry! response:	Ishikawa-kun, you're here, too!
context: Hori!\Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too! response:	Nope, I'm Hori.
context: Oh, sorry! Didn't mean to interrupt.\Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori. response:	Sorry! Then who might you be?
context: Hey, it's Yanagi-kun.\Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be? response:	Ishikawa. We literally met yesterday.
context: Hori-san? We were just talking about you.\Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday. response:	I'm so sorry, uh... Miyamura-kun!
context: Yoshikawa-san said she had an attractive female friend...\Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun! response:	He kinda needs glasses.
context: Hello. I'm Miyamura.\Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses. response:	Only kinda?
context: Oh, I'm sorry!\Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda? response:	Oh, right! I just happened to run into Yoshikawa-san here!
context: Ishikawa-kun, you're here, too!\Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here! response:	I wasn't trying anything funny, I... huh?
context: Nope, I'm Hori.\Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh? response:	Hori-san, where's Ishikawa-kun?
context: Sorry! Then who might you be?\Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun? response:	Over here.
context: Ishikawa. We literally met yesterday.\I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here. response:	This is hilarious.
context: I'm so sorry, uh... Miyamura-kun!\He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious. response:	-Oh, there you are! I'm so sorry!
context: He kinda needs glasses.\Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious.\-Oh, there you are! I'm so sorry! response:	-Look, it's fine, Yanagi-kun. -Oh, there you are! I'm so sorry!
context: Only kinda?\Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious.\-Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -Oh, there you are! I'm so sorry! response:	-Look, it's fine, Yanagi-kun. -I swear, nothing funny was happening here, really!
context: Oh, right! I just happened to run into Yoshikawa-san here!\I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious.\-Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -I swear, nothing funny was happening here, really! response:	-Calm down, man! -I swear, nothing funny was happening here, really!
context: I wasn't trying anything funny, I... huh?\Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious.\-Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -I swear, nothing funny was happening here, really!\-Calm down, man! -I swear, nothing funny was happening here, really! response:	-Calm down, man!
context: Hori-san, where's Ishikawa-kun?\Over here.\This is hilarious.\-Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -Oh, there you are! I'm so sorry!\-Look, it's fine, Yanagi-kun. -I swear, nothing funny was happening here, really!\-Calm down, man! -I swear, nothing funny was happening here, really!\-Calm down, man! response:	Next Time: It's Hard, but Not Impossible
