context: Hey, little boy! That thing I asked you to do yesterday response:	Right, right!
context: After Chitoge and I saw Ms. Hana off,\I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember. response:	That locket...
context: I got a call from Shu.\Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember.\That locket... response:	It's the one that came out in Chitoge's picture book.
context: Apparently, they were under the impression\that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book. response:	Oh, well, till the next time I see him.
context: that Chitoge and I had spent the night in a hotel suite,\and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him. response:	I wonder how many years will go by before we meet again?
context: and wanting to know what we'd been up to, they interrogated us.\Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again? response:	What? You're heading over now?
context: Though we did manage to straighten them out,\it ended up being a hell of a Christmas.\Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now? response:	The Christmas party ended hours ago!
context: it ended up being a hell of a Christmas.\Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago! response:	Oh, Ruri, telling me the trains weren't running... don't give me that!
context: Hey, now I remember.\That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that! response:	You were really asleep till now, right?
context: That locket...\It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right? response:	We really had our hands full, you know.
context: It's the one that came out in Chitoge's picture book.\Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right?\We really had our hands full, you know. response:	Yes...
context: Oh, well, till the next time I see him.\I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right?\We really had our hands full, you know.\Yes... response:	I really am glad that it was a misunderstanding.
context: I wonder how many years will go by before we meet again?\What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right?\We really had our hands full, you know.\Yes...\I really am glad that it was a misunderstanding. response:	What? Oh, that's okay, no need for apologies!
context: What? You're heading over now?\The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right?\We really had our hands full, you know.\Yes...\I really am glad that it was a misunderstanding.\What? Oh, that's okay, no need for apologies! response:	You use that present yourself, all right?
context: The Christmas party ended hours ago!\Oh, Ruri, telling me the trains weren't running... don't give me that!\You were really asleep till now, right?\We really had our hands full, you know.\Yes...\I really am glad that it was a misunderstanding.\What? Oh, that's okay, no need for apologies!\You use that present yourself, all right? response:	No, I don't want it!
