context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: Speaking of which, where is that Midoriya?\Where's Deku?\Faculty and Student Entrance\What did you want to talk about?\Hey!\Long time no see!\Let's have tea, Endeavor!\All Might... response:	The first years have finished their second game.
context: Where's Deku?\Faculty and Student Entrance\What did you want to talk about?\Hey!\Long time no see!\Let's have tea, Endeavor!\All Might...\The first years have finished their second game. response:	The sixteen next-generation heroes
context: Faculty and Student Entrance\What did you want to talk about?\Hey!\Long time no see!\Let's have tea, Endeavor!\All Might...\The first years have finished their second game.\The sixteen next-generation heroes response:	moving on to the final round have been decided!
context: What did you want to talk about?\Hey!\Long time no see!\Let's have tea, Endeavor!\All Might...\The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided! response:	Izuku Midoriya
context: Hey!\Long time no see!\Let's have tea, Endeavor!\All Might...\The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya response:	Izuku...!
context: Long time no see!\Let's have tea, Endeavor!\All Might...\The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya\Izuku...! response:	I'm so glad! You really worked hard...!
context: Let's have tea, Endeavor!\All Might...\The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...! response:	But... But just don't get injured...!
context: All Might...\The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...! response:	Preview
context: The first years have finished their second game.\The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview response:	It's the preview!
context: The sixteen next-generation heroes\moving on to the final round have been decided!\Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview\It's the preview! response:	Midoriya, All Might has his eye on you, doesn't he?
context: moving on to the final round have been decided!\Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he? response:	I'm not trying to pry about that.
context: Izuku Midoriya\Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that. response:	But I'm going to beat you.
context: Izuku...!\I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you. response:	Todoroki, why are you going so far-
context: I'm so glad! You really worked hard...!\But... But just don't get injured...!\Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far- response:	I don't care what you are to All Might...
context: But... But just don't get injured...!\Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might... response:	Your eyes are like ice!
context: Preview\It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice! response:	I will go higher than you.
context: It's the preview!\Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you. response:	Even if you say that, there's a reason why I cannot lose!
context: Midoriya, All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you.\Even if you say that, there's a reason why I cannot lose! response:	Next time, The Boy Born with Everything.
context: I'm not trying to pry about that.\But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you.\Even if you say that, there's a reason why I cannot lose!\Next time, The Boy Born with Everything. response:	The Class A girls will cheer with cheers of cheerleading!
context: But I'm going to beat you.\Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you.\Even if you say that, there's a reason why I cannot lose!\Next time, The Boy Born with Everything.\The Class A girls will cheer with cheers of cheerleading! response:	Next time: The Boy Born with Everything
context: Todoroki, why are you going so far-\I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you.\Even if you say that, there's a reason why I cannot lose!\Next time, The Boy Born with Everything.\The Class A girls will cheer with cheers of cheerleading!\Next time: The Boy Born with Everything response:	Go beyond!
context: I don't care what you are to All Might...\Your eyes are like ice!\I will go higher than you.\Even if you say that, there's a reason why I cannot lose!\Next time, The Boy Born with Everything.\The Class A girls will cheer with cheers of cheerleading!\Next time: The Boy Born with Everything\Go beyond! response:	Plus Ultra!
