context: Yuueisha response:	What are you doing?!
context: Seems like a small part, but she really did it!\Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face, response:	she could get popular right away.
context: Azuki... is really having her debut as a seiyuu...?\Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away. response:	Azuki is incredibly cute.
context: Even we had a debut in NEXT!...\this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute. response:	If you're worried about it,
context: this means both you and Azuki are taking steps towards your dreams.\don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute.\If you're worried about it, response:	just send her an email asking her to have them hide her face.
context: don't understand a lot about seiyuus, but...\but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face. response:	What's there to be worried about?!
context: but they can sell and get popular a lot faster than mangakas, can't they?\I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?! response:	Azuki's working hard.
context: I think you're right.\Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard. response:	Then what are you emailing her, as you're saying that?
context: Maybe if she went on TV and people saw her face,\she could get popular right away.\Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that? response:	I have to say congratulations.
context: she could get popular right away.\Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations. response:	Send!
context: Azuki is incredibly cute.\If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send! response:	Now I'm really feeling impatient.
context: If you're worried about it,\just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send!\Now I'm really feeling impatient. response:	Fast as always.
context: just send her an email asking her to have them hide her face.\What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send!\Now I'm really feeling impatient.\Fast as always. response:	Azuki
context: What's there to be worried about?!\Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send!\Now I'm really feeling impatient.\Fast as always.\Azuki response:	I'm sorry.
context: Azuki's working hard.\Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send!\Now I'm really feeling impatient.\Fast as always.\Azuki\I'm sorry. response:	I'll keep working hard so I can have a heroine role waiting for you first.
context: Then what are you emailing her, as you're saying that?\I have to say congratulations.\Send!\Now I'm really feeling impatient.\Fast as always.\Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first. response:	Saikou?
context: I have to say congratulations.\Send!\Now I'm really feeling impatient.\Fast as always.\Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou? response:	What's up?
context: Send!\Now I'm really feeling impatient.\Fast as always.\Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up? response:	Huh?
context: Now I'm really feeling impatient.\Fast as always.\Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up?\Huh? response:	I don't dislike only encouraging each other through email...
context: Fast as always.\Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up?\Huh?\I don't dislike only encouraging each other through email... response:	and when Azuki gets mad at me...
context: Azuki\I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up?\Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me... response:	I'm kind of happy.
context: I'm sorry.\I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up?\Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy. response:	She got mad at you.
context: I'll keep working hard so I can have a heroine role waiting for you first.\Saikou?\What's up?\Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you. response:	Also, I like Azuki like crazy, and yet...
context: Saikou?\What's up?\Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet... response:	right now, I still don't feel like I want to see her.
context: What's up?\Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her. response:	That is strange.
context: Huh?\I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange. response:	But I'm pretty sure Azuki's crazy about you...
context: I don't dislike only encouraging each other through email...\and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you... response:	in the same way, I think.
context: and when Azuki gets mad at me...\I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think. response:	That's true.
context: I'm kind of happy.\She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true. response:	Maybe you're more of an N than an M.
context: She got mad at you.\Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true.\Maybe you're more of an N than an M. response:	An N for narcissist.
context: Also, I like Azuki like crazy, and yet...\right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true.\Maybe you're more of an N than an M.\An N for narcissist. response:	Isn't that too many si's?
context: right now, I still don't feel like I want to see her.\That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true.\Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's? response:	That's the right way to say it.
context: That is strange.\But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true.\Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's?\That's the right way to say it. response:	TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).
context: But I'm pretty sure Azuki's crazy about you...\in the same way, I think.\That's true.\Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/). response:	I see.
context: in the same way, I think.\That's true.\Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see. response:	Miho, congratulations on your seiyuu debut!
context: That's true.\Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut! response:	Thanks, Kaya.
context: Maybe you're more of an N than an M.\An N for narcissist.\Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut!\Thanks, Kaya. response:	I'm making an announcement!
context: An N for narcissist.\Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut!\Thanks, Kaya.\I'm making an announcement! response:	I've decided on my dream!
context: Isn't that too many si's?\That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut!\Thanks, Kaya.\I'm making an announcement!\I've decided on my dream! response:	Huh?
context: That's the right way to say it.\TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut!\Thanks, Kaya.\I'm making an announcement!\I've decided on my dream!\Huh? response:	Next time, Wall and Kiss.
context: TL Note: In Japanese, the use of Narcissist as a loan word from English is often abbreviated one si sound, as just Narsist (Narushisuto/).\I see.\Miho, congratulations on your seiyuu debut!\Thanks, Kaya.\I'm making an announcement!\I've decided on my dream!\Huh?\Next time, Wall and Kiss. response:	That means I'll be working hard going for my dream, too!
