context: The other team chose to receive the ball first. response:	We'll be serving first.
context: Counter!\Yeah!\Damn it.\We can't handle that 10.\Hinata, nice kill!\Thanks!\I-I'm sorry!\Johzenji Karasuno response:	Don't worry about it.
context: Yeah!\Damn it.\We can't handle that 10.\Hinata, nice kill!\Thanks!\I-I'm sorry!\Johzenji Karasuno\Don't worry about it. response:	We're gonna end this.
context: Damn it.\We can't handle that 10.\Hinata, nice kill!\Thanks!\I-I'm sorry!\Johzenji Karasuno\Don't worry about it.\We're gonna end this. response:	Out!
context: We can't handle that 10.\Hinata, nice kill!\Thanks!\I-I'm sorry!\Johzenji Karasuno\Don't worry about it.\We're gonna end this.\Out! response:	Don't mind! Don't mind!
context: Hinata, nice kill!\Thanks!\I-I'm sorry!\Johzenji Karasuno\Don't worry about it.\We're gonna end this.\Out!\Don't mind! Don't mind! response:	Daichi-san, nice serve!
context: Thanks!\I-I'm sorry!\Johzenji Karasuno\Don't worry about it.\We're gonna end this.\Out!\Don't mind! Don't mind!\Daichi-san, nice serve! response:	Got it!
context: I-I'm sorry!\Johzenji Karasuno\Don't worry about it.\We're gonna end this.\Out!\Don't mind! Don't mind!\Daichi-san, nice serve!\Got it! response:	Sorry!
context: Johzenji Karasuno\Don't worry about it.\We're gonna end this.\Out!\Don't mind! Don't mind!\Daichi-san, nice serve!\Got it!\Sorry! response:	Why you...
context: Don't worry about it.\We're gonna end this.\Out!\Don't mind! Don't mind!\Daichi-san, nice serve!\Got it!\Sorry!\Why you... response:	Is he going to do a dump attack?
context: We're gonna end this.\Out!\Don't mind! Don't mind!\Daichi-san, nice serve!\Got it!\Sorry!\Why you...\Is he going to do a dump attack? response:	Yeah, you go!
context: Out!\Don't mind! Don't mind!\Daichi-san, nice serve!\Got it!\Sorry!\Why you...\Is he going to do a dump attack?\Yeah, you go! response:	Crap...
context: Don't mind! Don't mind!\Daichi-san, nice serve!\Got it!\Sorry!\Why you...\Is he going to do a dump attack?\Yeah, you go!\Crap... response:	All right!
context: Daichi-san, nice serve!\Got it!\Sorry!\Why you...\Is he going to do a dump attack?\Yeah, you go!\Crap...\All right! response:	The other team called a time out!
context: Got it!\Sorry!\Why you...\Is he going to do a dump attack?\Yeah, you go!\Crap...\All right!\The other team called a time out! response:	All right!
context: Sorry!\Why you...\Is he going to do a dump attack?\Yeah, you go!\Crap...\All right!\The other team called a time out!\All right! response:	It's good to be on the offensive,
context: Why you...\Is he going to do a dump attack?\Yeah, you go!\Crap...\All right!\The other team called a time out!\All right!\It's good to be on the offensive, response:	but Johzenji is definitely panicking.
context: Is he going to do a dump attack?\Yeah, you go!\Crap...\All right!\The other team called a time out!\All right!\It's good to be on the offensive,\but Johzenji is definitely panicking. response:	Let's get more hyped up!
context: Yeah, you go!\Crap...\All right!\The other team called a time out!\All right!\It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up! response:	Yeah! Hyped! Super hyped!
context: Crap...\All right!\The other team called a time out!\All right!\It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped! response:	It'll all work out.
context: All right!\The other team called a time out!\All right!\It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out. response:	So what are we gonna do about that 10's quick?
context: The other team called a time out!\All right!\It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick? response:	What are we gonna do?
context: All right!\It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do? response:	What are we gonna do?
context: It's good to be on the offensive,\but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do? response:	Wh-What will we do?
context: but Johzenji is definitely panicking.\Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do?\Wh-What will we do? response:	Don't think too much about it.
context: Let's get more hyped up!\Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do?\Wh-What will we do?\Don't think too much about it. response:	We just have to go at them harder! Yeah!
context: Yeah! Hyped! Super hyped!\It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do?\Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah! response:	What are you going to do now, Misaki?
context: It'll all work out.\So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do?\Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki? response:	I don't have anyone to take over for me,
context: So what are we gonna do about that 10's quick?\What are we gonna do?\What are we gonna do?\Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me, response:	so I'm thinking about staying until the spring tournament.
context: What are we gonna do?\What are we gonna do?\Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament. response:	That puts me at ease a little.
context: What are we gonna do?\Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little. response:	When they're doing well, everything is fine,
context: Wh-What will we do?\Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine, response:	but once they break, I think they're still pretty weak,
context: Don't think too much about it.\We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak, response:	so you'll have to spank them for me.
context: We just have to go at them harder! Yeah!\What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me. response:	I don't think they'll listen to me.
context: What are you going to do now, Misaki?\I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me. response:	That's not true.
context: I don't have anyone to take over for me,\so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true. response:	Yeah! Let's go all out! Way out!
context: so I'm thinking about staying until the spring tournament.\That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out! response:	All right!
context: That puts me at ease a little.\When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out!\All right! response:	Way out! Way out!
context: When they're doing well, everything is fine,\but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out!\All right!\Way out! Way out! response:	What do you mean, way out?
context: but once they break, I think they're still pretty weak,\so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out!\All right!\Way out! Way out!\What do you mean, way out? response:	Huh?
context: so you'll have to spank them for me.\I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out!\All right!\Way out! Way out!\What do you mean, way out?\Huh? response:	You guys try way too hard to solve things by getting riled up and excited.
context: I don't think they'll listen to me.\That's not true.\Yeah! Let's go all out! Way out!\All right!\Way out! Way out!\What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited. response:	Eventually, there will come a time that's not fun.
context: That's not true.\Yeah! Let's go all out! Way out!\All right!\Way out! Way out!\What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun. response:	What are you going to do then?
context: Yeah! Let's go all out! Way out!\All right!\Way out! Way out!\What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then? response:	Even then,
context: All right!\Way out! Way out!\What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then, response:	I'll do my best to have fun.
context: Way out! Way out!\What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun. response:	Having fun even if you're inferior or not doing well?
context: What do you mean, way out?\Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well? response:	If anyone's actually like that, they're either creeps or weirdos.
context: Huh?\You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos. response:	M-Misaki? What's wrong?
context: You guys try way too hard to solve things by getting riled up and excited.\Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong? response:	I'm sorry, Sensei.
context: Eventually, there will come a time that's not fun.\What are you going to do then?\Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei. response:	But if I don't say this when they have an idea of their weakness,
context: What are you going to do then?\Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness, response:	I don't think they'll get it, so please let me finish.
context: Even then,\I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish. response:	Huh? Uh, okay...
context: I'll do my best to have fun.\Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay... response:	Okudake-kun told me to give these guys a spanking...
context: Having fun even if you're inferior or not doing well?\If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking... response:	Spank?
context: If anyone's actually like that, they're either creeps or weirdos.\M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank? response:	Hana-san...
context: M-Misaki? What's wrong?\I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san... response:	Well, yeah, the situation right now isn't fun.
context: I'm sorry, Sensei.\But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san...\Well, yeah, the situation right now isn't fun. response:	It's annoying, but those guys are playing around much more freely.
context: But if I don't say this when they have an idea of their weakness,\I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely. response:	Okudake-kun used to always say in order to play,
context: I don't think they'll get it, so please let me finish.\Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play, response:	you need a place to play.
context: Huh? Uh, okay...\Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play. response:	Endure through the time that's not fun,
context: Okudake-kun told me to give these guys a spanking...\Spank?\Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun, response:	and play all the way to the end.
context: Spank?\Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun,\and play all the way to the end. response:	I thought I heard that pretty lady say spank...
context: Hana-san...\Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank... response:	What's wrong?
context: Well, yeah, the situation right now isn't fun.\It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong? response:	Kiyoko-san...
context: It's annoying, but those guys are playing around much more freely.\Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san... response:	I'm not sure why I'm asking, but would you scold us, too?
context: Okudake-kun used to always say in order to play,\you need a place to play.\Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too? response:	In the most condescending way possible.
context: you need a place to play.\Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible. response:	No.
context: Endure through the time that's not fun,\and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No. response:	Then
context: and play all the way to the end.\I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No.\Then response:	I will not spank you, either.
context: I thought I heard that pretty lady say spank...\What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No.\Then\I will not spank you, either. response:	We got Kiyoko-san to say spank!
context: What's wrong?\Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No.\Then\I will not spank you, either.\We got Kiyoko-san to say spank! response:	Johzenji Karasuno
context: Kiyoko-san...\I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No.\Then\I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno response:	Now that we're in the middle of our second set...
context: I'm not sure why I'm asking, but would you scold us, too?\In the most condescending way possible.\No.\Then\I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set... response:	It looks like we're finally starting the second round.
context: In the most condescending way possible.\No.\Then\I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round. response:	Johzenji's style of volleyball is constantly changing.
context: No.\Then\I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing. response:	We do that, too!
context: Then\I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing.\We do that, too! response:	Rolling... Headbutt!
context: I will not spank you, either.\We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing.\We do that, too!\Rolling... Headbutt! response:	You're so cool, Noya-san!
context: We got Kiyoko-san to say spank!\Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing.\We do that, too!\Rolling... Headbutt!\You're so cool, Noya-san! response:	Er, that's not volleyball...
context: Johzenji Karasuno\Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing.\We do that, too!\Rolling... Headbutt!\You're so cool, Noya-san!\Er, that's not volleyball... response:	Episode 16: Next
context: Now that we're in the middle of our second set...\It looks like we're finally starting the second round.\Johzenji's style of volleyball is constantly changing.\We do that, too!\Rolling... Headbutt!\You're so cool, Noya-san!\Er, that's not volleyball...\Episode 16: Next response:	Next time on Haikyu!! : Next.
