context: The Third Plate response:	Eleven
context: But now that they've begun their cooking match,\we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses...\Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi? response:	Yukihira, I'll get started first.
context: we can only observe what will happen\how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses...\Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first. response:	Wow, that's huge!
context: how Yukihira-kun will challenge the Tsukasa Eishi.\Yes, Erina-sama.\But if he loses...\Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge! response:	That must be venison backstrap.
context: Yes, Erina-sama.\But if he loses...\Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap. response:	After rubbing the meat with salt and pepper,
context: But if he loses...\Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper, response:	he's using the salamander to slowly and gently cook it.
context: Okay, so venison.\What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it. response:	He's lined the skillet with diced venison fat and tendon, so that
context: What kind of dish should I make?\What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that response:	the meat will not come in direct contact with the skillet's surface.
context: What kind of dish will let me win against Tsukasa Eishi?\Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface. response:	And he's periodically removing the meat
context: Yukihira, I'll get started first.\Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat response:	and basting it with the melted fat
context: Wow, that's huge!\That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat response:	to prevent the meat's surface from drying out.
context: That must be venison backstrap.\After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out. response:	His care for his ingredients is unbelievable.
context: After rubbing the meat with salt and pepper,\he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable. response:	He is so tender toward them.
context: he's using the salamander to slowly and gently cook it.\He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them. response:	It's almost as if he's silently speaking to them.
context: He's lined the skillet with diced venison fat and tendon, so that\the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them. response:	That is why he is the First Seat.
context: the meat will not come in direct contact with the skillet's surface.\And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat. response:	Right now, he is communing with the ingredients in the truest sense of the word.
context: And he's periodically removing the meat\and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word. response:	Good. Come this way.
context: and basting it with the melted fat\to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way. response:	Come closer.
context: to prevent the meat's surface from drying out.\His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer. response:	That's right. Come.
context: His care for his ingredients is unbelievable.\He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer.\That's right. Come. response:	Now...
context: He is so tender toward them.\It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer.\That's right. Come.\Now... response:	Come reside in my dish.
context: It's almost as if he's silently speaking to them.\That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer.\That's right. Come.\Now...\Come reside in my dish. response:	Amazing.
context: That is why he is the First Seat.\Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer.\That's right. Come.\Now...\Come reside in my dish.\Amazing. response:	The venison's juices seem to be quietly rippling within the meat.
context: Right now, he is communing with the ingredients in the truest sense of the word.\Good. Come this way.\Come closer.\That's right. Come.\Now...\Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat. response:	We're witnessing the ingredient reach its full potential as we speak.
context: Good. Come this way.\Come closer.\That's right. Come.\Now...\Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak. response:	I haven't even tasted it, but...
context: Come closer.\That's right. Come.\Now...\Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but... response:	Just by smell and sight...
context: That's right. Come.\Now...\Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight... response:	I can't help but consume...
context: Now...\Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume... response:	His sensitivity and technique far surpass the acts of mere mortals.
context: Come reside in my dish.\Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals. response:	Der WeiBe Ritter der Tafel, Tsukasa Eishi,
context: Amazing.\The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi, response:	has set foot in the divine realm ruled by gods of gourmet dining.
context: The venison's juices seem to be quietly rippling within the meat.\We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining. response:	Yukihira, are you sure you don't want to start cooking?
context: We're witnessing the ingredient reach its full potential as we speak.\I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking? response:	As a member of Central, I cannot allow myself to be defeated,
context: I haven't even tasted it, but...\Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated, response:	so I will not be holding anything back.
context: Just by smell and sight...\I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back. response:	Tsukasa-senpai, what does Central want to accomplish, anyway?
context: I can't help but consume...\His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway? response:	Huh?
context: His sensitivity and technique far surpass the acts of mere mortals.\Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh? response:	Why ask all of a sudden?
context: Der WeiBe Ritter der Tafel, Tsukasa Eishi,\has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden? response:	Is controlling the academy their only true objective?
context: has set foot in the divine realm ruled by gods of gourmet dining.\Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective? response:	I mean, you're such an excellent chef.
context: Yukihira, are you sure you don't want to start cooking?\As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef. response:	I think you'd do just fine on your own without joining Central.
context: As a member of Central, I cannot allow myself to be defeated,\so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central. response:	Th-That's giving me too much credit, Yukihira.
context: so I will not be holding anything back.\Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira. response:	Hmm, but I guess Central's long-term goal...
context: Tsukasa-senpai, what does Central want to accomplish, anyway?\Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal... response:	is to shut down all the restaurants in Japan.
context: Huh?\Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan. response:	Huh?
context: Why ask all of a sudden?\Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh? response:	Oh, I hope you don't misunderstand.
context: Is controlling the academy their only true objective?\I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand. response:	Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.
context: I mean, you're such an excellent chef.\I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food. response:	Here's what Director Azami said.
context: I think you'd do just fine on your own without joining Central.\Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said. response:	We must annihilate restaurants that serve mere animal feed, unworthy of being called food.
context: Th-That's giving me too much credit, Yukihira.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food. response:	It is an absolutely necessary step in order to advance Japan's gourmet dining.
context: Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining. response:	To do so, nurturing superior chefs who'll become our army is essential.
context: is to shut down all the restaurants in Japan.\Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential. response:	The current purge at the academy and the restructured classes
context: Huh?\Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes response:	are all preliminary steps before the subpar restaurants are shut down nationwide.
context: Oh, I hope you don't misunderstand.\Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide. response:	Subpar restaurants?
context: Of course, we wouldn't shut down any restaurant that is truly serving gourmet food.\Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants? response:	Right.
context: Here's what Director Azami said.\We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right. response:	We'll eradicate all the city restaurants that cater to the masses
context: We must annihilate restaurants that serve mere animal feed, unworthy of being called food.\It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses response:	and replace them with restaurants that provide true gourmet dining.
context: It is an absolutely necessary step in order to advance Japan's gourmet dining.\To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining. response:	That is the future Central wants.
context: To do so, nurturing superior chefs who'll become our army is essential.\The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants. response:	The city restaurants that cater to the masses, huh.
context: The current purge at the academy and the restructured classes\are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh. response:	So that means stores like Mitamura-san's Western restaurant...
context: are all preliminary steps before the subpar restaurants are shut down nationwide.\Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant... response:	Western Restaurant Mitamura
context: Subpar restaurants?\Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura response:	and my family business, Yukihira Diner, are all unnecessary?
context: Right.\We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary? response:	Yeah, that's correct.
context: We'll eradicate all the city restaurants that cater to the masses\and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct. response:	Even if that means there'd be people who'd lose places they really care about?
context: and replace them with restaurants that provide true gourmet dining.\That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about? response:	Yeah, it would.
context: That is the future Central wants.\The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would. response:	I think that's unavoidable.
context: The city restaurants that cater to the masses, huh.\So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable. response:	I see.
context: So that means stores like Mitamura-san's Western restaurant...\Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable.\I see. response:	I don't think I'm suited to becoming your second-in-command.
context: Western Restaurant Mitamura\and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command. response:	I won't join Central.
context: and my family business, Yukihira Diner, are all unnecessary?\Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central. response:	I'll win this match!
context: Yeah, that's correct.\Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central.\I'll win this match! response:	Totsuki
context: Even if that means there'd be people who'd lose places they really care about?\Yeah, it would.\I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central.\I'll win this match!\Totsuki response:	Food Wars
context: Yeah, it would.\I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central.\I'll win this match!\Totsuki\Food Wars response:	The Third Plate
context: I think that's unavoidable.\I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central.\I'll win this match!\Totsuki\Food Wars\The Third Plate response:	Next Episode: The One Who Aims for the Summit
context: I see.\I don't think I'm suited to becoming your second-in-command.\I won't join Central.\I'll win this match!\Totsuki\Food Wars\The Third Plate\Next Episode: The One Who Aims for the Summit response:	I hope you savor the next episode!
