context: It is near... response:	It is near!
context: The Lobster Family really was a wealthy plantation family concentrated in the Zentopia Church Parish.\Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor? response:	I don't understand this at all.
context: Guess I was worried for nothing.\Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all. response:	Burnt to the ground, and this time corroded?
context: Well, there was the time with Mest... I mean, Dranbalt.\But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded? response:	If I consider the distance between each parish, and the varied magic traces,
context: But it's still a relief.\Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces, response:	I can come to no other conclusion than there are multiple culprits.
context: Hold up a second. The Lobster family was a wealthy plantation family? Why the past tense?\That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits. response:	No...
context: That's because a number of years ago there was a terrible incident.\Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No... response:	Who is he?
context: Oh, you mean that.\Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No...\Who is he? response:	He seems to have been out when the tragedy happened.
context: Then, Michelle is a survivor?\I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No...\Who is he?\He seems to have been out when the tragedy happened. response:	What? But I heard there was a body discovered here...
context: I don't understand this at all.\Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No...\Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here... response:	Yes...
context: Burnt to the ground, and this time corroded?\If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No...\Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes... response:	But I was sure this church only had the one priest...
context: If I consider the distance between each parish, and the varied magic traces,\I can come to no other conclusion than there are multiple culprits.\No...\Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest... response:	Then, who was the victim?
context: I can come to no other conclusion than there are multiple culprits.\No...\Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest...\Then, who was the victim? response:	He's very insistent that there was no one there.
context: No...\Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there. response:	Um, Lucy-neesan... I've been thinking.
context: Who is he?\He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking. response:	What?
context: He seems to have been out when the tragedy happened.\What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What? response:	As long as you can pay money, guilds will do what you want, right?
context: What? But I heard there was a body discovered here...\Yes...\But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right? response:	Guess so.
context: Yes...\But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right?\Guess so. response:	I was thinking, why not request the guild to investigate that memento?
context: But I was sure this church only had the one priest...\Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento? response:	That's so smart of you, Michelle!
context: Then, who was the victim?\He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle! response:	I see.
context: He's very insistent that there was no one there.\Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see. response:	Never heard of a wizard asking a wizard for help!
context: Um, Lucy-neesan... I've been thinking.\What?\As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help! response:	Hand over a request flier upstairs.
context: What?\As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs. response:	We'll pass it on.
context: As long as you can pay money, guilds will do what you want, right?\Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on. response:	Good idea, Lucy!
context: Guess so.\I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy! response:	Who's gonna volunteer?
context: I was thinking, why not request the guild to investigate that memento?\That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer? response:	Putting in a request for the guild?
context: That's so smart of you, Michelle!\I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild? response:	I got permission!
context: I see.\Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild?\I got permission! response:	I want to do something to help you understand what Uncle Jude wanted to say to you.
context: Never heard of a wizard asking a wizard for help!\Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you. response:	Okay! Then, I'll take it on!
context: Hand over a request flier upstairs.\We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on! response:	Don't break it now. Understand?
context: We'll pass it on.\Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand? response:	Quiet, you! I know that!
context: Good idea, Lucy!\Who's gonna volunteer?\Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that! response:	So, it's a fateful union?
context: Who's gonna volunteer?\Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union? response:	They've both lost their families...
context: Putting in a request for the guild?\I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families... response:	But...
context: I got permission!\I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families...\But... response:	You went and researched her identity... Not bad.
context: I want to do something to help you understand what Uncle Jude wanted to say to you.\Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families...\But...\You went and researched her identity... Not bad. response:	Well, I am the Master, after all.
context: Okay! Then, I'll take it on!\Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families...\But...\You went and researched her identity... Not bad.\Well, I am the Master, after all. response:	This is how I got us through these seven years.
context: Don't break it now. Understand?\Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families...\But...\You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years. response:	Speaking of which...
context: Quiet, you! I know that!\So, it's a fateful union?\They've both lost their families...\But...\You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which... response:	There's something else that's worrying me...
context: So, it's a fateful union?\They've both lost their families...\But...\You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me... response:	Hey!
context: They've both lost their families...\But...\You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me...\Hey! response:	Are you okay?
context: But...\You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me...\Hey!\Are you okay? response:	What?
context: You went and researched her identity... Not bad.\Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me...\Hey!\Are you okay?\What? response:	What in the world?
context: Well, I am the Master, after all.\This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me...\Hey!\Are you okay?\What?\What in the world? response:	Something's appearing!
context: This is how I got us through these seven years.\Speaking of which...\There's something else that's worrying me...\Hey!\Are you okay?\What?\What in the world?\Something's appearing! response:	It's letters.
context: Speaking of which...\There's something else that's worrying me...\Hey!\Are you okay?\What?\What in the world?\Something's appearing!\It's letters. response:	Those ancient letters?
context: There's something else that's worrying me...\Hey!\Are you okay?\What?\What in the world?\Something's appearing!\It's letters.\Those ancient letters? response:	In that case, get Levy-chan to...
context: Hey!\Are you okay?\What?\What in the world?\Something's appearing!\It's letters.\Those ancient letters?\In that case, get Levy-chan to... response:	She's not here! She's off far away with Shadow Gear on a job.
context: Are you okay?\What?\What in the world?\Something's appearing!\It's letters.\Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job. response:	And so is Fried.
context: What?\What in the world?\Something's appearing!\It's letters.\Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried. response:	It's trying to tell us something...
context: What in the world?\Something's appearing!\It's letters.\Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something... response:	Father...
context: Something's appearing!\It's letters.\Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something...\Father... response:	Can't you read those characters, Gramps?
context: It's letters.\Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something...\Father...\Can't you read those characters, Gramps? response:	Lucy... You'd be better off not getting involved with this.
context: Those ancient letters?\In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something...\Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this. response:	What do you mean?
context: In that case, get Levy-chan to...\She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something...\Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean? response:	But, Father...
context: She's not here! She's off far away with Shadow Gear on a job.\And so is Fried.\It's trying to tell us something...\Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father... response:	I'm going to solve this riddle, no matter what!
context: And so is Fried.\It's trying to tell us something...\Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father...\I'm going to solve this riddle, no matter what! response:	Sheesh... Challenging Laxus to a fight, again?
context: It's trying to tell us something...\Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again? response:	You just never learn, Natsu.
context: Father...\Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu. response:	Hey, it's not just me! Gajeel's the same way!
context: Can't you read those characters, Gramps?\Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way! response:	But you challenge Erza to a fight indiscriminately, too!
context: Lucy... You'd be better off not getting involved with this.\What do you mean?\But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too! response:	That's what it means to be a man always striving for the top!
context: What do you mean?\But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top! response:	That's what it means to be a man who doesn't know his place.
context: But, Father...\I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top!\That's what it means to be a man who doesn't know his place. response:	Got it?
context: I'm going to solve this riddle, no matter what!\Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top!\That's what it means to be a man who doesn't know his place.\Got it? response:	Next time: Raging Battle! Natsu vs. Laxus!
context: Sheesh... Challenging Laxus to a fight, again?\You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top!\That's what it means to be a man who doesn't know his place.\Got it?\Next time: Raging Battle! Natsu vs. Laxus! response:	Then, what about Lucy?
context: You just never learn, Natsu.\Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top!\That's what it means to be a man who doesn't know his place.\Got it?\Next time: Raging Battle! Natsu vs. Laxus!\Then, what about Lucy? response:	Lucy's still fighting with that short stick.
context: Hey, it's not just me! Gajeel's the same way!\But you challenge Erza to a fight indiscriminately, too!\That's what it means to be a man always striving for the top!\That's what it means to be a man who doesn't know his place.\Got it?\Next time: Raging Battle! Natsu vs. Laxus!\Then, what about Lucy?\Lucy's still fighting with that short stick. response:	So after becoming an invisible figure, she wants to be a stick figure?
