context: All right! response:	Boys' Bathroom
context: Give it to me!\Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up! response:	Just try it!
context: Left! 4, 4!\First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up!\Just try it! response:	Um... a soft block that reduces the ball's momentum, and...
context: First, you need to visualize it.\Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and... response:	The one who kills the spike...
context: Concentrate your strength to your fingertips,\so you're not blown back.\And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike... response:	Feint!
context: so you're not blown back.\And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint! response:	Damn it!
context: And put your hands in front of you, instead of over your head.\In front.\And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint!\Damn it! response:	Wow, I totally thought they were going to come with a full-on attack there.
context: In front.\And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there. response:	To think it was actually a feint...
context: And then, make this annoying owl shut up!\Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint... response:	I guess that's what you get with an ace that went to nationals.
context: Just try it!\Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals. response:	Daichi-san, that was...
context: Um... a soft block that reduces the ball's momentum, and...\The one who kills the spike...\Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was... response:	Yeah.
context: The one who kills the spike...\Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah. response:	Bokuto-san just ran away.
context: Feint!\Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah.\Bokuto-san just ran away. response:	I did not! I just got around it!
context: Damn it!\Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah.\Bokuto-san just ran away.\I did not! I just got around it! response:	And really well! I got around their block!
context: Wow, I totally thought they were going to come with a full-on attack there.\To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah.\Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block! response:	You let your guard down.
context: To think it was actually a feint...\I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah.\Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block!\You let your guard down. response:	Ugh! Yeah, yeah, I'm sorry!
context: I guess that's what you get with an ace that went to nationals.\Daichi-san, that was...\Yeah.\Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry! response:	Well, now...
context: Daichi-san, that was...\Yeah.\Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now... response:	Perhaps the troublesome little baby bird is starting to come out of his shell.
context: Yeah.\Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell. response:	Oh...
context: Bokuto-san just ran away.\I did not! I just got around it!\And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh... response:	The sun versus the moon?
context: I did not! I just got around it!\And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon? response:	Tsukki! Jump some blocks for us!
context: And really well! I got around their block!\You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us! response:	Could you please not call me that?
context: You let your guard down.\Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us!\Could you please not call me that? response:	Then... How about Glasses-kun?
context: Ugh! Yeah, yeah, I'm sorry!\Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us!\Could you please not call me that?\Then... How about Glasses-kun? response:	All right, let's do this thing, Akaasshi!
context: Well, now...\Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us!\Could you please not call me that?\Then... How about Glasses-kun?\All right, let's do this thing, Akaasshi! response:	Now somehow I'm involved.
context: Perhaps the troublesome little baby bird is starting to come out of his shell.\Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us!\Could you please not call me that?\Then... How about Glasses-kun?\All right, let's do this thing, Akaasshi!\Now somehow I'm involved. response:	Episode 08: VS Umbrella
context: Oh...\The sun versus the moon?\Tsukki! Jump some blocks for us!\Could you please not call me that?\Then... How about Glasses-kun?\All right, let's do this thing, Akaasshi!\Now somehow I'm involved.\Episode 08: VS Umbrella response:	Next time on Haikyu!! : VS Umbrella.
