context: My place is close by. Wanna stop by? response:	B-But didn't you say you have a boyfriend?
context: But, hey, we're Wednesday partners and all, and you've been so nice to me.\I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?! response:	Talking to you fries my brain...
context: I was a little worried you might take offense if I got back with Mami-chan.\Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain... response:	Hey, that's going too far.
context: Man, I really can't thank you enough...\Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far. response:	I was trying to express my thanks.
context: Let's get one thing straight!\Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks. response:	Kazu-kun?
context: Me and you are rental girlfriend and client!\I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun? response:	What now?
context: I have zero interest in you!\I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun?\What now? response:	Hey!
context: I was just being nice to you out of pity! Does your brain misinterpret everything?!\Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun?\What now?\Hey! response:	You go!
context: Don't come talking to me about crap like that! Have you no self-preservation instincts?!\Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun?\What now?\Hey!\You go! response:	What now?
context: Talking to you fries my brain...\Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun?\What now?\Hey!\You go!\What now? response:	Are you in there?
context: Hey, that's going too far.\I was trying to express my thanks.\Kazu-kun?\What now?\Hey!\You go!\What now?\Are you in there? response:	What now?
context: I was trying to express my thanks.\Kazu-kun?\What now?\Hey!\You go!\What now?\Are you in there?\What now? response:	You go! What other choice do we have?!
context: Kazu-kun?\What now?\Hey!\You go!\What now?\Are you in there?\What now?\You go! What other choice do we have?! response:	What now?
context: What now?\Hey!\You go!\What now?\Are you in there?\What now?\You go! What other choice do we have?!\What now? response:	What other choice do we have?!
context: Hey!\You go!\What now?\Are you in there?\What now?\You go! What other choice do we have?!\What now?\What other choice do we have?! response:	What now?
context: You go!\What now?\Are you in there?\What now?\You go! What other choice do we have?!\What now?\What other choice do we have?!\What now? response:	What now?
context: What now?\Are you in there?\What now?\You go! What other choice do we have?!\What now?\What other choice do we have?!\What now?\What now? response:	H-Hey. What brings you here?
context: Are you in there?\What now?\You go! What other choice do we have?!\What now?\What other choice do we have?!\What now?\What now?\H-Hey. What brings you here? response:	I thought I'd help you with shopping.
context: What now?\You go! What other choice do we have?!\What now?\What other choice do we have?!\What now?\What now?\H-Hey. What brings you here?\I thought I'd help you with shopping. response:	Is someone else inside? I heard voices...
context: You go! What other choice do we have?!\What now?\What other choice do we have?!\What now?\What now?\H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices... response:	Nah, nobody! I-I was on the phone!
context: What now?\What other choice do we have?!\What now?\What now?\H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone! response:	Liar. You left your phone back on the table.
context: What other choice do we have?!\What now?\What now?\H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table. response:	I don't have it!
context: What now?\What now?\H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it! response:	Sheesh, boys are such lousy liars.
context: What now?\H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars. response:	Especially you, Kazu-kun.
context: H-Hey. What brings you here?\I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun. response:	I'm done!
context: I thought I'd help you with shopping.\Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done! response:	If she sees Ichinose in there,
context: Is someone else inside? I heard voices...\Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there, response:	she'll realize that she and Mizuhara are the same person!
context: Nah, nobody! I-I was on the phone!\Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person! response:	Same Person
context: Liar. You left your phone back on the table.\I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person response:	We meet again. It's me, Mizuhara Chizuru.
context: I don't have it!\Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru. response:	Th-The girlfriend?
context: Sheesh, boys are such lousy liars.\Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend? response:	Chizuru-san?!
context: Especially you, Kazu-kun.\I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?! response:	Venus!
context: I'm done!\If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?!\Venus! response:	Y-You were here?
context: If she sees Ichinose in there,\she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?!\Venus!\Y-You were here? response:	Y-Yes.
context: she'll realize that she and Mizuhara are the same person!\Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?!\Venus!\Y-You were here?\Y-Yes. response:	Why are you barefoot? Where are your shoes?
context: Same Person\We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?!\Venus!\Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes? response:	I left them at the beach.
context: We meet again. It's me, Mizuhara Chizuru.\Th-The girlfriend?\Chizuru-san?!\Venus!\Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach. response:	Ah, so you can be forgetful at times?
context: Th-The girlfriend?\Chizuru-san?!\Venus!\Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times? response:	Wait, why'd you guys even come here?
context: Chizuru-san?!\Venus!\Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here? response:	We got extra orders!
context: Venus!\Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders! response:	C'mon, Kazuya! You should've told me you invited her!
context: Y-You were here?\Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her! response:	Yeah, I did.
context: Y-Yes.\Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did. response:	Huh? But wasn't she supposed to be busy with something?
context: Why are you barefoot? Where are your shoes?\I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something? response:	V-Visiting family!
context: I left them at the beach.\Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family! response:	She's from Shimoda, you see.
context: Ah, so you can be forgetful at times?\Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see. response:	A-And she got some free time.
context: Wait, why'd you guys even come here?\We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time. response:	So I was like, wanna meet up?
context: We got extra orders!\C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up? response:	Really?
context: C'mon, Kazuya! You should've told me you invited her!\Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up?\Really? response:	Y-Yes, something like that.
context: Yeah, I did.\Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up?\Really?\Y-Yes, something like that. response:	Kazuya, what were you and her doing in the restroom?
context: Huh? But wasn't she supposed to be busy with something?\V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up?\Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom? response:	Were you doing her? Is that it?!
context: V-Visiting family!\She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up?\Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?! response:	U-Uh, no, nothing...
context: She's from Shimoda, you see.\A-And she got some free time.\So I was like, wanna meet up?\Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing... response:	Are you insane?
context: A-And she got some free time.\So I was like, wanna meet up?\Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane? response:	I told you your sex life would be ruined if you lost her virginity to her, didn't I?!
context: So I was like, wanna meet up?\Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?! response:	No sex until she's confirmed your partner-for-life!
context: Really?\Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life! response:	Why are you two so obsessed with this?!
context: Y-Yes, something like that.\Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?! response:	Listen, just don't do it!
context: Kazuya, what were you and her doing in the restroom?\Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it! response:	Don't do her!
context: Were you doing her? Is that it?!\U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her! response:	So scary...
context: U-Uh, no, nothing...\Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her!\So scary... response:	I'm glad you're here. I've been wanting to apologize about last time.
context: Are you insane?\I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time. response:	I'm sorry.
context: I told you your sex life would be ruined if you lost her virginity to her, didn't I?!\No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry. response:	Oh, I'm sorry about what I said, too.
context: No sex until she's confirmed your partner-for-life!\Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too. response:	Oh, shoot! I need to make a phone call!
context: Why are you two so obsessed with this?!\Listen, just don't do it!\Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call! response:	Sure.
context: Listen, just don't do it!\Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure. response:	Numa
context: Don't do her!\So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure.\Numa response:	This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?
context: So scary...\I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me? response:	Numa
context: I'm glad you're here. I've been wanting to apologize about last time.\I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa response:	This is why virgins are so damn cringey.
context: I'm sorry.\Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey. response:	Numa
context: Oh, I'm sorry about what I said, too.\Oh, shoot! I need to make a phone call!\Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey.\Numa response:	We meet again, my ass! hI never wanna see your face again!
context: Oh, shoot! I need to make a phone call!\Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again! response:	Numa
context: Sure.\Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again!\Numa response:	Die in a fire, stupid couple!
context: Numa\This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple! response:	Wow, you're cute.
context: This is a trip with friends, y'know? Who invites their SO? Trying to show off to me?\Numa\This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple!\Wow, you're cute. response:	S-Sorry! Never mind!
context: Numa\This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind! response:	What?
context: This is why virgins are so damn cringey.\Numa\We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind!\What? response:	I'm leaving. Think up some excuse.
context: Numa\We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse. response:	Huh? Already?
context: We meet again, my ass! hI never wanna see your face again!\Numa\Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse.\Huh? Already? response:	We can't risk it anymore.
context: Numa\Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore. response:	You're the one who showed up as Mizuhara.
context: Die in a fire, stupid couple!\Wow, you're cute.\S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara. response:	What choice did I have?
context: Wow, you're cute.\S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have? response:	Besides, we could've avoided all this if you'd just told them we'd broken up already!
context: S-Sorry! Never mind!\What?\I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already! response:	What, sneaking off to talk?
context: What?\I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk? response:	You two are so lovey-dovey.
context: I'm leaving. Think up some excuse.\Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey. response:	Come on, let's go.
context: Huh? Already?\We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go. response:	So you're from here, huh, Chizuru-chan?
context: We can't risk it anymore.\You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan? response:	Any tourist recommendations?
context: You're the one who showed up as Mizuhara.\What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations? response:	Huh? Uh...
context: What choice did I have?\Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh... response:	Sh-She was a sheltered rich girl, and she's still a little frail because of it!
context: Besides, we could've avoided all this if you'd just told them we'd broken up already!\What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it! response:	She doesn't know much about hangout spots and stuff.
context: What, sneaking off to talk?\You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff. response:	Is that so?
context: You two are so lovey-dovey.\Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so? response:	Y-Yes... Cough.
context: Come on, let's go.\So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough. response:	You are really fair-skinned...
context: So you're from here, huh, Chizuru-chan?\Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough.\You are really fair-skinned... response:	Control your eyes, dude.
context: Any tourist recommendations?\Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude. response:	So how'd you two end up meeting, then?
context: Huh? Uh...\Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then? response:	I-I randomly hit on her in Shibuya!
context: Sh-She was a sheltered rich girl, and she's still a little frail because of it!\She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya! response:	Wow, you were surprisingly easy to win over!
context: She doesn't know much about hangout spots and stuff.\Is that so?\Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over! response:	I-I guess...
context: Is that so?\Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess... response:	How many more damned lies are you gonna tell?!
context: Y-Yes... Cough.\You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?! response:	No way. My nerves can't handle this.
context: You are really fair-skinned...\Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this. response:	I'm gonna go wash off all this sand.
context: Control your eyes, dude.\So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand. response:	He's running away?!
context: So how'd you two end up meeting, then?\I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?! response:	Check out that girl with the black hair!
context: I-I randomly hit on her in Shibuya!\Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair! response:	The one in the pink bikini? She's super hot!
context: Wow, you were surprisingly easy to win over!\I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot! response:	Think she has a boyfriend?
context: I-I guess...\How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend? response:	I'm so jealous.
context: How many more damned lies are you gonna tell?!\No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous. response:	Well, yeah.
context: No way. My nerves can't handle this.\I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous.\Well, yeah. response:	She's a top-ranked beauty in anybody's eyes.
context: I'm gonna go wash off all this sand.\He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes. response:	Way out of my league.
context: He's running away?!\Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league. response:	And I made her pretend to be my girlfriend again.
context: Check out that girl with the black hair!\The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again. response:	Paying her might not get me off the hook this time.
context: The one in the pink bikini? She's super hot!\Think she has a boyfriend?\I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time. response:	Forgive me, Mizuhara.
context: Think she has a boyfriend?\I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara. response:	Once this trip's over, I'll tell them.
context: I'm so jealous.\Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them. response:	I'll tell Gran and these guys that we broke up.
context: Well, yeah.\She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up. response:	I bet Mami-chan's totally disgusted with me.
context: She's a top-ranked beauty in anybody's eyes.\Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me. response:	Who calls their girlfriend to a trip with friends?
context: Way out of my league.\And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends? response:	Kazu-kun!
context: And I made her pretend to be my girlfriend again.\Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun! response:	Mami-chan?
context: Paying her might not get me off the hook this time.\Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan? response:	I lost my bracelet.
context: Forgive me, Mizuhara.\Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan?\I lost my bracelet. response:	What? That sucks!
context: Once this trip's over, I'll tell them.\I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan?\I lost my bracelet.\What? That sucks! response:	Yeah! It was really expensive!
