context: Okay, on to the next scene. response:	Yuki, use your magic to take out Mikuru.
context: A willingness to strip will put you on the fast track to the blue ribbon!\Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her. response:	Okay, everyone! Eyes here! And get ready.
context: Okay, sorry to keep you waiting!\Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready. response:	After that, what I filmed was video of what was supposed to be
context: Zoom in!\Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be response:	Miss Asahina's day-to-day activities.
context: Confirmation completed. It's definitely the Miss Asahina I know.\What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities. response:	What kind of day-to-day life is she supposed to have?
context: What are you doing?\You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have? response:	And after pulling Miss Asahina this way and that...
context: You mustn't film anything unless I tell you to.\I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that... response:	Having a mountain in the background just doesn't work.
context: I know that. Here's your proof - I didn't hit the record button.\I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work. response:	Let's go to town.
context: I was just looking at her.\Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town. response:	Oh geez.
context: Okay, everyone! Eyes here! And get ready.\After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez. response:	Miss Asahina wore her bunny girl outfit until the sun set.
context: After that, what I filmed was video of what was supposed to be\Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set. response:	The only thing she really did was walk around in that outfit.
context: Miss Asahina's day-to-day activities.\What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit. response:	The idea of permission to shoot doesn't exist in Haruhi's mind,
context: What kind of day-to-day life is she supposed to have?\And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind, response:	so Haruhi was free to just shoot whatever and wherever she wanted to.
context: And after pulling Miss Asahina this way and that...\Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to. response:	This is a dignified freedom, in the same vein as the papal freedom of action
context: Having a mountain in the background just doesn't work.\Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action response:	practiced in the time of Pope Innocence III.
context: Let's go to town.\Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III. response:	Or so I'm told.
context: Oh geez.\Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told. response:	The definition of free is being misunderstood.
context: Miss Asahina wore her bunny girl outfit until the sun set.\The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood. response:	I guess this works for today.
context: The only thing she really did was walk around in that outfit.\The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today. response:	What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.
context: The idea of permission to shoot doesn't exist in Haruhi's mind,\so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing. response:	Okay, see you tomorrow.
context: so Haruhi was free to just shoot whatever and wherever she wanted to.\This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow. response:	We'll be meeting up at the same time and place.
context: This is a dignified freedom, in the same vein as the papal freedom of action\practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place. response:	What a carefree girl.
context: practiced in the time of Pope Innocence III.\Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl. response:	I hope she's going to give us some time to change, at least.
context: Or so I'm told.\The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least. response:	What's that? You've got to get the filming done!
context: The definition of free is being misunderstood.\I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done! response:	We don't have the time to take things slow!
context: I guess this works for today.\What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow! response:	You can relax as much as you want once the school festival is over.
context: What a long day. Tomorrow's Sunday, and I'd like to spend it relaxing.\Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over. response:	Until then, consider your calendar to be free of days off!
context: Okay, see you tomorrow.\We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off! response:	Okay, see you tomorrow!
context: We'll be meeting up at the same time and place.\What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow! response:	We're going to complete this movie, no matter what.
context: What a carefree girl.\I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what. response:	No. As long as I'm the director, its completion is guaranteed!
context: I hope she's going to give us some time to change, at least.\What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed! response:	Everything else hinges on your hard work.
context: What's that? You've got to get the filming done!\We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work. response:	Be on time.
context: We don't have the time to take things slow!\You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time. response:	Anyone that's late will be lynched and get the death penalty!
context: You can relax as much as you want once the school festival is over.\Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty! response:	I'll tell Miss Asahina.
context: Until then, consider your calendar to be free of days off!\Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina. response:	Tell her what?
context: Okay, see you tomorrow!\We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what? response:	About the laser. If she doesn't change the color of her eye,
context: We're going to complete this movie, no matter what.\No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye, response:	then a weird laser beam won't come out of it.
context: No. As long as I'm the director, its completion is guaranteed!\Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it. response:	Perhaps we should take a precaution, just in case.
context: Everything else hinges on your hard work.\Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case. response:	I'm sure that she'll cooperate.
context: Be on time.\Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate. response:	After all, a beam would be dangerous.
context: Anyone that's late will be lynched and get the death penalty!\I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous. response:	Man, but Nagato just keeps saving my life.
context: I'll tell Miss Asahina.\Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life. response:	Hey, Kyon. This isn't what we talked about.
context: Tell her what?\About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about. response:	Where's the lovely Miss Asahina?
context: About the laser. If she doesn't change the color of her eye,\then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina? response:	I came here because you said that she'd come and meet me.
context: then a weird laser beam won't come out of it.\Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me. response:	Well, she's not here. I came for the eye candy.
context: Perhaps we should take a precaution, just in case.\I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy. response:	What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.
context: I'm sure that she'll cooperate.\After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy. response:	What are you talking about? You're the hero!
context: After all, a beam would be dangerous.\Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! response:	What are you talking about? You're the hero! So what about it?
context: Man, but Nagato just keeps saving my life.\Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it? response:	So what about it?
context: Hey, Kyon. This isn't what we talked about.\Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it? response:	30 of this movie is riding on you! So what about it?
context: Where's the lovely Miss Asahina?\I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it? response:	30 of this movie is riding on you!
context: I came here because you said that she'd come and meet me.\Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you! response:	All I can see is Suzumiya's angry face.
context: Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face. response:	70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.
context: What are you talking about? You're the hero! Well, she's not here. I came for the eye candy.\What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face. response:	This is a scam!
context: What are you talking about? You're the hero!\What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam! response:	It's a scam, so just die. Just gaze at Nagato or something.
context: What are you talking about? You're the hero! So what about it?\So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something. response:	But you know, that actually looks pretty good on Miss Nagato.
context: So what about it?\30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato. response:	Kyon! What's up with Mikuru?
context: 30 of this movie is riding on you! So what about it?\30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru? response:	Ohh, if you keep dawdling like that, we'll never get anywhere!
context: 30 of this movie is riding on you!\All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere! response:	Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.
context: All I can see is Suzumiya's angry face.\70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too. response:	What!? Get your butt over here already!
context: 70 is on me and my genius, of course... That doesn't matter! All I can see is Suzumiya's angry face.\This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already! response:	What!? Get your butt over here already! So, what are we doing?
context: This is a scam!\It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing? response:	What!? Get your butt over here already!
context: It's a scam, so just die. Just gaze at Nagato or something.\But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already! response:	What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.
context: But you know, that actually looks pretty good on Miss Nagato.\Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything. response:	I came because they told me to if I wasn't doing anything.
context: Kyon! What's up with Mikuru?\Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything. response:	How do you read that, the words written on Miss Suzumiya's armband?
context: Ohh, if you keep dawdling like that, we'll never get anywhere!\Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband? response:	What are you doing with that handy-cam?
context: Ohh, if you keep dawdling like that, we'll never get anywhere! It looks like Miss Tsuruya's been pulled into being an extra, too.\What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam? response:	What's with Yuki's outfit?
context: What!? Get your butt over here already!\What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit? response:	Wow, Koizumi! You're looking hot today, as usual.
context: What!? Get your butt over here already! So, what are we doing?\What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual. response:	What a restless person.
context: What!? Get your butt over here already!\What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person. response:	What was that? Your stomach hurts?
context: What!? Get your butt over here already! I came because they told me to if I wasn't doing anything.\I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts? response:	Dummy! That only works through elementary school!
context: I came because they told me to if I wasn't doing anything.\How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school! response:	Come here, now! You have thirty seconds!
context: How do you read that, the words written on Miss Suzumiya's armband?\What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds! response:	And so it seems that Miss Asahina has a sudden case of shut-in syndrome.
context: What are you doing with that handy-cam?\What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome. response:	I'm going to go get her. Let me see the bag.
context: What's with Yuki's outfit?\Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag. response:	I can understand how Miss Asahina feels.
context: Wow, Koizumi! You're looking hot today, as usual.\What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels. response:	After all, it feels like she might end up as a real transforming hero at this rate.
context: What a restless person.\What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate. response:	A laser beam is a bit too much, though.
context: What was that? Your stomach hurts?\Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though. response:	But I think we'll be able to avoid any strange beams coming out.
context: Dummy! That only works through elementary school!\Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out. response:	How?
context: Come here, now! You have thirty seconds!\And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How? response:	Miss Nagato's cooperated with us.
context: And so it seems that Miss Asahina has a sudden case of shut-in syndrome.\I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us. response:	What did you do to Miss Asahina?
context: I'm going to go get her. Let me see the bag.\I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina? response:	She just removed her ability to shoot lasers.
context: I can understand how Miss Asahina feels.\After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers. response:	I'm not really sure, either.
context: After all, it feels like she might end up as a real transforming hero at this rate.\A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either. response:	Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.
context: A laser beam is a bit too much, though.\But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much. response:	What's a TFEI?
context: But I think we'll be able to avoid any strange beams coming out.\How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI? response:	It's an acronym that my organization just assigned to them.
