context: Huh? Wait, what? response:	Sorry, are you okay?!
context: Just kidding, Yamakawa!\Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura! response:	Hey, I was drinking that!
context: Yama isn't in my name!\Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that! response:	C'mon, lemme have a sip.
context: Kawada!\Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip. response:	Oh, hey, did you catch the concert on TV last night? The Osaka one!
context: Now you're just trying all the Kawa names! Come on!\-I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one! response:	Yeah, I did! It was awesome.
context: -I haven't talked to a classmate or raised my voice in so long...\-Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome. response:	Right? The lighting and stuff were so cool!
context: -Wait, was there a hashi in your name? -I haven't talked to a classmate or raised my voice in so long...\- No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool! response:	I wanna go to a concert someday...
context: - No! -I haven't talked to a classmate or raised my voice in so long...\Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday... response:	Shindo, you've been hanging out with Miyamura a lot lately, huh?
context: Miyamura!\Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh? response:	Yeah, what about it?
context: Hey, I was drinking that!\C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it? response:	You should probably stop, dude.
context: C'mon, lemme have a sip.\Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude. response:	He's all gloomy and depressing. And he has tons of piercings and shit.
context: Oh, hey, did you catch the concert on TV last night? The Osaka one!\Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit. response:	I've seen'em.
context: Yeah, I did! It was awesome.\Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em. response:	When that kind of guy loses his temper, it's bad news for everyone.
context: Right? The lighting and stuff were so cool!\I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone. response:	Shindo, you gotta-
context: I wanna go to a concert someday...\Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta- response:	Who do you think made him get that way?
context: Shindo, you've been hanging out with Miyamura a lot lately, huh?\Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way? response:	I know you guys are just mad'cause you think he stole me from you.
context: Yeah, what about it?\You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you. response:	Don't worry, we'll hang out again sometime.
context: You should probably stop, dude.\He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime. response:	-Shindo changed my whole middle school experience.
context: He's all gloomy and depressing. And he has tons of piercings and shit.\I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience. response:	-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.
context: I've seen'em.\When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience. response:	-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.
context: When that kind of guy loses his temper, it's bad news for everyone.\Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience. response:	You guys are paying, right?
context: Shindo, you gotta-\Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right? response:	-What?!
context: Who do you think made him get that way?\I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?! response:	-And the person who's changed my high school experience... -What?!
context: I know you guys are just mad'cause you think he stole me from you.\Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?! response:	-And the person who's changed my high school experience...
context: Don't worry, we'll hang out again sometime.\-Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience... response:	You seem to be having a good time there.
context: -Shindo changed my whole middle school experience.\-Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there. response:	C'mon, Miyamura!
context: -Do you know about the new place that opened up over here? -Shindo changed my whole middle school experience.\-Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura! response:	Whoa! Your fever's really high!
context: -Yeah, though I haven't been yet. -Shindo changed my whole middle school experience.\You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high! response:	And Mom already went to work...
context: You guys are paying, right?\-What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work... response:	Oh, no...
context: -What?!\-And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work...\Oh, no... response:	Where're you going?
context: -And the person who's changed my high school experience... -What?!\-And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work...\Oh, no...\Where're you going? response:	School.
context: -And the person who's changed my high school experience...\You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work...\Oh, no...\Where're you going?\School. response:	But you have a fever! You should rest!
context: You seem to be having a good time there.\C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work...\Oh, no...\Where're you going?\School.\But you have a fever! You should rest! response:	I can't be sick. Only morons catch colds in the summer.
context: C'mon, Miyamura!\Whoa! Your fever's really high!\And Mom already went to work...\Oh, no...\Where're you going?\School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer. response:	So I can't have a cold.
context: Whoa! Your fever's really high!\And Mom already went to work...\Oh, no...\Where're you going?\School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold. response:	You totally do, though.
context: And Mom already went to work...\Oh, no...\Where're you going?\School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though. response:	I gotta g...
context: Oh, no...\Where're you going?\School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though.\I gotta g... response:	C'mon, Sota.
context: Where're you going?\School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though.\I gotta g...\C'mon, Sota. response:	You're gonna stay home and rest today!
context: School.\But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though.\I gotta g...\C'mon, Sota.\You're gonna stay home and rest today! response:	I gotta go to school, so don't die while I'm gone!
context: But you have a fever! You should rest!\I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though.\I gotta g...\C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone! response:	I'm not gonna die. Have a good day at school.
context: I can't be sick. Only morons catch colds in the summer.\So I can't have a cold.\You totally do, though.\I gotta g...\C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school. response:	Thanks, feel better!
context: So I can't have a cold.\You totally do, though.\I gotta g...\C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better! response:	Sota sure is growing up quick...
context: You totally do, though.\I gotta g...\C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick... response:	Kyoko...
context: I gotta g...\C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick...\Kyoko... response:	I'm so sorry, Kyoko, but there's an emergency at work.
context: C'mon, Sota.\You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work. response:	I wish I could stay, but I have to go.
context: You're gonna stay home and rest today!\I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go. response:	Mama, I...
context: I gotta go to school, so don't die while I'm gone!\I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I... response:	Ugh, my nose is all stuffed up...
context: I'm not gonna die. Have a good day at school.\Thanks, feel better!\Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up... response:	Hori-san, do you need a towel?
context: Thanks, feel better!\Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel? response:	Yeah, thanks.
context: Sota sure is growing up quick...\Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks. response:	No prob.
context: Kyoko...\I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks.\No prob. response:	Let me know when you need a dry one.
context: I'm so sorry, Kyoko, but there's an emergency at work.\I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks.\No prob.\Let me know when you need a dry one. response:	I also brought you a sports drink.
context: I wish I could stay, but I have to go.\Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks.\No prob.\Let me know when you need a dry one.\I also brought you a sports drink. response:	Am I hallucinating? Why're you here, Miyamura?
context: Mama, I...\Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks.\No prob.\Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura? response:	Huh?
context: Ugh, my nose is all stuffed up...\Hori-san, do you need a towel?\Yeah, thanks.\No prob.\Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh? response:	Sota called me this morning saying you might die, so I swung by.
context: Hori-san, do you need a towel?\Yeah, thanks.\No prob.\Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by. response:	Cold Meds
context: Yeah, thanks.\No prob.\Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds response:	Sota called me this morning saying you might die, so I swung by.
context: No prob.\Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by. response:	Sota called me this morning saying you might die, so I swung by.
context: Let me know when you need a dry one.\I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by. response:	Okay.
context: I also brought you a sports drink.\Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay. response:	Did you get dressed for school this morning? How high's your fever?
context: Am I hallucinating? Why're you here, Miyamura?\Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever? response:	Thirty-ei...
context: Huh?\Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei... response:	Thirty, uh, seven... around there.
context: Sota called me this morning saying you might die, so I swung by.\Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there. response:	Did you take any cold meds?
context: Cold Meds\Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds? response:	Yeah, not long ago.
context: Sota called me this morning saying you might die, so I swung by.\Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago. response:	Okay then. Good.
context: Sota called me this morning saying you might die, so I swung by.\Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago.\Okay then. Good. response:	You should change out of your uniform...
context: Okay.\Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago.\Okay then. Good.\You should change out of your uniform... response:	Hori-san!
context: Did you get dressed for school this morning? How high's your fever?\Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago.\Okay then. Good.\You should change out of your uniform...\Hori-san! response:	Wait... what?!
context: Thirty-ei...\Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago.\Okay then. Good.\You should change out of your uniform...\Hori-san!\Wait... what?! response:	Huh?
context: Thirty, uh, seven... around there.\Did you take any cold meds?\Yeah, not long ago.\Okay then. Good.\You should change out of your uniform...\Hori-san!\Wait... what?!\Huh? response:	Where are you going?
context: Did you take any cold meds?\Yeah, not long ago.\Okay then. Good.\You should change out of your uniform...\Hori-san!\Wait... what?!\Huh?\Where are you going? response:	U-Uh, to get you a drink?
context: Yeah, not long ago.\Okay then. Good.\You should change out of your uniform...\Hori-san!\Wait... what?!\Huh?\Where are you going?\U-Uh, to get you a drink? response:	Where are you going?!
context: Okay then. Good.\You should change out of your uniform...\Hori-san!\Wait... what?!\Huh?\Where are you going?\U-Uh, to get you a drink?\Where are you going?! response:	Hori-san, for real, though, you should go lie down.
context: You should change out of your uniform...\Hori-san!\Wait... what?!\Huh?\Where are you going?\U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down. response:	Where... are you going?
context: Hori-san!\Wait... what?!\Huh?\Where are you going?\U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going? response:	Kyoko, you're always so good at toughing things out...
context: Wait... what?!\Huh?\Where are you going?\U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out... response:	I know I shouldn't take advantage of that. I'm sorry.
context: Huh?\Where are you going?\U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry. response:	It's okay. Dad's not around right now, and work's rough on you.
context: Where are you going?\U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you. response:	I'm not a little kid anymore.
context: U-Uh, to get you a drink?\Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore. response:	I'll be fine.
context: Where are you going?!\Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine. response:	Have a good day at work, Mom!
context: Hori-san, for real, though, you should go lie down.\Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom! response:	Why?
context: Where... are you going?\Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom!\Why? response:	Why are you never, ever, ever here?!
context: Kyoko, you're always so good at toughing things out...\I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?! response:	Where are you going?!
context: I know I shouldn't take advantage of that. I'm sorry.\It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?!\Where are you going?! response:	Hori-san, instead of where are you going,
context: It's okay. Dad's not around right now, and work's rough on you.\I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going, response:	do you mean, please don't go?
context: I'm not a little kid anymore.\I'll be fine.\Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go? response:	Where are you going?
context: I'll be fine.\Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going? response:	I'm not going anywhere.
context: Have a good day at work, Mom!\Why?\Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going?\I'm not going anywhere. response:	Until you say you don't need me here anymore,
context: Why?\Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore, response:	or get sick and tired of looking at my face,
context: Why are you never, ever, ever here?!\Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face, response:	or tell me to buzz off,
context: Where are you going?!\Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off, response:	I'm going to stay right here.
context: Hori-san, instead of where are you going,\do you mean, please don't go?\Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here. response:	Mmkay.
context: do you mean, please don't go?\Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here.\Mmkay. response:	Make sure you drink some water later though, okay?
context: Where are you going?\I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay? response:	Okay, I'm heading out.
context: I'm not going anywhere.\Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out. response:	I called your mom and told Ishikawa-kun to tell school you're sick.
context: Until you say you don't need me here anymore,\or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick. response:	Also,
context: or get sick and tired of looking at my face,\or tell me to buzz off,\I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also, response:	I'm in love with you, Hori-san.
context: or tell me to buzz off,\I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san. response:	Have been for a while now.
context: I'm going to stay right here.\Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san.\Have been for a while now. response:	There're drinks and food in the fridge.
context: Mmkay.\Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge. response:	If you need anything, call or text me. I'll come right over.
context: Make sure you drink some water later though, okay?\Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over. response:	Huh? What? What did he just say?!
context: Okay, I'm heading out.\I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?! response:	I'm so shocked, my fever's practically disappeared!
context: I called your mom and told Ishikawa-kun to tell school you're sick.\Also,\I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared! response:	Why? Why'd he tell me in the middle of all that boring stuff!?
context: Also,\I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared!\Why? Why'd he tell me in the middle of all that boring stuff!? response:	He knew I was awake when he said all that, right?!
context: I'm in love with you, Hori-san.\Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared!\Why? Why'd he tell me in the middle of all that boring stuff!?\He knew I was awake when he said all that, right?! response:	I don't get it. I need to know if he said it!
context: Have been for a while now.\There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared!\Why? Why'd he tell me in the middle of all that boring stuff!?\He knew I was awake when he said all that, right?!\I don't get it. I need to know if he said it! response:	But I don't want to make him say it again!
context: There're drinks and food in the fridge.\If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared!\Why? Why'd he tell me in the middle of all that boring stuff!?\He knew I was awake when he said all that, right?!\I don't get it. I need to know if he said it!\But I don't want to make him say it again! response:	If...
context: If you need anything, call or text me. I'll come right over.\Huh? What? What did he just say?!\I'm so shocked, my fever's practically disappeared!\Why? Why'd he tell me in the middle of all that boring stuff!?\He knew I was awake when he said all that, right?!\I don't get it. I need to know if he said it!\But I don't want to make him say it again!\If... response:	If I pretend I didn't hear it,
