context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: You heard people's voices around here?\It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip? response:	Are they talking about the curse?
context: It's noon, I'm sleepy.\Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip?\Are they talking about the curse? response:	Yuka-san, Toby-san, I bring sad news.
context: Toby, you got exposed to the Moon Drip?\You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news. response:	It's you, Sherry.
context: You got like, ears and stuff!\No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry. response:	Angelica has been bullied by someone.
context: No dude! They're like, fashion, yo!\Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone. response:	It's a mouse, dude! Don't give it no fancy name!
context: Just teasing, you dolt.\Yuka, you're so mean.\Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name! response:	She is not a mouse!
context: Yuka, you're so mean.\Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse! response:	Angelica is a hunter that runs through the darkness...
context: Moon Drip?\Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness... response:	And... love!
context: Are they talking about the curse?\Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love! response:	We've got some serious weirdos here.
context: Yuka-san, Toby-san, I bring sad news.\It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here. response:	Especially that last one.
context: It's you, Sherry.\Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here.\Especially that last one. response:	They're not from this island.
context: Angelica has been bullied by someone.\It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here.\Especially that last one.\They're not from this island. response:	They smell different.
context: It's a mouse, dude! Don't give it no fancy name!\She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here.\Especially that last one.\They're not from this island.\They smell different. response:	And they don't seem like they're cursed either.
context: She is not a mouse!\Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here.\Especially that last one.\They're not from this island.\They smell different.\And they don't seem like they're cursed either. response:	Intruders?
context: Angelica is a hunter that runs through the darkness...\And... love!\We've got some serious weirdos here.\Especially that last one.\They're not from this island.\They smell different.\And they don't seem like they're cursed either.\Intruders? response:	And we haven't collected all the moonlight we need yet!
context: And... love!\We've got some serious weirdos here.\Especially that last one.\They're not from this island.\They smell different.\And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet! response:	How vexing!
context: We've got some serious weirdos here.\Especially that last one.\They're not from this island.\They smell different.\And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet!\How vexing! response:	Let us exterminate the intruders before Reitei-sama hears of them.
context: Especially that last one.\They're not from this island.\They smell different.\And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them. response:	Yes.
context: They're not from this island.\They smell different.\And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes. response:	Before the moon's true form appears.
context: They smell different.\And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears. response:	Yeah.
context: And they don't seem like they're cursed either.\Intruders?\And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears.\Yeah. response:	We can't let them survive if they've seen Deliora.
context: Intruders?\And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora. response:	We must put intruders to sleep for eternity.
context: And we haven't collected all the moonlight we need yet!\How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity. response:	In other words... love!
context: How vexing!\Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love! response:	You mean, death?
context: Let us exterminate the intruders before Reitei-sama hears of them.\Yes.\Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love!\You mean, death? response:	What's that?
context: Yes.\Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love!\You mean, death?\What's that? response:	It's over there.
context: Before the moon's true form appears.\Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love!\You mean, death?\What's that?\It's over there. response:	Good job.
context: Yeah.\We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love!\You mean, death?\What's that?\It's over there.\Good job. response:	Aye.
context: We can't let them survive if they've seen Deliora.\We must put intruders to sleep for eternity.\In other words... love!\You mean, death?\What's that?\It's over there.\Good job.\Aye. response:	What? Why don't we catch'em and make'em answer questions?
context: We must put intruders to sleep for eternity.\In other words... love!\You mean, death?\What's that?\It's over there.\Good job.\Aye.\What? Why don't we catch'em and make'em answer questions? response:	Not yet. Let's look around a bit more.
context: In other words... love!\You mean, death?\What's that?\It's over there.\Good job.\Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more. response:	This has gotten kind of complicated.
context: You mean, death?\What's that?\It's over there.\Good job.\Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated. response:	Who is this Reitei-sama person?
context: What's that?\It's over there.\Good job.\Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person? response:	Why the heck did they bring Deliora here?
context: It's over there.\Good job.\Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here? response:	And how did they find the place it was sealed anyway?
context: Good job.\Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway? response:	The place it was sealed?
context: Aye.\What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed? response:	This thing was sealed in a glacier on the northern continent.
context: What? Why don't we catch'em and make'em answer questions?\Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent. response:	An immortal demon that ran rampant ten years ago in the land of Isvan.
context: Not yet. Let's look around a bit more.\This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan. response:	The demon who Ul, the wizard who taught me magic, gave her life to seal away!
context: This has gotten kind of complicated.\Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away! response:	I don't know what connection it has to the curse on this island,
context: Who is this Reitei-sama person?\Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island, response:	but this thing should never be here!
context: Why the heck did they bring Deliora here?\And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here! response:	Who the hell is this Reitei person?
context: And how did they find the place it was sealed anyway?\The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person? response:	I ain't gonna let you get away with throwing dirt on Ul's name!
context: The place it was sealed?\This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name! response:	Take me away to someplace!
context: This thing was sealed in a glacier on the northern continent.\An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace! response:	Let's ride on a tin horse, just the two of us.
context: An immortal demon that ran rampant ten years ago in the land of Isvan.\The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us. response:	(Go!Go! Let's go! Romance)
context: The demon who Ul, the wizard who taught me magic, gave her life to seal away!\I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance) response:	It's sad that my beloved doll can't talk to me...
context: I don't know what connection it has to the curse on this island,\but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me... response:	(Go!Go! Let's go! Romance)
context: but this thing should never be here!\Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance) response:	Every time I think of you tears start to flow...
context: Who the hell is this Reitei person?\I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow... response:	I'm a crybaby, aren't I?
context: I ain't gonna let you get away with throwing dirt on Ul's name!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I? response:	In the moon (the moon) at night (at night)
context: Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night) response:	I'm always (I'm always)
context: Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always) response:	searching for the rabbit!
context: (Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit! response:	I'm at a loss for words (Hey! Hey! Hey!)
context: It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!) response:	so much it's like I'm under a spell.
context: (Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell. response:	This love is a monologue
context: Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue response:	from which I'll never awaken.
context: I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken. response:	I'm at a loss for words (Hey! Hey! Hey!)
context: In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!) response:	since I've completely fallen in love.
context: I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love. response:	I wonder what spell I could chant,
context: searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant, response:	to get through to you?
context: I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you? response:	The perfect thing to say.
context: so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say. response:	Spouting this and that,
context: This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that, response:	I just love you like crazy!
context: from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy! response:	One day I want to be able to tell you
context: I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you response:	You got me.
context: since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me. response:	My words of thanks.
context: I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks. response:	There's nothing more to say!
context: to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say! response:	Natsu, have you heard of this Moon Drip?
context: The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip? response:	What's that?
context: Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that? response:	I don't really know, but it says it's something about drips from the moon.
context: I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon. response:	Wait, could it be food?!
context: One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?! response:	Aye!
context: You got me.\My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye! response:	It's got to be candies!
context: My words of thanks.\There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye!\It's got to be candies! response:	They make them by concentrating moon juice!
context: There's nothing more to say!\Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye!\It's got to be candies!\They make them by concentrating moon juice! response:	Sounds delicious!
context: Natsu, have you heard of this Moon Drip?\What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye!\It's got to be candies!\They make them by concentrating moon juice!\Sounds delicious! response:	Next time: Moon Drip!
context: What's that?\I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye!\It's got to be candies!\They make them by concentrating moon juice!\Sounds delicious!\Next time: Moon Drip! response:	Wait, how do you squeeze out moon juice?
context: I don't really know, but it says it's something about drips from the moon.\Wait, could it be food?!\Aye!\It's got to be candies!\They make them by concentrating moon juice!\Sounds delicious!\Next time: Moon Drip!\Wait, how do you squeeze out moon juice? response:	You'll have to wait for the next episode!
context: Wait, could it be food?!\Aye!\It's got to be candies!\They make them by concentrating moon juice!\Sounds delicious!\Next time: Moon Drip!\Wait, how do you squeeze out moon juice?\You'll have to wait for the next episode! response:	Gotcha! I can't wait for these Moon Drops!
