context: Trapnest means a nest box with a trap. response:	Once you enter, you cannot get out on your own.
context: But I'm not interested in such theories of fate.\It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again. response:	You know, Hachi...
context: It doesn't matter what the relationship.\I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi... response:	I wanted to keep you by my side,
context: I believe people are bound by trust.\Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side, response:	even if it meant putting a collar around your neck.
context: Is that what you mean by this hand you've held?\Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck. response:	I was afraid of myself for thinking that,
context: Maybe it's sour grapes because I haven't found that someone to love.\It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that, response:	so I always kept a little distance between us.
context: It's a nice song.\Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us. response:	Even now, I can't make friends easily.
context: Thank you. You made me feel better, Shin.\I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily. response:	I'm still...
context: I've gotta do my best to go platinum again.\You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still... response:	afraid.
context: You know, Hachi...\I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still...\afraid. response:	I can't count how many nights
context: I wanted to keep you by my side,\even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still...\afraid.\I can't count how many nights response:	I wished tomorrow would never come
context: even if it meant putting a collar around your neck.\I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still...\afraid.\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: I was afraid of myself for thinking that,\so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still...\afraid.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: so I always kept a little distance between us.\Even now, I can't make friends easily.\I'm still...\afraid.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: Even now, I can't make friends easily.\I'm still...\afraid.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: I'm still...\afraid.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: afraid.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
