context: Huh? response:	Something's shining!
context: This wasn't the fault of Ul's magic! I was still just holdin' back!\Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...?\What is this? response:	This is the lowest level of the graveyard...
context: Gray-sama! Together!\Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard... response:	It looks more like a town than a graveyard...
context: Let's go!\Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard... response:	The gravekeeping priests lived here while they tended the graves.
context: Like I said! You're gonna regret the hell out of ever makin' an enemy out of Fairy Tail!\Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves. response:	They never went outside, but spent their whole lives here.
context: Oh... beautiful...\I'm taking this.\And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here. response:	Or so the legend goes...
context: I'm taking this.\And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes... response:	We gotta look for the part in this huge place?
context: And so... you're taking along my heart...?\What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place? response:	Natsu-nii, can't you sniff it out?
context: What is this?\This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out? response:	It's the same as it was with the clock hand... I'm not really familiar with the smell.
context: This is the lowest level of the graveyard...\It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell. response:	Wait... No... This smell is...
context: It looks more like a town than a graveyard...\The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is... response:	I'm getting a chill. I have a bad feeling...
context: The gravekeeping priests lived here while they tended the graves.\They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling... response:	My hunch was right!
context: They never went outside, but spent their whole lives here.\Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right! response:	This kind of place is exciting, isn't it?
context: Or so the legend goes...\We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it? response:	Hey, do you know why we came here?
context: We gotta look for the part in this huge place?\Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here? response:	To explore ruins, right?
context: Natsu-nii, can't you sniff it out?\It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right? response:	What, are you playin' a video game?! If you have too much fun, I'll leave you behind!
context: It's the same as it was with the clock hand... I'm not really familiar with the smell.\Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind! response:	It's rare for you to be serious. What's wrong?
context: Wait... No... This smell is...\I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong? response:	I want our team to be the first ones to get there, don't you?!
context: I'm getting a chill. I have a bad feeling...\My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong?\I want our team to be the first ones to get there, don't you?! response:	Yeah! You're acting like it's a game, too, Natsu!
context: My hunch was right!\This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong?\I want our team to be the first ones to get there, don't you?!\Yeah! You're acting like it's a game, too, Natsu! response:	Next time: Footprints of the Myth!
context: This kind of place is exciting, isn't it?\Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong?\I want our team to be the first ones to get there, don't you?!\Yeah! You're acting like it's a game, too, Natsu!\Next time: Footprints of the Myth! response:	This ain't no game! It's a showdown!
context: Hey, do you know why we came here?\To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong?\I want our team to be the first ones to get there, don't you?!\Yeah! You're acting like it's a game, too, Natsu!\Next time: Footprints of the Myth!\This ain't no game! It's a showdown! response:	Yeah, yeah. Well, I'm moving on, so stick with me so you don't get lost.
context: To explore ruins, right?\What, are you playin' a video game?! If you have too much fun, I'll leave you behind!\It's rare for you to be serious. What's wrong?\I want our team to be the first ones to get there, don't you?!\Yeah! You're acting like it's a game, too, Natsu!\Next time: Footprints of the Myth!\This ain't no game! It's a showdown!\Yeah, yeah. Well, I'm moving on, so stick with me so you don't get lost. response:	What're you treatin' me like a kid for?!
