context: Huh?! response:	Hikari...
context: And touching it seems to hurt her, so don't.\Normally, something far removed from the rules of our own space-time\would be observable in that part of her.\But a glance reveals it's covered with skin.\Who's hiding that something?\Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing. response:	That sounds like what you said earlier about the quantum.
context: Normally, something far removed from the rules of our own space-time\would be observable in that part of her.\But a glance reveals it's covered with skin.\Who's hiding that something?\Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum. response:	More like I was just imitating that.
context: would be observable in that part of her.\But a glance reveals it's covered with skin.\Who's hiding that something?\Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that. response:	And finally, that flame!
context: But a glance reveals it's covered with skin.\Who's hiding that something?\Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame! response:	I believe it is not a flame, but a fluctuation in space.
context: Who's hiding that something?\Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space. response:	It's the only thing reminiscent of an observable separate space.
context: Most likely, the answer is we are.\When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space. response:	And when someone tries to touch it, an adverse reaction occurs.
context: When we try to observe a thing's existence,\our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs. response:	It appears that its appearance changes with your emotions, yes?
context: our intention to observe it causes a change in that thing.\That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes? response:	Uh, yes...
context: That sounds like what you said earlier about the quantum.\More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes... response:	That may be the proof that human observation influences phenomena!
context: More like I was just imitating that.\And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena! response:	Dullahans can perform relocations of matter that surpass space-time,
context: And finally, that flame!\I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time, response:	and they hint at the physical significance of human intention!
context: I believe it is not a flame, but a fluctuation in space.\It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention! response:	The dullahan is the potential of physics!
context: It's the only thing reminiscent of an observable separate space.\And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics! response:	I'm done.
context: And when someone tries to touch it, an adverse reaction occurs.\It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done. response:	Good show. That was a lot of fun.
context: It appears that its appearance changes with your emotions, yes?\Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun. response:	What about you, Machi? Did you think it was fun?
context: Uh, yes...\That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun? response:	It was incredibly fun.
context: That may be the proof that human observation influences phenomena!\Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun. response:	How did you two get to know each other?
context: Dullahans can perform relocations of matter that surpass space-time,\and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other? response:	We sat next to each other in a lecture.
context: and they hint at the physical significance of human intention!\The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture. response:	Yep.
context: The dullahan is the potential of physics!\I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture.\Yep. response:	He hasn't changed. He's still a romanticist.
context: I'm done.\Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist. response:	He wants to remove the fiction from science fiction.
context: Good show. That was a lot of fun.\What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction. response:	But you've changed, Tetsu.
context: What about you, Machi? Did you think it was fun?\It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu. response:	Have I?
context: It was incredibly fun.\How did you two get to know each other?\We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I? response:	Every time I see you, you look more muscular!
context: How did you two get to know each other?\We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular! response:	You meant my looks?
context: We sat next to each other in a lecture.\Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular!\You meant my looks? response:	Pardon me for a moment.
context: Yep.\He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment. response:	Thanks for doing this, Souma.
context: He hasn't changed. He's still a romanticist.\He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma. response:	Not at all. It was an intriguing experience for me, too.
context: He wants to remove the fiction from science fiction.\But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too. response:	But you want to look into what's going on with Machi more?
context: But you've changed, Tetsu.\Have I?\Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more? response:	Well, of course I do.
context: Have I?\Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do. response:	But you know better than anyone how difficult
context: Every time I see you, you look more muscular!\You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult response:	researching demi-humans is, do you not?
context: You meant my looks?\Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not? response:	Screw ethics.
context: Pardon me for a moment.\Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics. response:	If the subject's okay with it, what's the problem?
context: Thanks for doing this, Souma.\Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem? response:	Personally, I like this conservative world we live in.
context: Not at all. It was an intriguing experience for me, too.\But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in. response:	Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.
context: But you want to look into what's going on with Machi more?\Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan. response:	But watching him
context: Well, of course I do.\But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him response:	made me think I shouldn't go about my studies aimlessly, either.
context: But you know better than anyone how difficult\researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either. response:	For me, studying is like taking a quiz.
context: researching demi-humans is, do you not?\Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz. response:	There are problems, and I answer them.
context: Screw ethics.\If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them. response:	1st: Machi Kyouko 2nd: Tachibana Aoi
context: If the subject's okay with it, what's the problem?\Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi response:	I was content with that.
context: Personally, I like this conservative world we live in.\Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that. response:	But I was wrong. There's more beyond that.
context: Souma-sensei said I shouldn't aimlessly accept that I'm a dullahan.\But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that. response:	Things that could change the world.
context: But watching him\made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world. response:	One of those things is the secret of dullahans,
context: made me think I shouldn't go about my studies aimlessly, either.\For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans, response:	and I want to know what it is.
context: For me, studying is like taking a quiz.\There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is. response:	If researching dullahans is difficult on an ethical level, then...
context: There are problems, and I answer them.\1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then... response:	Maybe I could become a researcher and research dullahans myself.
context: 1st: Machi Kyouko 2nd: Tachibana Aoi\I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself. response:	Yeah, right.
context: I was content with that.\But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right. response:	You hear that?
context: But I was wrong. There's more beyond that.\Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that? response:	Yes!
context: Things that could change the world.\One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that?\Yes! response:	The sight of a student gazing toward the future is so beautiful!
context: One of those things is the secret of dullahans,\and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful! response:	Incidentally...
context: and I want to know what it is.\If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally... response:	I have a pamphlet for our school here.
context: If researching dullahans is difficult on an ethical level, then...\Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here. response:	You really intend to get involved, don't you?
context: Maybe I could become a researcher and research dullahans myself.\Yeah, right.\You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you? response:	Okay, okay. I'll put in a good word.
context: Yeah, right.\You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word. response:	Of course, I know very well
context: You hear that?\Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well response:	that you have a reason for being so eager to learn about dullahans.
context: Yes!\The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans. response:	Naturally!
context: The sight of a student gazing toward the future is so beautiful!\Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally! response:	If I can pinpoint high-dimensional space's behavior,
context: Incidentally...\I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior, response:	warping and time travel may be possible!
context: I have a pamphlet for our school here.\You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible! response:	Now that I know human intention influences phenomena,
context: You really intend to get involved, don't you?\Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena, response:	supernatural power isn't just a dream!
context: Okay, okay. I'll put in a good word.\Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream! response:	Yep...
context: Of course, I know very well\that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep... response:	Not to mention, if we knew the secret of dullahans,
context: that you have a reason for being so eager to learn about dullahans.\Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans, response:	it may be possible for Machi-kun to be a normal human.
context: Naturally!\If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human. response:	Oh.
context: If I can pinpoint high-dimensional space's behavior,\warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh. response:	I guess that is possible...
context: warping and time travel may be possible!\Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible... response:	I don't know.
context: Now that I know human intention influences phenomena,\supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible...\I don't know. response:	This is probably a normal look...
context: supernatural power isn't just a dream!\Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible...\I don't know.\This is probably a normal look... response:	But it just doesn't feel right anymore.
context: Yep...\Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible...\I don't know.\This is probably a normal look...\But it just doesn't feel right anymore. response:	Those three would still be the same.
context: Not to mention, if we knew the secret of dullahans,\it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible...\I don't know.\This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same. response:	Except that Machi would look like an older student.
context: it may be possible for Machi-kun to be a normal human.\Oh.\I guess that is possible...\I don't know.\This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student. response:	Takahashi-sensei!
context: Oh.\I guess that is possible...\I don't know.\This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei! response:	Please hug my head!
context: I guess that is possible...\I don't know.\This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei!\Please hug my head! response:	Please put my head in your lap!
context: I don't know.\This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei!\Please hug my head!\Please put my head in your lap! response:	I guess ethics really are important.
context: This is probably a normal look...\But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei!\Please hug my head!\Please put my head in your lap!\I guess ethics really are important. response:	Ah, it's Tetsu the responsible adult!
context: But it just doesn't feel right anymore.\Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei!\Please hug my head!\Please put my head in your lap!\I guess ethics really are important.\Ah, it's Tetsu the responsible adult! response:	Next Time Demi-chans Want to Support
context: Those three would still be the same.\Except that Machi would look like an older student.\Takahashi-sensei!\Please hug my head!\Please put my head in your lap!\I guess ethics really are important.\Ah, it's Tetsu the responsible adult!\Next Time Demi-chans Want to Support response:	Demi-chans Want to Support.
