context: Master. Master. response:	Master! Master! Master!
context: Who has come here?\Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship\please lend me the soul jade.\Get up first.\I thought you were here to seek revenge. response:	There's no right or wrong on the battlefield.
context: Kunlun Mountain's seventeenth disciple, Si Yin.\I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship\please lend me the soul jade.\Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield. response:	Besides, Ghost Tribe and Celestial Tribe are now allies.
context: I have to see Ghost Lord about an important matter.\You want the soul jade?\On account of our past friendship\please lend me the soul jade.\Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies. response:	You are also the ghost lord that Heavenly Lord respects.
context: You want the soul jade?\On account of our past friendship\please lend me the soul jade.\Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects. response:	I wouldn't dare to seek revenge.
context: On account of our past friendship\please lend me the soul jade.\Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge. response:	I just want to borrow the soul jade.
context: please lend me the soul jade.\Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade. response:	Even though the soul jade is the Ghost Tribe's sacred item
context: Get up first.\I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item response:	besides being able to preserve a corpse from rotting
context: I thought you were here to seek revenge.\There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting response:	it's not useful in any other way.
context: There's no right or wrong on the battlefield.\Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way. response:	Do you want it for Mo Yuan?
context: Besides, Ghost Tribe and Celestial Tribe are now allies.\You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan? response:	I have my use for it.
context: You are also the ghost lord that Heavenly Lord respects.\I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it. response:	Even though you won't tell me your use for the soul jade
context: I wouldn't dare to seek revenge.\I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade response:	I would still lend it to you on account of our relationship.
context: I just want to borrow the soul jade.\Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship. response:	But because of the huge changes in the palace
context: Even though the soul jade is the Ghost Tribe's sacred item\besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace response:	the soul jade has disappeared for a while now.
context: besides being able to preserve a corpse from rotting\it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now. response:	I'm really sorry.
context: it's not useful in any other way.\Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry. response:	You lost it?
context: Do you want it for Mo Yuan?\I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry.\You lost it? response:	Yes.
context: I have my use for it.\Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry.\You lost it?\Yes. response:	Why would it be lost?
context: Even though you won't tell me your use for the soul jade\I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry.\You lost it?\Yes.\Why would it be lost? response:	I just told you.
context: I would still lend it to you on account of our relationship.\But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry.\You lost it?\Yes.\Why would it be lost?\I just told you. response:	We don't even know where the former lord or my brother is.
context: But because of the huge changes in the palace\the soul jade has disappeared for a while now.\I'm really sorry.\You lost it?\Yes.\Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is. response:	Why would we know where a mere jade is?
context: the soul jade has disappeared for a while now.\I'm really sorry.\You lost it?\Yes.\Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is? response:	Thank you for telling me.
context: I'm really sorry.\You lost it?\Yes.\Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me. response:	High Immortal Si Yin.
context: You lost it?\Yes.\Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin. response:	You came such a long way.
context: Yes.\Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin.\You came such a long way. response:	Why don't you rest a bit before leaving?
context: Why would it be lost?\I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving? response:	If you leave like this, it will seem like Grand Ziming Palace is not hospitable.
context: I just told you.\We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable. response:	Did you come all this way for this soul jade?
context: We don't even know where the former lord or my brother is.\Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade? response:	Ghost Lord gave this to me the day before yesterday to heal the scars on me.
context: Why would we know where a mere jade is?\Thank you for telling me.\High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me. response:	The whipping from Qing Cang wasn't light.
context: Thank you for telling me.\High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light. response:	I still have a lot of injuries on my body.
context: High Immortal Si Yin.\You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body. response:	You know that it's not good for women to have scars on their bodes.
context: You came such a long way.\Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes. response:	If you want it, I'll give it to you.
context: Why don't you rest a bit before leaving?\If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you. response:	What are you doing?
context: If you leave like this, it will seem like Grand Ziming Palace is not hospitable.\Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing? response:	This is the item you lost?
context: Did you come all this way for this soul jade?\Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing?\This is the item you lost? response:	The one thing I regret most in life
context: Ghost Lord gave this to me the day before yesterday to heal the scars on me.\The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing?\This is the item you lost?\The one thing I regret most in life response:	is coming to Grand Ziming Palace and meeting you, Li Jing.
context: The whipping from Qing Cang wasn't light.\I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing?\This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing. response:	You two are really cruel and unscrupulous.
context: I still have a lot of injuries on my body.\You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing?\This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous. response:	You are such a perfect match for each other.
context: You know that it's not good for women to have scars on their bodes.\If you want it, I'll give it to you.\What are you doing?\This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other. response:	From now on, we are absolutely irreconcilable!
context: If you want it, I'll give it to you.\What are you doing?\This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable! response:	A-Yin!
context: What are you doing?\This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin! response:	My lord!
context: This is the item you lost?\The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin!\My lord! response:	A-Yin!
context: The one thing I regret most in life\is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin!\My lord!\A-Yin! response:	My lord!
context: is coming to Grand Ziming Palace and meeting you, Li Jing.\You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin!\My lord!\A-Yin!\My lord! response:	Go away!
context: You two are really cruel and unscrupulous.\You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin!\My lord!\A-Yin!\My lord!\Go away! response:	Tell me, what exactly are you up to?
context: You are such a perfect match for each other.\From now on, we are absolutely irreconcilable!\A-Yin!\My lord!\A-Yin!\My lord!\Go away!\Tell me, what exactly are you up to? response:	You were the one who lied to her first
context: From now on, we are absolutely irreconcilable!\A-Yin!\My lord!\A-Yin!\My lord!\Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first response:	and told her you lost the soul jade.
context: A-Yin!\My lord!\A-Yin!\My lord!\Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade. response:	I just added more fuel to the fire for you.
context: My lord!\A-Yin!\My lord!\Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you. response:	Who are you to interfere between me and her?
context: A-Yin!\My lord!\Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her? response:	You and her?
context: My lord!\Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her? response:	When you were at the bottom of Kunlun Mountain
context: Go away!\Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain response:	listening to Si Yin only having her master Mo Yuan on her mind
context: Tell me, what exactly are you up to?\You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind response:	you wanted to kill Mo Yuan out of jealousy.
context: You were the one who lied to her first\and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy. response:	But Si Yin has never liked you.
context: and told her you lost the soul jade.\I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you. response:	She is from the Celestial Tribe
context: I just added more fuel to the fire for you.\Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe response:	so that's why you're with me.
context: Who are you to interfere between me and her?\You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me. response:	I know that.
context: You and her?\When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me.\I know that. response:	But do you?
context: When you were at the bottom of Kunlun Mountain\listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me.\I know that.\But do you? response:	She's never had you in her heart.
context: listening to Si Yin only having her master Mo Yuan on her mind\you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me.\I know that.\But do you?\She's never had you in her heart. response:	Do you know that?
context: you wanted to kill Mo Yuan out of jealousy.\But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me.\I know that.\But do you?\She's never had you in her heart.\Do you know that? response:	Don't say anymore.
context: But Si Yin has never liked you.\She is from the Celestial Tribe\so that's why you're with me.\I know that.\But do you?\She's never had you in her heart.\Do you know that?\Don't say anymore. response:	She has so much pride.
context: She is from the Celestial Tribe\so that's why you're with me.\I know that.\But do you?\She's never had you in her heart.\Do you know that?\Don't say anymore.\She has so much pride. response:	She came here today to beg for this favor.
context: so that's why you're with me.\I know that.\But do you?\She's never had you in her heart.\Do you know that?\Don't say anymore.\She has so much pride.\She came here today to beg for this favor. response:	It was all for Mo Yuan.
context: I know that.\But do you?\She's never had you in her heart.\Do you know that?\Don't say anymore.\She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan. response:	You know that very well.
context: But do you?\She's never had you in her heart.\Do you know that?\Don't say anymore.\She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well. response:	You wouldn't give her the soul jade.
context: She's never had you in her heart.\Do you know that?\Don't say anymore.\She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade. response:	It's out of jealousy, isn't it?
context: Do you know that?\Don't say anymore.\She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it? response:	You're so jealous, you're going mad and crazy, aren't you?
context: Don't say anymore.\She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you? response:	Don't say anymore.
context: She has so much pride.\She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore. response:	I'm also jealous.
context: She came here today to beg for this favor.\It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous. response:	I'm so jealous I'm going crazy.
context: It was all for Mo Yuan.\You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy. response:	I've done so much for you.
context: You know that very well.\You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you. response:	But you've never cared about me.
context: You wouldn't give her the soul jade.\It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me. response:	Today, because of her...
context: It's out of jealousy, isn't it?\You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me.\Today, because of her... response:	Because of her, you're treating me like this!
context: You're so jealous, you're going mad and crazy, aren't you?\Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this! response:	But I gave you the Ghost Queen position.
context: Don't say anymore.\I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position. response:	Isn't that enough?
context: I'm also jealous.\I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough? response:	Ever since our wedding, you've never even touched me.
context: I'm so jealous I'm going crazy.\I've done so much for you.\But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me. response:	So what if I'm queen?
context: I've done so much for you.\But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen? response:	So what if I'm more powerful than everyone but you?
context: But you've never cared about me.\Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you? response:	It's not better than our short time at the bottom of Kunlun Mountain.
context: Today, because of her...\Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain. response:	Don't bring up Kunlun Mountain anymore.
context: Because of her, you're treating me like this!\But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore. response:	If I don't bring it up
context: But I gave you the Ghost Queen position.\Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up response:	will you be able to forget about it?
context: Isn't that enough?\Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it? response:	It's been a long time since we've all come together for a meal like this.
context: Ever since our wedding, you've never even touched me.\So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this. response:	- Yes. - Yes.
context: So what if I'm queen?\So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes. response:	Ever since Ninth and Master died, it hasn't been this lively.
context: So what if I'm more powerful than everyone but you?\It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively. response:	Let's not talk about those sad things.
context: It's not better than our short time at the bottom of Kunlun Mountain.\Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things. response:	Come on.
context: Don't bring up Kunlun Mountain anymore.\If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on. response:	Let's live in the moment!
context: If I don't bring it up\will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on.\Let's live in the moment! response:	A toast to Master.
context: will you be able to forget about it?\It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on.\Let's live in the moment!\A toast to Master. response:	A toast to Ninth.
context: It's been a long time since we've all come together for a meal like this.\- Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on.\Let's live in the moment!\A toast to Master.\A toast to Ninth. response:	Senior, Ninth never drank wine.
context: - Yes. - Yes.\Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on.\Let's live in the moment!\A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine. response:	You're trying to get him drunk?
context: Ever since Ninth and Master died, it hasn't been this lively.\Let's not talk about those sad things.\Come on.\Let's live in the moment!\A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk? response:	That's right.
context: Let's not talk about those sad things.\Come on.\Let's live in the moment!\A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right. response:	Ninth doesn't have good alcohol tolerance.
context: Come on.\Let's live in the moment!\A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance. response:	It's completely different when compared to Seventeenth.
context: Let's live in the moment!\A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth. response:	All right, let's eat.
context: A toast to Master.\A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat. response:	I spent four hours making all this.
context: A toast to Ninth.\Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this. response:	You all must eat everything.
context: Senior, Ninth never drank wine.\You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this.\You all must eat everything. response:	My fellow disciples.
context: You're trying to get him drunk?\That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this.\You all must eat everything.\My fellow disciples. response:	Ever since I came to Kunlun Mountain
context: That's right.\Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this.\You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain response:	Master and you all have shown such care for me.
context: Ninth doesn't have good alcohol tolerance.\It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this.\You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me. response:	But I've been causing so much trouble
context: It's completely different when compared to Seventeenth.\All right, let's eat.\I spent four hours making all this.\You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble response:	and haven't been training properly.
context: All right, let's eat.\I spent four hours making all this.\You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly. response:	I've made trouble for you all and Master.
context: I spent four hours making all this.\You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master. response:	I will drink first.
context: You all must eat everything.\My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master.\I will drink first. response:	That was delightful.
context: My fellow disciples.\Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master.\I will drink first.\That was delightful. response:	It was really delightful.
context: Ever since I came to Kunlun Mountain\Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master.\I will drink first.\That was delightful.\It was really delightful. response:	Seventeenth, come here.
context: Master and you all have shown such care for me.\But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master.\I will drink first.\That was delightful.\It was really delightful.\Seventeenth, come here. response:	Come on.
context: But I've been causing so much trouble\and haven't been training properly.\I've made trouble for you all and Master.\I will drink first.\That was delightful.\It was really delightful.\Seventeenth, come here.\Come on. response:	Sit here.
context: and haven't been training properly.\I've made trouble for you all and Master.\I will drink first.\That was delightful.\It was really delightful.\Seventeenth, come here.\Come on.\Sit here. response:	Just now, it was like going back to the past for a bit.
context: I've made trouble for you all and Master.\I will drink first.\That was delightful.\It was really delightful.\Seventeenth, come here.\Come on.\Sit here.\Just now, it was like going back to the past for a bit. response:	The days of riding horses, admiring peach blossoms
context: I will drink first.\That was delightful.\It was really delightful.\Seventeenth, come here.\Come on.\Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms response:	and drinking in the Spring Palace.
