context: Those are Covers... response:	Run, everyone! Run!
context: Are they calling me out?\What's this noise?\Oh, dear...\That's\Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards!\Get lost! response:	What the
context: What's this noise?\Oh, dear...\That's\Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards!\Get lost!\What the response:	With just one blow?!
context: Oh, dear...\That's\Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards!\Get lost!\What the\With just one blow?! response:	And she even extracted the people inside!
context: That's\Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards!\Get lost!\What the\With just one blow?!\And she even extracted the people inside! response:	Ryuko! You're awake!
context: Ryuko!\Ryuko!\Cut out all the sawing racket, you bastards!\Get lost!\What the\With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake! response:	Get away from me!
context: Ryuko!\Cut out all the sawing racket, you bastards!\Get lost!\What the\With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake!\Get away from me! response:	I'm done with you.
context: Cut out all the sawing racket, you bastards!\Get lost!\What the\With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake!\Get away from me!\I'm done with you. response:	I'm never putting you on again.
context: Get lost!\What the\With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake!\Get away from me!\I'm done with you.\I'm never putting you on again. response:	Ryuko!
context: What the\With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake!\Get away from me!\I'm done with you.\I'm never putting you on again.\Ryuko! response:	Just looking at you pisses me off!
context: With just one blow?!\And she even extracted the people inside!\Ryuko! You're awake!\Get away from me!\I'm done with you.\I'm never putting you on again.\Ryuko!\Just looking at you pisses me off! response:	Cause we're both the same breed of monster!
context: And she even extracted the people inside!\Ryuko! You're awake!\Get away from me!\I'm done with you.\I'm never putting you on again.\Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster! response:	That's right! I'm not human!
context: Ryuko! You're awake!\Get away from me!\I'm done with you.\I'm never putting you on again.\Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human! response:	I'm a Life Fiber monster!
context: Get away from me!\I'm done with you.\I'm never putting you on again.\Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster! response:	Damn you, Ragyo.
context: I'm done with you.\I'm never putting you on again.\Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo. response:	You let me live in order to use me, is that it?
context: I'm never putting you on again.\Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it? response:	But that is a miscalculation on your part.
context: Ryuko!\Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part. response:	As long as there is breath left in me,
context: Just looking at you pisses me off!\Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me, response:	Satsuki Kiryuin has a chance at victory!
context: Cause we're both the same breed of monster!\That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory! response:	NEXT EPISODE PREVIEW
context: That's right! I'm not human!\I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW response:	Hello, everyone! I have sad news for you today!
context: I'm a Life Fiber monster!\Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today! response:	SAD NEWS
context: Damn you, Ragyo.\You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS response:	This will be the final preview for the television broadcast of this show!
context: You let me live in order to use me, is that it?\But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show! response:	From now on, please tune in to the web previews!
context: But that is a miscalculation on your part.\As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show!\From now on, please tune in to the web previews! response:	WEB PREVIEW
context: As long as there is breath left in me,\Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show!\From now on, please tune in to the web previews!\WEB PREVIEW response:	Our battle is only just beginning!
context: Satsuki Kiryuin has a chance at victory!\NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show!\From now on, please tune in to the web previews!\WEB PREVIEW\Our battle is only just beginning! response:	JUST BEGINNING
context: NEXT EPISODE PREVIEW\Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show!\From now on, please tune in to the web previews!\WEB PREVIEW\Our battle is only just beginning!\JUST BEGINNING response:	Next time on Kill la Kill, Far from the Madding Crowd.
context: Hello, everyone! I have sad news for you today!\SAD NEWS\This will be the final preview for the television broadcast of this show!\From now on, please tune in to the web previews!\WEB PREVIEW\Our battle is only just beginning!\JUST BEGINNING\Next time on Kill la Kill, Far from the Madding Crowd. response:	EPISODE 20 FAR FROM THE MADDING CROWD
