context: Hey, do you think people avoid us when we come through? response:	You're just too intimidating.
context: You can't do it.\How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man! response:	Kurihara!
context: How many times have you already fallen off?\I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara! response:	Nanako-chan!
context: I'm gonna take that star and ask Nanako-chan out...\When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan! response:	I got the star!
context: When Yamato-san told us about the star,\Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan!\I got the star! response:	I'm not strong like Takeo...
context: Nanako-chan looked like she wanted that to happen!\I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan!\I got the star!\I'm not strong like Takeo... response:	I'm a pushover, and I tend to just go with the flow,
context: I acted like it was nothing because I felt self-conscious about it...\I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan!\I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow, response:	but I do like you, Nanako-chan!
context: I'm not strong like Takeo,\but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan!\I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan! response:	Please go out with me!
context: but I do want to show the girl I like what I'm capable of as a man!\Kurihara!\Nanako-chan!\I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me! response:	I'm not honest about my feelings like Rinko.
context: Kurihara!\Nanako-chan!\I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko. response:	I can't bake cakes,
context: Nanako-chan!\I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes, response:	and I can be hard to get along with.
context: I got the star!\I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with. response:	Is that okay?
context: I'm not strong like Takeo...\I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with.\Is that okay? response:	I like that about you, too!
context: I'm a pushover, and I tend to just go with the flow,\but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with.\Is that okay?\I like that about you, too! response:	I like how you're a pushover, too!
context: but I do like you, Nanako-chan!\Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with.\Is that okay?\I like that about you, too!\I like how you're a pushover, too! response:	Hey,'grats.
context: Please go out with me!\I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with.\Is that okay?\I like that about you, too!\I like how you're a pushover, too!\Hey,'grats. response:	Congrats, Nanako.
context: I'm not honest about my feelings like Rinko.\I can't bake cakes,\and I can be hard to get along with.\Is that okay?\I like that about you, too!\I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako. response:	All right, a celebratory toss!
context: I can't bake cakes,\and I can be hard to get along with.\Is that okay?\I like that about you, too!\I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss! response:	It's nice.
context: and I can be hard to get along with.\Is that okay?\I like that about you, too!\I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss!\It's nice. response:	Huh? Me, too?
context: Is that okay?\I like that about you, too!\I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss!\It's nice.\Huh? Me, too? response:	Hup!
context: I like that about you, too!\I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss!\It's nice.\Huh? Me, too?\Hup! response:	Thank goodness...
context: I like how you're a pushover, too!\Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss!\It's nice.\Huh? Me, too?\Hup!\Thank goodness... response:	Hup!
context: Hey,'grats.\Congrats, Nanako.\All right, a celebratory toss!\It's nice.\Huh? Me, too?\Hup!\Thank goodness...\Hup! response:	I'm so relieved.
context: Congrats, Nanako.\All right, a celebratory toss!\It's nice.\Huh? Me, too?\Hup!\Thank goodness...\Hup!\I'm so relieved. response:	Yeah.
context: All right, a celebratory toss!\It's nice.\Huh? Me, too?\Hup!\Thank goodness...\Hup!\I'm so relieved.\Yeah. response:	Oh, right.
context: It's nice.\Huh? Me, too?\Hup!\Thank goodness...\Hup!\I'm so relieved.\Yeah.\Oh, right. response:	Takeo-kun, this is a separate gift.
context: Huh? Me, too?\Hup!\Thank goodness...\Hup!\I'm so relieved.\Yeah.\Oh, right.\Takeo-kun, this is a separate gift. response:	It's a stollen.
context: Hup!\Thank goodness...\Hup!\I'm so relieved.\Yeah.\Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen. response:	Oh, thanks!
context: Thank goodness...\Hup!\I'm so relieved.\Yeah.\Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks! response:	Merry Christmas! Just kidding.
context: Hup!\I'm so relieved.\Yeah.\Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding. response:	I love her.
context: I'm so relieved.\Yeah.\Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding.\I love her. response:	Merry Christmas!
context: Yeah.\Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding.\I love her.\Merry Christmas! response:	I love her so much.
context: Oh, right.\Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding.\I love her.\Merry Christmas!\I love her so much. response:	Hup!
context: Takeo-kun, this is a separate gift.\It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding.\I love her.\Merry Christmas!\I love her so much.\Hup! response:	Hup!
context: It's a stollen.\Oh, thanks!\Merry Christmas! Just kidding.\I love her.\Merry Christmas!\I love her so much.\Hup!\Hup! response:	Closing Ceremony Today
context: Oh, thanks!\Merry Christmas! Just kidding.\I love her.\Merry Christmas!\I love her so much.\Hup!\Hup!\Closing Ceremony Today response:	Well, I always thought she had nice legs,
context: Merry Christmas! Just kidding.\I love her.\Merry Christmas!\I love her so much.\Hup!\Hup!\Closing Ceremony Today\Well, I always thought she had nice legs, response:	but when I just blurted it out during our skating outing,
context: I love her.\Merry Christmas!\I love her so much.\Hup!\Hup!\Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing, response:	it totally rubbed her the wrong way!
context: Merry Christmas!\I love her so much.\Hup!\Hup!\Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way! response:	When she looked at me like I was a worm,
context: I love her so much.\Hup!\Hup!\Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm, response:	I just fell for her right there.
context: Hup!\Hup!\Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there. response:	I see.
context: Hup!\Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there.\I see. response:	And on the train ride home,
context: Closing Ceremony Today\Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there.\I see.\And on the train ride home, response:	I didn't want to make any more wrong moves,
context: Well, I always thought she had nice legs,\but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there.\I see.\And on the train ride home,\I didn't want to make any more wrong moves, response:	so I'd thrown both hands up in the air.
context: but when I just blurted it out during our skating outing,\it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there.\I see.\And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air. response:	She was giving me this wry smile that was so cute...
context: it totally rubbed her the wrong way!\When she looked at me like I was a worm,\I just fell for her right there.\I see.\And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute... response:	Oh, speak of the devil... It's Nanako.
context: When she looked at me like I was a worm,\I just fell for her right there.\I see.\And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako. response:	Nanako?!
context: I just fell for her right there.\I see.\And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?! response:	Hi!
context: I see.\And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?!\Hi! response:	I was just about to call you.
context: And on the train ride home,\I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?!\Hi!\I was just about to call you. response:	Wait, are you watching me?
context: I didn't want to make any more wrong moves,\so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?!\Hi!\I was just about to call you.\Wait, are you watching me? response:	Oh, no way!
context: so I'd thrown both hands up in the air.\She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?!\Hi!\I was just about to call you.\Wait, are you watching me?\Oh, no way! response:	I wouldn't do that!
context: She was giving me this wry smile that was so cute...\Oh, speak of the devil... It's Nanako.\Nanako?!\Hi!\I was just about to call you.\Wait, are you watching me?\Oh, no way!\I wouldn't do that! response:	So that's how...
context: Oh, speak of the devil... It's Nanako.\Nanako?!\Hi!\I was just about to call you.\Wait, are you watching me?\Oh, no way!\I wouldn't do that!\So that's how... response:	Yeah.
context: Nanako?!\Hi!\I was just about to call you.\Wait, are you watching me?\Oh, no way!\I wouldn't do that!\So that's how...\Yeah. response:	I had no idea.
context: Hi!\I was just about to call you.\Wait, are you watching me?\Oh, no way!\I wouldn't do that!\So that's how...\Yeah.\I had no idea. response:	Yeah, I'll be waiting.
context: I was just about to call you.\Wait, are you watching me?\Oh, no way!\I wouldn't do that!\So that's how...\Yeah.\I had no idea.\Yeah, I'll be waiting. response:	Later.
context: Wait, are you watching me?\Oh, no way!\I wouldn't do that!\So that's how...\Yeah.\I had no idea.\Yeah, I'll be waiting.\Later. response:	Osamu said his winter break starts tomorrow!
context: Oh, no way!\I wouldn't do that!\So that's how...\Yeah.\I had no idea.\Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow! response:	Osamu?!
context: I wouldn't do that!\So that's how...\Yeah.\I had no idea.\Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow!\Osamu?! response:	We're all on winter break.
context: So that's how...\Yeah.\I had no idea.\Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break. response:	I bet Nanako and Kurihara-kun will have their first kiss really fast.
context: Yeah.\I had no idea.\Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast. response:	Yeah, definitely.
context: I had no idea.\Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely. response:	Oh, a kiss?
context: Yeah, I'll be waiting.\Later.\Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss? response:	We already had it.
context: Later.\Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss?\We already had it. response:	Eh?
context: Osamu said his winter break starts tomorrow!\Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss?\We already had it.\Eh? response:	We kissed on our way back from the Christmas get-together.
context: Osamu?!\We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss?\We already had it.\Eh?\We kissed on our way back from the Christmas get-together. response:	He just rushed me.
context: We're all on winter break.\I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss?\We already had it.\Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me. response:	So fast!
context: I bet Nanako and Kurihara-kun will have their first kiss really fast.\Yeah, definitely.\Oh, a kiss?\We already had it.\Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast! response:	Huh?
context: Yeah, definitely.\Oh, a kiss?\We already had it.\Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast!\Huh? response:	What's wrong, Rinko?
context: Oh, a kiss?\We already had it.\Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast!\Huh?\What's wrong, Rinko? response:	I wonder if I'm just not attractive like that...
context: We already had it.\Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast!\Huh?\What's wrong, Rinko?\I wonder if I'm just not attractive like that... response:	What?
context: Eh?\We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast!\Huh?\What's wrong, Rinko?\I wonder if I'm just not attractive like that...\What? response:	Tell me! I can help!
context: We kissed on our way back from the Christmas get-together.\He just rushed me.\So fast!\Huh?\What's wrong, Rinko?\I wonder if I'm just not attractive like that...\What?\Tell me! I can help! response:	All of a sudden, she's acting superior
context: He just rushed me.\So fast!\Huh?\What's wrong, Rinko?\I wonder if I'm just not attractive like that...\What?\Tell me! I can help!\All of a sudden, she's acting superior response:	My Birthday
context: So fast!\Huh?\What's wrong, Rinko?\I wonder if I'm just not attractive like that...\What?\Tell me! I can help!\All of a sudden, she's acting superior\My Birthday response:	Next time: My Birthday.
