context: Diamond Service! response:	With Diamond Service, you get diamond-level security.
context: UMARU! I TOLD YOU NOT TO MAKE A MESS!\It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much! response:	I hope you like it.
context: It's like you've perfected the way you get angry!\Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much!\I hope you like it. response:	Yes! I'll treasure this forever!
context: Sure enough, it's totally bare...\Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever! response:	Be sure to eat them before they expire.
context: Oh! You brought back a lot of souvenirs, Big Brother.\I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire. response:	Chef and I exchanged phone numbers... maybe I should get in touch with him soon.
context: I'm going to be giving some as gifts.\I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon. response:	Something wrong, Big Brother?
context: I'll do it while I'm out shopping.\I wanna come too!\Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother? response:	Say, have you heard anything about Ebina's family?
context: I wanna come too!\Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family? response:	Huh? Her family?
context: Th-thank you very much!\I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family? response:	No, never mind. Let's just get going.
context: I hope you like it.\Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going. response:	Sure! But I've never been to Kirie's house, so I don't know where it is.
context: Yes! I'll treasure this forever!\Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is. response:	Note: Shikuwasa is a form of citrus native to Okinawa.
context: Be sure to eat them before they expire.\Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa. response:	Well, how about we just give it to her next time she comes over?
context: Chef and I exchanged phone numbers... maybe I should get in touch with him soon.\Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over? response:	Yeah, good idea.
context: Something wrong, Big Brother?\Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea. response:	So, the next house is...
context: Say, have you heard anything about Ebina's family?\Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is... response:	Kirie! We got a souvenir gift!
context: Huh? Her family?\No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift! response:	STOP BARGING IN HERE UNINVITED!
context: No, never mind. Let's just get going.\Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED! response:	How many times do I have to tell you?!
context: Sure! But I've never been to Kirie's house, so I don't know where it is.\Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?! response:	This is one awesome house...
context: Note: Shikuwasa is a form of citrus native to Okinawa.\Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house... response:	My friend Sylphin lives here.
context: Well, how about we just give it to her next time she comes over?\Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here. response:	Ah! It's Umaru, indeed!
context: Yeah, good idea.\So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed! response:	You seem like you're in a good mood, Sylphin.
context: So, the next house is...\Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin. response:	Indeed, for my big brother has come home!
context: Kirie! We got a souvenir gift!\STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home! response:	Oh. And who is this?
context: STOP BARGING IN HERE UNINVITED!\How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this? response:	This is MY big brother.
context: How many times do I have to tell you?!\This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother. response:	I'm Taihei Doma.
context: This is one awesome house...\My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother.\I'm Taihei Doma. response:	Oh, it's that girl from before.
context: My friend Sylphin lives here.\Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before. response:	Thank you for being such a good friend to my sister.
context: Ah! It's Umaru, indeed!\You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister. response:	This is a small gift from Hamamatsu.
context: You seem like you're in a good mood, Sylphin.\Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu. response:	Oh! Hm? I feel like I've just seen this...
context: Indeed, for my big brother has come home!\Oh. And who is this?\This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this... response:	Still, thank you very much!
context: Oh. And who is this?\This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much! response:	She's a bit strange, but she's nice.
context: This is MY big brother.\I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice. response:	Yup!
context: I'm Taihei Doma.\Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice.\Yup! response:	I'm gonna go get some cola and potato chips!
context: Oh, it's that girl from before.\Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips! response:	No more than two.
context: Thank you for being such a good friend to my sister.\This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips!\No more than two. response:	Yes, I know!
context: This is a small gift from Hamamatsu.\Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know! response:	Not for yourself, but for someone else.
context: Oh! Hm? I feel like I've just seen this...\Still, thank you very much!\She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know!\Not for yourself, but for someone else. response:	Sorry to keep you waiting!
context: Still, thank you very much!\She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting! response:	The heck is all this?!
context: She's a bit strange, but she's nice.\Yup!\I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?! response:	There! Take that!
context: Yup!\I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?!\There! Take that! response:	Oh, there's the bonus!
context: I'm gonna go get some cola and potato chips!\No more than two.\Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?!\There! Take that!\Oh, there's the bonus! response:	I got you now! I'm crushin' it...
context: No more than two.\Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?!\There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it... response:	It's been two weeks, huh?
context: Yes, I know!\Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?!\There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh? response:	And there's the super rare item!
context: Not for yourself, but for someone else.\Sorry to keep you waiting!\The heck is all this?!\There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item! response:	Bada-bing! Woo!
context: Sorry to keep you waiting!\The heck is all this?!\There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo! response:	I didn't play these much while you were gone, you know!
context: The heck is all this?!\There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know! response:	Oh, really?
context: There! Take that!\Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really? response:	So she was still able to have fun on her own.
context: Oh, there's the bonus!\I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own. response:	I guess there was no need for me to worry.
context: I got you now! I'm crushin' it...\It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry. response:	What's wrong?
context: It's been two weeks, huh?\And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong? response:	Big Brother!
context: And there's the super rare item!\Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong?\Big Brother! response:	I was... I was...
context: Bada-bing! Woo!\I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong?\Big Brother!\I was... I was... response:	I was so lonely!
context: I didn't play these much while you were gone, you know!\Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong?\Big Brother!\I was... I was...\I was so lonely! response:	Really?
context: Oh, really?\So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong?\Big Brother!\I was... I was...\I was so lonely!\Really? response:	I was lonely and stuff!
context: So she was still able to have fun on her own.\I guess there was no need for me to worry.\What's wrong?\Big Brother!\I was... I was...\I was so lonely!\Really?\I was lonely and stuff! response:	Okay, I get it.
context: I guess there was no need for me to worry.\What's wrong?\Big Brother!\I was... I was...\I was so lonely!\Really?\I was lonely and stuff!\Okay, I get it. response:	Big Brother!
context: What's wrong?\Big Brother!\I was... I was...\I was so lonely!\Really?\I was lonely and stuff!\Okay, I get it.\Big Brother! response:	Umaru, it's been a while since we've done the preview together, hasn't it?
context: Big Brother!\I was... I was...\I was so lonely!\Really?\I was lonely and stuff!\Okay, I get it.\Big Brother!\Umaru, it's been a while since we've done the preview together, hasn't it? response:	Ebina! Thank goodness! I'm so glad to get here and FINALLY find one of the regular female cast members!
context: I was... I was...\I was so lonely!\Really?\I was lonely and stuff!\Okay, I get it.\Big Brother!\Umaru, it's been a while since we've done the preview together, hasn't it?\Ebina! Thank goodness! I'm so glad to get here and FINALLY find one of the regular female cast members! response:	It seems you've had it rough.
context: I was so lonely!\Really?\I was lonely and stuff!\Okay, I get it.\Big Brother!\Umaru, it's been a while since we've done the preview together, hasn't it?\Ebina! Thank goodness! I'm so glad to get here and FINALLY find one of the regular female cast members!\It seems you've had it rough. response:	Anyway, and now for the preview! Wait, we're out of time!
