context: The Third Plate response:	Eight
context: I made a special sweet-sour sauce with ketchup as the secret ingredient.\Ketchup...\It's the sweet-sour sauce used in dishes like sweet-and-sour pork\and crab omelet with rice.\It's a great way to offset the oiliness of Chinese cuisine!\The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken! response:	Tomatoes are basically umami bombs full of glutamic acid.
context: Ketchup...\It's the sweet-sour sauce used in dishes like sweet-and-sour pork\and crab omelet with rice.\It's a great way to offset the oiliness of Chinese cuisine!\The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid. response:	It pairs well with Parmesan cheese, too.
context: It's the sweet-sour sauce used in dishes like sweet-and-sour pork\and crab omelet with rice.\It's a great way to offset the oiliness of Chinese cuisine!\The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too. response:	There's also synergy with the umami components in the chicken
context: and crab omelet with rice.\It's a great way to offset the oiliness of Chinese cuisine!\The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken response:	and the shiitake mushrooms.
context: It's a great way to offset the oiliness of Chinese cuisine!\The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms. response:	It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,
context: The added acidity from the ketchup\allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish, response:	as far from refinement as one might imagine...
context: allowed him to highlight the juiciness and richness of fatty pork and Parmesan cheese,\while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine... response:	And yet!
context: while heightening the elegant aftertaste of the chicken!\Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet! response:	Once you take a bite,
context: Tomatoes are basically umami bombs full of glutamic acid.\It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet!\Once you take a bite, response:	it is an unimaginably perfect combination of flavors!
context: It pairs well with Parmesan cheese, too.\There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors! response:	How does one even conceive of such a thing?
context: There's also synergy with the umami components in the chicken\and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing? response:	Oh, it wasn't just me who thought this up, you see.
context: and the shiitake mushrooms.\It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see. response:	I came up with the idea to add tomatoes to a dish like this
context: It may have looked like a hodgepodge of ideas in a B-grade gourmet dish,\as far from refinement as one might imagine...\And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this response:	with other Polar Star Dorm students.
context: as far from refinement as one might imagine...\And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students. response:	Don't worry, Erina-sama!
context: And yet!\Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama! response:	I will not allow them to touch you!
context: Once you take a bite,\it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you! response:	Hisako...
context: it is an unimaginably perfect combination of flavors!\How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako... response:	Yes?
context: How does one even conceive of such a thing?\Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako...\Yes? response:	The people at this dorm... are quite strange.
context: Oh, it wasn't just me who thought this up, you see.\I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako...\Yes?\The people at this dorm... are quite strange. response:	Strange?
context: I came up with the idea to add tomatoes to a dish like this\with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako...\Yes?\The people at this dorm... are quite strange.\Strange? response:	Erina-cchi!
context: with other Polar Star Dorm students.\Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako...\Yes?\The people at this dorm... are quite strange.\Strange?\Erina-cchi! response:	It's comeback time!
context: Don't worry, Erina-sama!\I will not allow them to touch you!\Hisako...\Yes?\The people at this dorm... are quite strange.\Strange?\Erina-cchi!\It's comeback time! response:	You never seem to get tired of this.
context: I will not allow them to touch you!\Hisako...\Yes?\The people at this dorm... are quite strange.\Strange?\Erina-cchi!\It's comeback time!\You never seem to get tired of this. response:	You told us off a lot yesterday, too!
context: Hisako...\Yes?\The people at this dorm... are quite strange.\Strange?\Erina-cchi!\It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too! response:	I'm gonna make you say my dish is good today for sure!
context: Yes?\The people at this dorm... are quite strange.\Strange?\Erina-cchi!\It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure! response:	So you followed my advice and changed the recipe?
context: The people at this dorm... are quite strange.\Strange?\Erina-cchi!\It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe? response:	Very well.
context: Strange?\Erina-cchi!\It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well. response:	You are letting me stay here, after all.
context: Erina-cchi!\It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all. response:	I'll taste your creations again today
context: It's comeback time!\You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all.\I'll taste your creations again today response:	It's totally different from what I said you should do!
context: You never seem to get tired of this.\You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do! response:	Huh? Well, yeah.
context: You told us off a lot yesterday, too!\I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah. response:	I told you!
context: I'm gonna make you say my dish is good today for sure!\So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah.\I told you! response:	Galantines are meant to be served cold!
context: So you followed my advice and changed the recipe?\Very well.\You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah.\I told you!\Galantines are meant to be served cold! response:	Because it's served warm,
context: Very well.\You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah.\I told you!\Galantines are meant to be served cold!\Because it's served warm, response:	it lacks firmness.
context: You are letting me stay here, after all.\I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah.\I told you!\Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness. response:	Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,
context: I'll taste your creations again today\It's totally different from what I said you should do!\Huh? Well, yeah.\I told you!\Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms, response:	but you instead used strong gorgonzola cheese in your sauce!
context: It's totally different from what I said you should do!\Huh? Well, yeah.\I told you!\Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce! response:	It will certainly be even worse than yesterday's
context: Huh? Well, yeah.\I told you!\Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's response:	What?!
context: I told you!\Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?! response:	It can't be...
context: Galantines are meant to be served cold!\Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?!\It can't be... response:	It's still very rough around the edges,
context: Because it's served warm,\it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?!\It can't be...\It's still very rough around the edges, response:	but having strong flavors go head-to-head
context: it lacks firmness.\Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?!\It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head response:	actually enhanced each flavor!
context: Besides, you were supposed to capitalize on using sauce made from porcini mushrooms,\but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?!\It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor! response:	Hey, hey.
context: but you instead used strong gorgonzola cheese in your sauce!\It will certainly be even worse than yesterday's\What?!\It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey. response:	How is it?
context: It will certainly be even worse than yesterday's\What?!\It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey.\How is it? response:	The pork fat flavor's coming through too strongly now.
context: What?!\It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now. response:	It's making the taste too over-the-top.
context: It can't be...\It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top. response:	But you kind of want to keep the richness.
context: It's still very rough around the edges,\but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness. response:	Hey, hey, Erina-cchi.
context: but having strong flavors go head-to-head\actually enhanced each flavor!\Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi. response:	Wait!
context: actually enhanced each flavor!\Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait! response:	This combination can't work!
context: Hey, hey.\How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait!\This combination can't work! response:	Hey, hey.
context: How is it?\The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait!\This combination can't work!\Hey, hey. response:	Using pork and chicken together like this?
context: The pork fat flavor's coming through too strongly now.\It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait!\This combination can't work!\Hey, hey.\Using pork and chicken together like this? response:	Hey, c'mon.
context: It's making the taste too over-the-top.\But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait!\This combination can't work!\Hey, hey.\Using pork and chicken together like this?\Hey, c'mon. response:	You can't just keep adding flavors together!
context: But you kind of want to keep the richness.\Hey, hey, Erina-cchi.\Wait!\This combination can't work!\Hey, hey.\Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together! response:	You have to think about how to subtract flavors, as well.
context: Hey, hey, Erina-cchi.\Wait!\This combination can't work!\Hey, hey.\Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well. response:	Wait, how about adding more acidity?
context: Wait!\This combination can't work!\Hey, hey.\Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity? response:	Listen to me!
context: This combination can't work!\Hey, hey.\Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me! response:	Yeah!
context: Hey, hey.\Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me!\Yeah! response:	An acidity that'd keep the chicken's umami and the pork's richness
context: Using pork and chicken together like this?\Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness response:	while negating the oiliness.
context: Hey, c'mon.\You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness. response:	Hmm...
context: You can't just keep adding flavors together!\You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm... response:	Acidity, hmm.
context: You have to think about how to subtract flavors, as well.\Wait, how about adding more acidity?\Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm...\Acidity, hmm. response:	Maybe that?
context: Wait, how about adding more acidity?\Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm...\Acidity, hmm.\Maybe that? response:	Yeah! That!
context: Listen to me!\Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm...\Acidity, hmm.\Maybe that?\Yeah! That! response:	All right!
context: Yeah!\An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm...\Acidity, hmm.\Maybe that?\Yeah! That!\All right! response:	Let's go pick some from the farm!
context: An acidity that'd keep the chicken's umami and the pork's richness\while negating the oiliness.\Hmm...\Acidity, hmm.\Maybe that?\Yeah! That!\All right!\Let's go pick some from the farm! response:	Off to the Polar Star farm!
context: while negating the oiliness.\Hmm...\Acidity, hmm.\Maybe that?\Yeah! That!\All right!\Let's go pick some from the farm!\Off to the Polar Star farm! response:	H-Hey!
context: Hmm...\Acidity, hmm.\Maybe that?\Yeah! That!\All right!\Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey! response:	I said, listen to me!
context: Acidity, hmm.\Maybe that?\Yeah! That!\All right!\Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey!\I said, listen to me! response:	I've done taste testing more times than I can count,
context: Maybe that?\Yeah! That!\All right!\Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey!\I said, listen to me!\I've done taste testing more times than I can count, response:	but hardly anyone ever disregarded my recommendations
context: Yeah! That!\All right!\Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey!\I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations response:	because my sense of taste is absolute and infallible.
context: All right!\Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey!\I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible. response:	But here at Polar Star Dormitory,
context: Let's go pick some from the farm!\Off to the Polar Star farm!\H-Hey!\I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory, response:	the chaotic clash of random ideas
context: Off to the Polar Star farm!\H-Hey!\I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas response:	creates surprising solutions.
context: H-Hey!\I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions. response:	Central, was it?
context: I said, listen to me!\I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions.\Central, was it? response:	From where you stand,
context: I've done taste testing more times than I can count,\but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions.\Central, was it?\From where you stand, response:	I bet we don't seem to be worth a proper evaluation or anything.
context: but hardly anyone ever disregarded my recommendations\because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions.\Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything. response:	But in this dish, our day-to-day lives at the dorm are hanging in the balance.
context: because my sense of taste is absolute and infallible.\But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions.\Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance. response:	The days we spent butting heads with each other at the dorm,
context: But here at Polar Star Dormitory,\the chaotic clash of random ideas\creates surprising solutions.\Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm, response:	which you're now trying to shut down!
context: the chaotic clash of random ideas\creates surprising solutions.\Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down! response:	Hey, mister, you in the middle.
context: creates surprising solutions.\Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle. response:	I'll crush your boring way of thinking that there's only one correct way to cook.
context: Central, was it?\From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook. response:	Try it.
context: From where you stand,\I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it. response:	It'll blow away your fossilized brain.
context: I bet we don't seem to be worth a proper evaluation or anything.\But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain. response:	Hey...
context: But in this dish, our day-to-day lives at the dorm are hanging in the balance.\The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain.\Hey... response:	C'mon, please reconsider.
context: The days we spent butting heads with each other at the dorm,\which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider. response:	This dish you'd made up your minds about being worthless isn't so bad, is it?
context: which you're now trying to shut down!\Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it? response:	Yukihira!
context: Hey, mister, you in the middle.\I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira! response:	Yukihira Soma
context: I'll crush your boring way of thinking that there's only one correct way to cook.\Try it.\It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma response:	Eizan Etsuya
context: Try it.\It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma\Eizan Etsuya response:	Thank you for eating!
context: It'll blow away your fossilized brain.\Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma\Eizan Etsuya\Thank you for eating! response:	Yukihira Soma
context: Hey...\C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma\Eizan Etsuya\Thank you for eating!\Yukihira Soma response:	Eizan Etsuya
context: C'mon, please reconsider.\This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma\Eizan Etsuya\Thank you for eating!\Yukihira Soma\Eizan Etsuya response:	So Polar Star Dorm won't get shut down, right?
context: This dish you'd made up your minds about being worthless isn't so bad, is it?\Yukihira!\Yukihira Soma\Eizan Etsuya\Thank you for eating!\Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right? response:	Are you watching this, folks at Central?
context: Yukihira!\Yukihira Soma\Eizan Etsuya\Thank you for eating!\Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central? response:	Okay, so if you try to mess with my friends or people I know,
context: Yukihira Soma\Eizan Etsuya\Thank you for eating!\Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know, response:	you're gonna pay.
context: Eizan Etsuya\Thank you for eating!\Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay. response:	We might be lowbies to you or whatever,
context: Thank you for eating!\Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever, response:	but we're not gonna take it lying down.
context: Yukihira Soma\Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down. response:	If you wanna fight, I'll accept the challenge
context: Eizan Etsuya\So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge response:	and come at you all with everything I've got!
context: So Polar Star Dorm won't get shut down, right?\Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got! response:	That'll be the case even if it's someone on the Elite Ten.
context: Are you watching this, folks at Central?\Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got!\That'll be the case even if it's someone on the Elite Ten. response:	Totsuki
context: Okay, so if you try to mess with my friends or people I know,\you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got!\That'll be the case even if it's someone on the Elite Ten.\Totsuki response:	Food Wars
context: you're gonna pay.\We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got!\That'll be the case even if it's someone on the Elite Ten.\Totsuki\Food Wars response:	The Third Plate
context: We might be lowbies to you or whatever,\but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got!\That'll be the case even if it's someone on the Elite Ten.\Totsuki\Food Wars\The Third Plate response:	Next Episode: Hunting the Survivors
context: but we're not gonna take it lying down.\If you wanna fight, I'll accept the challenge\and come at you all with everything I've got!\That'll be the case even if it's someone on the Elite Ten.\Totsuki\Food Wars\The Third Plate\Next Episode: Hunting the Survivors response:	I hope you savor the next episode!
