context: Brother! response:	You're here again?
context: Our Madoka Radar...\I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her?\Yes. response:	I'm rooting for you!
context: I don't quite get what's going on,\but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her?\Yes.\I'm rooting for you! response:	So where is Kyono Madoka right now?
context: but it looks like the ceremony is proceeding normally.\So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her?\Yes.\I'm rooting for you!\So where is Kyono Madoka right now? response:	Madoka is at the Sweats Club...
context: So that's the kind of relationship you have?\Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her?\Yes.\I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club... response:	What?
context: Yes, I'm here in all seriousness...\How did the rest go?\You're serious about her?\Yes.\I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What? response:	Who is this Sven Skaub?
context: How did the rest go?\You're serious about her?\Yes.\I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What?\Who is this Sven Skaub? response:	Is it a man? A woman?!
context: You're serious about her?\Yes.\I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What?\Who is this Sven Skaub?\Is it a man? A woman?! response:	Oh my gosh, is he for real?
context: Yes.\I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What?\Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real? response:	Madoka's boyfriend is hilarious!
context: I'm rooting for you!\So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What?\Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious! response:	Sweats are...
context: So where is Kyono Madoka right now?\Madoka is at the Sweats Club...\What?\Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are... response:	What are sweats?
context: Madoka is at the Sweats Club...\What?\Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are...\What are sweats? response:	They're clothes, like what you're wearing!
context: What?\Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are...\What are sweats?\They're clothes, like what you're wearing! response:	Clothes?
context: Who is this Sven Skaub?\Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are...\What are sweats?\They're clothes, like what you're wearing!\Clothes? response:	And Skaub?
context: Is it a man? A woman?!\Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are...\What are sweats?\They're clothes, like what you're wearing!\Clothes?\And Skaub? response:	Who are you calling a scrub?
context: Oh my gosh, is he for real?\Madoka's boyfriend is hilarious!\Sweats are...\What are sweats?\They're clothes, like what you're wearing!\Clothes?\And Skaub?\Who are you calling a scrub? response:	He didn't say that.
context: Madoka's boyfriend is hilarious!\Sweats are...\What are sweats?\They're clothes, like what you're wearing!\Clothes?\And Skaub?\Who are you calling a scrub?\He didn't say that. response:	It's actually a club,
context: Sweats are...\What are sweats?\They're clothes, like what you're wearing!\Clothes?\And Skaub?\Who are you calling a scrub?\He didn't say that.\It's actually a club, response:	as in club activities you do, while wearing those sweats.
context: What are sweats?\They're clothes, like what you're wearing!\Clothes?\And Skaub?\Who are you calling a scrub?\He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats. response:	I don't understand what you're saying.
context: They're clothes, like what you're wearing!\Clothes?\And Skaub?\Who are you calling a scrub?\He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying. response:	We don't really understand what we're saying either.
context: Clothes?\And Skaub?\Who are you calling a scrub?\He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either. response:	It all started when Madoka's mother...
context: And Skaub?\Who are you calling a scrub?\He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother... response:	drowned in the ocean.
context: Who are you calling a scrub?\He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean. response:	Imagine, drowning while trying to save someone else...
context: He didn't say that.\It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else... response:	Madoka was devastated after the loss of her mother.
context: It's actually a club,\as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother. response:	That's when Miss Yoko...
context: as in club activities you do, while wearing those sweats.\I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko... response:	Doesn't this taste good?
context: I don't understand what you're saying.\We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good? response:	Uh-huh!
context: We don't really understand what we're saying either.\It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good?\Uh-huh! response:	Want some, Madoka?
context: It all started when Madoka's mother...\drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good?\Uh-huh!\Want some, Madoka? response:	Cheer up.
context: drowned in the ocean.\Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good?\Uh-huh!\Want some, Madoka?\Cheer up. response:	That's right.
context: Imagine, drowning while trying to save someone else...\Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good?\Uh-huh!\Want some, Madoka?\Cheer up.\That's right. response:	Madoka, wait!
context: Madoka was devastated after the loss of her mother.\That's when Miss Yoko...\Doesn't this taste good?\Uh-huh!\Want some, Madoka?\Cheer up.\That's right.\Madoka, wait! response:	It was after that, wasn't it?
context: That's when Miss Yoko...\Doesn't this taste good?\Uh-huh!\Want some, Madoka?\Cheer up.\That's right.\Madoka, wait!\It was after that, wasn't it? response:	That was when Madoka went back to her old self, and became even more outgoing.
context: Doesn't this taste good?\Uh-huh!\Want some, Madoka?\Cheer up.\That's right.\Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing. response:	She even started imitating Miss Yoko by wearing her sweats at all times.
context: Uh-huh!\Want some, Madoka?\Cheer up.\That's right.\Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times. response:	Not to mention Ms. Machiko.
context: Want some, Madoka?\Cheer up.\That's right.\Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko. response:	That's right!
context: Cheer up.\That's right.\Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right! response:	Ms. Machiko worked together with Miss Yoko.
context: That's right.\Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko. response:	I remember now!
context: Madoka, wait!\It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now! response:	Although she kept insisting that she was just helping out.
context: It was after that, wasn't it?\That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out. response:	The Sweats Club is all about helping out, so I wonder what was up with that.
context: That was when Madoka went back to her old self, and became even more outgoing.\She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that. response:	Wait!
context: She even started imitating Miss Yoko by wearing her sweats at all times.\Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait! response:	I said wait!
context: Not to mention Ms. Machiko.\That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait! response:	Now I got
context: That's right!\Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait!\Now I got response:	That's Madoka, the one you're looking for.
context: Ms. Machiko worked together with Miss Yoko.\I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait!\Now I got\That's Madoka, the one you're looking for. response:	You shouldn't climb up so high that you can't get back down.
context: I remember now!\Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait!\Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down. response:	Madoka!
context: Although she kept insisting that she was just helping out.\The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait!\Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka! response:	Your boyfriend's here!
context: The Sweats Club is all about helping out, so I wonder what was up with that.\Wait!\I said wait!\Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here! response:	Boyfriend?
context: Wait!\I said wait!\Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here!\Boyfriend? response:	Whose boyfriend?
context: I said wait!\Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here!\Boyfriend?\Whose boyfriend? response:	Yours, of course!
context: Now I got\That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here!\Boyfriend?\Whose boyfriend?\Yours, of course! response:	Huh?
context: That's Madoka, the one you're looking for.\You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here!\Boyfriend?\Whose boyfriend?\Yours, of course!\Huh? response:	Did I have a boyfriend?
context: You shouldn't climb up so high that you can't get back down.\Madoka!\Your boyfriend's here!\Boyfriend?\Whose boyfriend?\Yours, of course!\Huh?\Did I have a boyfriend? response:	Where is he?
context: Madoka!\Your boyfriend's here!\Boyfriend?\Whose boyfriend?\Yours, of course!\Huh?\Did I have a boyfriend?\Where is he? response:	He was just here.
context: Your boyfriend's here!\Boyfriend?\Whose boyfriend?\Yours, of course!\Huh?\Did I have a boyfriend?\Where is he?\He was just here. response:	Maybe he got shy.
context: Boyfriend?\Whose boyfriend?\Yours, of course!\Huh?\Did I have a boyfriend?\Where is he?\He was just here.\Maybe he got shy. response:	My sweats!
context: Whose boyfriend?\Yours, of course!\Huh?\Did I have a boyfriend?\Where is he?\He was just here.\Maybe he got shy.\My sweats! response:	Thank you.
context: Yours, of course!\Huh?\Did I have a boyfriend?\Where is he?\He was just here.\Maybe he got shy.\My sweats!\Thank you. response:	Here's your paycheck.
context: Huh?\Did I have a boyfriend?\Where is he?\He was just here.\Maybe he got shy.\My sweats!\Thank you.\Here's your paycheck. response:	I deducted the cost of your meal already.
context: Did I have a boyfriend?\Where is he?\He was just here.\Maybe he got shy.\My sweats!\Thank you.\Here's your paycheck.\I deducted the cost of your meal already. response:	Did you find Izo?
context: Where is he?\He was just here.\Maybe he got shy.\My sweats!\Thank you.\Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo? response:	What about me?
context: He was just here.\Maybe he got shy.\My sweats!\Thank you.\Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo?\What about me? response:	Where were you?
context: Maybe he got shy.\My sweats!\Thank you.\Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo?\What about me?\Where were you? response:	What's it to you?
context: My sweats!\Thank you.\Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo?\What about me?\Where were you?\What's it to you? response:	You didn't try to do anything to Kyono Madoka, did you?
context: Thank you.\Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo?\What about me?\Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you? response:	I lost interest, that's all.
context: Here's your paycheck.\I deducted the cost of your meal already.\Did you find Izo?\What about me?\Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all. response:	What the hell are you doing?!
context: I deducted the cost of your meal already.\Did you find Izo?\What about me?\Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?! response:	I must attend a ceremony,
context: Did you find Izo?\What about me?\Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony, response:	so please pardon my appearance.
context: What about me?\Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance. response:	I need to inform you.
context: Where were you?\What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance.\I need to inform you. response:	With regards to the Vox Retrieval Force that was dispatched,
context: What's it to you?\You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched, response:	they will be arriving a little later than planned.
context: You didn't try to do anything to Kyono Madoka, did you?\I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned. response:	Did something happen?
context: I lost interest, that's all.\What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen? response:	Nothing to be concerned about.
context: What the hell are you doing?!\I must attend a ceremony,\so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about. response:	Our field commander fell for the enemy's diversion,
context: I must attend a ceremony,\so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion, response:	and has been forced to take a detour.
context: so please pardon my appearance.\I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour. response:	Then I'm to assume Kiss will be arriving here,
context: I need to inform you.\With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here, response:	ahead of the Vox Retrieval Force?
context: With regards to the Vox Retrieval Force that was dispatched,\they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force? response:	I must attend the ceremony for the conquest of Sensimiria.
context: they will be arriving a little later than planned.\Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria. response:	So, they finally fell.
context: Did something happen?\Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell. response:	It doesn't mean we won against De Metrio.
context: Nothing to be concerned about.\Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio. response:	I wish you luck.
context: Our field commander fell for the enemy's diversion,\and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck. response:	You should have just stayed quiet, back in the sanctuary of U-Go...
context: and has been forced to take a detour.\Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go... response:	Villagiulio.
context: Then I'm to assume Kiss will be arriving here,\ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio. response:	Oh, man.
context: ahead of the Vox Retrieval Force?\I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man. response:	Hey, you're late.
context: I must attend the ceremony for the conquest of Sensimiria.\So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man.\Hey, you're late. response:	What are you doing?
context: So, they finally fell.\It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man.\Hey, you're late.\What are you doing? response:	Playing a game.
context: It doesn't mean we won against De Metrio.\I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man.\Hey, you're late.\What are you doing?\Playing a game. response:	That's not what he's asking about.
context: I wish you luck.\You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man.\Hey, you're late.\What are you doing?\Playing a game.\That's not what he's asking about. response:	It's just a game played by the people of this planet, but it's fun.
context: You should have just stayed quiet, back in the sanctuary of U-Go...\Villagiulio.\Oh, man.\Hey, you're late.\What are you doing?\Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun. response:	The main retrieval force from Le Garite is coming.
context: Villagiulio.\Oh, man.\Hey, you're late.\What are you doing?\Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming. response:	We'll destroy the Vox before that happens.
context: Oh, man.\Hey, you're late.\What are you doing?\Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens. response:	You're going to fight them?
context: Hey, you're late.\What are you doing?\Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them? response:	That's right.
context: What are you doing?\Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them?\That's right. response:	The Chairman has no intention of handing over the Vox to Le Garite.
context: Playing a game.\That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite. response:	Can you be sure of that?
context: That's not what he's asking about.\It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that? response:	Yes.
context: It's just a game played by the people of this planet, but it's fun.\The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes. response:	She doesn't intend to give it to us either.
context: The main retrieval force from Le Garite is coming.\We'll destroy the Vox before that happens.\You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes.\She doesn't intend to give it to us either. response:	Yeah, but...
context: We'll destroy the Vox before that happens.\You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes.\She doesn't intend to give it to us either.\Yeah, but... response:	And no matter how much of a fight the guys on this planet put up,
context: You're going to fight them?\That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes.\She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up, response:	Dizelmine won't give a damn.
context: That's right.\The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes.\She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn. response:	He will take it back without fail.
context: The Chairman has no intention of handing over the Vox to Le Garite.\Can you be sure of that?\Yes.\She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail. response:	Just what do you want from us?
context: Can you be sure of that?\Yes.\She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us? response:	Nothing.
context: Yes.\She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us?\Nothing. response:	I just don't want you guys to do anything that could screw this up.
context: She doesn't intend to give it to us either.\Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up. response:	But from now on, what you do is up to you.
context: Yeah, but...\And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you. response:	You can come with me,
context: And no matter how much of a fight the guys on this planet put up,\Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me, response:	or you can go.
context: Dizelmine won't give a damn.\He will take it back without fail.\Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me,\or you can go. response:	It's all up to you.
context: He will take it back without fail.\Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me,\or you can go.\It's all up to you. response:	will destroy the Vox.
context: Just what do you want from us?\Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me,\or you can go.\It's all up to you.\will destroy the Vox. response:	The sound of Geta shoes echoes through the dark night.
context: Nothing.\I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me,\or you can go.\It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night. response:	Click-clack...
context: I just don't want you guys to do anything that could screw this up.\But from now on, what you do is up to you.\You can come with me,\or you can go.\It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack... response:	The muted cry of a woman sobbing...
context: But from now on, what you do is up to you.\You can come with me,\or you can go.\It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing... response:	Behind the paper screen,
context: You can come with me,\or you can go.\It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing...\Behind the paper screen, response:	an ominous shadow creeps toward you.
context: or you can go.\It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing...\Behind the paper screen,\an ominous shadow creeps toward you. response:	And then...
context: It's all up to you.\will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing...\Behind the paper screen,\an ominous shadow creeps toward you.\And then... response:	Was that how the next episode is supposed to go?
context: will destroy the Vox.\The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing...\Behind the paper screen,\an ominous shadow creeps toward you.\And then...\Was that how the next episode is supposed to go? response:	Goodbye, Kamogawa
context: The sound of Geta shoes echoes through the dark night.\Click-clack...\The muted cry of a woman sobbing...\Behind the paper screen,\an ominous shadow creeps toward you.\And then...\Was that how the next episode is supposed to go?\Goodbye, Kamogawa response:	Goodbye, Kamogawa
