context: No! response:	Komari-san...
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	If I keep crying...
context: Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying... response:	tsuki no ue hitori demo
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	tsuki no ue hitori demo
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	Riki-kun, Rin-chan...
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan... response:	Everyone will be sad too.
context: Walking, looking at the sky, a single light\If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too. response:	Onii-chan...
context: If I keep crying...\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan... response:	rasen no hate he kaketeyuku yo
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	rasen no hate he kaketeyuku yo
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: Even alone, on the face of the moon,\Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	isn't here anymore.
context: Riki-kun, Rin-chan...\Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore. response:	But there are so many wonderful things!
context: Everyone will be sad too.\Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things! response:	kimi wa naita ato waraeru
context: Onii-chan...\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	kimi wa naita ato waraeru
context: Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	And I'll find a ton of them!
context: Run right past the end of the circle\isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them! response:	hazu dakara tte ittan da
context: isn't here anymore.\But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da response:	I said that because I know you can
context: But there are so many wonderful things!\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can response:	hazu dakara tte ittan da
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da response:	I said that because I know you can
context: You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can response:	Starting now!
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\Starting now! response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: And I'll find a ton of them!\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	bokura no tabi wasuretari shinai yo
context: hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	nakusanai you ni mahou kakete
context: hazu dakara tte ittan da\I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: I said that because I know you can\Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	nakusanai you ni mahou kakete
context: Starting now!\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai response:	And I won't say good-bye
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai response:	And I won't say good-bye
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka response:	You'll start walking again one day
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka response:	You'll start walking again one day
context: sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day response:	I'll make a picture book.
context: And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book. response:	And I'll study too.
context: sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book.\And I'll study too. response:	I'll eat sweet things, and I'll go see Grandpa Kojirou.
context: And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou. response:	I'll find a ton of wonderful things.
context: arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things. response:	I'll find them with everyone!
context: You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone! response:	Onii-chan, I think I'm okay now.
context: arukidasu yo mata itsuka\You'll start walking again one day\I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now. response:	Even if sad things happen and I cry, I know I'll be able to smile again!
context: You'll start walking again one day\I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again! response:	Even if sad things happen, and I cry,
context: I'll make a picture book.\And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry, response:	I know I'll be able to smile again!
context: And I'll study too.\I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again! response:	Epis ode 6
context: I'll eat sweet things, and I'll go see Grandpa Kojirou.\I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6 response:	Let's Find Wonder ful Things
context: I'll find a ton of wonderful things.\I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things response:	Hey, hey, everyone! Let's start with a bang!
context: I'll find them with everyone!\Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang! response:	Haru-chin will join your party!
context: Onii-chan, I think I'm okay now.\Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang!\Haru-chin will join your party! response:	What?!
context: Even if sad things happen and I cry, I know I'll be able to smile again!\Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang!\Haru-chin will join your party!\What?! response:	You serious?!
context: Even if sad things happen, and I cry,\I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang!\Haru-chin will join your party!\What?!\You serious?! response:	You're joining the Little Busters, Saigusa-san?
context: I know I'll be able to smile again!\Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang!\Haru-chin will join your party!\What?!\You serious?!\You're joining the Little Busters, Saigusa-san? response:	Ya-hoo!
context: Epis ode 6\Let's Find Wonder ful Things\Hey, hey, everyone! Let's start with a bang!\Haru-chin will join your party!\What?!\You serious?!\You're joining the Little Busters, Saigusa-san?\Ya-hoo! response:	Mission, start!
