context: I finally made it to the magic academy, Luna Nova! response:	You only told us about a hundred times last night.
context: Yay, nine straight wins!\Why can you use effects that aren't even written on the card? I don't get it.\One more round.\What is this thing?!\Over there, Akko!\What is the meaning of this?\Stand back!\Diana? response:	What's going on here?
context: Why can you use effects that aren't even written on the card? I don't get it.\One more round.\What is this thing?!\Over there, Akko!\What is the meaning of this?\Stand back!\Diana?\What's going on here? response:	Look!
context: One more round.\What is this thing?!\Over there, Akko!\What is the meaning of this?\Stand back!\Diana?\What's going on here?\Look! response:	What are these things?
context: What is this thing?!\Over there, Akko!\What is the meaning of this?\Stand back!\Diana?\What's going on here?\Look!\What are these things? response:	Looks like chrysalises to me.
context: Over there, Akko!\What is the meaning of this?\Stand back!\Diana?\What's going on here?\Look!\What are these things?\Looks like chrysalises to me. response:	Chrysalises?!
context: What is the meaning of this?\Stand back!\Diana?\What's going on here?\Look!\What are these things?\Looks like chrysalises to me.\Chrysalises?! response:	And not normal ones at that.
context: Stand back!\Diana?\What's going on here?\Look!\What are these things?\Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that. response:	The roots had parasites.
context: Diana?\What's going on here?\Look!\What are these things?\Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that.\The roots had parasites. response:	They must be the cause of the Tree's decline.
context: What's going on here?\Look!\What are these things?\Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline. response:	My magic must have passed through the Tree and nourished the pests!
context: Look!\What are these things?\Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests! response:	I have to eliminate them.
context: What are these things?\Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them. response:	Murowa!
context: Looks like chrysalises to me.\Chrysalises?!\And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa! response:	Murowa!
context: Chrysalises?!\And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa!\Murowa! response:	Murowa!
context: And not normal ones at that.\The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa!\Murowa!\Murowa! response:	Aren't these...
context: The roots had parasites.\They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa!\Murowa!\Murowa!\Aren't these... response:	Murowa
context: They must be the cause of the Tree's decline.\My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa!\Murowa!\Murowa!\Aren't these...\Murowa response:	Hold on, Diana!
context: My magic must have passed through the Tree and nourished the pests!\I have to eliminate them.\Murowa!\Murowa!\Murowa!\Aren't these...\Murowa\Hold on, Diana! response:	These might not be pests after all!
context: I have to eliminate them.\Murowa!\Murowa!\Murowa!\Aren't these...\Murowa\Hold on, Diana!\These might not be pests after all! response:	You're interfering. Get out of the way!
context: Murowa!\Murowa!\Murowa!\Aren't these...\Murowa\Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way! response:	I won't!
context: Murowa!\Murowa!\Aren't these...\Murowa\Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way!\I won't! response:	Murowa!
context: Murowa!\Aren't these...\Murowa\Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way!\I won't!\Murowa! response:	Akko!
context: Aren't these...\Murowa\Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way!\I won't!\Murowa!\Akko! response:	Hang in there!
context: Murowa\Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way!\I won't!\Murowa!\Akko!\Hang in there! response:	What has she done?
context: Hold on, Diana!\These might not be pests after all!\You're interfering. Get out of the way!\I won't!\Murowa!\Akko!\Hang in there!\What has she done? response:	She's churning with magic.
context: These might not be pests after all!\You're interfering. Get out of the way!\I won't!\Murowa!\Akko!\Hang in there!\What has she done?\She's churning with magic. response:	This might be bad.
context: You're interfering. Get out of the way!\I won't!\Murowa!\Akko!\Hang in there!\What has she done?\She's churning with magic.\This might be bad. response:	Papilliodya...
context: I won't!\Murowa!\Akko!\Hang in there!\What has she done?\She's churning with magic.\This might be bad.\Papilliodya... response:	They're papilliodya chrysalises...
context: Murowa!\Akko!\Hang in there!\What has she done?\She's churning with magic.\This might be bad.\Papilliodya...\They're papilliodya chrysalises... response:	From this?
context: Akko!\Hang in there!\What has she done?\She's churning with magic.\This might be bad.\Papilliodya...\They're papilliodya chrysalises...\From this? response:	I'm sure of it.
context: Hang in there!\What has she done?\She's churning with magic.\This might be bad.\Papilliodya...\They're papilliodya chrysalises...\From this?\I'm sure of it. response:	Papilliodya that only emerge once every hundred-twenty years!
context: What has she done?\She's churning with magic.\This might be bad.\Papilliodya...\They're papilliodya chrysalises...\From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years! response:	Magic butterflies that bring hope to the hearts of all who behold them!
context: She's churning with magic.\This might be bad.\Papilliodya...\They're papilliodya chrysalises...\From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them! response:	Wait, Akko! Try casting this spell.
context: This might be bad.\Papilliodya...\They're papilliodya chrysalises...\From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell. response:	The papilliodya spell.
context: Papilliodya...\They're papilliodya chrysalises...\From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell. response:	Um, Papillio Fillia...
context: They're papilliodya chrysalises...\From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia... response:	Papillio Fillio Nymphodya.
context: From this?\I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya. response:	Is that the proper pronunciation?
context: I'm sure of it.\Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation? response:	Thanks!
context: Papilliodya that only emerge once every hundred-twenty years!\Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks! response:	Papilliodya that travel the five continents.
context: Magic butterflies that bring hope to the hearts of all who behold them!\Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents. response:	Take flight, magic butterflies, towards hope!
context: Wait, Akko! Try casting this spell.\The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope! response:	Papillio Fillio Nymphodya!
context: The papilliodya spell.\Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya! response:	Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.
context: Um, Papillio Fillia...\Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies. response:	As butterflies, the delight of their first flight
context: Papillio Fillio Nymphodya.\Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight response:	Hey, look outside!
context: Is that the proper pronunciation?\Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside! response:	The delight of their first flight brings hope to the hearts of those who behold them.
context: Thanks!\Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them. response:	Goodness, the Memorial Tree!
context: Papilliodya that travel the five continents.\Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree! response:	How splendid!
context: Take flight, magic butterflies, towards hope!\Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid! response:	It's all thanks to Diana's magic!
context: Papillio Fillio Nymphodya!\Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic! response:	Thank you, Diana.
context: Papilliodya spend 120 years as larvae in the dark underground before becoming butterflies.\As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic!\Thank you, Diana. response:	P-Please wait! This was not my doing...
context: As butterflies, the delight of their first flight\Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing... response:	Who else besides you could have done it?
context: Hey, look outside!\The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it? response:	Please excuse me.
context: The delight of their first flight brings hope to the hearts of those who behold them.\Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me. response:	Diana truly is the pride of Luna Nova.
context: Goodness, the Memorial Tree!\How splendid!\It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova. response:	I lost sight of everything else
context: How splendid!\It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: It's all thanks to Diana's magic!\Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Thank you, Diana.\P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: P-Please wait! This was not my doing...\Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Who else besides you could have done it?\Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Please excuse me.\Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: Diana truly is the pride of Luna Nova.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
context: keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
