context: I wonder what's happening on this world response:	I wonder what's happening on this world
context: Yes. Destinies intertwine and create bonds.\Everything is linked from the past to the present.\There are steps leading to every encounter people have.\Which means that us talking here is the result of something that's long been in the making.\Come now. It's the final day of the Divine Assembly.\Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead, response:	Mikage?
context: Everything is linked from the past to the present.\There are steps leading to every encounter people have.\Which means that us talking here is the result of something that's long been in the making.\Come now. It's the final day of the Divine Assembly.\Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage? response:	Sorry to keep you waiting!
context: There are steps leading to every encounter people have.\Which means that us talking here is the result of something that's long been in the making.\Come now. It's the final day of the Divine Assembly.\Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting! response:	Otohiko prepared this for me for the banquet, but...
context: Which means that us talking here is the result of something that's long been in the making.\Come now. It's the final day of the Divine Assembly.\Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but... response:	Do I have the sash tied on right?
context: Come now. It's the final day of the Divine Assembly.\Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right? response:	Hmm, it's a bit big on you.
context: Let's finish up our work beautifully and have a well-deserved drink at the banquet!\Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you. response:	Incompetent.
context: Inaho has...\Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent. response:	Do you mean to attend the banquet looking like that?
context: Was I able to properly fulfill your duties in your stead,\Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that? response:	I will dress you. Strip.
context: Mikage?\Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip. response:	Snap
context: Sorry to keep you waiting!\Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap response:	Snap
context: Otohiko prepared this for me for the banquet, but...\Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap\Snap response:	Snap
context: Do I have the sash tied on right?\Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap\Snap\Snap response:	Snap
context: Hmm, it's a bit big on you.\Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap\Snap\Snap\Snap response:	Snap
context: Incompetent.\Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Do you mean to attend the banquet looking like that?\I will dress you. Strip.\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: I will dress you. Strip.\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Snap
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Snap response:	Oh
context: Snap\Snap\Snap\Snap\Snap\Snap\Snap\Oh response:	Oh
context: Snap\Snap\Snap\Snap\Snap\Snap\Oh\Oh response:	Oh
context: Snap\Snap\Snap\Snap\Snap\Oh\Oh\Oh response:	Oh
context: Snap\Snap\Snap\Snap\Oh\Oh\Oh\Oh response:	Oh
context: Snap\Snap\Snap\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Snap\Snap\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Snap\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Oh
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Oh response:	Forget it.
context: Oh\Oh\Oh\Oh\Oh\Oh\Oh\Forget it. response:	I'll ask Lady Inaho for help.
context: Oh\Oh\Oh\Oh\Oh\Oh\Forget it.\I'll ask Lady Inaho for help. response:	Tomoe, are you daft?
context: Oh\Oh\Oh\Oh\Oh\Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft? response:	So how does it feel?
context: Oh\Oh\Oh\Oh\Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel? response:	I'm curious to know what that's like.
context: Oh\Oh\Oh\Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like. response:	You have been awfully belligerent as of late.
context: Oh\Oh\Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late. response:	Because I don't find this funny.
context: Oh\Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny. response:	I don't want to lose the lady and mistress that I finally found.
context: Forget it.\I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found. response:	Don't get carried away and elope or anything, okay?
context: I'll ask Lady Inaho for help.\Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay? response:	Do not worry about such nonsense.
context: Tomoe, are you daft?\So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense. response:	I have no intention of involving myself with a human.
context: So how does it feel?\I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human. response:	The Divine Assembly has safely come to a close,
context: I'm curious to know what that's like.\You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close, response:	and tonight will be their last night at Izumo.
context: You have been awfully belligerent as of late.\Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo. response:	This is amazing!
context: Because I don't find this funny.\I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing! response:	It's a grand gathering of the gods!
context: I don't want to lose the lady and mistress that I finally found.\Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods! response:	Everyone looks like they're having fun!
context: Don't get carried away and elope or anything, okay?\Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun! response:	Maybe I'll let my hair down too.
context: Do not worry about such nonsense.\I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too. response:	You should!
context: I have no intention of involving myself with a human.\The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should! response:	You must be tired, so I'll be your escort!
context: The Divine Assembly has safely come to a close,\and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort! response:	Little girl.
context: and tonight will be their last night at Izumo.\This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort!\Little girl. response:	You look good in that.
context: This is amazing!\It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort!\Little girl.\You look good in that. response:	Otohiko.
context: It's a grand gathering of the gods!\Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort!\Little girl.\You look good in that.\Otohiko. response:	Thank you for the kimono!
context: Everyone looks like they're having fun!\Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort!\Little girl.\You look good in that.\Otohiko.\Thank you for the kimono! response:	It was my pleasure.
context: Maybe I'll let my hair down too.\You should!\You must be tired, so I'll be your escort!\Little girl.\You look good in that.\Otohiko.\Thank you for the kimono!\It was my pleasure. response:	You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.
context: You should!\You must be tired, so I'll be your escort!\Little girl.\You look good in that.\Otohiko.\Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know. response:	Lady Human Goddess,
context: You must be tired, so I'll be your escort!\Little girl.\You look good in that.\Otohiko.\Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess, response:	your hard work in carrying out your duties is appreciated.
context: Little girl.\You look good in that.\Otohiko.\Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated. response:	But sake for me is...
context: You look good in that.\Otohiko.\Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is... response:	It is a sake cup from the Lord Ookuninushi.
context: Otohiko.\Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi. response:	You must drink.
context: Thank you for the kimono!\It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink. response:	What should I do?
context: It was my pleasure.\You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do? response:	Nanami cannot drink yet,
context: You were in shabby clothes every day of the Divine Assembly, so I was worried, you know.\Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do?\Nanami cannot drink yet, response:	so I will have it.
context: Lady Human Goddess,\your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do?\Nanami cannot drink yet,\so I will have it. response:	What?
context: your hard work in carrying out your duties is appreciated.\But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do?\Nanami cannot drink yet,\so I will have it.\What? response:	Sure, be the hunk, why don't you?
context: But sake for me is...\It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do?\Nanami cannot drink yet,\so I will have it.\What?\Sure, be the hunk, why don't you? response:	I wish Tomoe would just die.
context: It is a sake cup from the Lord Ookuninushi.\You must drink.\What should I do?\Nanami cannot drink yet,\so I will have it.\What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die. response:	What?!
context: You must drink.\What should I do?\Nanami cannot drink yet,\so I will have it.\What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?! response:	Nothing!
context: What should I do?\Nanami cannot drink yet,\so I will have it.\What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?!\Nothing! response:	I want something to drink too.
context: Nanami cannot drink yet,\so I will have it.\What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?!\Nothing!\I want something to drink too. response:	That's...
context: so I will have it.\What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?!\Nothing!\I want something to drink too.\That's... response:	That butterfly is...
context: What?\Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?!\Nothing!\I want something to drink too.\That's...\That butterfly is... response:	In the darkness...
context: Sure, be the hunk, why don't you?\I wish Tomoe would just die.\What?!\Nothing!\I want something to drink too.\That's...\That butterfly is...\In the darkness... response:	The one who guided me...
context: I wish Tomoe would just die.\What?!\Nothing!\I want something to drink too.\That's...\That butterfly is...\In the darkness...\The one who guided me... response:	It really...
context: What?!\Nothing!\I want something to drink too.\That's...\That butterfly is...\In the darkness...\The one who guided me...\It really... response:	was you.
context: Nothing!\I want something to drink too.\That's...\That butterfly is...\In the darkness...\The one who guided me...\It really...\was you. response:	Hello.
context: I want something to drink too.\That's...\That butterfly is...\In the darkness...\The one who guided me...\It really...\was you.\Hello. response:	We meet again, Nanami.
context: That's...\That butterfly is...\In the darkness...\The one who guided me...\It really...\was you.\Hello.\We meet again, Nanami. response:	Yes.
context: That butterfly is...\In the darkness...\The one who guided me...\It really...\was you.\Hello.\We meet again, Nanami.\Yes. response:	Thank you very much for what you did.
context: In the darkness...\The one who guided me...\It really...\was you.\Hello.\We meet again, Nanami.\Yes.\Thank you very much for what you did. response:	Mikage.
context: The one who guided me...\It really...\was you.\Hello.\We meet again, Nanami.\Yes.\Thank you very much for what you did.\Mikage. response:	Your efforts here are appreciated.
context: It really...\was you.\Hello.\We meet again, Nanami.\Yes.\Thank you very much for what you did.\Mikage.\Your efforts here are appreciated. response:	You're a whole different person compared to a week ago.
context: was you.\Hello.\We meet again, Nanami.\Yes.\Thank you very much for what you did.\Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago. response:	You did good work, Nanami.
context: Hello.\We meet again, Nanami.\Yes.\Thank you very much for what you did.\Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami. response:	Nothing makes me happier than to hear you say so.
context: We meet again, Nanami.\Yes.\Thank you very much for what you did.\Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so. response:	I'm grateful to you for being good to Tomoe.
context: Yes.\Thank you very much for what you did.\Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe. response:	Please keep looking after him for me.
context: Thank you very much for what you did.\Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me. response:	Oh...
context: Mikage.\Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh... response:	Does that mean you're not going to see Tomoe?
context: Your efforts here are appreciated.\You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe? response:	He won't say it outright, but he wants to see you.
context: You're a whole different person compared to a week ago.\You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you. response:	I can't see him yet.
context: You did good work, Nanami.\Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet. response:	If I were to see Tomoe now, my twenty years of absence will have been for naught.
context: Nothing makes me happier than to hear you say so.\I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught. response:	Until he completely ceases to need me, I have no intention of seeing him.
context: I'm grateful to you for being good to Tomoe.\Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him. response:	Do you know why love between humans and spirits is considered taboo?
context: Please keep looking after him for me.\Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo? response:	No.
context: Oh...\Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No. response:	The reason humans can fall in love many times over is because their hearts change with time.
context: Does that mean you're not going to see Tomoe?\He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time. response:	The human lifespan is so short that they do not have the time to become bogged down by one attachment.
context: He won't say it outright, but he wants to see you.\I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment. response:	But it is different for spirit kind.
context: I can't see him yet.\If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind. response:	They live for a long time.
context: If I were to see Tomoe now, my twenty years of absence will have been for naught.\Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time. response:	Their hearts do not waver, and they never forget.
context: Until he completely ceases to need me, I have no intention of seeing him.\Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget. response:	They live with the same love in their hearts for centuries.
context: Do you know why love between humans and spirits is considered taboo?\No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries. response:	As such, they do not have changes of heart without good reason.
context: No.\The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason. response:	There are likely many who grow old without ever loving another.
context: The reason humans can fall in love many times over is because their hearts change with time.\The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another. response:	To fall in love with someone, to need them, is a highly risky proposition for spirit kind.
context: The human lifespan is so short that they do not have the time to become bogged down by one attachment.\But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind. response:	That was true for Tomoe as well.
context: But it is different for spirit kind.\They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well. response:	By that...
context: They live for a long time.\Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that... response:	Are you referring to Yukiji?
context: Their hearts do not waver, and they never forget.\They live with the same love in their hearts for centuries.\As such, they do not have changes of heart without good reason.\There are likely many who grow old without ever loving another.\To fall in love with someone, to need them, is a highly risky proposition for spirit kind.\That was true for Tomoe as well.\By that...\Are you referring to Yukiji? response:	Yes.
