context: Maki-chan? response:	How do you write that?
context: I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh?\Wait... Chocolate! response:	I did get chocolate!
context: Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh?\Wait... Chocolate!\I did get chocolate! response:	I did!
context: Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh?\Wait... Chocolate!\I did get chocolate!\I did! response:	She was so casual about it,
context: I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh?\Wait... Chocolate!\I did get chocolate!\I did!\She was so casual about it, response:	I didn't realize she was giving me chocolate!
context: It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh?\Wait... Chocolate!\I did get chocolate!\I did!\She was so casual about it,\I didn't realize she was giving me chocolate! response:	She must have made it the same as the rest, so no one would feel awkward.
context: Here, Takeo-kun.\Huh?\Wait... Chocolate!\I did get chocolate!\I did!\She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward. response:	Crap!
context: Huh?\Wait... Chocolate!\I did get chocolate!\I did!\She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap! response:	My very first chocolate from a girl who likes me and I didn't savor it! Idiot!
context: Wait... Chocolate!\I did get chocolate!\I did!\She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot! response:	I didn't savor it!
context: I did get chocolate!\I did!\She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it! response:	I just ate it!
context: I did!\She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it! response:	Take!
context: She was so casual about it,\I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it!\Take! response:	Simmer down!
context: I didn't realize she was giving me chocolate!\She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it!\Take!\Simmer down! response:	You'll wake Maki!
context: She must have made it the same as the rest, so no one would feel awkward.\Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it!\Take!\Simmer down!\You'll wake Maki! response:	Wait...
context: Crap!\My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it!\Take!\Simmer down!\You'll wake Maki!\Wait... response:	Try to remember what it tasted like!
context: My very first chocolate from a girl who likes me and I didn't savor it! Idiot!\I didn't savor it!\I just ate it!\Take!\Simmer down!\You'll wake Maki!\Wait...\Try to remember what it tasted like! response:	Delicious!
context: I didn't savor it!\I just ate it!\Take!\Simmer down!\You'll wake Maki!\Wait...\Try to remember what it tasted like!\Delicious! response:	I didn't realize she was giving me chocolate,
context: I just ate it!\Take!\Simmer down!\You'll wake Maki!\Wait...\Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate, response:	so I didn't thank her properly!
context: Take!\Simmer down!\You'll wake Maki!\Wait...\Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly! response:	I bet they use really good cacao beans or something.
context: Simmer down!\You'll wake Maki!\Wait...\Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something. response:	They're just so beautiful.
context: You'll wake Maki!\Wait...\Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful. response:	I want them for myself.
context: Wait...\Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself. response:	Suna!
context: Try to remember what it tasted like!\Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself.\Suna! response:	I want to get Yamato limited-edition chocolates!
context: Delicious!\I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates! response:	Come with me to the department store!
context: I didn't realize she was giving me chocolate,\so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store! response:	Oh, you're up there.
context: so I didn't thank her properly!\I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there. response:	I'm coming down right now!
context: I bet they use really good cacao beans or something.\They're just so beautiful.\I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there.\I'm coming down right now! response:	Sure, but it's already closed, so we should wait till tomorrow.
context: They're just so beautiful.\I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow. response:	Shut up, Take!
context: I want them for myself.\Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take! response:	Guess he isn't listening.
context: Suna!\I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening. response:	Yamato, thank you.
context: I want to get Yamato limited-edition chocolates!\Come with me to the department store!\Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening.\Yamato, thank you. response:	A box?
context: Come with me to the department store!\Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening.\Yamato, thank you.\A box? response:	Wait, it's Yamato.
context: Oh, you're up there.\I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening.\Yamato, thank you.\A box?\Wait, it's Yamato. response:	Oh, thank goodness you're here, Takeo-kun.
context: I'm coming down right now!\Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening.\Yamato, thank you.\A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun. response:	I wasn't sure how I'd get the doorbell.
context: Sure, but it's already closed, so we should wait till tomorrow.\Shut up, Take!\Guess he isn't listening.\Yamato, thank you.\A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell. response:	Here's your Valentine's Day chocolate.
context: Shut up, Take!\Guess he isn't listening.\Yamato, thank you.\A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate. response:	It was so big, I had to figure out the box.
context: Guess he isn't listening.\Yamato, thank you.\A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box. response:	Since it's Valentine's, I wanted to make something really special.
context: Yamato, thank you.\A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special. response:	I got in over my head,
context: A box?\Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head, response:	so I made a lot of mistakes. I was so nervous.
context: Wait, it's Yamato.\Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous. response:	I've never messed up tempering chocolate, even in elementary school.
context: Oh, thank goodness you're here, Takeo-kun.\I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school. response:	I decorated it in a big hurry just now.
context: I wasn't sure how I'd get the doorbell.\Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now. response:	I wasn't sure I'd get it done in time today,
context: Here's your Valentine's Day chocolate.\It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today, response:	but I'm glad I did.
context: It was so big, I had to figure out the box.\Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did. response:	Good for you
context: Since it's Valentine's, I wanted to make something really special.\I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you response:	But you gave me chocolate earlier.
context: I got in over my head,\so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you\But you gave me chocolate earlier. response:	Earlier?
context: so I made a lot of mistakes. I was so nervous.\I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you\But you gave me chocolate earlier.\Earlier? response:	No, that was just a group thing.
context: I've never messed up tempering chocolate, even in elementary school.\I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you\But you gave me chocolate earlier.\Earlier?\No, that was just a group thing. response:	This is special.
context: I decorated it in a big hurry just now.\I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you\But you gave me chocolate earlier.\Earlier?\No, that was just a group thing.\This is special. response:	Special...
context: I wasn't sure I'd get it done in time today,\but I'm glad I did.\Good for you\But you gave me chocolate earlier.\Earlier?\No, that was just a group thing.\This is special.\Special... response:	For both you and me.
context: but I'm glad I did.\Good for you\But you gave me chocolate earlier.\Earlier?\No, that was just a group thing.\This is special.\Special...\For both you and me. response:	Oh, hello, Yamato-san.
context: Good for you\But you gave me chocolate earlier.\Earlier?\No, that was just a group thing.\This is special.\Special...\For both you and me.\Oh, hello, Yamato-san. response:	Oh, good evening.
context: But you gave me chocolate earlier.\Earlier?\No, that was just a group thing.\This is special.\Special...\For both you and me.\Oh, hello, Yamato-san.\Oh, good evening. response:	How's Maki-chan doing?
context: Earlier?\No, that was just a group thing.\This is special.\Special...\For both you and me.\Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing? response:	She's growing every day.
context: No, that was just a group thing.\This is special.\Special...\For both you and me.\Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing?\She's growing every day. response:	She's taking a bath with her daddy now.
context: This is special.\Special...\For both you and me.\Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now. response:	I'll come to hold her soon.
context: Special...\For both you and me.\Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon. response:	Okay!
context: For both you and me.\Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay! response:	I'm really glad I got to give this to you today.
context: Oh, hello, Yamato-san.\Oh, good evening.\How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today. response:	Okay, I'll get going!
context: Oh, good evening.\How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going! response:	Bye-bye!
context: How's Maki-chan doing?\She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye! response:	O-Okay.
context: She's growing every day.\She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye!\O-Okay. response:	Th-Thanks!
context: She's taking a bath with her daddy now.\I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye!\O-Okay.\Th-Thanks! response:	Thank you, Yamato.
context: I'll come to hold her soon.\Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye!\O-Okay.\Th-Thanks!\Thank you, Yamato. response:	overwhelmed
context: Okay!\I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye!\O-Okay.\Th-Thanks!\Thank you, Yamato.\overwhelmed response:	Thank you for giving me chocolate.
context: I'm really glad I got to give this to you today.\Okay, I'll get going!\Bye-bye!\O-Okay.\Th-Thanks!\Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate. response:	Yamato!
context: Okay, I'll get going!\Bye-bye!\O-Okay.\Th-Thanks!\Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate.\Yamato! response:	Thank you!
context: Bye-bye!\O-Okay.\Th-Thanks!\Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate.\Yamato!\Thank you! response:	I love you.
context: O-Okay.\Th-Thanks!\Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate.\Yamato!\Thank you!\I love you. response:	Wow!
context: Th-Thanks!\Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate.\Yamato!\Thank you!\I love you.\Wow! response:	For Takeo-kun.
context: Thank you, Yamato.\overwhelmed\Thank you for giving me chocolate.\Yamato!\Thank you!\I love you.\Wow!\For Takeo-kun. response:	Thank you for falling in love with me.
context: overwhelmed\Thank you for giving me chocolate.\Yamato!\Thank you!\I love you.\Wow!\For Takeo-kun.\Thank you for falling in love with me. response:	I love you.
context: Thank you for giving me chocolate.\Yamato!\Thank you!\I love you.\Wow!\For Takeo-kun.\Thank you for falling in love with me.\I love you. response:	Rinko.
context: Yamato!\Thank you!\I love you.\Wow!\For Takeo-kun.\Thank you for falling in love with me.\I love you.\Rinko. response:	My very first chocolate from a girl who likes me!
context: Thank you!\I love you.\Wow!\For Takeo-kun.\Thank you for falling in love with me.\I love you.\Rinko.\My very first chocolate from a girl who likes me! response:	Thank you.
context: I love you.\Wow!\For Takeo-kun.\Thank you for falling in love with me.\I love you.\Rinko.\My very first chocolate from a girl who likes me!\Thank you. response:	Delicious!
context: Wow!\For Takeo-kun.\Thank you for falling in love with me.\I love you.\Rinko.\My very first chocolate from a girl who likes me!\Thank you.\Delicious! response:	Delicious!
context: For Takeo-kun.\Thank you for falling in love with me.\I love you.\Rinko.\My very first chocolate from a girl who likes me!\Thank you.\Delicious!\Delicious! response:	Sweet!
context: Thank you for falling in love with me.\I love you.\Rinko.\My very first chocolate from a girl who likes me!\Thank you.\Delicious!\Delicious!\Sweet! response:	Delicious!
context: I love you.\Rinko.\My very first chocolate from a girl who likes me!\Thank you.\Delicious!\Delicious!\Sweet!\Delicious! response:	Sweet!
context: Rinko.\My very first chocolate from a girl who likes me!\Thank you.\Delicious!\Delicious!\Sweet!\Delicious!\Sweet! response:	Take, shut up!
context: My very first chocolate from a girl who likes me!\Thank you.\Delicious!\Delicious!\Sweet!\Delicious!\Sweet!\Take, shut up! response:	Delicious!
context: Thank you.\Delicious!\Delicious!\Sweet!\Delicious!\Sweet!\Take, shut up!\Delicious! response:	Delicious.
context: Delicious!\Delicious!\Sweet!\Delicious!\Sweet!\Take, shut up!\Delicious!\Delicious. response:	Master, here's my obligation chocolate.
context: Delicious!\Sweet!\Delicious!\Sweet!\Take, shut up!\Delicious!\Delicious.\Master, here's my obligation chocolate. response:	Oh, thanks, Saijou.
context: Sweet!\Delicious!\Sweet!\Take, shut up!\Delicious!\Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou. response:	Here, you can have one, too, Sunakawa.
context: Delicious!\Sweet!\Take, shut up!\Delicious!\Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa. response:	Thanks.
context: Sweet!\Take, shut up!\Delicious!\Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks. response:	Later.
context: Take, shut up!\Delicious!\Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks.\Later. response:	I think she was being considerate by waiting till the day after.
context: Delicious!\Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks.\Later.\I think she was being considerate by waiting till the day after. response:	I see.
context: Delicious.\Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks.\Later.\I think she was being considerate by waiting till the day after.\I see. response:	She's a nice person.
context: Master, here's my obligation chocolate.\Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks.\Later.\I think she was being considerate by waiting till the day after.\I see.\She's a nice person. response:	I think everyone who falls for you is a nice person.
context: Oh, thanks, Saijou.\Here, you can have one, too, Sunakawa.\Thanks.\Later.\I think she was being considerate by waiting till the day after.\I see.\She's a nice person.\I think everyone who falls for you is a nice person. response:	All the girls who ever asked Suna out
context: Here, you can have one, too, Sunakawa.\Thanks.\Later.\I think she was being considerate by waiting till the day after.\I see.\She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out response:	had been talking about me behind my back.
context: Thanks.\Later.\I think she was being considerate by waiting till the day after.\I see.\She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back. response:	And that's why he turned them all down.
context: Later.\I think she was being considerate by waiting till the day after.\I see.\She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back.\And that's why he turned them all down. response:	But there must've been someone who wasn't doing that
context: I think she was being considerate by waiting till the day after.\I see.\She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back.\And that's why he turned them all down.\But there must've been someone who wasn't doing that response:	Sunakawa Makoto-sama I don't need chocolates in return, so please like me.
context: I see.\She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back.\And that's why he turned them all down.\But there must've been someone who wasn't doing that\Sunakawa Makoto-sama I don't need chocolates in return, so please like me. response:	among the girls who gave him chocolate.
context: She's a nice person.\I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back.\And that's why he turned them all down.\But there must've been someone who wasn't doing that\Sunakawa Makoto-sama I don't need chocolates in return, so please like me.\among the girls who gave him chocolate. response:	The Letter and Me
context: I think everyone who falls for you is a nice person.\All the girls who ever asked Suna out\had been talking about me behind my back.\And that's why he turned them all down.\But there must've been someone who wasn't doing that\Sunakawa Makoto-sama I don't need chocolates in return, so please like me.\among the girls who gave him chocolate.\The Letter and Me response:	Next time: The Letter and Me.
