context: Once, when I was little, I saw God. response:	It was then, for the first time, that I learned the reason for which I drew...
context: There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise...\Damn it...\I couldn't protect what was precious. response:	Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.
context: I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise...\Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain. response:	Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.
context: Take that!\I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise...\Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky. response:	No word came from Sensei for a while...
context: I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise...\Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while... response:	It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.
context: I'm so sorry.\I couldn't keep my promise...\Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang. response:	Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.
context: I couldn't keep my promise...\Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm. response:	The worst of her injuries was on her right hand, and over six hours were needed to operate on it.
context: Damn it...\I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it. response:	Hagu-chan...
context: I couldn't protect what was precious.\Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan... response:	Ayu... Takemoto-kun...
context: Gusts of wind blew through the afternoon of the festival's first day, which became quite dreary with sprinkling rain.\Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun... response:	Hagu-chan, these... I brought things that I thought you might need.
context: Crowds of people gathered all day before Hagu-chan's painting of golden gingko trees lined up beneath the endless blue sky.\No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need. response:	How is it? Does it hurt?
context: No word came from Sensei for a while...\It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt? response:	It's starting to hurt.
context: It was finally evening, when the wind had died down and it had become dark outside, when my cellphone rang.\Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt. response:	Especially my head. I wonder if it's because the anesthesia is starting to wear off?
context: Hagu-chan's injuries required ten stitches on her head and thirteen stitches on her right arm.\The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off? response:	And your hand?
context: The worst of her injuries was on her right hand, and over six hours were needed to operate on it.\Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand? response:	My hand... doesn't hurt.
context: Hagu-chan...\Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt. response:	I didn't have any broken bones either.
context: Ayu... Takemoto-kun...\Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either. response:	I see...
context: Hagu-chan, these... I brought things that I thought you might need.\How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either.\I see... response:	Oh, so you two came.
context: How is it? Does it hurt?\It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either.\I see...\Oh, so you two came. response:	Sensei...
context: It's starting to hurt.\Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either.\I see...\Oh, so you two came.\Sensei... response:	I brought some things that she might need... Like a change of clothes and towels...
context: Especially my head. I wonder if it's because the anesthesia is starting to wear off?\And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either.\I see...\Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels... response:	Ah, great. You're a lifesaver, Yamada-san.
context: And your hand?\My hand... doesn't hurt.\I didn't have any broken bones either.\I see...\Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san. response:	She's still on medication, so we should let her rest some more.
context: My hand... doesn't hurt.\I didn't have any broken bones either.\I see...\Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more. response:	You two should go home and sleep now.
context: I didn't have any broken bones either.\I see...\Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now. response:	There are still two more days of the Hamabi Festival.
context: I see...\Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival. response:	You two haven't gotten much sleep, have you?
context: Oh, so you two came.\Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you? response:	But Sensei... we still...
context: Sensei...\I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still... response:	Takemoto-kun, let's leave things to Sensei for now. We should go home.
context: I brought some things that she might need... Like a change of clothes and towels...\Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home. response:	Bye then, Sensei...
context: Ah, great. You're a lifesaver, Yamada-san.\She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei... response:	Yeah, I'll call again.
context: She's still on medication, so we should let her rest some more.\You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again. response:	Give my regards to the staff.
context: You two should go home and sleep now.\There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff. response:	Shuu-chan?
context: There are still two more days of the Hamabi Festival.\You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan? response:	Please tell me.
context: You two haven't gotten much sleep, have you?\But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan?\Please tell me. response:	Tell me everything.
context: But Sensei... we still...\Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan?\Please tell me.\Tell me everything. response:	Tell me everything that the doctor said.
context: Takemoto-kun, let's leave things to Sensei for now. We should go home.\Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan?\Please tell me.\Tell me everything.\Tell me everything that the doctor said. response:	Please. I'm afraid of not knowing.
context: Bye then, Sensei...\Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan?\Please tell me.\Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing. response:	Your wounds runs from the base of your fingers across your palm.
context: Yeah, I'll call again.\Give my regards to the staff.\Shuu-chan?\Please tell me.\Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm. response:	The tendons were severed.
context: Give my regards to the staff.\Shuu-chan?\Please tell me.\Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed. response:	Today's surgery was to reconnect the blood vessels, tendons, and nerves.
context: Shuu-chan?\Please tell me.\Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves. response:	Your stitches should come out in about ten days.
context: Please tell me.\Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days. response:	The problem is the nerves that are concentrated at the base of your fingers.
context: Tell me everything.\Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers. response:	They can fuse upon healing and result in secondary damage.
context: Tell me everything that the doctor said.\Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage. response:	In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.
context: Please. I'm afraid of not knowing.\Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation. response:	Shuu-chan... I knew something was wrong...
context: Your wounds runs from the base of your fingers across your palm.\The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong... response:	My right hand doesn't hurt.
context: The tendons were severed.\Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt. response:	It's because the nerves were cut, isn't it?
context: Today's surgery was to reconnect the blood vessels, tendons, and nerves.\Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it? response:	It would've have been better if my hand hurt right now, right?
context: Your stitches should come out in about ten days.\The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right? response:	Her voice that undoubtedly wanted to ask, Will it get better? broke off...
context: The problem is the nerves that are concentrated at the base of your fingers.\They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off... response:	As if it was crushed...
context: They can fuse upon healing and result in secondary damage.\In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed... response:	arifurete iru kimochi nante sa
context: In order to avoid that, you'll have to be hospitalized for over two months and partake in intensive rehabilitation.\Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa response:	It would be so much easier...
context: Shuu-chan... I knew something was wrong...\My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier... response:	nanimo iwazu ni isso kieteshimaeba
context: My right hand doesn't hurt.\It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba response:	raku ni nareru no ni
context: It's because the nerves were cut, isn't it?\It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni response:	sorezore no michi wo yuku sono wakaremichi
context: It would've have been better if my hand hurt right now, right?\Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi response:	At the crossroads where we split ways...
context: Her voice that undoubtedly wanted to ask, Will it get better? broke off...\As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways... response:	mou nidoto au koto no nai deai wa kanashisugiru
context: As if it was crushed...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru response:	tarinai kimochi wo mochiyotte
context: arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte response:	Despite adding the emotions that are lacking...
context: It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking... response:	atatameta saki kara hieteitte
context: nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte response:	sonna hazu naitte shinjiteru
context: raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru response:	ittai itsumade onaji kotoba wo kakaekondenda
context: sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda response:	Just how long am I going to brood over the same word?
context: At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word? response:	kakekondenda
context: mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word?\kakekondenda response:	How long...?
context: tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word?\kakekondenda\How long...? response:	Next episode: Pondering my inabilities.
