context: Yukimori response:	They've made the new Division 5 personnel assignments.
context: I'm scared to even think about it.\Whether she meant to kill him or not...\it wounded her deeply, and she closed off her heart.\Then, after a certain incident, she started coming out against devils.\The man who took her in, Kousuke Chizu, was a professor at East Bay University.\He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils. response:	Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa
context: Whether she meant to kill him or not...\it wounded her deeply, and she closed off her heart.\Then, after a certain incident, she started coming out against devils.\The man who took her in, Kousuke Chizu, was a professor at East Bay University.\He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa response:	Kirio Kikuhara Takashi Katayama
context: it wounded her deeply, and she closed off her heart.\Then, after a certain incident, she started coming out against devils.\The man who took her in, Kousuke Chizu, was a professor at East Bay University.\He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama response:	Someone who convinced her it was right to kill them, that it's right to hate them.
context: Then, after a certain incident, she started coming out against devils.\The man who took her in, Kousuke Chizu, was a professor at East Bay University.\He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them. response:	Kirio Kikuhara
context: The man who took her in, Kousuke Chizu, was a professor at East Bay University.\He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara response:	Someone who gave her peace of mind.
context: He would hold study sessions at his home.\Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind. response:	Let's go back now. You'll catch cold.
context: Did she have an opportunity to interact with any of the students?\Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold. response:	Do you think we should help them?
context: Yes. There was someone who gave her justification for killing devils.\Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them? response:	Huh? Well, if we're on the run, then it would put us at a disadvantage.
context: Lecturer: Kaname Shirase (Member, House of Representatives - New Civil Party) Date Time:  May 22 (Sun), 2005  2:00 p.m. Students in attendance: Shouji Muto Youhei Tanuma Makoto Aizawa\Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage. response:	But...
context: Kirio Kikuhara Takashi Katayama\Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But... response:	you want to stop Kikuhara from killing any more people, don't you?
context: Someone who convinced her it was right to kill them, that it's right to hate them.\Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you? response:	Do you like him, Zero Seven?
context: Kirio Kikuhara\Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven? response:	What are you saying?
context: Someone who gave her peace of mind.\Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying? response:	W-well, I always thought you might like him.
context: Let's go back now. You'll catch cold.\Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him. response:	Just from watching you.
context: Do you think we should help them?\Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him.\Just from watching you. response:	I don't like him!
context: Huh? Well, if we're on the run, then it would put us at a disadvantage.\But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him.\Just from watching you.\I don't like him! response:	That man is a monster.
context: But...\you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him.\Just from watching you.\I don't like him!\That man is a monster. response:	You must be Nanako.
context: you want to stop Kikuhara from killing any more people, don't you?\Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him.\Just from watching you.\I don't like him!\That man is a monster.\You must be Nanako. response:	I'm good at math. Want me to tutor you?
context: Do you like him, Zero Seven?\What are you saying?\W-well, I always thought you might like him.\Just from watching you.\I don't like him!\That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you? response:	Practice Exam Student Score Report
context: What are you saying?\W-well, I always thought you might like him.\Just from watching you.\I don't like him!\That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report response:	Hardship is what gives us the greatest opportunity to grow stronger.
context: W-well, I always thought you might like him.\Just from watching you.\I don't like him!\That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger. response:	Who said that?
context: Just from watching you.\I don't like him!\That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that? response:	I did.
context: I don't like him!\That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did. response:	Suspect apprehended at 21:01.
context: That man is a monster.\You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did.\Suspect apprehended at 21:01. response:	Look at me. Look me in the eyes.
context: You must be Nanako.\I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes. response:	One day, devils will be driven out of our society.
context: I'm good at math. Want me to tutor you?\Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society. response:	Driven out? Where will they...
context: Practice Exam Student Score Report\Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they... response:	I don't know.
context: Hardship is what gives us the greatest opportunity to grow stronger.\Who said that?\I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know. response:	Maybe they'll just be left to find their own place.
context: Who said that?\I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place. response:	But if we don't segregate them or exterminate them, there will be more like Morisawa.
context: I did.\Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa. response:	I don't fall in love.
context: Suspect apprehended at 21:01.\Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love. response:	Not with anyone. Do you understand?
context: Look at me. Look me in the eyes.\One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand? response:	I don't want you as a woman, and I'll never look at you sexually.
context: One day, devils will be driven out of our society.\Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually. response:	If you can understand that, then join me.
context: Driven out? Where will they...\I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me. response:	I understood.
context: I don't know.\Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood. response:	No. I wanted to think I understood, but I didn't really.
context: Maybe they'll just be left to find their own place.\But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really. response:	He warned me. He told me not to fall in love with him.
context: But if we don't segregate them or exterminate them, there will be more like Morisawa.\I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him. response:	Nanako...
context: I don't fall in love.\Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako... response:	Because falling in love with Kikuhara...
context: Not with anyone. Do you understand?\I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara... response:	made me forget my fear of Morisawa.
context: I don't want you as a woman, and I'll never look at you sexually.\If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa. response:	I adored Kikuhara.
context: If you can understand that, then join me.\I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara. response:	Did you find anything on Morisawa?
context: I understood.\No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa? response:	Can I ask you one thing first?
context: No. I wanted to think I understood, but I didn't really.\He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first? response:	Had Morisawa ever drunk blood before that?
context: He warned me. He told me not to fall in love with him.\Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that? response:	No, he hadn't.
context: Nanako...\Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't. response:	I hope she can find it in her heart to forgive Morisawa, or any devil, really.
context: Because falling in love with Kikuhara...\made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really. response:	Sawazaki was saying...
context: made me forget my fear of Morisawa.\I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying... response:	Maybe, instead of thinking she had killed the individual Morisawa,
context: I adored Kikuhara.\Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa, response:	it was easier for her to think she'd killed one of a different species.
context: Did you find anything on Morisawa?\Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species. response:	Did you learn anything new?
context: Can I ask you one thing first?\Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new? response:	It's just like I remembered it.
context: Had Morisawa ever drunk blood before that?\No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it. response:	So we failed to live up to your expectations.
context: No, he hadn't.\I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations. response:	No, it was everything I needed.
context: I hope she can find it in her heart to forgive Morisawa, or any devil, really.\Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed. response:	Nine and I will help you...
context: Sawazaki was saying...\Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you... response:	to stop Kikuhara.
context: Maybe, instead of thinking she had killed the individual Morisawa,\it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara. response:	So, Kikuhara is working with you!
context: it was easier for her to think she'd killed one of a different species.\Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you! response:	He is Zero Two.
context: Did you learn anything new?\It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two. response:	Practically the leader of the CCC.
context: It's just like I remembered it.\So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC. response:	We'll need proof.
context: So we failed to live up to your expectations.\No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC.\We'll need proof. response:	Unfortunately, with only your testimony, he just needs to play innocent, and we're through.
context: No, it was everything I needed.\Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through. response:	Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.
context: Nine and I will help you...\to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through. response:	Unfortunately, with only your testimony, he just needs to play innocent, and we're through.
context: to stop Kikuhara.\So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through. response:	Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.
context: So, Kikuhara is working with you!\He is Zero Two.\Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through. response:	Exterminate the devil pests!
context: He is Zero Two.\Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! response:	What's that?
context: Practically the leader of the CCC.\We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that? response:	Exterminate the devil pests!
context: We'll need proof.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that?\Exterminate the devil pests! response:	Exterminate the devil pests!
context: Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that?\Exterminate the devil pests!\Exterminate the devil pests! response:	Vampires really do exist!!
context: Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that?\Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!! response:	Don't let the Ikebukuro tragedy happen again!!
context: Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that?\Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!! response:	Exterminate the devil pests!
context: Exterminate the devil pests! Unfortunately, with only your testimony, he just needs to play innocent, and we're through.\Exterminate the devil pests!\What's that?\Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests! response:	Segregate now!
context: Exterminate the devil pests!\What's that?\Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now! response:	Exterminate the devil pests!
context: What's that?\Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now!\Exterminate the devil pests! response:	This sucks.
context: Exterminate the devil pests!\Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now!\Exterminate the devil pests!\This sucks. response:	Most humans first found out about devils after the Ikebukuro Incident.
context: Exterminate the devil pests!\Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now!\Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident. response:	But some of them already knew and didn't like them.
context: Vampires really do exist!!\Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now!\Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them. response:	We are the Devil Vigilante Corps!
context: Don't let the Ikebukuro tragedy happen again!!\Exterminate the devil pests!\Segregate now!\Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps! response:	Exterminate the devil pests!
context: Exterminate the devil pests!\Segregate now!\Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests! response:	Devil Vigilante Corps?
context: Segregate now!\Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps? response:	Yes. There are some radicals in with the protestors.
context: Exterminate the devil pests!\This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors. response:	There's something not right about-
context: This sucks.\Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about- response:	Hey! Jill! What's wrong?
context: Most humans first found out about devils after the Ikebukuro Incident.\But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong? response:	I'll call you back!
context: But some of them already knew and didn't like them.\We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong?\I'll call you back! response:	Sawazaki?
context: We are the Devil Vigilante Corps!\Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong?\I'll call you back!\Sawazaki? response:	You.
context: Exterminate the devil pests!\Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong?\I'll call you back!\Sawazaki?\You. response:	Are you a devil?
context: Devil Vigilante Corps?\Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong?\I'll call you back!\Sawazaki?\You.\Are you a devil? response:	Stop! We're the police!
context: Yes. There are some radicals in with the protestors.\There's something not right about-\Hey! Jill! What's wrong?\I'll call you back!\Sawazaki?\You.\Are you a devil?\Stop! We're the police! response:	I assume the CCC has nothing to do with this one?
context: There's something not right about-\Hey! Jill! What's wrong?\I'll call you back!\Sawazaki?\You.\Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one? response:	I think that's right.
context: Hey! Jill! What's wrong?\I'll call you back!\Sawazaki?\You.\Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right. response:	But it's not like they let us in on all their plans.
context: I'll call you back!\Sawazaki?\You.\Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans. response:	Maybe we should go check.
context: Sawazaki?\You.\Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check. response:	I'll go!
context: You.\Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go! response:	I'm worried about Sawazaki and Lloyd.
context: Are you a devil?\Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd. response:	I'll check things out and meet up with them there.
context: Stop! We're the police!\I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there. response:	Then I'll join you.
context: I assume the CCC has nothing to do with this one?\I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you. response:	You're not allowed to go out without a chape-
context: I think that's right.\But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape- response:	I'll be there. That counts, doesn't it?
context: But it's not like they let us in on all their plans.\Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it? response:	You're a devil. Cause any problems under these circumstances...
context: Maybe we should go check.\I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances... response:	and you can bet your punishment will be worse than a little house arrest.
context: I'll go!\I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest. response:	If anything happens, whatever you do, do not get involved.
context: I'm worried about Sawazaki and Lloyd.\I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved. response:	Understand?
