context: No... response:	Please...
context: Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori. response:	Laughable! If you think you can make me, let's see you try!
context: Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try! response:	Dumbass... Fire!
context: What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire! response:	Fortified Disciplinary Unit, forward!
context: The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward! response:	Discipline!
context: KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline! response:	Oh crap! It's coming back!
context: Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back! response:	That's hot! Hot!
context: by that beautiful Kobe beef marbling and melt away into nothing!\No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back!\That's hot! Hot! response:	Ow! It burns!
context: No, be a good boy and surrender, Gamagoori.\Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns! response:	The meat is burning! Nom!
context: Laughable! If you think you can make me, let's see you try!\Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns!\The meat is burning! Nom! response:	It's so good!
context: Dumbass... Fire!\Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns!\The meat is burning! Nom!\It's so good! response:	A Kamui power-up is most impressive, all right.
context: Fortified Disciplinary Unit, forward!\Discipline!\Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns!\The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right. response:	Magnificent... Now, finish them!
context: Discipline!\Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns!\The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them! response:	So, you seem to have lost your final trump card.
context: Oh crap! It's coming back!\That's hot! Hot!\Ow! It burns!\The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card. response:	Surrender peacefully, Obayashi!
context: That's hot! Hot!\Ow! It burns!\The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi! response:	You! Matoi!
context: Ow! It burns!\The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi! response:	I came to get Senketsu back!
context: The meat is burning! Nom!\It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back! response:	Lovely, what a beautiful sound!
context: It's so good!\A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound! response:	Adding a Kamui lets you play such beautiful music together!
context: A Kamui power-up is most impressive, all right.\Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together! response:	I guess that about does it.
context: Magnificent... Now, finish them!\So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it. response:	Transfer student! What are you doing here?!
context: So, you seem to have lost your final trump card.\Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?! response:	I don't have time to mess around with you.
context: Surrender peacefully, Obayashi!\You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you. response:	What's with that attitude?!
context: You! Matoi!\I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?! response:	Why?
context: I came to get Senketsu back!\Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?!\Why? response:	My bamboo sword is more than enough for the likes of you!
context: Lovely, what a beautiful sound!\Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you! response:	It sounds like Gamagoori and Jakuzure have wrapped things up on their end.
context: Adding a Kamui lets you play such beautiful music together!\I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end. response:	How are you coming along?
context: I guess that about does it.\Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along? response:	Most of the Kinman High students have been dealt with.
context: Transfer student! What are you doing here?!\I don't have time to mess around with you.\What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with. response:	Tell Lady Satsuki that Osaka will be under our control soon.
context: I don't have time to mess around with you.\What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon. response:	I wouldn't be so sure about that!
context: What's with that attitude?!\Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that! response:	Takarada?
context: Why?\My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada? response:	Buddy, you're underestimating my power.
context: My bamboo sword is more than enough for the likes of you!\It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power. response:	The students aren't my only pawns!
context: It sounds like Gamagoori and Jakuzure have wrapped things up on their end.\How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns! response:	Thank you, come again! How's business?! Not too bad!
context: How are you coming along?\Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad! response:	You're making the common masses fight for you too, you bastard?
context: Most of the Kinman High students have been dealt with.\Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard? response:	I am indeed.
context: Tell Lady Satsuki that Osaka will be under our control soon.\I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed. response:	But it's not quite accurate to call them common masses.
context: I wouldn't be so sure about that!\Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses. response:	They're all Combat Citizens who have been blinded by money.
context: Takarada?\Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money. response:	Everyone in this town right now is itching to fight!
context: Buddy, you're underestimating my power.\The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight! response:	They're tough!
context: The students aren't my only pawns!\Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough! response:	That's the newest Osakan spot, the Naniwa Sky Tower!
context: Thank you, come again! How's business?! Not too bad!\You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower! response:	Right! Let's climb it!
context: You're making the common masses fight for you too, you bastard?\I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it! response:	When you see a high place, you get an irresistable urge to climb it!
context: I am indeed.\But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it! response:	What'cha think of the attack of
context: But it's not quite accurate to call them common masses.\They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of response:	Kaneo Takarada and the I Heart Osaka Brigade?
context: They're all Combat Citizens who have been blinded by money.\Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade? response:	If you want to take Osaka, you'll have to kill every last one of us!
context: Everyone in this town right now is itching to fight!\They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us! response:	In the end, it's money that motivates folks.
context: They're tough!\That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks. response:	You heart it, eh?
context: That's the newest Osakan spot, the Naniwa Sky Tower!\Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh? response:	What's the sense in destroying your own city?
context: Right! Let's climb it!\When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city? response:	We'll just rebuild it afterwards!
context: When you see a high place, you get an irresistable urge to climb it!\What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards! response:	The contractors will love all the extra work thrown their way!
context: What'cha think of the attack of\Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way! response:	Okay, people! Kill that man,
context: Kaneo Takarada and the I Heart Osaka Brigade?\If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man, response:	and I'll give you a million Takarada Bucks!
context: If you want to take Osaka, you'll have to kill every last one of us!\In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks! response:	Make him suffer!
context: In the end, it's money that motivates folks.\You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer! response:	How are you gonna deal with all these people, then?
context: You heart it, eh?\What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then? response:	That's
context: What's the sense in destroying your own city?\We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then?\That's response:	What's that light?
context: We'll just rebuild it afterwards!\The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then?\That's\What's that light? response:	L-Lady Satsuki!
context: The contractors will love all the extra work thrown their way!\Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then?\That's\What's that light?\L-Lady Satsuki! response:	Ow...
context: Okay, people! Kill that man,\and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then?\That's\What's that light?\L-Lady Satsuki!\Ow... response:	Huh?
context: and I'll give you a million Takarada Bucks!\Make him suffer!\How are you gonna deal with all these people, then?\That's\What's that light?\L-Lady Satsuki!\Ow...\Huh? response:	Hey, that's Ryuko's Senketsu!
context: Make him suffer!\How are you gonna deal with all these people, then?\That's\What's that light?\L-Lady Satsuki!\Ow...\Huh?\Hey, that's Ryuko's Senketsu! response:	Hey, you're Mankanshoku, the second-year!
context: How are you gonna deal with all these people, then?\That's\What's that light?\L-Lady Satsuki!\Ow...\Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year! response:	What are you doing here?
context: That's\What's that light?\L-Lady Satsuki!\Ow...\Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here? response:	You deserted in the face of the enemy and have
context: What's that light?\L-Lady Satsuki!\Ow...\Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have response:	been goofing around, haven't you?
context: L-Lady Satsuki!\Ow...\Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you? response:	What do you think the Raid Trip is about, anyway?
context: Ow...\Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway? response:	Purge her!
context: Huh?\Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her! response:	I'm sorry!
context: Hey, that's Ryuko's Senketsu!\Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry! response:	Ryuko!
context: Hey, you're Mankanshoku, the second-year!\What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry!\Ryuko! response:	I see you're taking things easy and taking in the Osaka sights, Mako.
context: What are you doing here?\You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako. response:	Am I glad to see you, Ryuko!
context: You deserted in the face of the enemy and have\been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko! response:	Senketsu's all chopped to bits!
context: been goofing around, haven't you?\What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits! response:	Yeah, but I'll get him back.
context: What do you think the Raid Trip is about, anyway?\Purge her!\I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back. response:	I'll take back every last piece and make him good as new.
context: Purge her!\I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new. response:	Oh, I get it, Ryuko.
context: I'm sorry!\Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko. response:	You're going to these lengths'cause he's your only uniform.
context: Ryuko!\I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform. response:	There is only one left, Ryuko.
context: I see you're taking things easy and taking in the Osaka sights, Mako.\Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko. response:	Really? How are you feeling?
context: Am I glad to see you, Ryuko!\Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling? response:	Rather well. You're different, don't you think?
context: Senketsu's all chopped to bits!\Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think? response:	How so?
context: Yeah, but I'll get him back.\I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think?\How so? response:	The only part of me that is giving you power right now is this scarf.
context: I'll take back every last piece and make him good as new.\Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf. response:	But in spite of that, you are insta-killing the Goku Uniforms
context: Oh, I get it, Ryuko.\You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms response:	that have had my fragments attached to them.
context: You're going to these lengths'cause he's your only uniform.\There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them. response:	You are even stronger than before, don't you think?
context: There is only one left, Ryuko.\Really? How are you feeling?\Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think? response:	I'm getting stronger?
context: Really? How are you feeling?\Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger? response:	It's because what you desire is almost in reach!
context: Rather well. You're different, don't you think?\How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach! response:	You're so desperate cause you're
context: How so?\The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're response:	fixated on your desire to get Senketsu back to normal.
context: The only part of me that is giving you power right now is this scarf.\But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal. response:	I get the same way, but with money!
context: But in spite of that, you are insta-killing the Goku Uniforms\that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money! response:	Thanks. The way you get fixated is pretty hardcore.
context: that have had my fragments attached to them.\You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore. response:	Yeah! You gotta be hardcore about fixated rates!
context: You are even stronger than before, don't you think?\I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates! response:	Okay, one to go.
context: I'm getting stronger?\It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go. response:	Can you tell where it is, Senketsu?
context: It's because what you desire is almost in reach!\You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu? response:	Yes, I can tell. However...
context: You're so desperate cause you're\fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However... response:	What is it?
context: fixated on your desire to get Senketsu back to normal.\I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it? response:	The person holding the final fragment is Satsuki Kiryuin.
context: I get the same way, but with money!\Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin. response:	Satsuki, seriously?
context: Thanks. The way you get fixated is pretty hardcore.\Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously? response:	Fine. I don't care who has it, I'm getting you back.
context: Yeah! You gotta be hardcore about fixated rates!\Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back. response:	But in my current condition,
context: Okay, one to go.\Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back.\But in my current condition, response:	I am unable to transform into Life Fiber Synchronize mode.
context: Can you tell where it is, Senketsu?\Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back.\But in my current condition,\I am unable to transform into Life Fiber Synchronize mode. response:	How do you intend to fight an opponent like Satsuki?
context: Yes, I can tell. However...\What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back.\But in my current condition,\I am unable to transform into Life Fiber Synchronize mode.\How do you intend to fight an opponent like Satsuki? response:	Don't worry. I'll make up for the rest.
context: What is it?\The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back.\But in my current condition,\I am unable to transform into Life Fiber Synchronize mode.\How do you intend to fight an opponent like Satsuki?\Don't worry. I'll make up for the rest. response:	I'm not the usual Ryuko Matoi right now.
context: The person holding the final fragment is Satsuki Kiryuin.\Satsuki, seriously?\Fine. I don't care who has it, I'm getting you back.\But in my current condition,\I am unable to transform into Life Fiber Synchronize mode.\How do you intend to fight an opponent like Satsuki?\Don't worry. I'll make up for the rest.\I'm not the usual Ryuko Matoi right now. response:	I'm a Ryuko Matoi who's fixated by seeing what she wants almost in reach.
