context: Rikka Park Meeting Center - Hotel Elnath response:	Le Wolfe Black Academy Student Council President: Dirk Eberweine
context: That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not. response:	He's up against the notorious Lightning Blade Speed, right?
context: The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right? response:	Still, looks like Amagiri's still not going all-out with the Ser Veresta.
context: Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta. response:	Toudou's been dodging every blow without once receiving an attack.
context: Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack. response:	So he can actually read the defense and offense patterns?
context: Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns? response:	Never mind that! How long has this duel been going on?!
context: That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?! response:	Maybe 4, 5 minutes, I guess?
context: But it doesn't look good for him.\Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess? response:	Amazing... I never thought it would be like this.
context: Well, of course not.\He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this. response:	Dammit, I'm out of time...
context: He's up against the notorious Lightning Blade Speed, right?\Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time... response:	You can read her sword skills.
context: Still, looks like Amagiri's still not going all-out with the Ser Veresta.\Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills. response:	Wait till the last second to dodge and come out swinging!
context: Toudou's been dodging every blow without once receiving an attack.\So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging! response:	He's panicking? But why?
context: So he can actually read the defense and offense patterns?\Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why? response:	I'll dodge this one, too!
context: Never mind that! How long has this duel been going on?!\Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too! response:	End of duel!
context: Maybe 4, 5 minutes, I guess?\Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too!\End of duel! response:	Winner, Kirin Toudou!
context: Amazing... I never thought it would be like this.\Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou! response:	The ones that are used to fighting elsewhere always end up doing that!
context: Dammit, I'm out of time...\You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that! response:	It's over, huh? Let's go.
context: You can read her sword skills.\Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go. response:	Yes, sir!
context: Wait till the last second to dodge and come out swinging!\He's panicking? But why?\I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir! response:	Um... I'm really sorry!
context: He's panicking? But why?\I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry! response:	Hey...
context: I'll dodge this one, too!\End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry!\Hey... response:	We're getting out of here right now.
context: End of duel!\Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry!\Hey...\We're getting out of here right now. response:	You don't have all that much time before your limit's up.
context: Winner, Kirin Toudou!\The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry!\Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up. response:	Uh, right.
context: The ones that are used to fighting elsewhere always end up doing that!\It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry!\Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right. response:	You have some explaining to do later.
context: It's over, huh? Let's go.\Yes, sir!\Um... I'm really sorry!\Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later. response:	What possible reason could you have
context: Yes, sir!\Um... I'm really sorry!\Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later.\What possible reason could you have response:	for dueling the student who's ranked 1 at our school?
context: Um... I'm really sorry!\Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school? response:	That girl's...
context: Hey...\We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's... response:	our...
context: We're getting out of here right now.\You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's...\our... response:	Rank 1?
context: You don't have all that much time before your limit's up.\Uh, right.\You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's...\our...\Rank 1? response:	Ayato... Oh, to think that my Ayato actually lost!
context: Uh, right.\You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's...\our...\Rank 1?\Ayato... Oh, to think that my Ayato actually lost! response:	You have to hand it to Seidoukan's Rank 1, Ms. Kirin Toudou!
context: You have some explaining to do later.\What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's...\our...\Rank 1?\Ayato... Oh, to think that my Ayato actually lost!\You have to hand it to Seidoukan's Rank 1, Ms. Kirin Toudou! response:	Apparently, she's not called Lightning Blade Speed for nothing.
context: What possible reason could you have\for dueling the student who's ranked 1 at our school?\That girl's...\our...\Rank 1?\Ayato... Oh, to think that my Ayato actually lost!\You have to hand it to Seidoukan's Rank 1, Ms. Kirin Toudou!\Apparently, she's not called Lightning Blade Speed for nothing. response:	Episode 6 - The True Face of the Girl
context: for dueling the student who's ranked 1 at our school?\That girl's...\our...\Rank 1?\Ayato... Oh, to think that my Ayato actually lost!\You have to hand it to Seidoukan's Rank 1, Ms. Kirin Toudou!\Apparently, she's not called Lightning Blade Speed for nothing.\Episode 6 - The True Face of the Girl response:	Oh, but I haven't quite gone down in defeat myself.
