context: You're Old Now response:	A letter?
context: but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently. response:	Nothing special happened today.
context: Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today. response:	I'll keep watch, patiently.
context: Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently. response:	April 26th Nothing worth reporting happened today, either.
context: It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either. response:	Nothing worth reporting happened today, either.
context: It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either. response:	April 27th No change today, either
context: It's not easy to form a community that fast with high school kids.\One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either response:	Quite a gap between samples no. 001 and 002.
context: One month since the experiment began.\April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002. response:	He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.
context: April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.\Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class. response:	He's had his share of mishaps, but his ReLIFE appears to be progressing well.
context: Nothing special happened today.\I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well. response:	He's smiling more than he did as a NEET.
context: I'll keep watch, patiently.\April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET. response:	Still...
context: April 26th Nothing worth reporting happened today, either.\Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still... response:	And I think Kaizaki-san's aware of it, as well...
context: Nothing worth reporting happened today, either.\April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well... response:	The immediate concern is...
context: April 27th No change today, either\Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is... response:	Kariu Rena
context: Quite a gap between samples no. 001 and 002.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena response:	NEXT EPISODE
context: He seemed quite unhappy to have kids ten years younger feeling sorry for him, but it's helped him find his place in the class.\He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena\NEXT EPISODE response:	I can't believe I lost to Honoka in all the fitness tests.
context: He's had his share of mishaps, but his ReLIFE appears to be progressing well.\He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests. response:	But you're smart! I wish I could say the same for myself.
context: He's smiling more than he did as a NEET.\Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself. response:	Yeah, you're pretty dumb.
context: Still...\And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself.\Yeah, you're pretty dumb. response:	You meanie!
context: And I think Kaizaki-san's aware of it, as well...\The immediate concern is...\Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself.\Yeah, you're pretty dumb.\You meanie! response:	Want me to tutor you?
context: The immediate concern is...\Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself.\Yeah, you're pretty dumb.\You meanie!\Want me to tutor you? response:	Fall
context: Kariu Rena\NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself.\Yeah, you're pretty dumb.\You meanie!\Want me to tutor you?\Fall response:	No thanks.
context: NEXT EPISODE\I can't believe I lost to Honoka in all the fitness tests.\But you're smart! I wish I could say the same for myself.\Yeah, you're pretty dumb.\You meanie!\Want me to tutor you?\Fall\No thanks. response:	You're too Spartan.
