context: I'd been thinking for a while... response:	Is something that will disappear the same as something that never existed?
context: atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed? response:	sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.
context: Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday. response:	Now I know.
context: kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know. response:	There is a meaning.
context: Hagu-chan...\I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning. response:	There was a meaning...
context: I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning.\There was a meaning... response:	Right here.
context: I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning.\There was a meaning...\Right here. response:	Hagu-chan...
context: koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.\Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning.\There was a meaning...\Right here.\Hagu-chan... response:	I'm so...
context: Is something that will disappear the same as something that will never existed?\sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning.\There was a meaning...\Right here.\Hagu-chan...\I'm so... response:	arifurete iru kimochi nante sa It would be so much easier...
context: sayonara sayonara itsu no hi ni ka kimi to mata aetara ii na Farewell, farewell... I hope I'll see you again someday.\Now I know.\There is a meaning.\There was a meaning...\Right here.\Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier... response:	nanimo iwazu ni isso kieteshimaeba...if these stale emotions...
context: Now I know.\There is a meaning.\There was a meaning...\Right here.\Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions... response:	raku ni nareru no ni...could just disappear without a word.
context: There is a meaning.\There was a meaning...\Right here.\Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word. response:	sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...
context: There was a meaning...\Right here.\Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways... response:	mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.
context: Right here.\Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again. response:	tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...
context: Hagu-chan...\I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking... response:	atatameta saki kara hieteitte...things cool off just as soon as I warm them...
context: I'm so...\arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them... response:	sonna hazu naitte shinjiteru...but I still don't want to believe.
context: arifurete iru kimochi nante sa It would be so much easier...\nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them...\sonna hazu naitte shinjiteru...but I still don't want to believe. response:	ittai itsumade onaji kotoba wo kakaekondenda Just how long am I going to brood over the same word?
context: nanimo iwazu ni isso kieteshimaeba...if these stale emotions...\raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them...\sonna hazu naitte shinjiteru...but I still don't want to believe.\ittai itsumade onaji kotoba wo kakaekondenda Just how long am I going to brood over the same word? response:	As time passes, the day will come when everything will fade to memories.
context: raku ni nareru no ni...could just disappear without a word.\sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them...\sonna hazu naitte shinjiteru...but I still don't want to believe.\ittai itsumade onaji kotoba wo kakaekondenda Just how long am I going to brood over the same word?\As time passes, the day will come when everything will fade to memories. response:	kakekondenda How long...?
context: sorezore no michi wo yuku sono wakaremichi At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them...\sonna hazu naitte shinjiteru...but I still don't want to believe.\ittai itsumade onaji kotoba wo kakaekondenda Just how long am I going to brood over the same word?\As time passes, the day will come when everything will fade to memories.\kakekondenda How long...? response:	But...
context: mou nidoto au koto no nai deai wa kanashisugiru...it saddens me to think we may never meet again.\tarinai kimochi wo mochiyotte Despite adding the emotions that are lacking...\atatameta saki kara hieteitte...things cool off just as soon as I warm them...\sonna hazu naitte shinjiteru...but I still don't want to believe.\ittai itsumade onaji kotoba wo kakaekondenda Just how long am I going to brood over the same word?\As time passes, the day will come when everything will fade to memories.\kakekondenda How long...?\But... response:	Those miraculous days, when you and I...
