context: We just have to pass through these, right? response:	Yay!
context: You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished. response:	Is this a slight sense of loss...
context: Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss... response:	that I feel?
context: Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel? response:	Floof!
context: Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel?\Floof! response:	Thank you, land god. You have my gratitude.
context: Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel?\Floof!\Thank you, land god. You have my gratitude. response:	How did it get so small?
context: I know, right?\Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel?\Floof!\Thank you, land god. You have my gratitude.\How did it get so small? response:	Here is next year's talisman.
context: Yep! Incredible! Incredible!\The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel?\Floof!\Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman. response:	Wakatoshikami
context: The child I saw twelve years ago has long since vanished.\Is this a slight sense of loss...\that I feel?\Floof!\Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman.\Wakatoshikami response:	Otoshimioyanokami
context: Is this a slight sense of loss...\that I feel?\Floof!\Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami response:	Wakatoshikami
context: that I feel?\Floof!\Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami\Wakatoshikami response:	Mitoshinokami
context: Floof!\Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Thank you, land god. You have my gratitude.\How did it get so small?\Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Wakatoshikami
context: How did it get so small?\Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami response:	Mitoshinokami
context: Here is next year's talisman.\Wakatoshikami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Wakatoshikami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Wakatoshikami
context: Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami response:	Mitoshinokami
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Mitoshinokami\Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Otoshimioyanokami\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Consecrated Gods
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods response:	Wakatoshikami
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami response:	Mitoshinokami
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami response:	Otoshimioyanokami
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami response:	Thank you very much, Lord Year God.
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God. response:	One more thing.
context: Mitoshinokami\Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing. response:	A present. My way of saying thanks.
context: Otoshimioyanokami\Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks. response:	I heard you say that after the fire, you didn't have any left.
context: Consecrated Gods\Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left. response:	With the memories I saw while you were in the Torii Gates of Twelve...
context: Wakatoshikami\Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve... response:	I can make you a print.
context: Mitoshinokami\Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print. response:	What is the matter, Nanami?
context: Otoshimioyanokami\Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami? response:	Mom...
context: Thank you very much, Lord Year God.\One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami?\Mom... response:	I see.
context: One more thing.\A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami?\Mom...\I see. response:	They have not vanished after all.
context: A present. My way of saying thanks.\I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami?\Mom...\I see.\They have not vanished after all. response:	Neither the child nor the mother.
context: I heard you say that after the fire, you didn't have any left.\With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami?\Mom...\I see.\They have not vanished after all.\Neither the child nor the mother. response:	Even the emotions she felt back then...
context: With the memories I saw while you were in the Torii Gates of Twelve...\I can make you a print.\What is the matter, Nanami?\Mom...\I see.\They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then... response:	All of these things live on inside her.
context: I can make you a print.\What is the matter, Nanami?\Mom...\I see.\They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her. response:	Even though...
context: What is the matter, Nanami?\Mom...\I see.\They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her.\Even though... response:	she may not remember.
context: Mom...\I see.\They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her.\Even though...\she may not remember. response:	Heave-ho!
context: I see.\They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her.\Even though...\she may not remember.\Heave-ho! response:	Oh! Wait! Wait!
context: They have not vanished after all.\Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her.\Even though...\she may not remember.\Heave-ho!\Oh! Wait! Wait! response:	Please take these ones too!
context: Neither the child nor the mother.\Even the emotions she felt back then...\All of these things live on inside her.\Even though...\she may not remember.\Heave-ho!\Oh! Wait! Wait!\Please take these ones too! response:	Sure thing.
context: Even the emotions she felt back then...\All of these things live on inside her.\Even though...\she may not remember.\Heave-ho!\Oh! Wait! Wait!\Please take these ones too!\Sure thing. response:	Whew!
context: All of these things live on inside her.\Even though...\she may not remember.\Heave-ho!\Oh! Wait! Wait!\Please take these ones too!\Sure thing.\Whew! response:	It's the first New Year since I became a god.
context: Even though...\she may not remember.\Heave-ho!\Oh! Wait! Wait!\Please take these ones too!\Sure thing.\Whew!\It's the first New Year since I became a god. response:	So much has happened. It's hard to believe.
context: she may not remember.\Heave-ho!\Oh! Wait! Wait!\Please take these ones too!\Sure thing.\Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe. response:	Traffic Safety
context: Heave-ho!\Oh! Wait! Wait!\Please take these ones too!\Sure thing.\Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety response:	Marital Happiness
context: Oh! Wait! Wait!\Please take these ones too!\Sure thing.\Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness response:	Good Business
context: Please take these ones too!\Sure thing.\Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness\Good Business response:	Safety of Family
context: Sure thing.\Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness\Good Business\Safety of Family response:	Fruition of Love
context: Whew!\It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness\Good Business\Safety of Family\Fruition of Love response:	Long Life
context: It's the first New Year since I became a god.\So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness\Good Business\Safety of Family\Fruition of Love\Long Life response:	As a god...
context: So much has happened. It's hard to believe.\Traffic Safety\Marital Happiness\Good Business\Safety of Family\Fruition of Love\Long Life\As a god... response:	I stayed up late and made talismans for the first shrine visits of the year!
context: Traffic Safety\Marital Happiness\Good Business\Safety of Family\Fruition of Love\Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year! response:	That's the Nanami I know! You're so thoughtful.
context: Marital Happiness\Good Business\Safety of Family\Fruition of Love\Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful. response:	Slip
context: Good Business\Safety of Family\Fruition of Love\Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip response:	Slip
context: Safety of Family\Fruition of Love\Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip\Slip response:	Let me see.
context: Fruition of Love\Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip\Slip\Let me see. response:	What did you do that for?!
context: Long Life\As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip\Slip\Let me see.\What did you do that for?! response:	Because any worshiper who is sorry enough to ask for your blessing
context: As a god...\I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip\Slip\Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing response:	should not be further punished by your orange-scented chicken scratches.
context: I stayed up late and made talismans for the first shrine visits of the year!\That's the Nanami I know! You're so thoughtful.\Slip\Slip\Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches. response:	The more I think about it, the more I realize how much we've gone through.
context: That's the Nanami I know! You're so thoughtful.\Slip\Slip\Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through. response:	Yes, yes. I know, Grandmother Izanami.
context: Slip\Slip\Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami. response:	But I'm extremely busy preparing for New Year's Eve right now.
context: Slip\Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now. response:	Yes, but of course!
context: Let me see.\What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course! response:	I've made the arrangements for your favorite dishes.
