context: Dijun, are you unsure? response:	In the past few days, Dijun saved Qing Qiu's Little Princess twice
context: Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled? response:	Why am I in an arranged marriage with him now?
context: What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now? response:	I will go talk to them to break off this marriage.
context: Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage. response:	Aunt, you must not.
context: and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not. response:	This is more important than the marriage with the Water King of the North Sea.
context: Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea. response:	Back then it was just an engagement
context: Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement response:	but now your marriage with the crown prince
context: Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.\Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince response:	is something Heavenly Lord and Fox King swore to in front of the whole world.
context: Wasn't my marriage with his second uncle just get canceled?\Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world. response:	If you really break it off
context: Why am I in an arranged marriage with him now?\I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off response:	it'll make Qing Qiu and Celestial Tribe look really bad.
context: I will go talk to them to break off this marriage.\Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad. response:	What were my mother and father thinking?
context: Aunt, you must not.\This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking? response:	Forget it. Tell the crown prince to leave.
context: This is more important than the marriage with the Water King of the North Sea.\Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave. response:	I don't want to see him.
context: Back then it was just an engagement\but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him. response:	Aunt, you're not the one Crown Prince wants to see.
context: but now your marriage with the crown prince\is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see. response:	It's Feng Jiu.
context: is something Heavenly Lord and Fox King swore to in front of the whole world.\If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu. response:	Feng Jiu?
context: If you really break it off\it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu? response:	Are you close with him?
context: it'll make Qing Qiu and Celestial Tribe look really bad.\What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu?\Are you close with him? response:	Absolutely not. I hate him.
context: What were my mother and father thinking?\Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu?\Are you close with him?\Absolutely not. I hate him. response:	Really?
context: Forget it. Tell the crown prince to leave.\I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu?\Are you close with him?\Absolutely not. I hate him.\Really? response:	Yes.
context: I don't want to see him.\Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu?\Are you close with him?\Absolutely not. I hate him.\Really?\Yes. response:	Celestial Tribe's crown prince personally came to Qing Qiu to see you.
context: Aunt, you're not the one Crown Prince wants to see.\It's Feng Jiu.\Feng Jiu?\Are you close with him?\Absolutely not. I hate him.\Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you. response:	Did you cause some trouble?
context: It's Feng Jiu.\Feng Jiu?\Are you close with him?\Absolutely not. I hate him.\Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble? response:	I really didn't.
context: Feng Jiu?\Are you close with him?\Absolutely not. I hate him.\Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't. response:	But his cousin also likes Dong Hua.
context: Are you close with him?\Absolutely not. I hate him.\Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua. response:	Maybe he's here to teach me a lesson for his cousin?
context: Absolutely not. I hate him.\Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin? response:	You and his cousin fought?
context: Really?\Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought? response:	No!
context: Yes.\Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No! response:	Why would I fight with such a delicate girl?
context: Celestial Tribe's crown prince personally came to Qing Qiu to see you.\Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No!\Why would I fight with such a delicate girl? response:	Forget it. I'll just go out and ask.
context: Did you cause some trouble?\I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask. response:	Go ahead.
context: I really didn't.\But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead. response:	But don't tell him I'm here.
context: But his cousin also likes Dong Hua.\Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here. response:	Your Highness.
context: Maybe he's here to teach me a lesson for his cousin?\You and his cousin fought?\No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here.\Your Highness. response:	I've been around Taichen Palace, but I've never talked to Your Highness.
context: You and his cousin fought?\No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness. response:	Why is Your Highness here to see me today?
context: No!\Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today? response:	I came here today to personally ask you if you've heard of High Immortal Si Yin.
context: Why would I fight with such a delicate girl?\Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin. response:	Why did Dijun ask me and why is he asking me too?
context: Forget it. I'll just go out and ask.\Go ahead.\But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too? response:	Si Ming must have said something.
context: Go ahead.\But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something. response:	Si Yin? I've heard about him from High God Zhe Yan.
context: But don't tell him I'm here.\Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan. response:	He brought a fox to Kunlun Mountain to train.
context: Your Highness.\I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train. response:	Is he the one Your Highness is talking about?
context: I've been around Taichen Palace, but I've never talked to Your Highness.\Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about? response:	Precisely. Do you know where he went 70,000 years ago, after the war?
context: Why is Your Highness here to see me today?\I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war? response:	I don't know.
context: I came here today to personally ask you if you've heard of High Immortal Si Yin.\Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know. response:	I understand.
context: Why did Dijun ask me and why is he asking me too?\Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand. response:	Goodbye.
context: Si Ming must have said something.\Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand.\Goodbye. response:	He wanted to see me to ask that?
context: Si Yin? I've heard about him from High God Zhe Yan.\He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand.\Goodbye.\He wanted to see me to ask that? response:	Congratulations, Your Highness.
context: He brought a fox to Kunlun Mountain to train.\Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand.\Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness. response:	I don't know why but I don't dare to step out of this palace.
context: Is he the one Your Highness is talking about?\Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand.\Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace. response:	Marrying into Xiwu Palace has been your wish for years.
context: Precisely. Do you know where he went 70,000 years ago, after the war?\I don't know.\I understand.\Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years. response:	You should be happy.
context: I don't know.\I understand.\Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy. response:	What are you scared of now?
context: I understand.\Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now? response:	I'm afraid he'll mind that I used to be a consort of the Celestial Palace.
context: Goodbye.\He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace. response:	You've been through a lot.
context: He wanted to see me to ask that?\Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot. response:	Heavenly Lord bestowed this marriage
context: Congratulations, Your Highness.\I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage response:	but His Highness won't go through a grand wedding ceremony with you.
context: I don't know why but I don't dare to step out of this palace.\Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you. response:	He just told us to sit in a carriage and go.
context: Marrying into Xiwu Palace has been your wish for years.\You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go. response:	That's not important.
context: You should be happy.\What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important. response:	What's important is starting today, I am a side consort of Xiwu Palace.
context: What are you scared of now?\I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace. response:	Ye Hua's side consort.
context: I'm afraid he'll mind that I used to be a consort of the Celestial Palace.\You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort. response:	Your Highness, the people outside are saying that
context: You've been through a lot.\Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that response:	Consort Su Jin's carriage is almost here.
context: Heavenly Lord bestowed this marriage\but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here. response:	Is it?
context: but His Highness won't go through a grand wedding ceremony with you.\He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it? response:	Your Highness, you're not going to change?
context: He just told us to sit in a carriage and go.\That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change? response:	The red candles in the palace hurt my eyes.
context: That's not important.\What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes. response:	Change them all for me.
context: What's important is starting today, I am a side consort of Xiwu Palace.\Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me. response:	Yes.
context: Ye Hua's side consort.\Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me.\Yes. response:	Your Highness, look.
context: Your Highness, the people outside are saying that\Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me.\Yes.\Your Highness, look. response:	His Highness didn't want to make things hard for you
context: Consort Su Jin's carriage is almost here.\Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me.\Yes.\Your Highness, look.\His Highness didn't want to make things hard for you response:	Ye Hua.
context: Is it?\Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me.\Yes.\Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua. response:	You're back.
context: Your Highness, you're not going to change?\The red candles in the palace hurt my eyes.\Change them all for me.\Yes.\Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua.\You're back. response:	Why do you still hate talking?
context: The red candles in the palace hurt my eyes.\Change them all for me.\Yes.\Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua.\You're back.\Why do you still hate talking? response:	It's okay. I already know what you're like.
context: Change them all for me.\Yes.\Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua.\You're back.\Why do you still hate talking?\It's okay. I already know what you're like. response:	Since you don't like talking, I'll just talk more.
context: Yes.\Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua.\You're back.\Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more. response:	From when you were born, you were my only family.
context: Your Highness, look.\His Highness didn't want to make things hard for you\Ye Hua.\You're back.\Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family. response:	Ye Hua, trust me.
context: His Highness didn't want to make things hard for you\Ye Hua.\You're back.\Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me. response:	In this world, no other woman will treat you better than I do.
context: Ye Hua.\You're back.\Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do. response:	Husband.
context: You're back.\Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband. response:	Your Highness, please don't be angry...
context: Why do you still hate talking?\It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry... response:	Why?
context: It's okay. I already know what you're like.\Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry...\Why? response:	Before sealing Qing Cang I once stole a bottle of wine.
context: Since you don't like talking, I'll just talk more.\From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine. response:	Now I'm returning it.
context: From when you were born, you were my only family.\Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it. response:	Ninth loved coming here to find me.
context: Ye Hua, trust me.\In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me. response:	He was the one who always came here to clean
context: In this world, no other woman will treat you better than I do.\Husband.\Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean response:	even though he didn't drink.
context: Husband.\Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink. response:	If he were here today, he'd probably be really busy.
context: Your Highness, please don't be angry...\Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy. response:	Where's my Jade Purity Fan of Kunlun?
context: Why?\Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun? response:	The Jade Purity Fan of Kunlun suddenly disappeared.
context: Before sealing Qing Cang I once stole a bottle of wine.\Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared. response:	Could it have been summoned by its owner?
context: Now I'm returning it.\Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner? response:	Or did it go somewhere else?
context: Ninth loved coming here to find me.\He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else? response:	Where could a Kunlun magic artifact go?
context: He was the one who always came here to clean\even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go? response:	Could it be Si Yin?
context: even though he didn't drink.\If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin? response:	I am an unfilial disciple.
context: If he were here today, he'd probably be really busy.\Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple. response:	I almost lost you.
context: Where's my Jade Purity Fan of Kunlun?\The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple.\I almost lost you. response:	The rumors are true.
context: The Jade Purity Fan of Kunlun suddenly disappeared.\Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple.\I almost lost you.\The rumors are true. response:	The disciples of Kunlun Mountain have scattered.
context: Could it have been summoned by its owner?\Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple.\I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered. response:	This hall has been abandoned for 70,000 years.
context: Or did it go somewhere else?\Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple.\I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years. response:	There's nothing alive here.
context: Where could a Kunlun magic artifact go?\Could it be Si Yin?\I am an unfilial disciple.\I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here. response:	I've waited a long time for you.
context: Could it be Si Yin?\I am an unfilial disciple.\I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you. response:	Where did you go?
context: I am an unfilial disciple.\I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you.\Where did you go? response:	I went to Kunlun Mountain.
context: I almost lost you.\The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain. response:	The Jade Purity Fan of Kunlun disappeared all of a sudden.
context: The rumors are true.\The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain.\The Jade Purity Fan of Kunlun disappeared all of a sudden. response:	I thought maybe its owner, Si Yin, returned.
context: The disciples of Kunlun Mountain have scattered.\This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain.\The Jade Purity Fan of Kunlun disappeared all of a sudden.\I thought maybe its owner, Si Yin, returned. response:	Mo Yuan is Heavenly Father's son.
context: This hall has been abandoned for 70,000 years.\There's nothing alive here.\I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain.\The Jade Purity Fan of Kunlun disappeared all of a sudden.\I thought maybe its owner, Si Yin, returned.\Mo Yuan is Heavenly Father's son. response:	The fact that his body's whereabouts are unknown
context: There's nothing alive here.\I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain.\The Jade Purity Fan of Kunlun disappeared all of a sudden.\I thought maybe its owner, Si Yin, returned.\Mo Yuan is Heavenly Father's son.\The fact that his body's whereabouts are unknown response:	is also something that's bothered me for years.
context: I've waited a long time for you.\Where did you go?\I went to Kunlun Mountain.\The Jade Purity Fan of Kunlun disappeared all of a sudden.\I thought maybe its owner, Si Yin, returned.\Mo Yuan is Heavenly Father's son.\The fact that his body's whereabouts are unknown\is also something that's bothered me for years. response:	If we can find Si Yin, we might really be able to find Mo Yuan.
