context: Greabe: Cooking response:	Greabe: Cooking Contest
context: Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone!\She's one of us!\Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama! response:	Nagi! Nagi! Nagi! Nagi!
context: We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone!\She's one of us!\Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi! response:	This is...?
context: She even helped the committee!\She's not causing any trouble for anyone!\She's one of us!\Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...? response:	Hey! Keep quiet!
context: She's not causing any trouble for anyone!\She's one of us!\Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet! response:	I can feel it.
context: She's one of us!\Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet!\I can feel it. response:	Everyone is giving me power.
context: Everyone...\Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet!\I can feel it.\Everyone is giving me power. response:	With this...
context: Quiet! Stop making an uproar!\Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet!\I can feel it.\Everyone is giving me power.\With this... response:	Perhaps it's possible...
context: Release Nagi-sama!\Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet!\I can feel it.\Everyone is giving me power.\With this...\Perhaps it's possible... response:	I can use a new power!
context: Nagi! Nagi! Nagi! Nagi!\This is...?\Hey! Keep quiet!\I can feel it.\Everyone is giving me power.\With this...\Perhaps it's possible...\I can use a new power! response:	What's that toy?
context: This is...?\Hey! Keep quiet!\I can feel it.\Everyone is giving me power.\With this...\Perhaps it's possible...\I can use a new power!\What's that toy? response:	Don't joke around at a time like this!
context: Hey! Keep quiet!\I can feel it.\Everyone is giving me power.\With this...\Perhaps it's possible...\I can use a new power!\What's that toy?\Don't joke around at a time like this! response:	If everyone loves me...
context: I can feel it.\Everyone is giving me power.\With this...\Perhaps it's possible...\I can use a new power!\What's that toy?\Don't joke around at a time like this!\If everyone loves me... response:	Then I cannot leave this place!
context: Everyone is giving me power.\With this...\Perhaps it's possible...\I can use a new power!\What's that toy?\Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place! response:	It's shining!
context: With this...\Perhaps it's possible...\I can use a new power!\What's that toy?\Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place!\It's shining! response:	It's emitting light!
context: Perhaps it's possible...\I can use a new power!\What's that toy?\Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place!\It's shining!\It's emitting light! response:	Such is the power of devotion!
context: I can use a new power!\What's that toy?\Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place!\It's shining!\It's emitting light!\Such is the power of devotion! response:	It's completely reflecting off his head... It's so powerful!
context: What's that toy?\Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place!\It's shining!\It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful! response:	What a brilliant light!
context: Don't joke around at a time like this!\If everyone loves me...\Then I cannot leave this place!\It's shining!\It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light! response:	Stop...
context: If everyone loves me...\Then I cannot leave this place!\It's shining!\It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop... response:	Stop making fun of me!
context: Then I cannot leave this place!\It's shining!\It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop...\Stop making fun of me! response:	That's why I hate students!
context: It's shining!\It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop...\Stop making fun of me!\That's why I hate students! response:	All of you make fun of my head!
context: It's emitting light!\Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop...\Stop making fun of me!\That's why I hate students!\All of you make fun of my head! response:	Calm down! Hageshima-sensei!
context: Such is the power of devotion!\It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop...\Stop making fun of me!\That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei! response:	That's a nickname! My name is Hagashima!!
context: It's completely reflecting off his head... It's so powerful!\What a brilliant light!\Stop...\Stop making fun of me!\That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!! response:	See you.
context: What a brilliant light!\Stop...\Stop making fun of me!\That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you. response:	See you.
context: Stop...\Stop making fun of me!\That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you.\See you. response:	Hi.
context: Stop making fun of me!\That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you.\See you.\Hi. response:	Oh, there he is!
context: That's why I hate students!\All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you.\See you.\Hi.\Oh, there he is! response:	We're worried because you haven't been coming for a while.
context: All of you make fun of my head!\Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you.\See you.\Hi.\Oh, there he is!\We're worried because you haven't been coming for a while. response:	There has been quite a commotion after that incident...
context: Calm down! Hageshima-sensei!\That's a nickname! My name is Hagashima!!\See you.\See you.\Hi.\Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident... response:	It really got out of hand!
context: That's a nickname! My name is Hagashima!!\See you.\See you.\Hi.\Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand! response:	I don't want you to tell me that.
context: See you.\See you.\Hi.\Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that. response:	On that matter, are you looking at that homepage again?
context: See you.\Hi.\Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again? response:	Look, look!
context: Hi.\Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look! response:	They finally changed the rules too.
context: Oh, there he is!\We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too. response:	The situation sure has changed.
context: We're worried because you haven't been coming for a while.\There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too.\The situation sure has changed. response:	It's hard to believe that things has turned out like this.
context: There has been quite a commotion after that incident...\It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this. response:	I was shocked too!
context: It really got out of hand!\I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too! response:	Who would have thought she'd become an official student of our school?
context: I don't want you to tell me that.\On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school? response:	Somewhat...
context: On that matter, are you looking at that homepage again?\Look, look!\They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat... response:	Nagi-sama, you're not one to talk.
context: Look, look!\They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk. response:	It's unnatural that everything is going so smoothly.
context: They finally changed the rules too.\The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly. response:	Is there more than meets the eye?
context: The situation sure has changed.\It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye? response:	Of course not!
context: It's hard to believe that things has turned out like this.\I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not! response:	Suzushiro-sensei has put in a good word for me.
context: I was shocked too!\Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me. response:	Oh?
context: Who would have thought she'd become an official student of our school?\Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me.\Oh? response:	Suzushiro-sensei?
context: Somewhat...\Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei? response:	First-year students may be unfamiliar with that name.
context: Nagi-sama, you're not one to talk.\It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name. response:	He's a teacher of religious studies.
context: It's unnatural that everything is going so smoothly.\Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies. response:	He's a priest, and his family is said to be involved in the founding of the school.
context: Is there more than meets the eye?\Of course not!\Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school. response:	But why is he...
context: Of course not!\Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he... response:	I'm doing research for religious studies and local history!
context: Suzushiro-sensei has put in a good word for me.\Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history! response:	The thesis that I wrote a while back caught his attention.
context: Oh?\Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention. response:	Since it's an honor to have me here, he said he'll let me enroll here!
context: Suzushiro-sensei?\First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here! response:	As a scholarship student?!
context: First-year students may be unfamiliar with that name.\He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?! response:	How shocking! A hidden prodigy has turned up in a place like this!
context: He's a teacher of religious studies.\He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this! response:	This should teach you not to look down on occult freaks!
context: He's a priest, and his family is said to be involved in the founding of the school.\But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks! response:	Another one of her plausible yet far-fetched lies...
context: But why is he...\I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies... response:	By the way, I'm exempted from school fees!
context: I'm doing research for religious studies and local history!\The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees! response:	Scary! Wealthy girls are scary!
context: The thesis that I wrote a while back caught his attention.\Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary! response:	Is this the result of gifted education?!
context: Since it's an honor to have me here, he said he'll let me enroll here!\As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?! response:	It all adds up now. He's also a relative.
context: As a scholarship student?!\How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative. response:	You're right.
context: How shocking! A hidden prodigy has turned up in a place like this!\This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right. response:	Relative?
context: This should teach you not to look down on occult freaks!\Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right.\Relative? response:	Yeah. Suzushiro-sensei is Zange-chan's father.
context: Another one of her plausible yet far-fetched lies...\By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father. response:	You don't have to be so wary of me.
context: By the way, I'm exempted from school fees!\Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me. response:	Now that I know who you are, I can't do anything to you.
context: Scary! Wealthy girls are scary!\Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you. response:	I have no talents concerning the supernatural.
context: Is this the result of gifted education?!\It all adds up now. He's also a relative.\You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural. response:	Now that I believe that you are a kind human, I will answer you truthfully.
context: It all adds up now. He's also a relative.\You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully. response:	I am not so wicked as to take the body of another human!
context: You're right.\Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human! response:	This body was legitimately made out of the earth and trees of Kannagi!
context: Relative?\Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi! response:	Is that so?
context: Yeah. Suzushiro-sensei is Zange-chan's father.\You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so? response:	For a moment I thought you are with Zange-chan, but it seems I was wrong.
context: You don't have to be so wary of me.\Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong. response:	As I thought, you are related to Hakua in some way?
context: Now that I know who you are, I can't do anything to you.\I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way? response:	I'm her real father. My name is Suzushiro.
context: I have no talents concerning the supernatural.\Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro. response:	I understand that whatever is possessing my daughter's body is not evil.
context: Now that I believe that you are a kind human, I will answer you truthfully.\I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil. response:	Of course, that includes you too.
context: I am not so wicked as to take the body of another human!\This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too. response:	That girl has been desperately trying to hide things from me...
context: This body was legitimately made out of the earth and trees of Kannagi!\Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me... response:	But I believe that my daughter's body should only belong to herself.
context: Is that so?\For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself. response:	Hence I would like to free her if possible.
context: For a moment I thought you are with Zange-chan, but it seems I was wrong.\As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible. response:	My second question.
context: As I thought, you are related to Hakua in some way?\I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question. response:	Is there an important purpose for your coming to school?
context: I'm her real father. My name is Suzushiro.\I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school? response:	It is... a very, very important job.
context: I understand that whatever is possessing my daughter's body is not evil.\Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job. response:	I'm putting my everything on the line for it.
context: Of course, that includes you too.\That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it. response:	But please take my word for it.
context: That girl has been desperately trying to hide things from me...\But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it. response:	I will never do anything to harm the students.
context: But I believe that my daughter's body should only belong to herself.\Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students. response:	I'm telling the truth.
context: Hence I would like to free her if possible.\My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth. response:	I believe you.
context: My second question.\Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth.\I believe you. response:	Well then, my third question...
context: Is there an important purpose for your coming to school?\It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth.\I believe you.\Well then, my third question... response:	What do you intend to do with Suzushiro Hakua?
context: It is... a very, very important job.\I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth.\I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua? response:	Isn't that obvious?
context: I'm putting my everything on the line for it.\But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth.\I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious? response:	I'm going to free her, so that she can live a peaceful life with her father!
context: But please take my word for it.\I will never do anything to harm the students.\I'm telling the truth.\I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father! response:	But in order to achieve that goal, I may need help from her father!
context: I will never do anything to harm the students.\I'm telling the truth.\I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father! response:	I'm relieved to hear that.
context: I'm telling the truth.\I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that. response:	It must be a pain to hide from the teachers.
context: I believe you.\Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers. response:	I'll prepare your seat.
context: Well then, my third question...\What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat. response:	Is that okay? Wait, can you really do that?
context: What do you intend to do with Suzushiro Hakua?\Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that? response:	A private school is not only an education organization, but also a commercial one.
context: Isn't that obvious?\I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one. response:	Well, just leave everything to me.
context: I'm going to free her, so that she can live a peaceful life with her father!\But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me. response:	Is that really acceptable as a member of the church?
context: But in order to achieve that goal, I may need help from her father!\I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church? response:	Or rather, you might just be a zealous father.
context: I'm relieved to hear that.\It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father. response:	Indeed.
context: It must be a pain to hide from the teachers.\I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed. response:	Suzushiro Hakua.
context: I'll prepare your seat.\Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua. response:	Suzushiro-sensei.
context: Is that okay? Wait, can you really do that?\A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua.\Suzushiro-sensei. response:	At least I didn't notice before.
context: A private school is not only an education organization, but also a commercial one.\Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before. response:	Not until you told me.
context: Well, just leave everything to me.\Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before.\Not until you told me. response:	You're really useless, Jin.
context: Is that really acceptable as a member of the church?\Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before.\Not until you told me.\You're really useless, Jin. response:	As a first-year student, how can I know all the minor details?
context: Or rather, you might just be a zealous father.\Indeed.\Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before.\Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details? response:	Takako knows more than you do.
context: Indeed.\Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before.\Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do. response:	Please don't put milk into your miso soup.
context: Suzushiro Hakua.\Suzushiro-sensei.\At least I didn't notice before.\Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup. response:	I don't want to be told off by someone who puts sauce on everything!
context: Suzushiro-sensei.\At least I didn't notice before.\Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything! response:	Sauce-devil.
context: At least I didn't notice before.\Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil. response:	I just can't stand that!
context: Not until you told me.\You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that! response:	Ah geez, I should just go and live at Takako's place.
