context: Once in a while when I wake up response:	I find myself crying.
context: If I suddenly showed up, would I bother him? Surprise him?\He might not like it.\The number you are trying to reach is not available...\There's no way we could meet.\But what if we did?\What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me? response:	The number you are trying to reach is not available...
context: He might not like it.\The number you are trying to reach is not available...\There's no way we could meet.\But what if we did?\What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available... response:	I guess we won't meet.
context: The number you are trying to reach is not available...\There's no way we could meet.\But what if we did?\What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet. response:	But...
context: There's no way we could meet.\But what if we did?\What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet.\But... response:	If we see each other, we'll know.
context: But what if we did?\What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet.\But...\If we see each other, we'll know. response:	That you were the one who was in me.
context: What would I do? Would I annoy him? Would it be awkward?\Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet.\But...\If we see each other, we'll know.\That you were the one who was in me. response:	And that I was the one who was in you.
context: Tiamat Makes Closest Approach Tomorrow Or maybe...\Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet.\But...\If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you. response:	I'm sorry.
context: Maybe he'd be glad to see me?\The number you are trying to reach is not available...\I guess we won't meet.\But...\If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you.\I'm sorry. response:	Excuse me.
context: The number you are trying to reach is not available...\I guess we won't meet.\But...\If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you.\I'm sorry.\Excuse me. response:	That time 3 years ago, before I knew you...
context: I guess we won't meet.\But...\If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you.\I'm sorry.\Excuse me.\That time 3 years ago, before I knew you... response:	Taki.
context: But...\If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you.\I'm sorry.\Excuse me.\That time 3 years ago, before I knew you...\Taki. response:	Taki.
context: If we see each other, we'll know.\That you were the one who was in me.\And that I was the one who was in you.\I'm sorry.\Excuse me.\That time 3 years ago, before I knew you...\Taki.\Taki. response:	Taki.
context: That you were the one who was in me.\And that I was the one who was in you.\I'm sorry.\Excuse me.\That time 3 years ago, before I knew you...\Taki.\Taki.\Taki. response:	Um... It's me.
context: And that I was the one who was in you.\I'm sorry.\Excuse me.\That time 3 years ago, before I knew you...\Taki.\Taki.\Taki.\Um... It's me. response:	Don't you remember me?
context: I'm sorry.\Excuse me.\That time 3 years ago, before I knew you...\Taki.\Taki.\Taki.\Um... It's me.\Don't you remember me? response:	Who are you?
context: Excuse me.\That time 3 years ago, before I knew you...\Taki.\Taki.\Taki.\Um... It's me.\Don't you remember me?\Who are you? response:	I'm sorry.
context: That time 3 years ago, before I knew you...\Taki.\Taki.\Taki.\Um... It's me.\Don't you remember me?\Who are you?\I'm sorry. response:	But he's Taki.
context: Taki.\Taki.\Taki.\Um... It's me.\Don't you remember me?\Who are you?\I'm sorry.\But he's Taki. response:	Strange girl.
context: Taki.\Taki.\Um... It's me.\Don't you remember me?\Who are you?\I'm sorry.\But he's Taki.\Strange girl. response:	Hey!
context: Taki.\Um... It's me.\Don't you remember me?\Who are you?\I'm sorry.\But he's Taki.\Strange girl.\Hey! response:	What's your name?
context: Um... It's me.\Don't you remember me?\Who are you?\I'm sorry.\But he's Taki.\Strange girl.\Hey!\What's your name? response:	Mitsuha!
context: Don't you remember me?\Who are you?\I'm sorry.\But he's Taki.\Strange girl.\Hey!\What's your name?\Mitsuha! response:	My name is Mitsuha!
context: Who are you?\I'm sorry.\But he's Taki.\Strange girl.\Hey!\What's your name?\Mitsuha!\My name is Mitsuha! response:	That time 3 years ago, you came...
context: I'm sorry.\But he's Taki.\Strange girl.\Hey!\What's your name?\Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came... response:	to see me!
context: But he's Taki.\Strange girl.\Hey!\What's your name?\Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came...\to see me! response:	Taki?
context: Strange girl.\Hey!\What's your name?\Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came...\to see me!\Taki? response:	Mitsuha!
context: Hey!\What's your name?\Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came...\to see me!\Taki?\Mitsuha! response:	Taki?
context: What's your name?\Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came...\to see me!\Taki?\Mitsuha!\Taki? response:	Mitsuha!
context: Mitsuha!\My name is Mitsuha!\That time 3 years ago, you came...\to see me!\Taki?\Mitsuha!\Taki?\Mitsuha! response:	You're here, aren't you? Inside my body!
context: My name is Mitsuha!\That time 3 years ago, you came...\to see me!\Taki?\Mitsuha!\Taki?\Mitsuha!\You're here, aren't you? Inside my body! response:	Taki!
context: That time 3 years ago, you came...\to see me!\Taki?\Mitsuha!\Taki?\Mitsuha!\You're here, aren't you? Inside my body!\Taki! response:	Taki, where are you?
context: to see me!\Taki?\Mitsuha!\Taki?\Mitsuha!\You're here, aren't you? Inside my body!\Taki!\Taki, where are you? response:	It's Mitsuha.
context: Taki?\Mitsuha!\Taki?\Mitsuha!\You're here, aren't you? Inside my body!\Taki!\Taki, where are you?\It's Mitsuha. response:	I can hear her, but...
context: Mitsuha!\Taki?\Mitsuha!\You're here, aren't you? Inside my body!\Taki!\Taki, where are you?\It's Mitsuha.\I can hear her, but... response:	Taki, where are you?
context: Taki?\Mitsuha!\You're here, aren't you? Inside my body!\Taki!\Taki, where are you?\It's Mitsuha.\I can hear her, but...\Taki, where are you? response:	Taki!
context: Mitsuha!\You're here, aren't you? Inside my body!\Taki!\Taki, where are you?\It's Mitsuha.\I can hear her, but...\Taki, where are you?\Taki! response:	Taki, are you...
context: You're here, aren't you? Inside my body!\Taki!\Taki, where are you?\It's Mitsuha.\I can hear her, but...\Taki, where are you?\Taki!\Taki, are you... response:	There?
context: Taki!\Taki, where are you?\It's Mitsuha.\I can hear her, but...\Taki, where are you?\Taki!\Taki, are you...\There? response:	It's twilight - kataware-doki.
context: Taki, where are you?\It's Mitsuha.\I can hear her, but...\Taki, where are you?\Taki!\Taki, are you...\There?\It's twilight - kataware-doki. response:	Mitsuha.
context: It's Mitsuha.\I can hear her, but...\Taki, where are you?\Taki!\Taki, are you...\There?\It's twilight - kataware-doki.\Mitsuha. response:	Taki.
context: I can hear her, but...\Taki, where are you?\Taki!\Taki, are you...\There?\It's twilight - kataware-doki.\Mitsuha.\Taki. response:	Taki. It's really you.
context: Taki, where are you?\Taki!\Taki, are you...\There?\It's twilight - kataware-doki.\Mitsuha.\Taki.\Taki. It's really you. response:	Taki!
context: Taki!\Taki, are you...\There?\It's twilight - kataware-doki.\Mitsuha.\Taki.\Taki. It's really you.\Taki! response:	I came to see you.
context: Taki, are you...\There?\It's twilight - kataware-doki.\Mitsuha.\Taki.\Taki. It's really you.\Taki!\I came to see you. response:	It wasn't easy because you were so far away.
context: There?\It's twilight - kataware-doki.\Mitsuha.\Taki.\Taki. It's really you.\Taki!\I came to see you.\It wasn't easy because you were so far away. response:	But how? At that moment, I...
context: It's twilight - kataware-doki.\Mitsuha.\Taki.\Taki. It's really you.\Taki!\I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I... response:	I drank your Kuchikamisake.
context: Mitsuha.\Taki.\Taki. It's really you.\Taki!\I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake. response:	You drank that?
context: Taki.\Taki. It's really you.\Taki!\I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake.\You drank that? response:	You idiot! Pervert!
context: Taki. It's really you.\Taki!\I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake.\You drank that?\You idiot! Pervert! response:	Oh yeah, and you touched my boobs!
context: Taki!\I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake.\You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs! response:	How do you know that?
context: I came to see you.\It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake.\You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that? response:	My sister saw it.
context: It wasn't easy because you were so far away.\But how? At that moment, I...\I drank your Kuchikamisake.\You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it. response:	Oh! Sorry, I couldn't help it! It was just once.
context: But how? At that moment, I...\I drank your Kuchikamisake.\You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once. response:	Just once?
context: I drank your Kuchikamisake.\You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once? response:	Doesn't matter how many times! Jerk.
context: You drank that?\You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk. response:	Sorry.
context: You idiot! Pervert!\Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk.\Sorry. response:	Oh, this...
context: Oh yeah, and you touched my boobs!\How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk.\Sorry.\Oh, this... response:	Oh. Why'd you come see me before I knew you?
context: How do you know that?\My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk.\Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you? response:	There was no way I'd recognize you.
context: My sister saw it.\Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk.\Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you. response:	Here. I kept it for 3 years.
context: Oh! Sorry, I couldn't help it! It was just once.\Just once?\Doesn't matter how many times! Jerk.\Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years. response:	Now you keep it.
context: Just once?\Doesn't matter how many times! Jerk.\Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it. response:	Yes.
context: Doesn't matter how many times! Jerk.\Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it.\Yes. response:	How is it?
context: Sorry.\Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it.\Yes.\How is it? response:	Not bad.
context: Oh, this...\Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it.\Yes.\How is it?\Not bad. response:	You're lying!
context: Oh. Why'd you come see me before I knew you?\There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it.\Yes.\How is it?\Not bad.\You're lying! response:	No, I... Sorry.
context: There was no way I'd recognize you.\Here. I kept it for 3 years.\Now you keep it.\Yes.\How is it?\Not bad.\You're lying!\No, I... Sorry. response:	You're really so...!
context: Here. I kept it for 3 years.\Now you keep it.\Yes.\How is it?\Not bad.\You're lying!\No, I... Sorry.\You're really so...! response:	Mitsuha, you still have things to do. Listen.
context: Now you keep it.\Yes.\How is it?\Not bad.\You're lying!\No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen. response:	It's coming.
context: Yes.\How is it?\Not bad.\You're lying!\No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming. response:	Don't worry. You've still got time.
context: How is it?\Not bad.\You're lying!\No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time. response:	Yes, I'll try.
context: Not bad.\You're lying!\No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time.\Yes, I'll try. response:	Kataware-doki is almost...
context: You're lying!\No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost... response:	over.
context: No, I... Sorry.\You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost...\over. response:	Hey, Mitsuha. So we don't forget when we wake up...
context: You're really so...!\Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up... response:	Let's write our names on each other. Here.
context: Mitsuha, you still have things to do. Listen.\It's coming.\Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here. response:	Mitsuha?
context: It's coming.\Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha? response:	Hey, Mitsuha?
context: Don't worry. You've still got time.\Yes, I'll try.\Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha? response:	I wanted to tell you.
context: Yes, I'll try.\Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha?\I wanted to tell you. response:	Wherever you are in the world, I'll search for you.
context: Kataware-doki is almost...\over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you. response:	Your name is Mitsuha.
context: over.\Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha. response:	It's OK. I remember.
context: Hey, Mitsuha. So we don't forget when we wake up...\Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember. response:	Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.
context: Let's write our names on each other. Here.\Mitsuha?\Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha. response:	Your name is...
context: Mitsuha?\Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is... response:	Who are you?
context: Hey, Mitsuha?\I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you? response:	Why did I come here?
context: I wanted to tell you.\Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you?\Why did I come here? response:	I came here to see her.
context: Wherever you are in the world, I'll search for you.\Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you?\Why did I come here?\I came here to see her. response:	To save her. I wanted her to be alive.
context: Your name is Mitsuha.\It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you?\Why did I come here?\I came here to see her.\To save her. I wanted her to be alive. response:	Who was it? Who? Who did I come to see?
context: It's OK. I remember.\Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you?\Why did I come here?\I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see? response:	Someone dear to me. I don't want to forget. I don't want to forget!
context: Mitsuha. Mitsuha. Mitsuha. Your name is Mitsuha.\Your name is...\Who are you?\Why did I come here?\I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget! response:	Who? Who? Who? Who?
context: Your name is...\Who are you?\Why did I come here?\I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who? response:	What's your name?
context: Who are you?\Why did I come here?\I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name? response:	Taki. Taki. Taki.
context: Why did I come here?\I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki. response:	It's OK. I remember. I'll never forget!
context: I came here to see her.\To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget! response:	Taki. Taki.
context: To save her. I wanted her to be alive.\Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki. response:	Your name is Taki!
context: Who was it? Who? Who did I come to see?\Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki! response:	ltomori Substation
context: Someone dear to me. I don't want to forget. I don't want to forget!\Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki!\ltomori Substation response:	Tessie!
context: Who? Who? Who? Who?\What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki!\ltomori Substation\Tessie! response:	Mitsuha! Where've you been?
context: What's your name?\Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki!\ltomori Substation\Tessie!\Mitsuha! Where've you been? response:	He said sorry for breaking your bike.
context: Taki. Taki. Taki.\It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki!\ltomori Substation\Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike. response:	- Huh? Who did? - I did.
context: It's OK. I remember. I'll never forget!\Taki. Taki.\Your name is Taki!\ltomori Substation\Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did. response:	Explain it to me later.
context: Taki. Taki.\Your name is Taki!\ltomori Substation\Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later. response:	That's going to fall? Really?
context: Your name is Taki!\ltomori Substation\Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really? response:	Yes! I saw it with my own eyes!
context: ltomori Substation\Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes! response:	What? You saw it?
context: Tessie!\Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it? response:	Then I guess we got no choice. Now we're both criminals!
context: Mitsuha! Where've you been?\He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals! response:	What? I really have to do it?
context: He said sorry for breaking your bike.\- Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it? response:	When the town's power goes out, the equipment should work on backup.
context: - Huh? Who did? - I did.\Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup. response:	Please, Sayaka! Repeat it as much as you can!
context: Explain it to me later.\That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can! response:	You can do it!
context: That's going to fall? Really?\Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it! response:	Oh, to heck with it!
context: Yes! I saw it with my own eyes!\What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it! response:	- Soon, you think? - I have no idea!
context: What? You saw it?\Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea! response:	- What was that? - What's that sound?
context: Then I guess we got no choice. Now we're both criminals!\What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound? response:	Hey, look!
context: What? I really have to do it?\When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look! response:	Hey, look!
context: When the town's power goes out, the equipment should work on backup.\Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look!\Hey, look! response:	This is ltomori Town Hall.
context: Please, Sayaka! Repeat it as much as you can!\You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look!\Hey, look!\This is ltomori Town Hall. response:	An explosion has occurred at the substation.
context: You can do it!\Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look!\Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation. response:	There is danger of further explosions and forest fires.
context: Oh, to heck with it!\- Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look!\Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires. response:	Residents in the following areas, please evacuate to ltomori High School.
context: - Soon, you think? - I have no idea!\- What was that? - What's that sound?\Hey, look!\Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School. response:	Kadoiri District, Sakagami District
context: - What was that? - What's that sound?\Hey, look!\Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District response:	The broadcast isn't from here? Who is it, then?
context: Hey, look!\Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then? response:	Miyamori District...
context: Hey, look!\This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District... response:	Oyazawa District...
context: This is ltomori Town Hall.\An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District... response:	Let's go, Mitsuha!
context: An explosion has occurred at the substation.\There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District...\Let's go, Mitsuha! response:	Tessie!
context: There is danger of further explosions and forest fires.\Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District...\Let's go, Mitsuha!\Tessie! response:	Run, everyone! Forest fire!
context: Residents in the following areas, please evacuate to ltomori High School.\Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District...\Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire! response:	Forest fire! Please evacuate!
context: Kadoiri District, Sakagami District\The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District...\Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate! response:	Run! Fire!
context: The broadcast isn't from here? Who is it, then?\Miyamori District...\Oyazawa District...\Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire! response:	It's not safe here! Please evacuate!
context: Miyamori District...\Oyazawa District...\Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate! response:	We don't have enough time! Mitsuha!
context: Oyazawa District...\Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha! response:	What's wrong?
context: Let's go, Mitsuha!\Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong? response:	His name... I can't remember his name.
context: Tessie!\Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong?\His name... I can't remember his name. response:	Look, I have no idea. You started all this!
context: Run, everyone! Forest fire!\Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong?\His name... I can't remember his name.\Look, I have no idea. You started all this! response:	We can't evacuate everyone by ourselves!
context: Forest fire! Please evacuate!\Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong?\His name... I can't remember his name.\Look, I have no idea. You started all this!\We can't evacuate everyone by ourselves! response:	Go persuade your father!
context: Run! Fire!\It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong?\His name... I can't remember his name.\Look, I have no idea. You started all this!\We can't evacuate everyone by ourselves!\Go persuade your father! response:	Everyone run! Go to the high school!
context: It's not safe here! Please evacuate!\We don't have enough time! Mitsuha!\What's wrong?\His name... I can't remember his name.\Look, I have no idea. You started all this!\We can't evacuate everyone by ourselves!\Go persuade your father!\Everyone run! Go to the high school! response:	Oh, Mitsuha.
