context: Wanting to make someone smile is a wonderful thing, isn't it? response:	That's what being an Undine is all about!
context: Then, if my chocolates become something that belongs in this city...\I'm sure they will! They'll be something wonderful that belongs here!\Thank you. I'll do my best.\Then, in celebration of Neo-Venezia's newest addition,\may I treat you to some of Caffe Florian's special cioccolata?\Yay!\Thank you very much.\Thank you for treating us. response:	Thank you very much.
context: I'm sure they will! They'll be something wonderful that belongs here!\Thank you. I'll do my best.\Then, in celebration of Neo-Venezia's newest addition,\may I treat you to some of Caffe Florian's special cioccolata?\Yay!\Thank you very much.\Thank you for treating us.\Thank you very much. response:	Please come back anytime.
context: Thank you. I'll do my best.\Then, in celebration of Neo-Venezia's newest addition,\may I treat you to some of Caffe Florian's special cioccolata?\Yay!\Thank you very much.\Thank you for treating us.\Thank you very much.\Please come back anytime. response:	Ah! It's Mr. Chocolate Maker!
context: Then, in celebration of Neo-Venezia's newest addition,\may I treat you to some of Caffe Florian's special cioccolata?\Yay!\Thank you very much.\Thank you for treating us.\Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker! response:	You haven't been around lately. What happened?
context: may I treat you to some of Caffe Florian's special cioccolata?\Yay!\Thank you very much.\Thank you for treating us.\Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened? response:	I'm sorry. I'm about to open my shop, so please wait just a little longer.
context: Yay!\Thank you very much.\Thank you for treating us.\Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer. response:	Here you go.
context: Thank you very much.\Thank you for treating us.\Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go. response:	Thank you.
context: Thank you for treating us.\Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you. response:	I want one, too.
context: Thank you very much.\Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you.\I want one, too. response:	Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.
context: Please come back anytime.\Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born. response:	They're chocolates that are incredibly sweet, and really cute.
context: Ah! It's Mr. Chocolate Maker!\You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute. response:	Thank you for the chocolates, Akari!
context: You haven't been around lately. What happened?\I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari! response:	They taste so delicious because the patissier made them with love, right?
context: I'm sorry. I'm about to open my shop, so please wait just a little longer.\Here you go.\Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right? response:	It's so sweet!
context: Here you go.\Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet! response:	A shore awash in golden waves Kin no nami kishibe ni
context: Thank you.\I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: I want one, too.\Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: Dear Ai, something new and wonderful that belongs in Neo-Venezia has just been born.\They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: They're chocolates that are incredibly sweet, and really cute.\Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Thank you for the chocolates, Akari!\They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: They taste so delicious because the patissier made them with love, right?\It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: It's so sweet!\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
