context: High School Championship Tokyo Regional Final Tournament Bracket response:	Mizusawa High School Homei High School Hokuo Academy Shoha High School
context: Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies! response:	The more I learn about competitive karuta,
context: and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta, response:	the more magical it seems.
context: I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems. response:	Gender doesn't matter.
context: Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter. response:	Size doesn't matter.
context: I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter.\Size doesn't matter. response:	Intelligence and strength don't matter.
context: You probably wouldn't know,\but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter. response:	Age doesn't matter.
context: but a kimono is designed perfectly\for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter. response:	Would this old palace courtyard and the eaves strewn with weeds
context: for moving around with boobies!\The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds response:	Every poem read sends you back a thousand years.
context: The more I learn about competitive karuta,\the more magical it seems.\Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years. response:	How many sports are capable of such a feat?
context: the more magical it seems.\Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat? response:	Thank you very much!
context: Gender doesn't matter.\Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much! response:	Huh?
context: Size doesn't matter.\Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much!\Huh? response:	One win for Hokuo!
context: Intelligence and strength don't matter.\Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much!\Huh?\One win for Hokuo! response:	Yes!
context: Age doesn't matter.\Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much!\Huh?\One win for Hokuo!\Yes! response:	Way to go, Shiroyama!
context: Would this old palace courtyard and the eaves strewn with weeds\Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much!\Huh?\One win for Hokuo!\Yes!\Way to go, Shiroyama! response:	What?
context: Every poem read sends you back a thousand years.\How many sports are capable of such a feat?\Thank you very much!\Huh?\One win for Hokuo!\Yes!\Way to go, Shiroyama!\What? response:	Porky was crushed?!
context: How many sports are capable of such a feat?\Thank you very much!\Huh?\One win for Hokuo!\Yes!\Way to go, Shiroyama!\What?\Porky was crushed?! response:	Lost by 13 cards
context: Thank you very much!\Huh?\One win for Hokuo!\Yes!\Way to go, Shiroyama!\What?\Porky was crushed?!\Lost by 13 cards response:	This is bad.
context: Huh?\One win for Hokuo!\Yes!\Way to go, Shiroyama!\What?\Porky was crushed?!\Lost by 13 cards\This is bad. response:	The first victory in a team match is critical.
context: One win for Hokuo!\Yes!\Way to go, Shiroyama!\What?\Porky was crushed?!\Lost by 13 cards\This is bad.\The first victory in a team match is critical. response:	The losing side feels a lot more pressure.
context: Yes!\Way to go, Shiroyama!\What?\Porky was crushed?!\Lost by 13 cards\This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure. response:	So even when you're losing,
context: Way to go, Shiroyama!\What?\Porky was crushed?!\Lost by 13 cards\This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing, response:	it's important to drag out the match...
context: What?\Porky was crushed?!\Lost by 13 cards\This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match... response:	Yet he lost this early!
context: Porky was crushed?!\Lost by 13 cards\This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match...\Yet he lost this early! response:	It's been so long since I played five matches in a row
context: Lost by 13 cards\This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row response:	and my head's starting to spin.
context: This is bad.\The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin. response:	Those circles kept bothering me.
context: The first victory in a team match is critical.\The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me. response:	I got distracted every time I saw Sis.
context: The losing side feels a lot more pressure.\So even when you're losing,\it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis. response:	You're so awesome, Retro-kun!
context: So even when you're losing,\it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun! response:	But...
context: it's important to drag out the match...\Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But... response:	Not allowed to start sentences with But...
context: Yet he lost this early!\It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But... response:	I thought we could count on Nishida...
context: It's been so long since I played five matches in a row\and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But...\I thought we could count on Nishida... response:	What about everyone else?
context: and my head's starting to spin.\Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else? response:	How are Oe-san and Komano doing?
context: Those circles kept bothering me.\I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing? response:	They're in close matches.
context: I got distracted every time I saw Sis.\You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing?\They're in close matches. response:	What about Chihaya?
context: You're so awesome, Retro-kun!\But...\Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya? response:	Huh?
context: But...\Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya?\Huh? response:	Chihaya's losing by 5 cards?
context: Not allowed to start sentences with But...\I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya?\Huh?\Chihaya's losing by 5 cards? response:	Chi
context: I thought we could count on Nishida...\What about everyone else?\How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya?\Huh?\Chihaya's losing by 5 cards?\Chi response:	I'm in a close match myself.
context: What about everyone else?\How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya?\Huh?\Chihaya's losing by 5 cards?\Chi\I'm in a close match myself. response:	I don't have time to ask her how's she doing.
context: How are Oe-san and Komano doing?\They're in close matches.\What about Chihaya?\Huh?\Chihaya's losing by 5 cards?\Chi\I'm in a close match myself.\I don't have time to ask her how's she doing. response:	If I speak, it'll be to signal Mizusawa's first win!
context: They're in close matches.\What about Chihaya?\Huh?\Chihaya's losing by 5 cards?\Chi\I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win! response:	You're trying to copy Wakamiya Shinobu's style,
context: What about Chihaya?\Huh?\Chihaya's losing by 5 cards?\Chi\I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style, response:	but you're closer to Suo Hisashi's style right now.
context: Huh?\Chihaya's losing by 5 cards?\Chi\I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now. response:	Porky, I've always wanted to become something I wasn't close to.
context: Chihaya's losing by 5 cards?\Chi\I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to. response:	She can accurately and precisely
context: Chi\I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely response:	touch an exact point with her fingertips...
context: I'm in a close match myself.\I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips... response:	She plays silent karuta...
context: I don't have time to ask her how's she doing.\If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta... response:	However, I can't beat Amakusa-kun with my accuracy right now.
context: If I speak, it'll be to signal Mizusawa's first win!\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta...\However, I can't beat Amakusa-kun with my accuracy right now. response:	It's not easy to be as good as Shinobu-chan.
context: You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta...\However, I can't beat Amakusa-kun with my accuracy right now.\It's not easy to be as good as Shinobu-chan. response:	You have twenty!
context: but you're closer to Suo Hisashi's style right now.\Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta...\However, I can't beat Amakusa-kun with my accuracy right now.\It's not easy to be as good as Shinobu-chan.\You have twenty! response:	Twenty one-syllable cards!
context: Porky, I've always wanted to become something I wasn't close to.\She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta...\However, I can't beat Amakusa-kun with my accuracy right now.\It's not easy to be as good as Shinobu-chan.\You have twenty!\Twenty one-syllable cards! response:	In the sleepy spring sunlight,
context: She can accurately and precisely\touch an exact point with her fingertips...\She plays silent karuta...\However, I can't beat Amakusa-kun with my accuracy right now.\It's not easy to be as good as Shinobu-chan.\You have twenty!\Twenty one-syllable cards!\In the sleepy spring sunlight, response:	Chihaya-chan, are you...
