context: EPISODE 4: FOOD POISONING response:	Food Poisoning.
context: Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover, response:	but we don't expect you to sacrifice yourself at a time like this!
context: D-Dammit!\I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this! response:	It's my job.
context: I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job. response:	Wh-What the...
context: E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the... response:	Wh-White Blood Cell! Did you hear what Eosinophil said?
context: Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said? response:	You have to stop her!
context: How can someone who can't even beat a germ be a match for that one?\T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her! response:	Wh-Why aren't you saying a word?
context: T-True!\Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word? response:	E-Eosinophil!
context: Sure, we called you all kinds of things, like pushover,\but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil! response:	Eosinophil!
context: but we don't expect you to sacrifice yourself at a time like this!\It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil! response:	Don't worry, Red Blood Cell.
context: It's my job.\Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell. response:	But... But look at it!
context: Wh-What the...\Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it! response:	It's not like she's heading off to die.
context: Wh-White Blood Cell! Did you hear what Eosinophil said?\You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die. response:	Go, Eosinophil.
context: You have to stop her!\Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil. response:	No one can take down that enemy but you!
context: Wh-Why aren't you saying a word?\E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you! response:	It's true that as a White Blood Cell, my job is to exterminate bacteria.
context: E-Eosinophil!\Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria. response:	But I also have another mission!
context: Eosinophil!\Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission! response:	My real job
context: Don't worry, Red Blood Cell.\But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job response:	is to exterminate parasites!
context: But... But look at it!\It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job\is to exterminate parasites! response:	EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.
context: It's not like she's heading off to die.\Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them. response:	Eosinophil's job.
context: Go, Eosinophil.\No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job. response:	When parasites invade the body,
context: No one can take down that enemy but you!\It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body, response:	Eosinophil protects against parasitic infections by helping to kill them.
context: It's true that as a White Blood Cell, my job is to exterminate bacteria.\But I also have another mission!\My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them. response:	The root of all evil has been lured to the abyss of the afterlife.
context: But I also have another mission!\My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife. response:	The gods have pronounced judgment,
context: My real job\is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment, response:	and we've been released from the curse.
context: is to exterminate parasites!\EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse. response:	I guess I managed to ward off his invasion somehow.
context: EOSINOPHIL'S JOB: When parasites invade the body, Eosinophil protects against parasitic infections by helping to kill them.\Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow. response:	Thank you for chasing it away, Eosinophil!
context: Eosinophil's job.\When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil! response:	I can't believe how you fought that thing! I had the wrong idea about you!
context: When parasites invade the body,\Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you! response:	Sorry we made fun of you!
context: Eosinophil protects against parasitic infections by helping to kill them.\The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you! response:	You were so cool!
context: The root of all evil has been lured to the abyss of the afterlife.\The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool! response:	I-I was cool?
context: The gods have pronounced judgment,\and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool!\I-I was cool? response:	M-Me?
context: and we've been released from the curse.\I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool!\I-I was cool?\M-Me? response:	Tha...
context: I guess I managed to ward off his invasion somehow.\Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool!\I-I was cool?\M-Me?\Tha... response:	Tha...
context: Thank you for chasing it away, Eosinophil!\I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool!\I-I was cool?\M-Me?\Tha...\Tha... response:	Thanks.
context: I can't believe how you fought that thing! I had the wrong idea about you!\Sorry we made fun of you!\You were so cool!\I-I was cool?\M-Me?\Tha...\Tha...\Thanks. response:	You were really cool!
context: Sorry we made fun of you!\You were so cool!\I-I was cool?\M-Me?\Tha...\Tha...\Thanks.\You were really cool! response:	W-Was I?
context: You were so cool!\I-I was cool?\M-Me?\Tha...\Tha...\Thanks.\You were really cool!\W-Was I? response:	You sure are amazing!
context: I-I was cool?\M-Me?\Tha...\Tha...\Thanks.\You were really cool!\W-Was I?\You sure are amazing! response:	Seriously, you were so cool!
context: M-Me?\Tha...\Tha...\Thanks.\You were really cool!\W-Was I?\You sure are amazing!\Seriously, you were so cool! response:	Was I really?
context: Tha...\Tha...\Thanks.\You were really cool!\W-Was I?\You sure are amazing!\Seriously, you were so cool!\Was I really? response:	Oh no!
context: Tha...\Thanks.\You were really cool!\W-Was I?\You sure are amazing!\Seriously, you were so cool!\Was I really?\Oh no! response:	I can't believe I blushed like that in front of everybody!
context: Thanks.\You were really cool!\W-Was I?\You sure are amazing!\Seriously, you were so cool!\Was I really?\Oh no!\I can't believe I blushed like that in front of everybody! response:	And so...
context: You were really cool!\W-Was I?\You sure are amazing!\Seriously, you were so cool!\Was I really?\Oh no!\I can't believe I blushed like that in front of everybody!\And so... response:	Thanks to Eosinophil's efforts,
context: W-Was I?\You sure are amazing!\Seriously, you were so cool!\Was I really?\Oh no!\I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts, response:	she was able to save this world from the threat of the anisakis.
context: You sure are amazing!\Seriously, you were so cool!\Was I really?\Oh no!\I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis. response:	Hey, you got totally blasted away just now, huh?
context: Seriously, you were so cool!\Was I really?\Oh no!\I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh? response:	Who would have thought that light would stream in through a hole
context: Was I really?\Oh no!\I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole response:	drilled by an uninvited guest?
context: Oh no!\I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest? response:	How ironic. I mean our fate as cells...
context: I can't believe I blushed like that in front of everybody!\And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells... response:	In other words, mission accomplished, right?
context: And so...\Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right? response:	NEXT EPISODE PREVIEW
context: Thanks to Eosinophil's efforts,\she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW response:	This is bad, White Blood Cell!
context: she was able to save this world from the threat of the anisakis.\Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell! response:	What's wrong?
context: Hey, you got totally blasted away just now, huh?\Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong? response:	There's somebody weird going, Cedar, cedar...
context: Who would have thought that light would stream in through a hole\drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong?\There's somebody weird going, Cedar, cedar... response:	It's multiplied like crazy!
context: drilled by an uninvited guest?\How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong?\There's somebody weird going, Cedar, cedar...\It's multiplied like crazy! response:	Next episode of Cells at Work!,
context: How ironic. I mean our fate as cells...\In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong?\There's somebody weird going, Cedar, cedar...\It's multiplied like crazy!\Next episode of Cells at Work!, response:	Cedar Pollen Allergies!
context: In other words, mission accomplished, right?\NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong?\There's somebody weird going, Cedar, cedar...\It's multiplied like crazy!\Next episode of Cells at Work!,\Cedar Pollen Allergies! response:	All right! Time to work, time to work!
context: NEXT EPISODE PREVIEW\This is bad, White Blood Cell!\What's wrong?\There's somebody weird going, Cedar, cedar...\It's multiplied like crazy!\Next episode of Cells at Work!,\Cedar Pollen Allergies!\All right! Time to work, time to work! response:	EPISODE 5: CEDAR POLLEN ALLERGIES
