context: All these altercations in only two days... response:	It's too many to be a coincidence.
context: Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see. response:	A group date, under the auspices of patrolling.
context: Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see.\A group date, under the auspices of patrolling. response:	Yeah, pretty much.
context: Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much. response:	Over twenty platoons of Soujirou fangirls are patrolling Akihabara.
context: and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara. response:	Those girls are tied by bonds of sisterhood,
context: Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood, response:	and use their chain of command to organically form groups,
context: We, in platoon five, will go out on patrol with Sou!\We're going with Sou!\Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups, response:	dealing with trouble in a flexible and honest manner,
context: We're going with Sou!\Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner, response:	and stopping problems before they start.
context: Now I see.\A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start. response:	At Strategist Shiroe's orders, we're here to switch with you!
context: A group date, under the auspices of patrolling.\Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you! response:	Right...
context: Yeah, pretty much.\Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right... response:	And their motivation is that,
context: Over twenty platoons of Soujirou fangirls are patrolling Akihabara.\Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that, response:	if they participate, they have a chance to get closer to Soujirou.
context: Those girls are tied by bonds of sisterhood,\and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou. response:	That's it?
context: and use their chain of command to organically form groups,\dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it? response:	The plan is a huge success.
context: dealing with trouble in a flexible and honest manner,\and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success. response:	Well, to be honest, even I wasn't sure a plan like that would work...
context: and stopping problems before they start.\At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work... response:	All we can do against this harassment
context: At Strategist Shiroe's orders, we're here to switch with you!\Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment response:	is send out as many people as we can get to fight it.
context: Right...\And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it. response:	Their chain of command is solid,
context: And their motivation is that,\if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid, response:	and they're dealing with problems in an efficient manner.
context: if they participate, they have a chance to get closer to Soujirou.\That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner. response:	And it's tough to cause trouble when you're surrounded by young girls.
context: That's it?\The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls. response:	And since romance is all they think about,
context: The plan is a huge success.\Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about, response:	they can be trusted to handle the relationship problems, as well.
context: Well, to be honest, even I wasn't sure a plan like that would work...\All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well. response:	This really is the perfect job for them.
context: All we can do against this harassment\is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them. response:	My hat's off to Soujirou.
context: is send out as many people as we can get to fight it.\Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou. response:	Feel free to compliment him more.
context: Their chain of command is solid,\and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more. response:	Why are you sighing, my lord?
context: and they're dealing with problems in an efficient manner.\And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord? response:	Well...
context: And it's tough to cause trouble when you're surrounded by young girls.\And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord?\Well... response:	Are you jealous?
context: And since romance is all they think about,\they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord?\Well...\Are you jealous? response:	Not at all...
context: they can be trusted to handle the relationship problems, as well.\This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord?\Well...\Are you jealous?\Not at all... response:	Not jealous, just irritated.
context: This really is the perfect job for them.\My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord?\Well...\Are you jealous?\Not at all...\Not jealous, just irritated. response:	Well, something like that.
context: My hat's off to Soujirou.\Feel free to compliment him more.\Why are you sighing, my lord?\Well...\Are you jealous?\Not at all...\Not jealous, just irritated.\Well, something like that. response:	I understand how he feels.
context: Feel free to compliment him more.\Why are you sighing, my lord?\Well...\Are you jealous?\Not at all...\Not jealous, just irritated.\Well, something like that.\I understand how he feels. response:	Strategist, a message from security at the Watermaple Mansion.
context: Why are you sighing, my lord?\Well...\Are you jealous?\Not at all...\Not jealous, just irritated.\Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion. response:	Thanks.
context: Well...\Are you jealous?\Not at all...\Not jealous, just irritated.\Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks. response:	That's where the banquet's being held, right?
context: Are you jealous?\Not at all...\Not jealous, just irritated.\Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right? response:	Did something happen?
context: Not at all...\Not jealous, just irritated.\Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right?\Did something happen? response:	I had them look into
context: Not jealous, just irritated.\Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right?\Did something happen?\I had them look into response:	a big-shot from the west who's shown up in Akihabara.
context: Well, something like that.\I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right?\Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara. response:	If he's behind this...
context: I understand how he feels.\Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right?\Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this... response:	He'll be after the other party he's negotiating with.
context: Strategist, a message from security at the Watermaple Mansion.\Thanks.\That's where the banquet's being held, right?\Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with. response:	The princess who moved here from Maihama.
context: Thanks.\That's where the banquet's being held, right?\Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama. response:	Chief, you're in charge here for a while.
context: That's where the banquet's being held, right?\Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while. response:	Roger that.
context: Did something happen?\I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that. response:	My lord, what about the stage?
context: I had them look into\a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage? response:	I have a plan for that, too.
context: a big-shot from the west who's shown up in Akihabara.\If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage?\I have a plan for that, too. response:	If their goal is to tear the Akihabara people apart,
context: If he's behind this...\He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart, response:	we just need to make the Scale Festival more fun,
context: He'll be after the other party he's negotiating with.\The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun, response:	and ensure participants have as much fun as possible.
context: The princess who moved here from Maihama.\Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible. response:	As long as we're doing this, let's set off some big fireworks.
context: Chief, you're in charge here for a while.\Roger that.\My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks. response:	Well?
context: Roger that.\My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well? response:	The documents are real...
context: My lord, what about the stage?\I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real... response:	It's hard to imagine,
context: I have a plan for that, too.\If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real...\It's hard to imagine, response:	but all I can think is that we messed up, and missed them.
context: If their goal is to tear the Akihabara people apart,\we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them. response:	We couldn't have...
context: we just need to make the Scale Festival more fun,\and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have... response:	Are you telling me you weren't prepared?
context: and ensure participants have as much fun as possible.\As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared? response:	Even though I asked so long ago?
context: As long as we're doing this, let's set off some big fireworks.\Well?\The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago? response:	Is that how the Cowen family operates?
context: Well?\The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates? response:	Or was it untrue that you'd established favorable relations with Akihabara?
context: The documents are real...\It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara? response:	I just need to apologize, and settle this peacefully.
context: It's hard to imagine,\but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully. response:	If only I could postpone this until after the banquet...
context: but all I can think is that we messed up, and missed them.\We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet... response:	Good evening!
context: We couldn't have...\Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening! response:	He's with the Round Table.
context: Are you telling me you weren't prepared?\Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table. response:	The guy in glasses...
context: Even though I asked so long ago?\Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table.\The guy in glasses... response:	Hi, there...
context: Is that how the Cowen family operates?\Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table.\The guy in glasses...\Hi, there... response:	Shiroe?
context: Or was it untrue that you'd established favorable relations with Akihabara?\I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table.\The guy in glasses...\Hi, there...\Shiroe? response:	I've come to get you, Princess.
context: I just need to apologize, and settle this peacefully.\If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table.\The guy in glasses...\Hi, there...\Shiroe?\I've come to get you, Princess. response:	Who are you?
context: If only I could postpone this until after the banquet...\Good evening!\He's with the Round Table.\The guy in glasses...\Hi, there...\Shiroe?\I've come to get you, Princess.\Who are you? response:	Hello.
context: Good evening!\He's with the Round Table.\The guy in glasses...\Hi, there...\Shiroe?\I've come to get you, Princess.\Who are you?\Hello. response:	It seemed the end was near,
context: He's with the Round Table.\The guy in glasses...\Hi, there...\Shiroe?\I've come to get you, Princess.\Who are you?\Hello.\It seemed the end was near, response:	but in fact, it was only the beginning.
context: The guy in glasses...\Hi, there...\Shiroe?\I've come to get you, Princess.\Who are you?\Hello.\It seemed the end was near,\but in fact, it was only the beginning. response:	The true threat appears before Shiroe.
context: Hi, there...\Shiroe?\I've come to get you, Princess.\Who are you?\Hello.\It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe. response:	The coal-black queen,
context: Shiroe?\I've come to get you, Princess.\Who are you?\Hello.\It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen, response:	a white flower blooming in the darkness.
context: I've come to get you, Princess.\Who are you?\Hello.\It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen,\a white flower blooming in the darkness. response:	Their encounter will change history,
context: Who are you?\Hello.\It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen,\a white flower blooming in the darkness.\Their encounter will change history, response:	and open the curtain on a new story.
context: Hello.\It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen,\a white flower blooming in the darkness.\Their encounter will change history,\and open the curtain on a new story. response:	The Scale Festival
context: It seemed the end was near,\but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen,\a white flower blooming in the darkness.\Their encounter will change history,\and open the curtain on a new story.\The Scale Festival response:	Next time: The Scale Festival.
context: but in fact, it was only the beginning.\The true threat appears before Shiroe.\The coal-black queen,\a white flower blooming in the darkness.\Their encounter will change history,\and open the curtain on a new story.\The Scale Festival\Next time: The Scale Festival. response:	We will change the world.
