context: I braided it the other day, too. response:	You just let her do what she wants, huh.
context: It was me!\Okay.\Miyamura, you know, I'm...\I'm...\I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one. response:	Thanks for helping out.
context: Okay.\Miyamura, you know, I'm...\I'm...\I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one.\Thanks for helping out. response:	Yearbooks!
context: Miyamura, you know, I'm...\I'm...\I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one.\Thanks for helping out.\Yearbooks! response:	Oh, that's from middle school.
context: I'm...\I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one.\Thanks for helping out.\Yearbooks!\Oh, that's from middle school. response:	What'd she look like back then?
context: I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one.\Thanks for helping out.\Yearbooks!\Oh, that's from middle school.\What'd she look like back then? response:	Peek and you're a dead man.
context: What if I'd been able to tell him back then?\It hurts my heart to think about it.\Okay, last one.\Thanks for helping out.\Yearbooks!\Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man. response:	They're so annoying.
context: It hurts my heart to think about it.\Okay, last one.\Thanks for helping out.\Yearbooks!\Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man.\They're so annoying. response:	They're big, and in the way, but you don't actually wanna throw them away...
context: Okay, last one.\Thanks for helping out.\Yearbooks!\Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away... response:	Did you throw yours away already, Miyamura?
context: Thanks for helping out.\Yearbooks!\Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura? response:	Yearbook
context: Yearbooks!\Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook response:	Did you throw yours away already, Miyamura?
context: Oh, that's from middle school.\What'd she look like back then?\Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura? response:	Yearbook
context: What'd she look like back then?\Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura?\Yearbook response:	I wanted to...
context: Peek and you're a dead man.\They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura?\Yearbook\I wanted to... response:	Yearbook
context: They're so annoying.\They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura?\Yearbook\I wanted to...\Yearbook response:	But they're so huge and heavy, I didn't know what to do with them,
context: They're big, and in the way, but you don't actually wanna throw them away...\Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura?\Yearbook\I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them, response:	so I just ended up keeping them.
context: Did you throw yours away already, Miyamura?\Yearbook\Did you throw yours away already, Miyamura?\Yearbook\I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them. response:	Now, though, they're actually pretty important to me.
context: Yearbook\Did you throw yours away already, Miyamura?\Yearbook\I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me. response:	Back then, Miyamura must've wanted to throw it all away.
context: Did you throw yours away already, Miyamura?\Yearbook\I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away. response:	I don't know what he was like back in middle school,
context: Yearbook\I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school, response:	but I get the feeling that he hated everything and was just drifting along.
context: I wanted to...\Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along. response:	That that's what life was like for him.
context: Yearbook\But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him. response:	But now, he can look back and feel glad that he didn't throw it all away.
context: But they're so huge and heavy, I didn't know what to do with them,\so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away. response:	Wonder what Katagiri's yearbook is going to look like.
context: so I just ended up keeping them.\Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like. response:	Guess we'll find out when we get it.
context: Now, though, they're actually pretty important to me.\Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it. response:	They took the pictures for it back in April, right?
context: Back then, Miyamura must've wanted to throw it all away.\I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right? response:	I hope they got a picture of me with Mizouchi-kun.
context: I don't know what he was like back in middle school,\but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun. response:	Wait, why Mizouchi?
context: but I get the feeling that he hated everything and was just drifting along.\That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi? response:	We've kinda gotten close lately.
context: That that's what life was like for him.\But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately. response:	Really?
context: But now, he can look back and feel glad that he didn't throw it all away.\Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately.\Really? response:	He helped me find my phone.
context: Wonder what Katagiri's yearbook is going to look like.\Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately.\Really?\He helped me find my phone. response:	He was kind of mean to me before, but it's all good.
context: Guess we'll find out when we get it.\They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately.\Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good. response:	Does he get off on that?
context: They took the pictures for it back in April, right?\I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately.\Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that? response:	I think I might get along with Tanihara-kun, too.
context: I hope they got a picture of me with Mizouchi-kun.\Wait, why Mizouchi?\We've kinda gotten close lately.\Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that?\I think I might get along with Tanihara-kun, too. response:	Wow.
context: Wait, why Mizouchi?\We've kinda gotten close lately.\Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that?\I think I might get along with Tanihara-kun, too.\Wow. response:	It might be really hard,
context: We've kinda gotten close lately.\Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that?\I think I might get along with Tanihara-kun, too.\Wow.\It might be really hard, response:	but I don't think there's a person in the world
context: Really?\He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that?\I think I might get along with Tanihara-kun, too.\Wow.\It might be really hard,\but I don't think there's a person in the world response:	you can't eventually be friends with.
context: He helped me find my phone.\He was kind of mean to me before, but it's all good.\Does he get off on that?\I think I might get along with Tanihara-kun, too.\Wow.\It might be really hard,\but I don't think there's a person in the world\you can't eventually be friends with. response:	Next Time: Until the Snow Melts
