context: The Third Dish response:	Five
context: by those who possess class and taste,\and who have received proper educations.\True gourmet dining is similar.\Its value should be shared with only a select few.\That is what deserves to be called food.\Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe response:	it's gourmet dining as long as high-quality ingredients are being used.
context: and who have received proper educations.\True gourmet dining is similar.\Its value should be shared with only a select few.\That is what deserves to be called food.\Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used. response:	Why, you little
context: True gourmet dining is similar.\Its value should be shared with only a select few.\That is what deserves to be called food.\Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little response:	Thank you for sharing your most valuable opinion,
context: Its value should be shared with only a select few.\That is what deserves to be called food.\Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion, response:	but whatever you say carries no weight here.
context: That is what deserves to be called food.\Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here. response:	That's right!
context: Everything else is not food.\It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right! response:	You have no jurisdiction over Totsuki's affairs!
context: It is animal feed.\Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs! response:	The appropriate lineage indeed exists here.
context: Not that I expect that to be understood by those who mistakenly believe\it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here. response:	And the education, as well.
context: it's gourmet dining as long as high-quality ingredients are being used.\Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well. response:	Now, Erina.
context: Why, you little\Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina. response:	A decade has passed since I first taught you how to cook.
context: Thank you for sharing your most valuable opinion,\but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook. response:	I want to see how far you have honed your craft.
context: but whatever you say carries no weight here.\That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft. response:	A-As I've said, we do not serve walk-ins.
context: That's right!\You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins. response:	I see there's a table available.
context: You have no jurisdiction over Totsuki's affairs!\The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available. response:	That seat's for
context: The appropriate lineage indeed exists here.\And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for response:	The menu, if you please.
context: And the education, as well.\Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for\The menu, if you please. response:	Your father is hungry.
context: Now, Erina.\A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for\The menu, if you please.\Your father is hungry. response:	I want to eat something soon.
context: A decade has passed since I first taught you how to cook.\I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for\The menu, if you please.\Your father is hungry.\I want to eat something soon. response:	Erina-sama!
context: I want to see how far you have honed your craft.\A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for\The menu, if you please.\Your father is hungry.\I want to eat something soon.\Erina-sama! response:	Y-Y...
context: A-As I've said, we do not serve walk-ins.\I see there's a table available.\That seat's for\The menu, if you please.\Your father is hungry.\I want to eat something soon.\Erina-sama!\Y-Y... response:	Hey, Nakiri.
context: I see there's a table available.\That seat's for\The menu, if you please.\Your father is hungry.\I want to eat something soon.\Erina-sama!\Y-Y...\Hey, Nakiri. response:	Is there a table available?
context: That seat's for\The menu, if you please.\Your father is hungry.\I want to eat something soon.\Erina-sama!\Y-Y...\Hey, Nakiri.\Is there a table available? response:	Yukihira-kun?
context: The menu, if you please.\Your father is hungry.\I want to eat something soon.\Erina-sama!\Y-Y...\Hey, Nakiri.\Is there a table available?\Yukihira-kun? response:	Hey, hey.
context: Your father is hungry.\I want to eat something soon.\Erina-sama!\Y-Y...\Hey, Nakiri.\Is there a table available?\Yukihira-kun?\Hey, hey. response:	Sorry, can we somehow eat your cooking, even if we're walk-ins?
context: I want to eat something soon.\Erina-sama!\Y-Y...\Hey, Nakiri.\Is there a table available?\Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins? response:	Here, I'll give you one more black pepper bun.
context: Erina-sama!\Y-Y...\Hey, Nakiri.\Is there a table available?\Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun. response:	Huh?
context: Y-Y...\Hey, Nakiri.\Is there a table available?\Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh? response:	I feel a lot of tension in this room for some reason.
context: Hey, Nakiri.\Is there a table available?\Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason. response:	Oh, excuse me.
context: Is there a table available?\Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me. response:	You seem to be just about to eat, too.
context: Yukihira-kun?\Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too. response:	If it's all right, maybe we can share a table?
context: Hey, hey.\Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table? response:	Erina, you need to be selective when it comes to who your friends are.
context: Sorry, can we somehow eat your cooking, even if we're walk-ins?\Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are. response:	Yukihira Soma!
context: Here, I'll give you one more black pepper bun.\Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma! response:	I have lost interest.
context: Huh?\I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest. response:	Arato-san, who was he?
context: I feel a lot of tension in this room for some reason.\Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest.\Arato-san, who was he? response:	He is Erina-sama's father.
context: Oh, excuse me.\You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest.\Arato-san, who was he?\He is Erina-sama's father. response:	Huh?!
context: You seem to be just about to eat, too.\If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest.\Arato-san, who was he?\He is Erina-sama's father.\Huh?! response:	What's with that black-suited guy?
context: If it's all right, maybe we can share a table?\Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest.\Arato-san, who was he?\He is Erina-sama's father.\Huh?!\What's with that black-suited guy? response:	He should at least eat before he goes.
context: Erina, you need to be selective when it comes to who your friends are.\Yukihira Soma!\I have lost interest.\Arato-san, who was he?\He is Erina-sama's father.\Huh?!\What's with that black-suited guy?\He should at least eat before he goes. response:	Nakiri?
context: Yukihira Soma!\I have lost interest.\Arato-san, who was he?\He is Erina-sama's father.\Huh?!\What's with that black-suited guy?\He should at least eat before he goes.\Nakiri? response:	Are you shivering?
context: I have lost interest.\Arato-san, who was he?\He is Erina-sama's father.\Huh?!\What's with that black-suited guy?\He should at least eat before he goes.\Nakiri?\Are you shivering? response:	I was just about to pay you a visit.
context: Arato-san, who was he?\He is Erina-sama's father.\Huh?!\What's with that black-suited guy?\He should at least eat before he goes.\Nakiri?\Are you shivering?\I was just about to pay you a visit. response:	This reception is a great honor.
context: He is Erina-sama's father.\Huh?!\What's with that black-suited guy?\He should at least eat before he goes.\Nakiri?\Are you shivering?\I was just about to pay you a visit.\This reception is a great honor. response:	You look well, Father.
context: Huh?!\What's with that black-suited guy?\He should at least eat before he goes.\Nakiri?\Are you shivering?\I was just about to pay you a visit.\This reception is a great honor.\You look well, Father. response:	Begone!
context: What's with that black-suited guy?\He should at least eat before he goes.\Nakiri?\Are you shivering?\I was just about to pay you a visit.\This reception is a great honor.\You look well, Father.\Begone! response:	You have no right to set foot in this place.
context: He should at least eat before he goes.\Nakiri?\Are you shivering?\I was just about to pay you a visit.\This reception is a great honor.\You look well, Father.\Begone!\You have no right to set foot in this place. response:	I told you that I forbid you from ever claiming the Nakiri name.
context: Nakiri?\Are you shivering?\I was just about to pay you a visit.\This reception is a great honor.\You look well, Father.\Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name. response:	I am the one who cultivated the God Tongue Erina was born with into its current form.
context: Are you shivering?\I was just about to pay you a visit.\This reception is a great honor.\You look well, Father.\Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form. response:	You may exile me,
context: I was just about to pay you a visit.\This reception is a great honor.\You look well, Father.\Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me, response:	but my lineage and education cannot be extinguished.
context: This reception is a great honor.\You look well, Father.\Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished. response:	My greatest mistake was to allow you to take care of Erina back then.
context: You look well, Father.\Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then. response:	The mistake is not yours alone.
context: Begone!\You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone. response:	Had I remained,
context: You have no right to set foot in this place.\I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained, response:	I would not have allowed Totsuki to devolve into what it is now
context: I told you that I forbid you from ever claiming the Nakiri name.\I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now response:	a place rife with unsightly, ordinary people.
context: I am the one who cultivated the God Tongue Erina was born with into its current form.\You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people. response:	Oh, Yukihira Soma.
context: You may exile me,\but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma. response:	There you are.
context: but my lineage and education cannot be extinguished.\My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are. response:	Oh, Rindo-senpai.
context: My greatest mistake was to allow you to take care of Erina back then.\The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai. response:	I saw a bunch of black cars race by,
context: The mistake is not yours alone.\Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by, response:	so I ran after them, wondering what the hell was going on.
context: Had I remained,\I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on. response:	We don't really know, either,
context: I would not have allowed Totsuki to devolve into what it is now\a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either, response:	but it sounds like Nakiri-san's father suddenly showed up.
context: a place rife with unsightly, ordinary people.\Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up. response:	Ah...
context: Oh, Yukihira Soma.\There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah... response:	At this academy, cooking is everything!
context: There you are.\Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything! response:	As long as you have the skills, anyone can climb the ladder.
context: Oh, Rindo-senpai.\I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder. response:	That is the Totsuki tradition.
context: I saw a bunch of black cars race by,\so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition. response:	Nonsense.
context: so I ran after them, wondering what the hell was going on.\We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense. response:	Allowing subpar students to fester here when the
context: We don't really know, either,\but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the response:	mission is to create true gourmet dining is sheer folly.
context: but it sounds like Nakiri-san's father suddenly showed up.\Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly. response:	That is not up to us to decide.
context: Ah...\At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide. response:	The ones who decide Totsuki's future are young chefs with might and talent!
context: At this academy, cooking is everything!\As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent! response:	Your solitary rant will change nothing!
context: As long as you have the skills, anyone can climb the ladder.\That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing! response:	The Totsuki Elite Ten Council have authority equal to,
context: That is the Totsuki tradition.\Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to, response:	and perhaps above, that of the academy's director.
context: Nonsense.\Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director. response:	Totsuki Elite Ten Council Urgent Summons
context: Allowing subpar students to fester here when the\mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons response:	For example, should a majority of the Elite Ten want something,
context: mission is to create true gourmet dining is sheer folly.\That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something, response:	it becomes a directive for the academy.
context: That is not up to us to decide.\The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy. response:	Yukihira Soma, which side would you pick?
context: The ones who decide Totsuki's future are young chefs with might and talent!\Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick? response:	Huh?
context: Your solitary rant will change nothing!\The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh? response:	Uh, I have no idea what's going on.
context: The Totsuki Elite Ten Council have authority equal to,\and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on. response:	Oh...
context: and perhaps above, that of the academy's director.\Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on.\Oh... response:	And here I thought you'd join us in a flash.
context: Totsuki Elite Ten Council Urgent Summons\For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash. response:	Also?
context: For example, should a majority of the Elite Ten want something,\it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash.\Also? response:	Wh-What's this?
context: it becomes a directive for the academy.\Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash.\Also?\Wh-What's this? response:	A majority of the Elite Ten agree that reform is needed.
context: Yukihira Soma, which side would you pick?\Huh?\Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash.\Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed. response:	The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.
context: Huh?\Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash.\Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten. response:	They support my appointment as the academy's new director.
context: Uh, I have no idea what's going on.\Oh...\And here I thought you'd join us in a flash.\Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director. response:	There's a new wave.
context: Oh...\And here I thought you'd join us in a flash.\Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave. response:	Riding that wave feels like the most exciting possibility.
context: And here I thought you'd join us in a flash.\Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility. response:	Kobayashi Rindo
context: Also?\Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo response:	Tsukasa
context: Wh-What's this?\A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa response:	The most powerful group in Totsuki Academy has turned traitor?!
context: A majority of the Elite Ten agree that reform is needed.\The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?! response:	By this time tomorrow, everything will be finalized.
context: The Council has resolved to appoint Nakiri Azami as the academy's new director. This measure was proposed by six of the Elite Ten.\They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized. response:	Here in the kingdom of gourmet dining, the jewel of Japan
context: They support my appointment as the academy's new director.\There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan response:	Totsuki
context: There's a new wave.\Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki response:	I will be the new ruler.
context: Riding that wave feels like the most exciting possibility.\Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki\I will be the new ruler. response:	Totsuki
context: Kobayashi Rindo\Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki\I will be the new ruler.\Totsuki response:	Food Wars
context: Tsukasa\The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki\I will be the new ruler.\Totsuki\Food Wars response:	The Third Plate
context: The most powerful group in Totsuki Academy has turned traitor?!\By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki\I will be the new ruler.\Totsuki\Food Wars\The Third Plate response:	Next Episode: The Imprisoned Queen
context: By this time tomorrow, everything will be finalized.\Here in the kingdom of gourmet dining, the jewel of Japan\Totsuki\I will be the new ruler.\Totsuki\Food Wars\The Third Plate\Next Episode: The Imprisoned Queen response:	I hope you savor the next episode!
