context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: That's good.\Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her!\What if we bumped into each other?!\How should I know?\Think for yourself. response:	NANA KOMATSU
context: Then no one will be there to get in our way.\But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her!\What if we bumped into each other?!\How should I know?\Think for yourself.\NANA KOMATSU response:	Ron!
context: But Nana seems to have lots of time lately.\She might wanna go.\Don't tell her!\What if we bumped into each other?!\How should I know?\Think for yourself.\NANA KOMATSU\Ron! response:	Jun chan ryan pei kou.
context: She might wanna go.\Don't tell her!\What if we bumped into each other?!\How should I know?\Think for yourself.\NANA KOMATSU\Ron!\Jun chan ryan pei kou. response:	JUN CHAN RYAN PEl KOU
context: Don't tell her!\What if we bumped into each other?!\How should I know?\Think for yourself.\NANA KOMATSU\Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU response:	No way! How come you're so good?!
context: What if we bumped into each other?!\How should I know?\Think for yourself.\NANA KOMATSU\Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?! response:	Oh my!
context: How should I know?\Think for yourself.\NANA KOMATSU\Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my! response:	Maybe because I trained for the role
context: Think for yourself.\NANA KOMATSU\Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my!\Maybe because I trained for the role response:	of this mysterious, invincible woman in the recent mahjongg movie.
context: NANA KOMATSU\Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie. response:	So you do stuff like that to get into your role!
context: Ron!\Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role! response:	That's awesome!
context: Jun chan ryan pei kou.\JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome! response:	In my next video,
context: JUN CHAN RYAN PEl KOU\No way! How come you're so good?!\Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome!\In my next video, response:	I star as the school nurse in an all-boys high school.
context: No way! How come you're so good?!\Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome!\In my next video,\I star as the school nurse in an all-boys high school. response:	Will you rehearse with me, Nobu?
context: Oh my!\Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome!\In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu? response:	Nurse uniform...
context: Maybe because I trained for the role\of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome!\In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform... response:	It's boring!
context: of this mysterious, invincible woman in the recent mahjongg movie.\So you do stuff like that to get into your role!\That's awesome!\In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform...\It's boring! response:	Hey, don't pout just because you can't win.
context: So you do stuff like that to get into your role!\That's awesome!\In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform...\It's boring!\Hey, don't pout just because you can't win. response:	What are you, a kid?
context: That's awesome!\In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform...\It's boring!\Hey, don't pout just because you can't win.\What are you, a kid? response:	Go ahead, call me a kid. Time for revenge, Yasu.
context: In my next video,\I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform...\It's boring!\Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu. response:	Aren't you gonna play, Nana?
context: I star as the school nurse in an all-boys high school.\Will you rehearse with me, Nobu?\Nurse uniform...\It's boring!\Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana? response:	- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?
context: Will you rehearse with me, Nobu?\Nurse uniform...\It's boring!\Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata? response:	Does he starch it himself?
context: Nurse uniform...\It's boring!\Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself? response:	- I don't know why, - The more you know about Yasu,
context: It's boring!\Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu, response:	- but Yuri's practically giving Nobuo... - the more he becomes a mystery.
context: Hey, don't pout just because you can't win.\What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery. response:	- a free pass to do it with her, - It's best not to try and figure him out.
context: What are you, a kid?\Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out. response:	so I'd better stay outta this.
context: Go ahead, call me a kid. Time for revenge, Yasu.\Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this. response:	I can't butt in.
context: Aren't you gonna play, Nana?\- I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in. response:	HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...
context: - I will later. I'm at a good part. - Does Yasu always sleep in a yukata?\Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL... response:	Hey Nobu, don't you have a girlfriend?
context: Does he starch it himself?\- I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend? response:	I had one, but she dumped me.
context: - I don't know why, - The more you know about Yasu,\- but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me. response:	Really? Then you must be lonely.
context: - but Yuri's practically giving Nobuo... - the more he becomes a mystery.\- a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely. response:	Yes.
context: - a free pass to do it with her, - It's best not to try and figure him out.\so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely.\Yes. response:	I'd sure like to comfort you.
context: so I'd better stay outta this.\I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely.\Yes.\I'd sure like to comfort you. response:	POURING
context: I can't butt in.\HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely.\Yes.\I'd sure like to comfort you.\POURING response:	DECLARING HIMSELF
context: HACHI OCTOBER 2622:31 TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL...\Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely.\Yes.\I'd sure like to comfort you.\POURING\DECLARING HIMSELF response:	DECLARING HIMSELF I'm lonely too, Yuri.
context: Hey Nobu, don't you have a girlfriend?\I had one, but she dumped me.\Really? Then you must be lonely.\Yes.\I'd sure like to comfort you.\POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri. response:	DECLARING HIMSELF
context: I had one, but she dumped me.\Really? Then you must be lonely.\Yes.\I'd sure like to comfort you.\POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF response:	DECLARING HIMSELF What are you saying, baldy?!
context: Really? Then you must be lonely.\Yes.\I'd sure like to comfort you.\POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?! response:	I'm joking.
context: Yes.\I'd sure like to comfort you.\POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking. response:	Well then, a threesome!
context: I'd sure like to comfort you.\POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome! response:	No way!
context: POURING\DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome!\No way! response:	No way!
context: DECLARING HIMSELF\DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome!\No way!\No way! response:	NO WAY! No way!
context: DECLARING HIMSELF I'm lonely too, Yuri.\DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome!\No way!\No way!\NO WAY! No way! response:	Hey, Nobuo.
context: DECLARING HIMSELF\DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome!\No way!\No way!\NO WAY! No way!\Hey, Nobuo. response:	Why are you talking like Hachiko?
context: DECLARING HIMSELF What are you saying, baldy?!\I'm joking.\Well then, a threesome!\No way!\No way!\NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko? response:	Oh no...
context: I'm joking.\Well then, a threesome!\No way!\No way!\NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko?\Oh no... response:	The beautiful Yuri is starting to look like Hachi.
context: Well then, a threesome!\No way!\No way!\NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi. response:	Even her hairstyle is kinda similar.
context: No way!\No way!\NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar. response:	HALLUCINATING? Even her hairstyle is kinda similar.
context: No way!\NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar. response:	AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.
context: NO WAY! No way!\Hey, Nobuo.\Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar. response:	AND SIMILAR PAJAMAS TOO...
context: Hey, Nobuo.\Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... response:	AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?
context: Why are you talking like Hachiko?\Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow? response:	Hey, Yasu. Do you know what our schedule is for tomorrow?
context: Oh no...\The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow? response:	Ginpei was telling us on our way back, remember?
context: The beautiful Yuri is starting to look like Hachi.\Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember? response:	In the morning, we're giving comments to be aired on TV.
context: Even her hairstyle is kinda similar.\HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV. response:	In the afternoon, there's a photo shoot for posters,
context: HALLUCINATING? Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters, response:	at six, we have a magazine interview,
context: AND SIMILAR PAJAMAS TOO... Even her hairstyle is kinda similar.\AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview, response:	and then at ten, we'll be on a live radio show.
context: AND SIMILAR PAJAMAS TOO...\AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show. response:	That sounds tough. You should probably get to bed.
context: AND SIMILAR PAJAMAS TOO... Hey, Yasu. Do you know what our schedule is for tomorrow?\Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed. response:	No, I won't let you win and run.
context: Hey, Yasu. Do you know what our schedule is for tomorrow?\Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run. response:	I'll exact Shin's revenge.
context: Ginpei was telling us on our way back, remember?\In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge. response:	Talk big all you want while you still can.
context: In the morning, we're giving comments to be aired on TV.\In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can. response:	THEY'RE OUT OF CHARACTER
context: In the afternoon, there's a photo shoot for posters,\at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER response:	THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?
context: at six, we have a magazine interview,\and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six? response:	Can't we cancel that interview at six?
context: and then at ten, we'll be on a live radio show.\That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six? response:	What are you saying?!
context: That sounds tough. You should probably get to bed.\No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?! response:	Can't we do it some other day?
context: No, I won't let you win and run.\I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day? response:	Impossible!
context: I'll exact Shin's revenge.\Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day?\Impossible! response:	But Hachi's just invited us all to the fireworks festival.
context: Talk big all you want while you still can.\THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival. response:	Who's... this Hachi?
context: THEY'RE OUT OF CHARACTER\THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi? response:	TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.
context: THEY'RE OUT OF CHARACTER Can't we cancel that interview at six?\Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON. response:	THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.
context: Can't we cancel that interview at six?\What are you saying?!\Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT. response:	Nobuo!
context: What are you saying?!\Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo! response:	You'll go, right? Or rather, we're going!
context: Can't we do it some other day?\Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going! response:	Nana, calm down.
context: Impossible!\But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down. response:	You can't! You've got work, right?!
context: But Hachi's just invited us all to the fireworks festival.\Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?! response:	If it's a magazine interview, I'm sure they'll reschedule if you ask.
context: Who's... this Hachi?\TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask. response:	But it doesn't seem like such a good idea
context: TOMORROW FROM 6:15, THEY'RE HAVING THE FIREWORKS FESTIVAL AT TAMAGAWA THAT GOT CANCELED LAST SUMMER BECAUSE OF THE TYPHOON.\THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea response:	for all of them to go out in public.
context: THIS IS LIKE A DREAM. I WAS THINKING HOW GREAT IT WOULD BE IF WE COULD ALL GO TOGETHER. BUT I GUESS I AM DREAMING TO THINK THAT.\Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public. response:	It'll be fine if they disguise themselves.
context: Nobuo!\You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves. response:	Shin! Hurry and text her back!
context: You'll go, right? Or rather, we're going!\Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back! response:	BUT... Shin! Hurry and text her back!
context: Nana, calm down.\You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back! response:	BUT...
context: You can't! You've got work, right?!\If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT... response:	BUT... What should I say?
