context: Strawberry Custard Danish response:	Green Tea
context: I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again! response:	Master! I'm sorry I called you a nincompoop!
context: we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop! response:	Master!
context: As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master! response:	I will follow you for the rest of my life!
context: If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life! response:	Tanaka! What have you done to Myaano?!
context: It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?! response:	Thanks, Ohta-kun.
context: I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun. response:	No, I'm sorry I didn't realize sooner.
context: You're very forgiving, despite how you look, Tanaka!\I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner. response:	I'm sorry, Tanaka-kun.
context: I'm so relieved. I thought you'd never speak to us again!\Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun. response:	I've caused you a lot of trouble.
context: Master! I'm sorry I called you a nincompoop!\Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble. response:	Don't worry about it.
context: Master!\I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it. response:	It made me realize some important things.
context: I will follow you for the rest of my life!\Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things. response:	But everyone's reactions when they thought I had a girlfriend...
context: Tanaka! What have you done to Myaano?!\Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend... response:	If it causes that much drama, I'd rather not ever have a girlfriend.
context: Thanks, Ohta-kun.\No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend. response:	What's wrong?
context: No, I'm sorry I didn't realize sooner.\I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend.\What's wrong? response:	Nothing...
context: I'm sorry, Tanaka-kun.\I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend.\What's wrong?\Nothing... response:	I know they say you reap what you sow, but...
context: I've caused you a lot of trouble.\Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend.\What's wrong?\Nothing...\I know they say you reap what you sow, but... response:	Not... Not ever?!
context: Don't worry about it.\It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend.\What's wrong?\Nothing...\I know they say you reap what you sow, but...\Not... Not ever?! response:	No, I decided not to rush things. I'm going to take my time.
context: It made me realize some important things.\But everyone's reactions when they thought I had a girlfriend...\If it causes that much drama, I'd rather not ever have a girlfriend.\What's wrong?\Nothing...\I know they say you reap what you sow, but...\Not... Not ever?!\No, I decided not to rush things. I'm going to take my time. response:	Tanaka-kun Is Always Listless
