context: Spring is almost here, isn't it? response:	Yeah, spring...
context: I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my. response:	Good grief.
context: I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my.\Good grief. response:	Though I'm sure each of them will be unique...
context: I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my.\Good grief.\Though I'm sure each of them will be unique... response:	That's right.
context: I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my.\Good grief.\Though I'm sure each of them will be unique...\That's right. response:	They'll become fairies, bringing new wonders to Neo-Venezia.
context: It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my.\Good grief.\Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia. response:	And then, the torch will be passed, won't it?
context: I'm sure Akira will cry.\Wha-?! Who's going to cry?!\My, my.\Good grief.\Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it? response:	Yeah.
context: Wha-?! Who's going to cry?!\My, my.\Good grief.\Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah. response:	Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.
context: My, my.\Good grief.\Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors. response:	But Akari, your true colors are...
context: Good grief.\Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are... response:	A shore awash in golden waves Kin no nami kishibe ni
context: Though I'm sure each of them will be unique...\That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: That's right.\They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: They'll become fairies, bringing new wonders to Neo-Venezia.\And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: And then, the torch will be passed, won't it?\Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Yeah.\Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: Akari, it seems like spring in Neo-Venezia helps bring out everyone's true colors.\But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: But Akari, your true colors are...\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
