context: You're Lilah? response:	Arnold?
context: It scares me. It really does. It really frightens me.\I don't think that I want to be intimate...\I'm telling you, we have nothing to judge from.\All the way back in history, I'm sure the Garden of Eden was a mess.\I'm sure that Adam was an insensitive lover.\He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost. response:	Stand back, darling, I don't know how big this thing gets.
context: I don't think that I want to be intimate...\I'm telling you, we have nothing to judge from.\All the way back in history, I'm sure the Garden of Eden was a mess.\I'm sure that Adam was an insensitive lover.\He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets. response:	Thanks. Thank you.
context: I'm telling you, we have nothing to judge from.\All the way back in history, I'm sure the Garden of Eden was a mess.\I'm sure that Adam was an insensitive lover.\He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you. response:	- You okay? - Yeah.
context: All the way back in history, I'm sure the Garden of Eden was a mess.\I'm sure that Adam was an insensitive lover.\He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah. response:	She did good.
context: I'm sure that Adam was an insensitive lover.\He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah.\She did good. response:	You know what? I feel so much better. I can't thank you enough.
context: He kept referring to their lovemaking as getting some rib.\He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough. response:	Thank you.
context: He had no clue what he was doing.\He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you. response:	Thank you.
context: He was completely lost.\Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you. response:	Let's hear it for Lilah Krytsick. All right.
context: Stand back, darling, I don't know how big this thing gets.\Thanks. Thank you.\- You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right. response:	Incredible. Fabulous, Lilah.
context: Thanks. Thank you.\- You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah. response:	This next comedian has been waiting...
context: - You okay? - Yeah.\She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting... response:	- Go kill them. - You didn't make it easy.
context: She did good.\You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy. response:	- I think you can handle it. - Just watch me.
context: You know what? I feel so much better. I can't thank you enough.\Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me. response:	Ladies and gentlemen, Steven Gold.
context: Thank you.\Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold. response:	Let's hear it for Steven Gold.
context: Thank you.\Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold. response:	Thank you.
context: Let's hear it for Lilah Krytsick. All right.\Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you. response:	Good evening, ladies and gentlemen. Great.
context: Incredible. Fabulous, Lilah.\This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great. response:	Great!
context: This next comedian has been waiting...\- Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great.\Great! response:	I blew it already. Good evening, ladies and gentlemen.
context: - Go kill them. - You didn't make it easy.\- I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen. response:	Can you get any more trite or boring than that?
context: - I think you can handle it. - Just watch me.\Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that? response:	I don't think so.
context: Ladies and gentlemen, Steven Gold.\Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so. response:	Here I am, trying to impress these...
context: Let's hear it for Steven Gold.\Thank you.\Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these... response:	Something completely forgettable when what I'm trying to do...
context: Thank you.\Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do... response:	How about these judges?
context: Good evening, ladies and gentlemen. Great.\Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges? response:	Hail, Caesar! Hail, Caesar!
context: Great!\I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar! response:	I am Spartacus! I am Spartacus!
context: I blew it already. Good evening, ladies and gentlemen.\Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus! response:	Why don't we get to know our judges personally, shall we?
context: Can you get any more trite or boring than that?\I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we? response:	They are: Larry, Moe, Curly Joe... I'm kidding around.
context: I don't think so.\Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around. response:	Seriously, Chico, Harpo, Zeppo. All right, cut it out.
context: Here I am, trying to impress these...\Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out. response:	Fred, Wilma, Barney... Will you knock it off?
context: Something completely forgettable when what I'm trying to do...\How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off? response:	I'm funny. Okay, Lassie, Benji, Rin Tin Tin.
context: How about these judges?\Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin. response:	Some well-dressed guy.
context: Hail, Caesar! Hail, Caesar!\I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy. response:	Next to him, his homosexual Svengali lover.
context: I am Spartacus! I am Spartacus!\Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover. response:	A woman.
context: Why don't we get to know our judges personally, shall we?\They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman. response:	Some guy who got thrown out of radio. Is that the lowest?
context: They are: Larry, Moe, Curly Joe... I'm kidding around.\Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest? response:	And, of course, Robyn Green.
context: Seriously, Chico, Harpo, Zeppo. All right, cut it out.\Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green. response:	Robyn Green, when he appeared right here on this very stage...
context: Fred, Wilma, Barney... Will you knock it off?\I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage... response:	Ladies and gentlemen, the comedy stylings of Robyn Green.
context: I'm funny. Okay, Lassie, Benji, Rin Tin Tin.\Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green. response:	Comedy stylings? What did that mean? Like, he's not a dermatologist.
context: Some well-dressed guy.\Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist. response:	He's a skin stylist.
context: Next to him, his homosexual Svengali lover.\A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist. response:	Not a dentist, but a tooth stylist.
context: A woman.\Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist. response:	Not a barber, but a barb stylist. A hair stylist.
context: Some guy who got thrown out of radio. Is that the lowest?\And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist. response:	A hair stylist.
context: And, of course, Robyn Green.\Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist. response:	I guess that would be right.
context: Robyn Green, when he appeared right here on this very stage...\Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right. response:	Who wants to be a comedian anyway?
context: Ladies and gentlemen, the comedy stylings of Robyn Green.\Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway? response:	When I was a kid, I wanted to be a superhero.
context: Comedy stylings? What did that mean? Like, he's not a dermatologist.\He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero. response:	I wanted to live in a super fortress.
context: He's a skin stylist.\Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress. response:	Even though some superheroes have pretty jive powers.
context: Not a dentist, but a tooth stylist.\Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers. response:	Aqua Man? Aqua Man can breathe underwater and talk to fish.
context: Not a barber, but a barb stylist. A hair stylist.\A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish. response:	These are super powers?
context: A hair stylist.\I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers? response:	Wonder Woman? Wonder Woman flew an invisible jet.
context: I guess that would be right.\Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet. response:	How did she find it?
context: Who wants to be a comedian anyway?\When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it? response:	She stumbled around the runway until she got lucky? Oh, here it is.
context: When I was a kid, I wanted to be a superhero.\I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is. response:	What did the control tower tell her? We think you have clearance.
context: I wanted to live in a super fortress.\Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance. response:	Can anybody be a superhero?
context: Even though some superheroes have pretty jive powers.\Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero? response:	Table Man.
context: Aqua Man? Aqua Man can breathe underwater and talk to fish.\These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man. response:	He solves crimes at dinner for four.
context: These are super powers?\Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four. response:	The Motorcycle Guy. His helmet has secret compartments.
context: Wonder Woman? Wonder Woman flew an invisible jet.\How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments. response:	Big Lady. Criminals flee. Who wouldn't?
context: How did she find it?\She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't? response:	New York cab drivers are required to have chauffeurs' licenses.
context: She stumbled around the runway until she got lucky? Oh, here it is.\What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses. response:	Now, what is the point of this? Stop the honking.
context: What did the control tower tell her? We think you have clearance.\Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking. response:	I brake for human beings. So shoot me.
context: Can anybody be a superhero?\Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me. response:	I can't just run the old lady down.
context: Table Man.\He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down. response:	Okay, people, next stop, Empire State Building.
context: He solves crimes at dinner for four.\The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building. response:	You know how to get there? Practice, practice.
context: The Motorcycle Guy. His helmet has secret compartments.\Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice. response:	I don't hate taxi drivers. I don't hate anybody.
context: Big Lady. Criminals flee. Who wouldn't?\New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody. response:	The world is far too confusing a place to hate anybody.
context: New York cab drivers are required to have chauffeurs' licenses.\Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody. response:	I don't even hate that clown at the bank who tells me...
context: Now, what is the point of this? Stop the honking.\I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me... response:	Or that jerk at the supermarket. Or those idiots on the subway.
context: I brake for human beings. So shoot me.\I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway. response:	Or these geniuses who broke up the phone company.
context: I can't just run the old lady down.\Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company. response:	Or trendsetters. I don't hate trendsetters.
context: Okay, people, next stop, Empire State Building.\You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters. response:	People who tell us what is hot and what is not.
context: You know how to get there? Practice, practice.\I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not. response:	Don't tell me what to do! I don't hate them.
context: I don't hate taxi drivers. I don't hate anybody.\The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them. response:	Don't tell me what to do! I'm not wearing bellbottoms.
context: The world is far too confusing a place to hate anybody.\I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms. response:	I am not wearing them again!
context: I don't even hate that clown at the bank who tells me...\Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again! response:	I don't care if the Prince of Morocco is wearing them.
context: Or that jerk at the supermarket. Or those idiots on the subway.\Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them. response:	I know, he doesn't have to live here. I do.
context: Or these geniuses who broke up the phone company.\Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do. response:	I don't hate trendsetters. Or debutantes!
context: Or trendsetters. I don't hate trendsetters.\People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes! response:	I don't hate debutantes!
context: People who tell us what is hot and what is not.\Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes! response:	I don't hate young, rich, white...
context: Don't tell me what to do! I don't hate them.\Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white... response:	I don't even care about debutantes.
context: Don't tell me what to do! I'm not wearing bellbottoms.\I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes. response:	They spend S1,000 on their hair. So what? They're debutantes.
context: I am not wearing them again!\I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes. response:	They're wearing priceless diamond tiaras. So what? They're debutantes!
context: I don't care if the Prince of Morocco is wearing them.\I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes! response:	They have opinions on world hunger. Who cares? They're debutantes!
context: I know, he doesn't have to live here. I do.\I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes! response:	They're having a coming-out party? They're coming out of a Rolls Royce.
context: I don't hate trendsetters. Or debutantes!\I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce. response:	What does this have to do with life as we know it?
context: I don't hate debutantes!\I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it? response:	I don't hate debutantes!
context: I don't hate young, rich, white...\I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes! response:	I don't hate anybody.
context: I don't even care about debutantes.\They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody. response:	I'm not a hate-monger.
context: They spend S1,000 on their hair. So what? They're debutantes.\They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger. response:	I'm more of a hate-stylist, if you will. Thank you very much.
context: They're wearing priceless diamond tiaras. So what? They're debutantes!\They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much. response:	Thank you.
