context: J To catch them is my real test J response:	J To train them is my cause J
context: Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend! response:	You guys up for the Pokerap?
context: Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap? response:	There's 150 Pokemon. You got to name them all.
context: Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all. response:	I'm doing 32 today, so try to keep up.
context: -Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up. response:	J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J
context: -Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J response:	J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J
context: Its on our side now!\One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J response:	J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J
context: One more adventure, one more new friend,\but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J response:	J Gotta catch'em, gotta catch'em all J
context: but theres much more excitement waiting just around the bend!\You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J response:	J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J
context: You guys up for the Pokerap?\There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J response:	J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J
context: There's 150 Pokemon. You got to name them all.\I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J response:	J To be a Pokemon Master is my destiny J
context: I'm doing 32 today, so try to keep up.\J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J\J To be a Pokemon Master is my destiny J response:	All right, howd you do?
context: J Catch'em, catch'em, catch'em Gotta catch'em all, Pokemon J\J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J\J To be a Pokemon Master is my destiny J\All right, howd you do? response:	Loosen those lips. Shake out that tongue!
context: J Zubat, Primeape, Meowth, Onix Geodude, Rapidash, Magneton, Snorlax J\J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J\J To be a Pokemon Master is my destiny J\All right, howd you do?\Loosen those lips. Shake out that tongue! response:	Give it a rest. Todays song is sung. Well be back tomorrow!
context: J Gengar, Tangela, Goldeen, Spearow Weezing, Seel, Gyarados, Slowbro J\J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J\J To be a Pokemon Master is my destiny J\All right, howd you do?\Loosen those lips. Shake out that tongue!\Give it a rest. Todays song is sung. Well be back tomorrow! response:	J Catch'em, catch'em, gotta catch'em all, J
context: J Gotta catch'em, gotta catch'em all J\J Kabuto, Persian, Paras, Horsea Raticate, Magnemite, Kadabra, Weepinbell J\J Ditto, Cloyster, Caterpie, Sandshrew Bulbasaur, Charmander, Golem, Pikachu J\J To be a Pokemon Master is my destiny J\All right, howd you do?\Loosen those lips. Shake out that tongue!\Give it a rest. Todays song is sung. Well be back tomorrow!\J Catch'em, catch'em, gotta catch'em all, J response:	J Gotta catch'em all, Pokemon! J
