context: A celestial nymph? response:	Uh, hi...
context: All that matters to me is that you remain where I can see you.\What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	You guys awake?
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\You guys awake? response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\You guys awake?\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\You guys awake?\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\You guys awake?\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\You guys awake?\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\You guys awake?\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\You guys awake?\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: You guys awake?\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield response:	I got a map of the compound from Brother Suirou.
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou. response:	Tomorrow's the day we're sneaking in.
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in. response:	Ooh!
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh! response:	A powerful barrier surrounds the facility.
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility. response:	We don't stand a chance of getting in unless we're invited as guests.
context: Using the screen as a shield\Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests. response:	There's likely to be even more layers of barriers set up inside.
context: Using the screen as a shield\Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside. response:	The caster is Brother Jirou, the Master of the Hall.
context: Using the screen as a shield\I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall. response:	Once we're inside, we'll split up.
context: I got a map of the compound from Brother Suirou.\Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up. response:	One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.
context: Tomorrow's the day we're sneaking in.\Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire. response:	Surely, it would be faster to simply do away with Jirou.
context: Ooh!\A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou. response:	No!
context: A powerful barrier surrounds the facility.\We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No! response:	I don't want to injure anyone in the compound.
context: We don't stand a chance of getting in unless we're invited as guests.\There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound. response:	And there lies the problem: how do we get Brother Jirou's side to invite us?
context: There's likely to be even more layers of barriers set up inside.\The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us? response:	E-Excuse me, Master Shinjurou.
context: The caster is Brother Jirou, the Master of the Hall.\Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou. response:	What the heck? You were still around, Botanmaru?
context: Once we're inside, we'll split up.\One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru? response:	I-I...
context: One group will get Brother Jirou drunk with this medicinal liquor, while the other group finds my sire.\Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I... response:	Please allow me to help out as well!
context: Surely, it would be faster to simply do away with Jirou.\No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well! response:	Botanmaru...
context: No!\I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well!\Botanmaru... response:	No. You stay here with Brother Suirou.
context: I don't want to injure anyone in the compound.\And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou. response:	If something goes wrong, there's no guarantee that I can keep you safe.
context: And there lies the problem: how do we get Brother Jirou's side to invite us?\E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe. response:	But if we're splitting into two groups, it'd be better to have more people.
context: E-Excuse me, Master Shinjurou.\What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people. response:	Right, and as for who deals with Jirou and who searches for my sire...
context: What the heck? You were still around, Botanmaru?\I-I...\Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire... response:	Naturally, I will go with Nanami and search for Soujoubou.
context: I-I...\Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou. response:	I am her familiar.
context: Please allow me to help out as well!\Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar. response:	You keep this Jirou fellow busy by yourself.
context: Botanmaru...\No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself. response:	By myself?!
context: No. You stay here with Brother Suirou.\If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?! response:	Now hold on a second.
context: If something goes wrong, there's no guarantee that I can keep you safe.\But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second. response:	Let's be more flexible in our thinking here, fox.
context: But if we're splitting into two groups, it'd be better to have more people.\Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox. response:	Jirou knows what Nanami looks like.
context: Right, and as for who deals with Jirou and who searches for my sire...\Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like. response:	M-Master Shinjurou, please allow me to accompany you!
context: Naturally, I will go with Nanami and search for Soujoubou.\I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you! response:	I said no, didn't I?!
context: I am her familiar.\You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?! response:	Hang in there, Botanmaru!
context: You keep this Jirou fellow busy by yourself.\By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru! response:	You stinking fox!
context: By myself?!\Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox! response:	A crow should deal with the crow!
context: Now hold on a second.\Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow! response:	Nanami is a fool, so she is useless if I am not by her side.
context: Let's be more flexible in our thinking here, fox.\Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side. response:	How dare you badmouth me so casually?!
context: Jirou knows what Nanami looks like.\M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?! response:	I don't need you to come with me!
context: M-Master Shinjurou, please allow me to accompany you!\I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me! response:	I'll...
context: I said no, didn't I?!\Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me!\I'll... response:	look for Soujoubou with Botanmaru.
context: Hang in there, Botanmaru!\You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru. response:	You two can keep Jirou distracted, okay?
context: You stinking fox!\A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay? response:	You've gotta be joking!
context: A crow should deal with the crow!\Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking! response:	Not at all!
context: Nanami is a fool, so she is useless if I am not by her side.\How dare you badmouth me so casually?!\I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all! response:	I just had a great idea!
context: How dare you badmouth me so casually?!\I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all!\I just had a great idea! response:	The perfect way to get Jirou to invite us in!
context: I don't need you to come with me!\I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in! response:	Nanami, that fool...
context: I'll...\look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool... response:	I was wondering what she would say, and... How is that a great plan?!
context: look for Soujoubou with Botanmaru.\You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?! response:	She never says anything good when she has that grin on her face.
context: You two can keep Jirou distracted, okay?\You've gotta be joking!\Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face. response:	There she goes again.
context: You've gotta be joking!\Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again. response:	Snug
context: Not at all!\I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again.\Snug response:	This chit of a girl...
context: I just had a great idea!\The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again.\Snug\This chit of a girl... response:	What about her did I fall for?
context: The perfect way to get Jirou to invite us in!\Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again.\Snug\This chit of a girl...\What about her did I fall for? response:	Potty...
context: Nanami, that fool...\I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again.\Snug\This chit of a girl...\What about her did I fall for?\Potty... response:	Gotta... potty...
context: I was wondering what she would say, and... How is that a great plan?!\She never says anything good when she has that grin on her face.\There she goes again.\Snug\This chit of a girl...\What about her did I fall for?\Potty...\Gotta... potty... response:	That Nanami...
context: She never says anything good when she has that grin on her face.\There she goes again.\Snug\This chit of a girl...\What about her did I fall for?\Potty...\Gotta... potty...\That Nanami... response:	After she was trembling so hard earlier in the day...
context: There she goes again.\Snug\This chit of a girl...\What about her did I fall for?\Potty...\Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day... response:	I'll go with Botanmaru, so I'll leave the rest to you.
context: Snug\This chit of a girl...\What about her did I fall for?\Potty...\Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you. response:	You better not take advantage of the darkness and come molest me!
context: This chit of a girl...\What about her did I fall for?\Potty...\Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me! response:	As if I would!
context: What about her did I fall for?\Potty...\Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would! response:	Dammit!
context: Potty...\Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would!\Dammit! response:	She should just quietly allow me to protect her.
context: Gotta... potty...\That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would!\Dammit!\She should just quietly allow me to protect her. response:	Because that is the only thing I can do for her.
context: That Nanami...\After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would!\Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her. response:	Hey! Your bed is over there!
context: After she was trembling so hard earlier in the day...\I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would!\Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there! response:	All that matters to me is that you remain where I can see you.
context: I'll go with Botanmaru, so I'll leave the rest to you.\You better not take advantage of the darkness and come molest me!\As if I would!\Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you. response:	So rest easy.
context: You better not take advantage of the darkness and come molest me!\As if I would!\Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy. response:	My heart and mind...
context: As if I would!\Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind... response:	They were supposed to remain unperturbed.
context: Dammit!\She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind...\They were supposed to remain unperturbed. response:	T-Tomoe! What are you doing in my bed?!
context: She should just quietly allow me to protect her.\Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?! response:	Your bed is over there.
context: Because that is the only thing I can do for her.\Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there. response:	P-Please excuse me!
context: Hey! Your bed is over there!\All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me! response:	That scared me so much!
context: All that matters to me is that you remain where I can see you.\So rest easy.\My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me!\That scared me so much! response:	But I have this feeling, like he was holding me in his arms...
context: So rest easy.\My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms... response:	Did I imagine that?
context: My heart and mind...\They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that? response:	Or was it...
context: They were supposed to remain unperturbed.\T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it... response:	Such a dereliction of duty, fox.
context: T-Tomoe! What are you doing in my bed?!\Your bed is over there.\P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it...\Such a dereliction of duty, fox. response:	You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?
context: Your bed is over there.\P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now? response:	Kurama! You look like a god! An evil one!
context: P-Please excuse me!\That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one! response:	Well, yeah.
context: That scared me so much!\But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah. response:	The crow who left the village returns as a land god?
