context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now. response:	I'm gonna work hard starting tomorrow!
context: S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow! response:	You smell like a gym!
context: They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym! response:	If you're gonna weight lift, do it in your own house!
context: Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house! response:	What are you saying? We're a team, right?
context: Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right? response:	Here, you try!
context: I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try! response:	You like pink, right?
context: Fairy Tail really is an amazing guild.\And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try!\You like pink, right? response:	Sure, but I don't care about barbells!
context: And I think I know how everyone ranks in power about now.\I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try!\You like pink, right?\Sure, but I don't care about barbells! response:	We've got to get more powerful if we're gonna beat Erza and Laxus.
context: I'm gonna work hard starting tomorrow!\You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try!\You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus. response:	Aye, sir!
context: You smell like a gym!\If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try!\You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir! response:	It doesn't matter to me, now leave!
context: If you're gonna weight lift, do it in your own house!\What are you saying? We're a team, right?\Here, you try!\You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave! response:	We're gonna train all night!
context: What are you saying? We're a team, right?\Here, you try!\You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night! response:	Somebody save me!
context: Here, you try!\You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me! response:	I decided.
context: You like pink, right?\Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me!\I decided. response:	Let's do an S class quest, Lucy!
context: Sure, but I don't care about barbells!\We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me!\I decided.\Let's do an S class quest, Lucy! response:	S class!
context: We've got to get more powerful if we're gonna beat Erza and Laxus.\Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me!\I decided.\Let's do an S class quest, Lucy!\S class! response:	How'd you get that?
context: Aye, sir!\It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me!\I decided.\Let's do an S class quest, Lucy!\S class!\How'd you get that? response:	I thought you couldn't go up to the second floor?
context: It doesn't matter to me, now leave!\We're gonna train all night!\Somebody save me!\I decided.\Let's do an S class quest, Lucy!\S class!\How'd you get that?\I thought you couldn't go up to the second floor? response:	We went up and took one.
context: We're gonna train all night!\Somebody save me!\I decided.\Let's do an S class quest, Lucy!\S class!\How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one. response:	Cat burglar!
context: Somebody save me!\I decided.\Let's do an S class quest, Lucy!\S class!\How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar! response:	Well, it's our first time, so we picked the cheapest one.
context: I decided.\Let's do an S class quest, Lucy!\S class!\How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one. response:	Even so, it's still 7 million jewel!
context: Let's do an S class quest, Lucy!\S class!\How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel! response:	No way! We don't have permission to do an S class.
context: S class!\How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class. response:	If we do this right, then gramps'll have to recognize us.
context: How'd you get that?\I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us. response:	Really, you're always doing crazy things like this.
context: I thought you couldn't go up to the second floor?\We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this. response:	At least follow the rules of your own guild.
context: We went up and took one.\Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild. response:	If I do that, I'll never get to go up to the second floor!
context: Cat burglar!\Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor! response:	Anyway, I can't go. You two enjoy yourselves.
context: Well, it's our first time, so we picked the cheapest one.\Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves. response:	It's a job where we're supposed to rescue an island.
context: Even so, it's still 7 million jewel!\No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island. response:	An island?
context: No way! We don't have permission to do an S class.\If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island? response:	Galuna, the cursed island!
context: If we do this right, then gramps'll have to recognize us.\Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island! response:	Now I'm definitely not going!
context: Really, you're always doing crazy things like this.\At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island!\Now I'm definitely not going! response:	Even if I offer to give you half the fish?
context: At least follow the rules of your own guild.\If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish? response:	That's not an incentive!
context: If I do that, I'll never get to go up to the second floor!\Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive! response:	Tch. We're leaving.
context: Anyway, I can't go. You two enjoy yourselves.\It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving. response:	Aye.
context: It's a job where we're supposed to rescue an island.\An island?\Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving.\Aye. response:	Go cool your heads a little, sheesh.
context: An island?\Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh. response:	Hey! Leave using the door!
context: Galuna, the cursed island!\Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door! response:	They left the poster!
context: Now I'm definitely not going!\Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster! response:	Wait, now it looks like I stole it!
context: Even if I offer to give you half the fish?\That's not an incentive!\Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it! response:	What am I going to do?
context: That's not an incentive!\Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it!\What am I going to do? response:	No, way! You also get one of the 12 Gold Gate keys?
context: Tch. We're leaving.\Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys? response:	Natsu, Happy, wait!
context: Aye.\Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait! response:	Oh, no!
context: Go cool your heads a little, sheesh.\Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no! response:	One of the requests on the second floor disappeared!
context: Hey! Leave using the door!\They left the poster!\Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared! response:	Take me away to someplace!
context: They left the poster!\Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace! response:	Let's ride on a tin horse, just the two of us.
context: Wait, now it looks like I stole it!\What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us. response:	(Go!Go! Let's go! Romance)
context: What am I going to do?\No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance) response:	It's sad that my beloved doll can't talk to me...
context: No, way! You also get one of the 12 Gold Gate keys?\Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me... response:	(Go!Go! Let's go! Romance)
context: Natsu, Happy, wait!\Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance) response:	Every time I think of you tears start to flow...
context: Oh, no!\One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow... response:	I'm a crybaby, aren't I?
context: One of the requests on the second floor disappeared!\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I? response:	In the moon (the moon) at night (at night)
context: Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night) response:	I'm always (I'm always)
context: Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always) response:	searching for the rabbit!
context: (Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit! response:	I'm at a loss for words (Hey! Hey! Hey!)
context: It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!) response:	so much it's like I'm under a spell.
context: (Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell. response:	This love is a monologue
context: Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue response:	from which I'll never awaken.
context: I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken. response:	I'm at a loss for words (Hey! Hey! Hey!)
context: In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!) response:	since I've completely fallen in love.
context: I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love. response:	I wonder what spell I could chant,
context: searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant, response:	to get through to you?
context: I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you? response:	The perfect thing to say.
context: so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say. response:	Spouting this and that,
context: This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that, response:	I just love you like crazy!
context: from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy! response:	One day I want to be able to tell you
context: I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you response:	You got me.
context: since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me. response:	My words of thanks.
context: I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks. response:	There's nothing more to say!
context: to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say! response:	Natsu, which should we do?
context: The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, which should we do? response:	Good question.
context: Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, which should we do?\Good question. response:	It's our first time, so let's do the simplest one.
context: I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one. response:	Aye.
context: One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one.\Aye. response:	Then how about this Galuna Island one?
context: You got me.\My words of thanks.\There's nothing more to say!\Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one? response:	I bet that Lucy would want this extra reward.
context: My words of thanks.\There's nothing more to say!\Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward. response:	Yeah, this is good!
context: There's nothing more to say!\Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward.\Yeah, this is good! response:	Let's decide on this one.
context: Natsu, which should we do?\Good question.\It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward.\Yeah, this is good!\Let's decide on this one. response:	Aye!
context: Good question.\It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward.\Yeah, this is good!\Let's decide on this one.\Aye! response:	Next time: The Cursed Island!
context: It's our first time, so let's do the simplest one.\Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward.\Yeah, this is good!\Let's decide on this one.\Aye!\Next time: The Cursed Island! response:	Okay! Let's go lift weights at Lucy's house until we go on the job!
context: Aye.\Then how about this Galuna Island one?\I bet that Lucy would want this extra reward.\Yeah, this is good!\Let's decide on this one.\Aye!\Next time: The Cursed Island!\Okay! Let's go lift weights at Lucy's house until we go on the job! response:	Nothing like a work out to get you invigorated!
