context: I'm back! response:	No one's home?
context: You've been useless the whole time.\Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification? response:	I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,
context: Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place, response:	so it's not like you need to resear
context: I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear response:	Wha
context: I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha response:	What are you doing?!
context: What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha\What are you doing?! response:	When he first finds Shiori-chan, she's standing in the pouring rain.
context: Not really.\I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain. response:	Pinned down by the debris, her screams for help are heard by no one.
context: I'm just a bit annoyed at having to pay for your research.\Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one. response:	She's cold, and losing hope...
context: Aren't you just doing this for your own self-gratification?\I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope... response:	The main character is the only one who hears her voice.
context: I don't know what the editor told you, but your story is just ideas out of your eroge in the first place,\so it's not like you need to resear\Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice. response:	Well?
context: so it's not like you need to resear\Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice.\Well? response:	Pretty powerful scene, right?
context: Wha\What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right? response:	I'm not doing this for self-gratification or anything...
context: What are you doing?!\When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything... response:	I get it.
context: When he first finds Shiori-chan, she's standing in the pouring rain.\Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it. response:	I was wrong. Come on!
context: Pinned down by the debris, her screams for help are heard by no one.\She's cold, and losing hope...\The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on! response:	Where next?
context: She's cold, and losing hope...\The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on!\Where next? response:	Let's see...
context: The main character is the only one who hears her voice.\Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on!\Where next?\Let's see... response:	Kyou-chan?
context: Well?\Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on!\Where next?\Let's see...\Kyou-chan? response:	M-Manami?
context: Pretty powerful scene, right?\I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on!\Where next?\Let's see...\Kyou-chan?\M-Manami? response:	Need something?
context: I'm not doing this for self-gratification or anything...\I get it.\I was wrong. Come on!\Where next?\Let's see...\Kyou-chan?\M-Manami?\Need something? response:	You said you were busy today, right?
context: I get it.\I was wrong. Come on!\Where next?\Let's see...\Kyou-chan?\M-Manami?\Need something?\You said you were busy today, right? response:	Yeah...
context: I was wrong. Come on!\Where next?\Let's see...\Kyou-chan?\M-Manami?\Need something?\You said you were busy today, right?\Yeah... response:	I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.
context: Where next?\Let's see...\Kyou-chan?\M-Manami?\Need something?\You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done. response:	Alright, if I have time I'll drop by.
context: Let's see...\Kyou-chan?\M-Manami?\Need something?\You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by. response:	Okay! Thanks!
context: Kyou-chan?\M-Manami?\Need something?\You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks! response:	Why are you saying thanks?
context: M-Manami?\Need something?\You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks? response:	Kyou-chan... are you...
context: Need something?\You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you... response:	W-Well, I'm with my sister...
context: You said you were busy today, right?\Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister... response:	Kirino-chan?
context: Yeah...\I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan? response:	Yeah...
context: I made some Christmas cake, so I was thinking if you wanted, you could come over and try some after you're done.\Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan?\Yeah... response:	So you're on a Christmas date with her?
context: Alright, if I have time I'll drop by.\Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan?\Yeah...\So you're on a Christmas date with her? response:	Not a date...
context: Okay! Thanks!\Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan?\Yeah...\So you're on a Christmas date with her?\Not a date... response:	That shower brought me back to life.
context: Why are you saying thanks?\Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan?\Yeah...\So you're on a Christmas date with her?\Not a date...\That shower brought me back to life. response:	This hotel's bathroom has some weird gadgets...
context: Kyou-chan... are you...\W-Well, I'm with my sister...\Kirino-chan?\Yeah...\So you're on a Christmas date with her?\Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets... response:	Huh?
context: W-Well, I'm with my sister...\Kirino-chan?\Yeah...\So you're on a Christmas date with her?\Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh? response:	Hotel?
context: Kirino-chan?\Yeah...\So you're on a Christmas date with her?\Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh?\Hotel? response:	Oh no I'm losing reception!!
context: Yeah...\So you're on a Christmas date with her?\Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh?\Hotel?\Oh no I'm losing reception!! response:	Huh?
context: So you're on a Christmas date with her?\Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh?\Hotel?\Oh no I'm losing reception!!\Huh? response:	Were you talking to someone?
context: Not a date...\That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh?\Hotel?\Oh no I'm losing reception!!\Huh?\Were you talking to someone? response:	Oh, Neighbor-girl?
context: That shower brought me back to life.\This hotel's bathroom has some weird gadgets...\Huh?\Hotel?\Oh no I'm losing reception!!\Huh?\Were you talking to someone?\Oh, Neighbor-girl? response:	Put on something, will you?
context: This hotel's bathroom has some weird gadgets...\Huh?\Hotel?\Oh no I'm losing reception!!\Huh?\Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you? response:	Gross!
context: Huh?\Hotel?\Oh no I'm losing reception!!\Huh?\Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you?\Gross! response:	Are you fantasizing about your own sister?
context: Hotel?\Oh no I'm losing reception!!\Huh?\Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you?\Gross!\Are you fantasizing about your own sister? response:	Siscons really are the worst.
context: Oh no I'm losing reception!!\Huh?\Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you?\Gross!\Are you fantasizing about your own sister?\Siscons really are the worst. response:	You're the one person I don't want to hear that from!!
context: Huh?\Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you?\Gross!\Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!! response:	I'm supposed to spend a night here sleeping with Shiori-chan...
context: Were you talking to someone?\Oh, Neighbor-girl?\Put on something, will you?\Gross!\Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan... response:	But that's enough research.
context: Oh, Neighbor-girl?\Put on something, will you?\Gross!\Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research. response:	I'm sensing danger from you already.
context: Put on something, will you?\Gross!\Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already. response:	Hurry up and dry your hair and clothes already!
context: Gross!\Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already! response:	Let's leave!
context: Are you fantasizing about your own sister?\Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave! response:	So did this help at all?
context: Siscons really are the worst.\You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all? response:	Was it worth ruining your Christmas Eve?
context: You're the one person I don't want to hear that from!!\I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve? response:	Eureka! I've got it!
context: I'm supposed to spend a night here sleeping with Shiori-chan...\But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it! response:	I've got a great idea!
context: But that's enough research.\I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea! response:	About what?
context: I'm sensing danger from you already.\Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea!\About what? response:	What are you doing?
context: Hurry up and dry your hair and clothes already!\Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea!\About what?\What are you doing? response:	The light's are going to change.
context: Let's leave!\So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea!\About what?\What are you doing?\The light's are going to change. response:	It was one messed up Christmas Eve.
context: So did this help at all?\Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea!\About what?\What are you doing?\The light's are going to change.\It was one messed up Christmas Eve. response:	But at that point I had no idea what was about to happen...
context: Was it worth ruining your Christmas Eve?\Eureka! I've got it!\I've got a great idea!\About what?\What are you doing?\The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen... response:	< Preview >
context: Eureka! I've got it!\I've got a great idea!\About what?\What are you doing?\The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview > response:	H HO
context: I've got a great idea!\About what?\What are you doing?\The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview >\H HO response:	HO O
context: About what?\What are you doing?\The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview >\H HO\HO O response:	H O!
context: What are you doing?\The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview >\H HO\HO O\H O! response:	OS
context: The light's are going to change.\It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview >\H HO\HO O\H O!\OS response:	sonna yasashiku shinai de donna kao sureba ii no?
context: It was one messed up Christmas Eve.\But at that point I had no idea what was about to happen...\< Preview >\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no? response:	tsumikasaneta kotoba de
context: But at that point I had no idea what was about to happen...\< Preview >\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de response:	mienai yo kimi no yokogao
context: < Preview >\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki... surechigai ni iji hatte tsukarechau
context: HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso de mou ugokenakunatteru
context: tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kurai kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up,
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, response:	I can't even see your face
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we fight
context: tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight response:	Maybe we're close? I just can't figure out
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	If this is the end for our story, I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile response:	ED
context: Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED response:	Masquerade! O
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\Masquerade! O response:	Now, shall we dance? D
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\Masquerade! O\Now, shall we dance? D response:	Masquerade is going on D
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\Masquerade! O\Now, shall we dance? D\Masquerade is going on D response:	Masquerade! kono yoru ha
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\Masquerade! O\Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha response:	doresu no kuro ni mi wo makasete
context: I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\Masquerade! O\Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete response:	Now, Shall we dance? odorimashou
context: If this is the end for our story, I want you to see my smile\ED\Masquerade! O\Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou response:	eien no warutsu anata to
context: ED\Masquerade! O\Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to response:	gozen reiji no kane ga natte mo
context: Masquerade! O\Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo response:	watashi no te wo hanasanaide ne
context: Now, shall we dance? D\Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne response:	Masquerade is going on saa odorimashou
context: Masquerade is going on D\Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou response:	goshikku na yoru wo futari de
context: Masquerade! kono yoru ha\doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de response:	Masquerade! For tonight
context: doresu no kuro ni mi wo makasete\Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight response:	Leave yourself to the black dress
context: Now, Shall we dance? odorimashou\eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress response:	Now, shall we dance? Let me dance
context: eien no warutsu anata to\gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance response:	An endless waltz with you
context: gozen reiji no kane ga natte mo\watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you response:	Even if midnight chimes,
context: watashi no te wo hanasanaide ne\Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes, response:	dont let go my hand
context: Masquerade is going on saa odorimashou\goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes,\dont let go my hand response:	Masquerade is going on, now let us dance
context: goshikku na yoru wo futari de\Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance response:	A gothic night together
context: Masquerade! For tonight\Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance\A gothic night together response:	TS
context: Leave yourself to the black dress\Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance\A gothic night together\TS response:	Mazui Presents
context: Now, shall we dance? Let me dance\An endless waltz with you\Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance\A gothic night together\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: An endless waltz with you\Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance\A gothic night together\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister Could Write a Novel
context: Even if midnight chimes,\dont let go my hand\Masquerade is going on, now let us dance\A gothic night together\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel response:	There's No Way My Little Sister Could Get An Anime
context: dont let go my hand\Masquerade is going on, now let us dance\A gothic night together\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel\There's No Way My Little Sister Could Get An Anime response:	There's No Way My Little Sister 0000 can be This Cute
context: Masquerade is going on, now let us dance\A gothic night together\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel\There's No Way My Little Sister Could Get An Anime\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister Could Write a Novel
context: A gothic night together\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel\There's No Way My Little Sister Could Get An Anime\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel response:	Mail Inbox
context: TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel\There's No Way My Little Sister Could Get An Anime\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Write a Novel\Mail Inbox response:	Saori
