context: Now my life is blooming then falling response:	I grab destiny tight
context: Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society. response:	And everything was for this Sekirei Plan.
context: or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan. response:	For the Sekirei Plan?
context: Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan? response:	What's important now is that Minaka chose the capital,
context: by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital, response:	Shintou Teito, as the battleground.
context: Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground. response:	Retiring from the game without permission
context: By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission response:	or helping someone to do so is serious treason for both Sekireis and Ashikabis.
context: Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis. response:	That means... we'd make MBI our enemy.
context: By providing just a bit of the ruin's ultra advanced technology to society.\And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy. response:	I just want you to know that, Mina-tan.
context: And everything was for this Sekirei Plan.\For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan. response:	Minato-san, lunch is ready to be served.
context: For the Sekirei Plan?\What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served. response:	Maybe...
context: What's important now is that Minaka chose the capital,\Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe... response:	Yes?
context: Shintou Teito, as the battleground.\Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe...\Yes? response:	Maybe the escape plan is too reckless after all...
context: Retiring from the game without permission\or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe...\Yes?\Maybe the escape plan is too reckless after all... response:	Wishes will be granted, Minato-san.
context: or helping someone to do so is serious treason for both Sekireis and Ashikabis.\That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe...\Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san. response:	I think, as long as we care about each other, and have strong bonds,
context: That means... we'd make MBI our enemy.\I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe...\Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds, response:	there's no such thing as impossible in this world.
context: I just want you to know that, Mina-tan.\Minato-san, lunch is ready to be served.\Maybe...\Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world. response:	Hey, hey, I heard something interesting.
context: Minato-san, lunch is ready to be served.\Maybe...\Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting. response:	Blue found a Sekirei and Ashikabi trying to escape from the capital.
context: Maybe...\Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital. response:	Isn't this unusual?
context: Yes?\Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual? response:	And? Did Blue kill them?
context: Maybe the escape plan is too reckless after all...\Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them? response:	Nope. She said they were kinda interesting, so she let them go.
context: Wishes will be granted, Minato-san.\I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go. response:	That's pretty good judgment for Blue.
context: I think, as long as we care about each other, and have strong bonds,\there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue. response:	Is that so?
context: there's no such thing as impossible in this world.\Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so? response:	It'll get more and more interesting, I'm sure.
context: Hey, hey, I heard something interesting.\Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure. response:	I see. Then I'm looking forward to it.
context: Blue found a Sekirei and Ashikabi trying to escape from the capital.\Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it. response:	Yeah. Me too.
context: Isn't this unusual?\And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too. response:	Yo, baby girls! Get ready now!
context: And? Did Blue kill them?\Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now! response:	This is the textbook of love
context: Nope. She said they were kinda interesting, so she let them go.\That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love response:	Don't let it go, don't get upset so
context: That's pretty good judgment for Blue.\Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so response:	Without false starts, it's show time!
context: Is that so?\It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time! response:	Get the funky beat!
context: It'll get more and more interesting, I'm sure.\I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat! response:	First ones win?
context: I see. Then I'm looking forward to it.\Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win? response:	No such thing in this case! No, no!
context: Yeah. Me too.\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no! response:	That's perfect for me
context: Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me response:	A sudden scramble!
context: This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble! response:	But I'm a woman, I can't lose. No, no!
context: Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no! response:	My feelings grow
context: Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow response:	No, and then a big bang!
context: Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang! response:	Don't seduce him
context: First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him response:	Get away from him
context: No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him response:	My heart is pounding hard, so hard!
context: That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard! response:	Secret, going off by myself
context: A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself response:	Big success, just two of us
context: But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us response:	Sweet and dazzling night
context: My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night response:	To tell you the truth, I want him to
context: No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to response:	Hold only me, just me
context: Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me response:	I want to monopolize him so badly
context: Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly response:	I wonder if I could stick a flag on him?
context: My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him? response:	I knew it, he's so wimpy, what should I do?
context: Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do? response:	He's just too gentle
context: Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle response:	I love that about him
context: Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him response:	So we are devoted to him
context: To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him response:	Dear Sweet Heart!
context: Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart! response:	I'm Yukari Sahashi.
context: I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi. response:	I came to the capital I'd longed for, but I met a mysterious pretty boy,
context: I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy, response:	and now we're actually living together!
context: I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy,\and now we're actually living together! response:	Super-moe almost R-rated love comedy, Yukari and Shiina!
context: He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy,\and now we're actually living together!\Super-moe almost R-rated love comedy, Yukari and Shiina! response:	That would've made a better program, don't you think so, Shiina?
context: I love that about him\So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy,\and now we're actually living together!\Super-moe almost R-rated love comedy, Yukari and Shiina!\That would've made a better program, don't you think so, Shiina? response:	In one sense, it's not that wrong, but...
context: So we are devoted to him\Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy,\and now we're actually living together!\Super-moe almost R-rated love comedy, Yukari and Shiina!\That would've made a better program, don't you think so, Shiina?\In one sense, it's not that wrong, but... response:	Feather 10: The Night Before the Escape In one sense, it's not that wrong, but...
context: Dear Sweet Heart!\I'm Yukari Sahashi.\I came to the capital I'd longed for, but I met a mysterious pretty boy,\and now we're actually living together!\Super-moe almost R-rated love comedy, Yukari and Shiina!\That would've made a better program, don't you think so, Shiina?\In one sense, it's not that wrong, but...\Feather 10: The Night Before the Escape In one sense, it's not that wrong, but... response:	Feather 10: The Night Before the Escape Please favor us again next time!
