context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: What?\30 seconds left!\About.\Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this? response:	Happy and I will go first!
context: 30 seconds left!\About.\Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first! response:	I don't mind one way or the other.
context: About.\Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other. response:	I can't watch...
context: Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other.\I can't watch... response:	People are scary creatures when cornered...
context: Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered... response:	Coming up on 15 seconds!
context: Exactly!\Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds! response:	I got it!
context: Not on my life! We'll be going first!\Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds!\I got it! response:	12, 11...
context: Wait! What'll happen to Fairy Tail if I stay like this?\Happy and I will go first!\I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds!\I got it!\12, 11... response:	Levy-chan!
context: Happy and I will go first!\I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds!\I got it!\12, 11...\Levy-chan! response:	It's like this! Let me explain!
context: I don't mind one way or the other.\I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds!\I got it!\12, 11...\Levy-chan!\It's like this! Let me explain! response:	9, 8...
context: I can't watch...\People are scary creatures when cornered...\Coming up on 15 seconds!\I got it!\12, 11...\Levy-chan!\It's like this! Let me explain!\9, 8... response:	Levy, save the explaining for later! Hurry!
context: People are scary creatures when cornered...\Coming up on 15 seconds!\I got it!\12, 11...\Levy-chan!\It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry! response:	Right!
context: Coming up on 15 seconds!\I got it!\12, 11...\Levy-chan!\It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry!\Right! response:	Here I go!
context: I got it!\12, 11...\Levy-chan!\It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry!\Right!\Here I go! response:	Aruboroya tesura rugi gouu!
context: 12, 11...\Levy-chan!\It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry!\Right!\Here I go!\Aruboroya tesura rugi gouu! response:	Aruboroya tesura rugi gouu!
context: Levy-chan!\It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry!\Right!\Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu! response:	Aruboroya tesura rugi gouu!
context: It's like this! Let me explain!\9, 8...\Levy, save the explaining for later! Hurry!\Right!\Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu! response:	Aruboroya tesura rugi gouu!
context: 9, 8...\Levy, save the explaining for later! Hurry!\Right!\Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu! response:	I'm back to normal!
context: Levy, save the explaining for later! Hurry!\Right!\Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal! response:	Me, too!
context: Right!\Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too! response:	Sheesh...
context: Here I go!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too!\Sheesh... response:	If you're back to normal, stop that!
context: Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too!\Sheesh...\If you're back to normal, stop that! response:	Levy-chan, thank you!
context: Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too!\Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you! response:	All right!
context: Aruboroya tesura rugi gouu!\Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too!\Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you!\All right! response:	See?
context: Aruboroya tesura rugi gouu!\I'm back to normal!\Me, too!\Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you!\All right!\See? response:	The cheering squad works!
context: I'm back to normal!\Me, too!\Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you!\All right!\See?\The cheering squad works! response:	How'd you do it? Tell us!
context: Me, too!\Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you!\All right!\See?\The cheering squad works!\How'd you do it? Tell us! response:	The words by themselves didn't have any extra meaning.
context: Sheesh...\If you're back to normal, stop that!\Levy-chan, thank you!\All right!\See?\The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning. response:	So I tried reading them backwards.
context: If you're back to normal, stop that!\Levy-chan, thank you!\All right!\See?\The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards. response:	There aren't many characters in ancient writing,
context: Levy-chan, thank you!\All right!\See?\The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing, response:	so in order to express extra meaning, reading them backwards can activate a different effect.
context: All right!\See?\The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect. response:	So...
context: See?\The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So... response:	When I read the spell in the opposite direction, the magic was lifted!
context: The cheering squad works!\How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted! response:	I see! Thanks a bunch!
context: How'd you do it? Tell us!\The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch! response:	You saved us there, Levy.
context: The words by themselves didn't have any extra meaning.\So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy. response:	It was all for Lu-chan...
context: So I tried reading them backwards.\There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan... response:	It's not lifted!
context: There aren't many characters in ancient writing,\so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan...\It's not lifted! response:	Me, also! I'm still a cat!
context: so in order to express extra meaning, reading them backwards can activate a different effect.\So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat! response:	I don't care one way or the other, though.
context: So...\When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though. response:	Too bad, but it seems the other two didn't make it under the time limit.
context: When I read the spell in the opposite direction, the magic was lifted!\I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit. response:	Oh, no! W-W-What should we do?
context: I see! Thanks a bunch!\You saved us there, Levy.\It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do? response:	Levy, try it again!
context: You saved us there, Levy.\It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again! response:	Huh? Maybe I didn't say it exactly right...
context: It was all for Lu-chan...\It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right... response:	Then I'll be stuck like this forever?
context: It's not lifted!\Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever? response:	No! I don't want to be drooling flames forever!
context: Me, also! I'm still a cat!\I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever! response:	This is a nightmare! It must be!
context: I don't care one way or the other, though.\Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be! response:	Although I don't care either way!
context: Too bad, but it seems the other two didn't make it under the time limit.\Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way! response:	Now, now... I'm sure there's got to be some other way.
context: Oh, no! W-W-What should we do?\Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way. response:	Have I suddenly gotten shorter?
context: Levy, try it again!\Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter? response:	You can't mean... Mira-san?
context: Huh? Maybe I didn't say it exactly right...\Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san? response:	Gramps and Mira swapped bodies!
context: Then I'll be stuck like this forever?\No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies! response:	Now this is one nice body!
context: No! I don't want to be drooling flames forever!\This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body! response:	Anything but that!
context: This is a nightmare! It must be!\Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that! response:	You don't mean...
context: Although I don't care either way!\Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that!\You don't mean... response:	Men don't quit, got that Natsu?
context: Now, now... I'm sure there's got to be some other way.\Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that!\You don't mean...\Men don't quit, got that Natsu? response:	What the heck? My body smells like booze...
context: Have I suddenly gotten shorter?\You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that!\You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze... response:	What's this? Why am I Elfman?
context: You can't mean... Mira-san?\Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that!\You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman? response:	Whoa, I'm getting drunk real quick...
context: Gramps and Mira swapped bodies!\Now this is one nice body!\Anything but that!\You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick... response:	Hey, Droy...
context: Now this is one nice body!\Anything but that!\You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy... response:	What, Jet?
context: Anything but that!\You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet? response:	We've swapped bodies!
context: You don't mean...\Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet?\We've swapped bodies! response:	Not that it matters with you two.
context: Men don't quit, got that Natsu?\What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet?\We've swapped bodies!\Not that it matters with you two. response:	But seriously... This nice body is like a dream come true!
context: What the heck? My body smells like booze...\What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet?\We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true! response:	Levy, do something!
context: What's this? Why am I Elfman?\Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet?\We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something! response:	I think this is out of my league.
context: Whoa, I'm getting drunk real quick...\Hey, Droy...\What, Jet?\We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league. response:	Yay! Everyone's switched places! How fun!
context: Hey, Droy...\What, Jet?\We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun! response:	This is not something to be happy about!
context: What, Jet?\We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about! response:	This magic is not a fantasy.
context: We've swapped bodies!\Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy. response:	It is a magic that slightly upsets the balance of one's everyday existence...
context: Not that it matters with you two.\But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence... response:	And with that, until next time.
context: But seriously... This nice body is like a dream come true!\Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time. response:	Change us back!
context: Levy, do something!\I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back! response:	You're just going to end it?!
context: I think this is out of my league.\Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back!\You're just going to end it?! response:	Aye!
context: Yay! Everyone's switched places! How fun!\This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back!\You're just going to end it?!\Aye! response:	That's All Folks
context: This is not something to be happy about!\This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back!\You're just going to end it?!\Aye!\That's All Folks response:	Merry-go-round
context: This magic is not a fantasy.\It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back!\You're just going to end it?!\Aye!\That's All Folks\Merry-go-round response:	I greet the morning,
context: It is a magic that slightly upsets the balance of one's everyday existence...\And with that, until next time.\Change us back!\You're just going to end it?!\Aye!\That's All Folks\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: And with that, until next time.\Change us back!\You're just going to end it?!\Aye!\That's All Folks\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: Change us back!\You're just going to end it?!\Aye!\That's All Folks\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: You're just going to end it?!\Aye!\That's All Folks\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: Aye!\That's All Folks\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: That's All Folks\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lectures!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures! response:	Today we'll be introducing all the people at Fairy Tail - Part 2!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2! response:	The wizards in the guild pick whatever requests they want from the board and go do the jobs.
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs. response:	Form a team with someone you're compatible with, and let's go out on an adventure!
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure! response:	Until next time!
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time! response:	Stand, Bow, Aye!
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye! response:	Erza was all panicking when she turned into you, Happy!
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy! response:	Yeah! And her flying skills needed work.
context: Professor Happy's Fairy Tail Lectures!\Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work. response:	Makes me think of the time you were born, Happy.
context: Today we'll be introducing all the people at Fairy Tail - Part 2!\The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy. response:	Aye!
context: The wizards in the guild pick whatever requests they want from the board and go do the jobs.\Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy.\Aye! response:	But it was Erza on the inside, so she couldn't be 90 as cute as me.
context: Form a team with someone you're compatible with, and let's go out on an adventure!\Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy.\Aye!\But it was Erza on the inside, so she couldn't be 90 as cute as me. response:	Next time: Natsu and the Dragon Egg!
context: Until next time!\Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy.\Aye!\But it was Erza on the inside, so she couldn't be 90 as cute as me.\Next time: Natsu and the Dragon Egg! response:	Well, you were a bit gross right when you were born, Happy.
context: Stand, Bow, Aye!\Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy.\Aye!\But it was Erza on the inside, so she couldn't be 90 as cute as me.\Next time: Natsu and the Dragon Egg!\Well, you were a bit gross right when you were born, Happy. response:	But I'm sure I was cute!
context: Erza was all panicking when she turned into you, Happy!\Yeah! And her flying skills needed work.\Makes me think of the time you were born, Happy.\Aye!\But it was Erza on the inside, so she couldn't be 90 as cute as me.\Next time: Natsu and the Dragon Egg!\Well, you were a bit gross right when you were born, Happy.\But I'm sure I was cute! response:	Yeah. One of those cute'n gross things.
