context: It's getting lonelier and lonelier. response:	Does she really live in a place like this?
context: I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up? response:	D-Damn it...
context: Sorry you got caught up in this.\I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it... response:	Ah, you finally stood up.
context: I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it...\Ah, you finally stood up. response:	It's less fun since you took so long, but still, not bad.
context: Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad. response:	It's no use, though. I can see you're a novice, and your movements are rough.
context: How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough. response:	You have no blessings or techniques.
context: I envy you!\The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques. response:	I'd hoped I could squeeze wisdom out of you, but you lack that, too.
context: The old man and the girl have fallen, yet you aren't moving.\Have you given up?\D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too. response:	Shut up! I do have my pride!
context: Have you given up?\D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride! response:	After you put me through all this...
context: D-Damn it...\Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this... response:	I do acknowledge that you have extraordinary determination.
context: Ah, you finally stood up.\It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination. response:	If only you could've done that sooner,
context: It's less fun since you took so long, but still, not bad.\It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner, response:	things might have gone differently for these two.
context: It's no use, though. I can see you're a novice, and your movements are rough.\You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two. response:	I think it's time to end this.
context: You have no blessings or techniques.\I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this. response:	I'll send you to meet the angels.
context: I'd hoped I could squeeze wisdom out of you, but you lack that, too.\Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels. response:	Ah... I certainly felt that one.
context: Shut up! I do have my pride!\After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one. response:	Are you surprised?
context: After you put me through all this...\I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised? response:	I opened up your belly when we passed by one another.
context: I do acknowledge that you have extraordinary determination.\If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another. response:	This is the one thing I excel at.
context: If only you could've done that sooner,\things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at. response:	As I thought...
context: things might have gone differently for these two.\I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought... response:	Your guts have such a lovely color!
context: I think it's time to end this.\I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought...\Your guts have such a lovely color! response:	It hurts... It hurts... It hurts... It hurts...
context: I'll send you to meet the angels.\Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts... response:	It hurts... It hurts...
context: Ah... I certainly felt that one.\Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts... response:	Does it hurt? Are you suffering?
context: Are you surprised?\I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering? response:	It... doesn't hurt?
context: I opened up your belly when we passed by one another.\This is the one thing I excel at.\As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt? response:	In pain? Sad? Do you want to die?
context: This is the one thing I excel at.\As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die? response:	Die?
context: As I thought...\Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die?\Die? response:	Am I dead? Am I still alive? When will I die? When will I die?
context: Your guts have such a lovely color!\It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die? response:	Slowly, slowly, slowly, slowly...
context: It hurts... It hurts... It hurts... It hurts...\It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly... response:	I'm scared... I'm scared...
context: It hurts... It hurts...\Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared... response:	I'm scared! I'm scared! I'm scared!
context: Does it hurt? Are you suffering?\It... doesn't hurt?\In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared! response:	I'm gonna die! I'm gonna die! I'm gonna die!
context: It... doesn't hurt?\In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die! response:	Yes, you're slowly losing body heat...
context: In pain? Sad? Do you want to die?\Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat... response:	You're slowly growing cold...
context: Die?\Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold... response:	Oh... I'm dead.
context: Am I dead? Am I still alive? When will I die? When will I die?\Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead. response:	What's the matter, boy? You look like you saw a ghost.
context: Slowly, slowly, slowly, slowly...\I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost. response:	Boy? You okay?
context: I'm scared... I'm scared...\I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay? response:	I have no idea what's going on anymore...
context: I'm scared! I'm scared! I'm scared!\I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore... response:	Are you okay, boy?
context: I'm gonna die! I'm gonna die! I'm gonna die!\Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy? response:	Here, forget about the money. Just take these.
context: Yes, you're slowly losing body heat...\You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these. response:	Hey... Wait...
context: You're slowly growing cold...\Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait... response:	Wait! Please, wait!
context: Oh... I'm dead.\What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait! response:	Wait! Satella!
context: What's the matter, boy? You look like you saw a ghost.\Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait!\Wait! Satella! response:	Please don't ignore me!
context: Boy? You okay?\I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait!\Wait! Satella!\Please don't ignore me! response:	My dying and not doing what you said were my fault!
context: I have no idea what's going on anymore...\Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait!\Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault! response:	But I was desperate!
context: Are you okay, boy?\Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait!\Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate! response:	I went back to the loot house after that, but I couldn't find you...
context: Here, forget about the money. Just take these.\Hey... Wait...\Wait! Please, wait!\Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you... response:	I'm sorry for only thinking of myself.
context: Hey... Wait...\Wait! Please, wait!\Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself. response:	But I'm glad you're all right, Satella.
context: Wait! Please, wait!\Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself.\But I'm glad you're all right, Satella. response:	What are you thinking?
context: Wait! Satella!\Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself.\But I'm glad you're all right, Satella.\What are you thinking? response:	I don't know who you are,
context: Please don't ignore me!\My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself.\But I'm glad you're all right, Satella.\What are you thinking?\I don't know who you are, response:	but don't call me by the name of the Jealous Witch!
context: My dying and not doing what you said were my fault!\But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself.\But I'm glad you're all right, Satella.\What are you thinking?\I don't know who you are,\but don't call me by the name of the Jealous Witch! response:	What are you thinking?!
context: But I was desperate!\I went back to the loot house after that, but I couldn't find you...\I'm sorry for only thinking of myself.\But I'm glad you're all right, Satella.\What are you thinking?\I don't know who you are,\but don't call me by the name of the Jealous Witch!\What are you thinking?! response:	The End of the Begin ning and the Beginning of the End
