context: - Your Highness. - Your Highness. response:	You may all go.
context: Greetings to Dong Hua Dijun.\So it is the Bai family.\A member of the Bai family would be afraid of a Golden Lion?\Have you not ascended to high immortal yet?\Not yet.\Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do? response:	My aunt often told me that there exists a cycle of causality in this world.
context: So it is the Bai family.\A member of the Bai family would be afraid of a Golden Lion?\Have you not ascended to high immortal yet?\Not yet.\Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world. response:	A cause will have an effect, and a debt must be repaid.
context: A member of the Bai family would be afraid of a Golden Lion?\Have you not ascended to high immortal yet?\Not yet.\Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid. response:	Your aunt? Bai Qian of Qing Qiu?
context: Have you not ascended to high immortal yet?\Not yet.\Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu? response:	Do you know my aunt?
context: Not yet.\Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt? response:	We had the chance to meet a few times.
context: Since you have saved my life, I must repay your kindness.\That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times. response:	Your aunt and the Celestial Tribe have a much deeper relationship.
context: That's not necessary.\What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship. response:	Is that so? How come I have never heard her mention it?
context: What should I do?\My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it? response:	She doesn't seem very willing to mention the Celestial Tribe.
context: My aunt often told me that there exists a cycle of causality in this world.\A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe. response:	Do you not know
context: A cause will have an effect, and a debt must be repaid.\Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know response:	Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace
context: Your aunt? Bai Qian of Qing Qiu?\Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace response:	to speak up for your aunt?
context: Do you know my aunt?\We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt? response:	Is that so?
context: We had the chance to meet a few times.\Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so? response:	How much longer do you intend on following me?
context: Your aunt and the Celestial Tribe have a much deeper relationship.\Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so?\How much longer do you intend on following me? response:	Dijun, I have been standing guard here for nearly 70,000 years.
context: Is that so? How come I have never heard her mention it?\She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years. response:	The Bell of the East Emperor has never had any unusual activity.
context: She doesn't seem very willing to mention the Celestial Tribe.\Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity. response:	I have observed the stars in the past few days.
context: Do you not know\Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days. response:	Qing Cang seems to have made some movement.
context: Zhe Yan and the Fox King Bai Zhi are currently at the Celestial Palace\to speak up for your aunt?\Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement. response:	How is that possible?
context: to speak up for your aunt?\Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible? response:	Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?
context: Is that so?\How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago? response:	If it really is as Dijun says, I'm afraid I-
context: How much longer do you intend on following me?\Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I- response:	I know you cannot handle Qing Cang.
context: Dijun, I have been standing guard here for nearly 70,000 years.\The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang. response:	Keep an eye on the Bell at all times.
context: The Bell of the East Emperor has never had any unusual activity.\I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times. response:	If there is any unusual activity in the next ten days
context: I have observed the stars in the past few days.\Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days response:	shake this bell and I will come immediately.
context: Qing Cang seems to have made some movement.\How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately. response:	I shall do you as you bid.
context: How is that possible?\Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid. response:	Remember.
context: Hasn't Qing Cang been sealed away by God Mo Yuan dozens of millenia ago?\If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid.\Remember. response:	If there is any activity at all
context: If it really is as Dijun says, I'm afraid I-\I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid.\Remember.\If there is any activity at all response:	you must use your powers to ring this bell.
context: I know you cannot handle Qing Cang.\Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid.\Remember.\If there is any activity at all\you must use your powers to ring this bell. response:	Yes.
context: Keep an eye on the Bell at all times.\If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid.\Remember.\If there is any activity at all\you must use your powers to ring this bell.\Yes. response:	Seeing as you are a princess of Qing Qiu
context: If there is any unusual activity in the next ten days\shake this bell and I will come immediately.\I shall do you as you bid.\Remember.\If there is any activity at all\you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu response:	I will not dwell on what happened before.
context: shake this bell and I will come immediately.\I shall do you as you bid.\Remember.\If there is any activity at all\you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before. response:	However, if you continue to follow me, do not blame me for being rude.
context: I shall do you as you bid.\Remember.\If there is any activity at all\you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude. response:	- That is... - Report, Princess.
context: Remember.\If there is any activity at all\you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess. response:	That is Dong Hua Dijiun.
context: If there is any activity at all\you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun. response:	When I went to the Celestial Palace with Ghost Lord 20,000 years ago
context: you must use your powers to ring this bell.\Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago response:	I had the fortune to catch a glimpse of him.
context: Yes.\Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him. response:	Dijun has a very high standing in the Celestial Palace.
context: Seeing as you are a princess of Qing Qiu\I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace. response:	Even the Heavenly Lord shows him respect.
context: I will not dwell on what happened before.\However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect. response:	Why would he be here?
context: However, if you continue to follow me, do not blame me for being rude.\- That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here? response:	Let's not worry about them.
context: - That is... - Report, Princess.\That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them. response:	Father.
context: That is Dong Hua Dijiun.\When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them.\Father. response:	Ever since the day of the war
context: When I went to the Celestial Palace with Ghost Lord 20,000 years ago\I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them.\Father.\Ever since the day of the war response:	Li Yuan's whereabouts have been unknown.
context: I had the fortune to catch a glimpse of him.\Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them.\Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown. response:	Li Jing...
context: Dijun has a very high standing in the Celestial Palace.\Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them.\Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing... response:	He is no longer who he once was.
context: Even the Heavenly Lord shows him respect.\Why would he be here?\Let's not worry about them.\Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was. response:	He still bears a grudge for what you had done to his mother.
context: Why would he be here?\Let's not worry about them.\Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother. response:	It has been 70,000 years.
context: Let's not worry about them.\Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years. response:	He still refuses to come see you.
context: Father.\Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you. response:	Father.
context: Ever since the day of the war\Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you.\Father. response:	Please bless me with the fortune to find Li Yuan soon.
context: Li Yuan's whereabouts have been unknown.\Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon. response:	Have you followed me all the way here
context: Li Jing...\He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here response:	because you have something to say?
context: He is no longer who he once was.\He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say? response:	Do I?
context: He still bears a grudge for what you had done to his mother.\It has been 70,000 years.\He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say?\Do I? response:	Have we already walked all the way here?
context: It has been 70,000 years.\He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say?\Do I?\Have we already walked all the way here? response:	If you have something to say, please go ahead.
context: He still refuses to come see you.\Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say?\Do I?\Have we already walked all the way here?\If you have something to say, please go ahead. response:	Ye Hua.
context: Father.\Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say?\Do I?\Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua. response:	Ever since you became an immortal
context: Please bless me with the fortune to find Li Yuan soon.\Have you followed me all the way here\because you have something to say?\Do I?\Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal response:	you have accomplished numerous unparalleled contributions.
context: Have you followed me all the way here\because you have something to say?\Do I?\Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions. response:	You are also the current Crown Prince, the future Heavenly Lord.
context: because you have something to say?\Do I?\Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord. response:	However, in my eyes, you are still not perfect yet.
context: Do I?\Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet. response:	How am I not perfect?
context: Have we already walked all the way here?\If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect? response:	Standing here now
context: If you have something to say, please go ahead.\Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now response:	a single glance is enough for one to know the waxing and waning of a moon.
context: Ye Hua.\Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon. response:	But to be perfect
context: Ever since you became an immortal\you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect response:	one must experience the taste of affection
context: you have accomplished numerous unparalleled contributions.\You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection response:	to know the waxing and waning of life.
context: You are also the current Crown Prince, the future Heavenly Lord.\However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection\to know the waxing and waning of life. response:	You still lack affection.
context: However, in my eyes, you are still not perfect yet.\How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection. response:	Affection?
context: How am I not perfect?\Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection.\Affection? response:	Look at you, as if everything is beneath you.
context: Standing here now\a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection.\Affection?\Look at you, as if everything is beneath you. response:	Let me ask you this.
context: a single glance is enough for one to know the waxing and waning of a moon.\But to be perfect\one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection.\Affection?\Look at you, as if everything is beneath you.\Let me ask you this. response:	What do you think of your second uncle's actions today?
context: But to be perfect\one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection.\Affection?\Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today? response:	It was a trap of his own making.
context: one must experience the taste of affection\to know the waxing and waning of life.\You still lack affection.\Affection?\Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making. response:	Then if you were to marry a woman you had never met
context: to know the waxing and waning of life.\You still lack affection.\Affection?\Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met response:	someone whose temperament you don't know
context: You still lack affection.\Affection?\Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know response:	would you be willing?
context: Affection?\Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing? response:	Let me make an analogy at random.
context: Look at you, as if everything is beneath you.\Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing?\Let me make an analogy at random. response:	If you were to marry Bai Qian of Qing Qiu
context: Let me ask you this.\What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu response:	what would you think?
context: What do you think of your second uncle's actions today?\It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think? response:	Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu
context: It was a trap of his own making.\Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu response:	there is no difference.
context: Then if you were to marry a woman you had never met\someone whose temperament you don't know\would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference. response:	As long as Heavenly Lord bestows the marriage, I will just marry her.
context: someone whose temperament you don't know\would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her. response:	Is that the truth?
context: would you be willing?\Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth? response:	Are you trying to ascertain my opinion?
context: Let me make an analogy at random.\If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion? response:	I am thinking of a way to save your second uncle.
context: If you were to marry Bai Qian of Qing Qiu\what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle. response:	I think he has truly been carried away by his emotions this time.
context: what would you think?\Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time. response:	I'm afraid he will cause great trouble because of that snake.
context: Whether it is Bai Qian of Qing Qiu or Qing Qian of Bai Qiu\there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake. response:	So you want me to take Second Uncle's place
context: there is no difference.\As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place response:	in marrying Qing Qiu's Bai Qian?
context: As long as Heavenly Lord bestows the marriage, I will just marry her.\Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian? response:	That is correct.
context: Is that the truth?\Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct. response:	You are the Celestial Tribe's heir apparent.
context: Are you trying to ascertain my opinion?\I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent. response:	Although you have yet to officially receive the Crown Prince's seal
context: I am thinking of a way to save your second uncle.\I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal response:	in the 20,000 years since you've become involved in the governance of the tribe
context: I think he has truly been carried away by his emotions this time.\I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe response:	the immortals of the world have long since addressed you as Crown Prince.
context: I'm afraid he will cause great trouble because of that snake.\So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince. response:	Only you are able to settle this matter.
context: So you want me to take Second Uncle's place\in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter. response:	Only you can take the place of your second uncle to appease Qing Qiu.
context: in marrying Qing Qiu's Bai Qian?\That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu. response:	All right.
context: That is correct.\You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right. response:	So quickly?
context: You are the Celestial Tribe's heir apparent.\Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly? response:	You better not be lying to me.
context: Although you have yet to officially receive the Crown Prince's seal\in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly?\You better not be lying to me. response:	Bai Qian is 90,000 years older than you.
context: in the 20,000 years since you've become involved in the governance of the tribe\the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you. response:	It is just one more person sleeping on the bed next to me.
context: the immortals of the world have long since addressed you as Crown Prince.\Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me. response:	What is the difficulty in that?
context: Only you are able to settle this matter.\Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that? response:	Insightful.
