context: Dijun, what do you have in your arms? response:	You can't tell from looking what this is?
context: You're right.\Don't worry. I'm not someone who meddles in other's business.\I just want to remind Your Highness\that with a war at hand, it's better that you send her away soon\especially since she is a mortal.\I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming response:	to Chang Sea personally to alleviate our suffering
context: Don't worry. I'm not someone who meddles in other's business.\I just want to remind Your Highness\that with a war at hand, it's better that you send her away soon\especially since she is a mortal.\I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering response:	I will not breathe a word about this.
context: I just want to remind Your Highness\that with a war at hand, it's better that you send her away soon\especially since she is a mortal.\I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this. response:	Thank you.
context: that with a war at hand, it's better that you send her away soon\especially since she is a mortal.\I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you. response:	Back to the topic of the war between Chang Sea and the mermaid clan...
context: especially since she is a mortal.\I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan... response:	my uncle really doesn't want to start a war.
context: I think so too.\For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war. response:	He doesn't want to have a complete fallout with the mermaid clan.
context: For her safety, I'd rather not have others know about her existence.\To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan. response:	You've been here for thousands of years and know the situation here best.
context: To thank Your Highness for coming\to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best. response:	Is there any way to make him make a decision quickly?
context: to Chang Sea personally to alleviate our suffering\I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly? response:	There is.
context: I will not breathe a word about this.\Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is. response:	Your Highness, don't hesitate anymore.
context: Thank you.\Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore. response:	Second Prince of West Sea doesn't have any concubines yet.
context: Back to the topic of the war between Chang Sea and the mermaid clan...\my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet. response:	If you marry him, you'll be the princess consort.
context: my uncle really doesn't want to start a war.\He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort. response:	And I also heard that
context: He doesn't want to have a complete fallout with the mermaid clan.\You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that response:	First Prince of West Sea has been ill for a long time.
context: You've been here for thousands of years and know the situation here best.\Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time. response:	In the future, the position of Water King of the West Sea
context: Is there any way to make him make a decision quickly?\There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea response:	will be Second Prince Die Feng's.
context: There is.\Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's. response:	Every day, he just wields weapons and fights with the mermaid clan.
context: Your Highness, don't hesitate anymore.\Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan. response:	Besides, I've known him for thousands of years
context: Second Prince of West Sea doesn't have any concubines yet.\If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years response:	and he's never felt anything for me.
context: If you marry him, you'll be the princess consort.\And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me. response:	In just a few days, how could he...
context: And I also heard that\First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he... response:	Your Highness, look. I found a way to get First Princess's secret recipe.
context: First Prince of West Sea has been ill for a long time.\In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe. response:	I specially gathered the earliest morning dew to make this fine wine.
context: In the future, the position of Water King of the West Sea\will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine. response:	Take it and try it.
context: will be Second Prince Die Feng's.\Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it. response:	Your Highness, don't hesitate anymore.
context: Every day, he just wields weapons and fights with the mermaid clan.\Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore. response:	If a woman puts her mind to it, anything is possible.
context: Besides, I've known him for thousands of years\and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible. response:	Your Highness, look. Speak of the devil. Second Prince is here.
context: and he's never felt anything for me.\In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here. response:	Die Feng.
context: In just a few days, how could he...\Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng. response:	This is?
context: Your Highness, look. I found a way to get First Princess's secret recipe.\I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is? response:	This is my friend.
context: I specially gathered the earliest morning dew to make this fine wine.\Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is?\This is my friend. response:	Friend? Your friend should have a name.
context: Take it and try it.\Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is?\This is my friend.\Friend? Your friend should have a name. response:	Hua Ye.
context: Your Highness, don't hesitate anymore.\If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is?\This is my friend.\Friend? Your friend should have a name.\Hua Ye. response:	What a nice name.
context: If a woman puts her mind to it, anything is possible.\Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is?\This is my friend.\Friend? Your friend should have a name.\Hua Ye.\What a nice name. response:	It's very similar to the Crown Prince of the Nine Heaven's name.
context: Your Highness, look. Speak of the devil. Second Prince is here.\Die Feng.\This is?\This is my friend.\Friend? Your friend should have a name.\Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name. response:	I guess people with such nice names must all be sage-like.
context: Die Feng.\This is?\This is my friend.\Friend? Your friend should have a name.\Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like. response:	Father plans to make the wedding day the third of next month.
context: This is?\This is my friend.\Friend? Your friend should have a name.\Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month. response:	That soon?
context: This is my friend.\Friend? Your friend should have a name.\Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon? response:	It is soon
context: Friend? Your friend should have a name.\Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon?\It is soon response:	but I guess he's afraid some accident might happen again on the wedding day.
context: Hua Ye.\What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day. response:	Accident?
context: What a nice name.\It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident? response:	I'm afraid that Qing Qiu's Bai Qian
context: It's very similar to the Crown Prince of the Nine Heaven's name.\I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian response:	is scared of her second fiance getting taken away.
context: I guess people with such nice names must all be sage-like.\Father plans to make the wedding day the third of next month.\That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away. response:	So she's wants to marry into the family quickly.
context: Father plans to make the wedding day the third of next month.\That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly. response:	What a pity.
context: That soon?\It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity. response:	My aunt is the most beautiful in all the realms.
context: It is soon\but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms. response:	What would she be scared of?
context: but I guess he's afraid some accident might happen again on the wedding day.\Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of? response:	Besides, the patriarchs arranged this marriage.
context: Accident?\I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage. response:	She might not even look kindly upon her fiance.
context: I'm afraid that Qing Qiu's Bai Qian\is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance. response:	Why would she be scared of him getting taken away?
context: is scared of her second fiance getting taken away.\So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away? response:	Dijun, try this. This nut is really good.
context: So she's wants to marry into the family quickly.\What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good. response:	Si Ming told me to treat you well.
context: What a pity.\My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well. response:	Okay.
context: My aunt is the most beautiful in all the realms.\What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay. response:	Little Princess, you've helped me.
context: What would she be scared of?\Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me. response:	I was going to lose this game.
context: Besides, the patriarchs arranged this marriage.\She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me.\I was going to lose this game. response:	But this is great.
context: She might not even look kindly upon her fiance.\Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me.\I was going to lose this game.\But this is great. response:	Dijun.
context: Why would she be scared of him getting taken away?\Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me.\I was going to lose this game.\But this is great.\Dijun. response:	What was Qing Qiu's response for making the third of next month the wedding day?
context: Dijun, try this. This nut is really good.\Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me.\I was going to lose this game.\But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day? response:	They haven't given a response yet.
context: Si Ming told me to treat you well.\Okay.\Little Princess, you've helped me.\I was going to lose this game.\But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet. response:	First, Heavenly Lord made a proclamation
context: Okay.\Little Princess, you've helped me.\I was going to lose this game.\But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation response:	about Bai Qian's great service by sealing Qing Cang.
context: Little Princess, you've helped me.\I was going to lose this game.\But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang. response:	Then he seized the opportunity to have this wedding.
context: I was going to lose this game.\But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding. response:	But now that we don't know where Bai Qian is
context: But this is great.\Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is response:	how am I supposed to answer them?
context: Dijun.\What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them? response:	With Qian Qian missing, who cares about this wedding?
context: What was Qing Qiu's response for making the third of next month the wedding day?\They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding? response:	Why don't we just break off the engagement?
context: They haven't given a response yet.\First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement? response:	We can't break off the engagement.
context: First, Heavenly Lord made a proclamation\about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement. response:	You and I personally arranged this marriage back then.
context: about Bai Qian's great service by sealing Qing Cang.\Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then. response:	If we can't hastily break off the engagement without a good reason
context: Then he seized the opportunity to have this wedding.\But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason response:	we'll definitely be criticized.
context: But now that we don't know where Bai Qian is\how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized. response:	That's right. Fifth Sister's engagement with Second Prince was already broken.
context: how am I supposed to answer them?\With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken. response:	If her engagement with Crown Prince is broken too
context: With Qian Qian missing, who cares about this wedding?\Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too response:	no one in all the realms would ever dare to propose marriage.
context: Why don't we just break off the engagement?\We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage. response:	Even if they were interested, they'd be afraid of offending the Celestial Tribe.
context: We can't break off the engagement.\You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe. response:	Wouldn't that be worse for Fifth Sister?
context: You and I personally arranged this marriage back then.\If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister? response:	But they want the wedding on the third of next month.
context: If we can't hastily break off the engagement without a good reason\we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month. response:	Where are we going to find a Bai Qian for the wedding?
context: we'll definitely be criticized.\That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding? response:	Why don't we say this?
context: That's right. Fifth Sister's engagement with Second Prince was already broken.\If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this? response:	Now that everyone in the four seas knows that Bai Qian sealed Qing Cang
context: If her engagement with Crown Prince is broken too\no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang response:	we can say that she was injured, and is recuperating.
context: no one in all the realms would ever dare to propose marriage.\Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating. response:	We can use this to delay the wedding.
context: Even if they were interested, they'd be afraid of offending the Celestial Tribe.\Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding. response:	That's not a bad idea.
context: Wouldn't that be worse for Fifth Sister?\But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea. response:	We could, but we can't just keep delaying the wedding.
context: But they want the wedding on the third of next month.\Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding. response:	When I first went through godly ascension, I also slept for a millennium.
context: Where are we going to find a Bai Qian for the wedding?\Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium. response:	As long as Bai Qian is still alive
context: Why don't we say this?\Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive response:	no matter where she is, we will eventually find her.
context: Now that everyone in the four seas knows that Bai Qian sealed Qing Cang\we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her. response:	Ye Hua, that princess has been following us
context: we can say that she was injured, and is recuperating.\We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us response:	from the Crystal Palace to here.
context: We can use this to delay the wedding.\That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here. response:	Will she follow us to bed at night?
context: That's not a bad idea.\We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night? response:	Now it's your turn to get jealous.
context: We could, but we can't just keep delaying the wedding.\When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous. response:	There are a lot of injured soldiers inside.
context: When I first went through godly ascension, I also slept for a millennium.\As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside. response:	It wouldn't be good for a woman to enter.
context: As long as Bai Qian is still alive\no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter. response:	Wait for me here.
context: no matter where she is, we will eventually find her.\Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here. response:	Sir, is Hua Ye married?
context: Ye Hua, that princess has been following us\from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married? response:	From what I know, he has a wife at home.
context: from the Crystal Palace to here.\Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home. response:	What?
context: Will she follow us to bed at night?\Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home.\What? response:	What kind of person is she?
context: Now it's your turn to get jealous.\There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home.\What?\What kind of person is she? response:	She's a mortal.
context: There are a lot of injured soldiers inside.\It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home.\What?\What kind of person is she?\She's a mortal. response:	Mortal?
context: It wouldn't be good for a woman to enter.\Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home.\What?\What kind of person is she?\She's a mortal.\Mortal? response:	Then if I marry him, he doesn't have to be a mortal anymore.
context: Wait for me here.\Sir, is Hua Ye married?\From what I know, he has a wife at home.\What?\What kind of person is she?\She's a mortal.\Mortal?\Then if I marry him, he doesn't have to be a mortal anymore. response:	Marry him?
