context: That's hot! Ouchie! response:	Calm down Menma.
context: I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand response:	My other hand helps me search for you
context: Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you response:	You used to come find me way back when
context: You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when response:	You used to demand me of so much more
context: Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more response:	You're both still standing right by my side
context: Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side response:	Yet why do I pray to see you both again?
context: Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again? response:	There must be something off with me
context: Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me response:	kimi to natsu no owari shourai no yume ookina kibou wasurenai
context: With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai response:	jyuunen no ato hachigatsu mata deaeru no wo shinjite
context: My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite response:	saikou no omoide wo
context: You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo response:	deai wa futtoshita shunkan
context: You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan response:	kaerimichi no kousaten de koe wo kaketekureta ne
context: You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne response:	issho ni kaerou
context: Yet why do I pray to see you both again?\There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou response:	I will never forget the hopes and dreams we shared during that one summer's end.
context: There must be something off with me\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end. response:	I'm sure we will meet again in another August, in maybe ten years time.
context: kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time. response:	But those are my best memories.
context: jyuunen no ato hachigatsu mata deaeru no wo shinjite\saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories. response:	We met in an unexpected moment
context: saikou no omoide wo\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment response:	when you called out to me at the crosswalk,
context: deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk, response:	Let's walk home together.
context: kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together. response:	ureshikute tanoshikute bouken mo iro iro shita ne
context: issho ni kaerou\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne response:	futari no himitsu no kichi no naka
context: I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka response:	kimi to natsu no owari shourai no yume ookina kibou wasurenai
context: I'm sure we will meet again in another August, in maybe ten years time.\But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai response:	jyuunen no ato hachigatsu mata deaeru no wo shinjite
context: But those are my best memories.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite response:	kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo
context: We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo response:	namida wo koraete egao
context: when you called out to me at the crosswalk,\Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao response:	de sayounara setsunai yo ne
context: Let's walk home together.\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne response:	saikou no omoide wo
context: ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo response:	We shared so many happy times and thrilling adventures
context: futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures response:	together in our secret base.
context: kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base. response:	I will never forget the hopes and dreams we shared during that one summer's end.
context: jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end. response:	I'm sure we will meet again in another August, in maybe ten years time.
context: kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time. response:	I could feel your heartfelt thanks all the way until the end.
context: namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end. response:	And I know it must've been painful
context: de sayounara setsunai yo ne\saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful response:	to hold back your tears and say goodbye with a smile.
context: saikou no omoide wo\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile. response:	But those are my best memories.
