context: Those guys are freaks. response:	You really are a good little girl, Chane.
context: I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi! response:	I'm terribly sorry for being so abrupt,
context: as not being one of your friends.\N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt, response:	but I have business with that woman. I need to interrupt for a moment.
context: N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment. response:	It's been a while, huh? Are you still planning to kill me?
context: But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me? response:	Well, it's not as though I'd particularly mind if you were.
context: Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were. response:	But I thought that it would be proper for me
context: former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me response:	to declare my love for you, first.
context: R-R-Rail Tracer?!\Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first. response:	I get the feeling that I didn't communicate my feelings for you, on top of that train.
context: Jacuzzi!\I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train. response:	I'll tell it to you straight.
context: I'm terribly sorry for being so abrupt,\but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight. response:	As perplexing as it is, it appears I'm in love with you, Chane.
context: but I have business with that woman. I need to interrupt for a moment.\It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane. response:	Sorry, that's not true. Actually, it's not perplexing.
context: It's been a while, huh? Are you still planning to kill me?\Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing. response:	But it is true that I love you.
context: Well, it's not as though I'd particularly mind if you were.\But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you. response:	Ah, sure enough, it's not like me to use fancy words.
context: But I thought that it would be proper for me\to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words. response:	Let me tell it to you straight.
context: to declare my love for you, first.\I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight. response:	I love you. Let's get married.
context: I get the feeling that I didn't communicate my feelings for you, on top of that train.\I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married. response:	Are you unsure?
context: I'll tell it to you straight.\As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married.\Are you unsure? response:	It's all right. I promise you,
context: As perplexing as it is, it appears I'm in love with you, Chane.\Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married.\Are you unsure?\It's all right. I promise you, response:	I won't destroy the world you've come to believe in.
context: Sorry, that's not true. Actually, it's not perplexing.\But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married.\Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in. response:	The world is not that fragile.
context: But it is true that I love you.\Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married.\Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile. response:	No world can be destroyed just by having someone else enter into it.
context: Ah, sure enough, it's not like me to use fancy words.\Let me tell it to you straight.\I love you. Let's get married.\Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it. response:	It just gets bigger, that's all.
context: Let me tell it to you straight.\I love you. Let's get married.\Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all. response:	If it ever seems like your world is falling apart, I will protect it.
context: I love you. Let's get married.\Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it. response:	You ordinarily wouldn't believe anyone who uses words like these.
context: Are you unsure?\It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these. response:	But, as you know, I'm not ordinary.
context: It's all right. I promise you,\I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary. response:	Why? Why would these people do this for me?
context: I won't destroy the world you've come to believe in.\The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me? response:	For me, after we've just barely met?
context: The world is not that fragile.\No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met? response:	For me, someone who isn't even family?
context: No world can be destroyed just by having someone else enter into it.\It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family? response:	Why would they do so much?
context: It just gets bigger, that's all.\If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much? response:	Why would this man say he loves me?
context: If it ever seems like your world is falling apart, I will protect it.\You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me? response:	I've never met a person that said they loved me.
context: You ordinarily wouldn't believe anyone who uses words like these.\But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me. response:	Even my friends avoided me.
context: But, as you know, I'm not ordinary.\Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me. response:	Not even my father has ever told me he loved me.
context: Why? Why would these people do this for me?\For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me. response:	No, not even my father...
context: For me, after we've just barely met?\For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father... response:	Let me tell you an incomprehensible story.
context: For me, someone who isn't even family?\Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story. response:	What is it to be incomprehensible, as to the doings of men?
context: Why would they do so much?\Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men? response:	It's incomprehensible, isn't it?
context: Why would this man say he loves me?\I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it? response:	No matter. It's useless to even think about such a thing.
context: I've never met a person that said they loved me.\Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing. response:	With that being said, I'm not sure what's going on,
context: Even my friends avoided me.\Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on, response:	but may we resume our situation?
context: Not even my father has ever told me he loved me.\No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation? response:	Very well, I give you my permission.
context: No, not even my father...\Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission. response:	But then, I haven't heard what your answer is, Chane.
context: Let me tell you an incomprehensible story.\What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane. response:	If you are going to oppose Chane and her friends,
context: What is it to be incomprehensible, as to the doings of men?\It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends, response:	then I will take you on.
context: It's incomprehensible, isn't it?\No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on. response:	All right, if you're going to run away, now's the time.
context: No matter. It's useless to even think about such a thing.\With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time. response:	How arrogant of you!
context: With that being said, I'm not sure what's going on,\but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you! response:	There's only been one other person to rival
context: but may we resume our situation?\Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival response:	the arrogance I have within me!
context: Very well, I give you my permission.\But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival\the arrogance I have within me! response:	Boss Ladd!
context: But then, I haven't heard what your answer is, Chane.\If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival\the arrogance I have within me!\Boss Ladd! response:	The arrogance of Boss Ladd was unwavering.
context: If you are going to oppose Chane and her friends,\then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival\the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering. response:	For you to jeopardize that is far beyond the pale!
context: then I will take you on.\All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival\the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale! response:	Unless I knock your arrogance below at least that of Boss Ladd's,
context: All right, if you're going to run away, now's the time.\How arrogant of you!\There's only been one other person to rival\the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's, response:	my dawn will never break,
context: How arrogant of you!\There's only been one other person to rival\the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break, response:	and I will not see the sun! It will remain night forever!
context: There's only been one other person to rival\the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever! response:	Is this Ladd person Ladd Russo, of the Russo Family?
context: the arrogance I have within me!\Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family? response:	You know the boss?
context: Boss Ladd!\The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss? response:	He's the guy who fell from the train the other day, right?
context: The arrogance of Boss Ladd was unwavering.\For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right? response:	How do you know that?
context: For you to jeopardize that is far beyond the pale!\Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that? response:	That's not even a rumor that has gotten around outside of his close companions.
context: Unless I knock your arrogance below at least that of Boss Ladd's,\my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions. response:	Well, that's because I'm the one who dropped him.
context: my dawn will never break,\and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him. response:	Looking up at the starry sky that goes on forever, we sing
context: and I will not see the sun! It will remain night forever!\Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: Is this Ladd person Ladd Russo, of the Russo Family?\You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: You know the boss?\He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: He's the guy who fell from the train the other day, right?\How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: How do you know that?\That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: That's not even a rumor that has gotten around outside of his close companions.\Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: Well, that's because I'm the one who dropped him.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our love
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now response:	They say that people's lives are limited.
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\They say that people's lives are limited. response:	However, there are those that sing that when grasping
context: will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\They say that people's lives are limited.\However, there are those that sing that when grasping response:	for unlimited possibilities, people can magnify their lives
context: I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\They say that people's lives are limited.\However, there are those that sing that when grasping\for unlimited possibilities, people can magnify their lives response:	1 0, 1 00, even 1 000 times over! And well you might say!
context: Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\They say that people's lives are limited.\However, there are those that sing that when grasping\for unlimited possibilities, people can magnify their lives\1 0, 1 00, even 1 000 times over! And well you might say! response:	And I should be there at the center.
context: our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\They say that people's lives are limited.\However, there are those that sing that when grasping\for unlimited possibilities, people can magnify their lives\1 0, 1 00, even 1 000 times over! And well you might say!\And I should be there at the center. response:	That's one of the rules that God laid down, right?
