context: We're almost done with this area. response:	We missed two platoons or so.
context: It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily. response:	I'm always anxious because I never know when the enemy will appear.
context: There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear. response:	Maybe it's because you're on higher alert at night...
context: It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night... response:	Like for the scent of the monsters.
context: We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters. response:	Yeah...
context: No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah... response:	I hate that scent.
context: It's even scarier when the fighting starts.\You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah...\I hate that scent. response:	But...
context: You can trip on roots and soft ground.\Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah...\I hate that scent.\But... response:	It's okay to do our best!
context: Yeah, you lose your balance easily.\I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah...\I hate that scent.\But...\It's okay to do our best! response:	It's okay for us to try and save them!
context: I'm always anxious because I never know when the enemy will appear.\Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah...\I hate that scent.\But...\It's okay to do our best!\It's okay for us to try and save them! response:	Yeah, it's just fine!
context: Maybe it's because you're on higher alert at night...\Like for the scent of the monsters.\Yeah...\I hate that scent.\But...\It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine! response:	Yes, of course.
context: Like for the scent of the monsters.\Yeah...\I hate that scent.\But...\It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course. response:	If you'd leave behind people in trouble, how can you be an adventurer?
context: Yeah...\I hate that scent.\But...\It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer? response:	That's right...
context: I hate that scent.\But...\It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right... response:	We don't need to think about anything else.
context: But...\It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else. response:	We'll all protect the people we care about.
context: It's okay to do our best!\It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else.\We'll all protect the people we care about. response:	That's all there is to it.
context: It's okay for us to try and save them!\Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it. response:	And as a shrine priestess,
context: Yeah, it's just fine!\Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess, response:	my job is to keep us all safe.
context: Yes, of course.\If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe. response:	Why are you laughing, my lord?
context: If you'd leave behind people in trouble, how can you be an adventurer?\That's right...\We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord? response:	I've never seen Crusty looking like that.
context: That's right...\We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that. response:	He was totally overwhelmed.
context: We don't need to think about anything else.\We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed. response:	That princess impresses me.
context: We'll all protect the people we care about.\That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me. response:	I didn't expect her to do that there.
context: That's all there is to it.\And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there. response:	It's about respect, huh?
context: And as a shrine priestess,\my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh? response:	Respect?
context: my job is to keep us all safe.\Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh?\Respect? response:	Yes.
context: Why are you laughing, my lord?\I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh?\Respect?\Yes. response:	Even if the Round Table promised to send troops,
context: I've never seen Crusty looking like that.\He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh?\Respect?\Yes.\Even if the Round Table promised to send troops, response:	it wouldn't mean Akihabara would act.
context: He was totally overwhelmed.\That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh?\Respect?\Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act. response:	Because, as she said, adventurers are free.
context: That princess impresses me.\I didn't expect her to do that there.\It's about respect, huh?\Respect?\Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free. response:	If you want them to act, you need to persuade each one individually.
context: I didn't expect her to do that there.\It's about respect, huh?\Respect?\Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually. response:	And she seemed to understand that perfectly.
context: It's about respect, huh?\Respect?\Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly. response:	She said she'd do all she could to show respect at that meeting.
context: Respect?\Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting. response:	But in a way, isn't that obvious?
context: Yes.\Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious? response:	Yes, you're right.
context: Even if the Round Table promised to send troops,\it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right. response:	But everyone there was about to ignore it.
context: it wouldn't mean Akihabara would act.\Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it. response:	Including us.
context: Because, as she said, adventurers are free.\If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it.\Including us. response:	What's that light?
context: If you want them to act, you need to persuade each one individually.\And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it.\Including us.\What's that light? response:	The city of Akihabara.
context: And she seemed to understand that perfectly.\She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it.\Including us.\What's that light?\The city of Akihabara. response:	It's night...
context: She said she'd do all she could to show respect at that meeting.\But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it.\Including us.\What's that light?\The city of Akihabara.\It's night... response:	But the light is so warm...
context: But in a way, isn't that obvious?\Yes, you're right.\But everyone there was about to ignore it.\Including us.\What's that light?\The city of Akihabara.\It's night...\But the light is so warm... response:	She may be the one who saves the Freedom Cities of Eastal from the dead end
context: Yes, you're right.\But everyone there was about to ignore it.\Including us.\What's that light?\The city of Akihabara.\It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end response:	in which they've found themselves.
context: But everyone there was about to ignore it.\Including us.\What's that light?\The city of Akihabara.\It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves. response:	That lazy, cowardly princess...
context: Including us.\What's that light?\The city of Akihabara.\It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess... response:	She finds herself in a town she doesn't know
context: What's that light?\The city of Akihabara.\It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know response:	with things she's never seen,
context: The city of Akihabara.\It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen, response:	things she's never heard,
context: It's night...\But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard, response:	and people she's never met.
context: But the light is so warm...\She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard,\and people she's never met. response:	She learns how big the world is, and how tiny she is.
context: She may be the one who saves the Freedom Cities of Eastal from the dead end\in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard,\and people she's never met.\She learns how big the world is, and how tiny she is. response:	She cries out her resolve and her hope.
context: in which they've found themselves.\That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard,\and people she's never met.\She learns how big the world is, and how tiny she is.\She cries out her resolve and her hope. response:	And her words drive the adventurers to action.
context: That lazy, cowardly princess...\She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard,\and people she's never met.\She learns how big the world is, and how tiny she is.\She cries out her resolve and her hope.\And her words drive the adventurers to action. response:	Expeditionary Force
context: She finds herself in a town she doesn't know\with things she's never seen,\things she's never heard,\and people she's never met.\She learns how big the world is, and how tiny she is.\She cries out her resolve and her hope.\And her words drive the adventurers to action.\Expeditionary Force response:	Next time: Expeditionary Force.
context: with things she's never seen,\things she's never heard,\and people she's never met.\She learns how big the world is, and how tiny she is.\She cries out her resolve and her hope.\And her words drive the adventurers to action.\Expeditionary Force\Next time: Expeditionary Force. response:	Always look thirty seconds ahead.
