context: This is bad... Very bad... response:	Subaru? What's wrong?
context: And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times. response:	Where was your insignia stolen?
context: Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen? response:	So you see, it seems the crime happened right around here,
context: More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here, response:	so I came back to this fruit stand after valiantly telling her to leave it all to me.
context: Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me. response:	What? I thought I had a customer, but it's just the broke kid?
context: Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid? response:	Do you really want to take that attitude?
context: There's a basic rule of searches.\A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude? response:	Haven't you noticed I'm not who I was before?
context: A basic rule of searches?\Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before? response:	What?
context: Yep. You revisit the crime scene a hundred times.\Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What? response:	Just look who I brought with me!
context: Where was your insignia stolen?\So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me! response:	I brought someone who just might become a regular!
context: So you see, it seems the crime happened right around here,\so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me!\I brought someone who just might become a regular! response:	Um, Subaru...
context: so I came back to this fruit stand after valiantly telling her to leave it all to me.\What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru... response:	You seem to have some weird expectations of me,
context: What? I thought I had a customer, but it's just the broke kid?\Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me, response:	but I don't have any money, either.
context: Do you really want to take that attitude?\Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either. response:	Huh?! Seriously?
context: Haven't you noticed I'm not who I was before?\What?\Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously? response:	So what did you want to say to me now that I've got two broke customers, boy?
context: What?\Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy? response:	We're actually looking for someone,
context: Just look who I brought with me!\I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone, response:	and we hoped we could ask you some questions...
context: I brought someone who just might become a regular!\Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions... response:	That was a sarcastic way of telling you I don't have time for losers with no money!
context: Um, Subaru...\You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money! response:	Get outta here!
context: You seem to have some weird expectations of me,\but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here! response:	Mister!
context: but I don't have any money, either.\Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister! response:	Thanks for your help earlier.
context: Huh?! Seriously?\So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister!\Thanks for your help earlier. response:	What brings you back here?
context: So what did you want to say to me now that I've got two broke customers, boy?\We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister!\Thanks for your help earlier.\What brings you back here? response:	It's my husband's shop, so we were just stopping by.
context: We're actually looking for someone,\and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister!\Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by. response:	Husband?
context: and we hoped we could ask you some questions...\That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister!\Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband? response:	Hey, there's my girl.
context: That was a sarcastic way of telling you I don't have time for losers with no money!\Get outta here!\Mister!\Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl. response:	Wait, you know these broke losers?
context: Get outta here!\Mister!\Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl.\Wait, you know these broke losers? response:	She got lost, and they found her.
context: Mister!\Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her. response:	Here, lady.
context: Thanks for your help earlier.\What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her.\Here, lady. response:	Please accept it.
context: What brings you back here?\It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her.\Here, lady.\Please accept it. response:	She wants to thank you in her own way.
context: It's my husband's shop, so we were just stopping by.\Husband?\Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her.\Here, lady.\Please accept it.\She wants to thank you in her own way. response:	Thank you.
context: Husband?\Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her.\Here, lady.\Please accept it.\She wants to thank you in her own way.\Thank you. response:	Sorry about that.
context: Hey, there's my girl.\Wait, you know these broke losers?\She got lost, and they found her.\Here, lady.\Please accept it.\She wants to thank you in her own way.\Thank you.\Sorry about that. response:	You helped my daughter, and I want to thank you.
context: Wait, you know these broke losers?\She got lost, and they found her.\Here, lady.\Please accept it.\She wants to thank you in her own way.\Thank you.\Sorry about that.\You helped my daughter, and I want to thank you. response:	You can ask for anything.
context: She got lost, and they found her.\Here, lady.\Please accept it.\She wants to thank you in her own way.\Thank you.\Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything. response:	There, you see?
context: Here, lady.\Please accept it.\She wants to thank you in her own way.\Thank you.\Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see? response:	That came back around and worked in our favor!
context: Please accept it.\She wants to thank you in her own way.\Thank you.\Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see?\That came back around and worked in our favor! response:	The air, the atmosphere, and most likely,
context: She wants to thank you in her own way.\Thank you.\Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely, response:	the attitudes of the people living here are awful.
context: Thank you.\Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful. response:	Are you sure she's here?
context: Sorry about that.\You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here? response:	It might be that Felt girl.
context: You helped my daughter, and I want to thank you.\You can ask for anything.\There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl. response:	You said a nimble little blond girl, right?
context: You can ask for anything.\There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right? response:	She's well-known in the slums. Dunno where she lives, though.
context: There, you see?\That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though. response:	Maybe someone will tell us if we ask.
context: That came back around and worked in our favor!\The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask. response:	No one would sell out one of their own, so I don't think that would work.
context: The air, the atmosphere, and most likely,\the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work. response:	Maybe we should come back later.
context: the attitudes of the people living here are awful.\Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later. response:	Whether you stay or leave, you should decide quickly.
context: Are you sure she's here?\It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly. response:	I'm almost out of time.
context: It might be that Felt girl.\You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time. response:	You're what? Out of time?
context: You said a nimble little blond girl, right?\She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time? response:	I have a cute appearance, but I am a spirit.
context: She's well-known in the slums. Dunno where she lives, though.\Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit. response:	It take a lot of mana just to appear in physical form.
context: Maybe someone will tell us if we ask.\No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form. response:	So at night, I return to the crystal I was summoned from
context: No one would sell out one of their own, so I don't think that would work.\Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from response:	and prepare for the emergence of the sun.
context: Maybe we should come back later.\Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun. response:	On average, my ideal staying time is from about nine to five.
context: Whether you stay or leave, you should decide quickly.\I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five. response:	Nine to five? You sound like a civil servant.
context: I'm almost out of time.\You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant. response:	Employment terms for spirits are more severe than I thought...
context: You're what? Out of time?\I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought... response:	We'll be fine without Puck. We have to move forward.
context: I have a cute appearance, but I am a spirit.\It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward. response:	Yeah. But, sorry... I'm at my limit...
context: It take a lot of mana just to appear in physical form.\So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit... response:	It's almost like he's dying when he disappears...
context: So at night, I return to the crystal I was summoned from\and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears... response:	Sorry to work you so hard, Puck.
context: and prepare for the emergence of the sun.\On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck. response:	We'll handle things from here, so get some rest.
context: On average, my ideal staying time is from about nine to five.\Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest. response:	Don't do anything reckless.
context: Nine to five? You sound like a civil servant.\Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless. response:	If it comes down to it, use the odo to summon me again.
context: Employment terms for spirits are more severe than I thought...\We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again. response:	Okay, take care of the rest, Subaru.
context: We'll be fine without Puck. We have to move forward.\Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru. response:	Hey, I haven't been alone with a girl since I was in grade school!
context: Yeah. But, sorry... I'm at my limit...\It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school! response:	Don't get any weird ideas.
context: It's almost like he's dying when he disappears...\Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas. response:	I can use magic.
context: Sorry to work you so hard, Puck.\We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic. response:	I won't!
context: We'll handle things from here, so get some rest.\Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic.\I won't! response:	The bigger issue is how we should find Felt now.
context: Don't do anything reckless.\If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic.\I won't!\The bigger issue is how we should find Felt now. response:	I'll ask the lesser spirits.
context: If it comes down to it, use the odo to summon me again.\Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic.\I won't!\The bigger issue is how we should find Felt now.\I'll ask the lesser spirits. response:	Lesser spirits?
context: Okay, take care of the rest, Subaru.\Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic.\I won't!\The bigger issue is how we should find Felt now.\I'll ask the lesser spirits.\Lesser spirits? response:	Lesser spirits are beings that haven't become spirits yet.
context: Hey, I haven't been alone with a girl since I was in grade school!\Don't get any weird ideas.\I can use magic.\I won't!\The bigger issue is how we should find Felt now.\I'll ask the lesser spirits.\Lesser spirits?\Lesser spirits are beings that haven't become spirits yet. response:	They grow over time, and when they gain strength and self-awareness,
context: Don't get any weird ideas.\I can use magic.\I won't!\The bigger issue is how we should find Felt now.\I'll ask the lesser spirits.\Lesser spirits?\Lesser spirits are beings that haven't become spirits yet.\They grow over time, and when they gain strength and self-awareness, response:	they become full spirits, like Puck.
