context: Well, I'll be going now, Ayumi. response:	Episode 8 Encounter
context: Is something wrong?\It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice. response:	The painkillers have worn off again!
context: It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again! response:	This is a very strange feeling... Hey, what is that person doing right now?
context: Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now? response:	He's supposedly composing.
context: Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing. response:	I see. This is a lot heavier than I expected.
context: Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected. response:	In the past, he looked up to your band,
context: I don't know what condition he's in right now.\Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band, response:	and he was about to debut from a major record label as a guitarist.
context: Please have your heart ready for this.\Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist. response:	I see...
context: Yeah. I can feel how heavy the situation is just from your voice.\The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see... response:	Hey!
context: The painkillers have worn off again!\This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see...\Hey! response:	Looking up high
context: This is a very strange feeling... Hey, what is that person doing right now?\He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see...\Hey!\Looking up high response:	Found a steel tower
context: He's supposedly composing.\I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see...\Hey!\Looking up high\Found a steel tower response:	Wondering how I would feel
context: I see. This is a lot heavier than I expected.\In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see...\Hey!\Looking up high\Found a steel tower\Wondering how I would feel response:	If I fall down
context: In the past, he looked up to your band,\and he was about to debut from a major record label as a guitarist.\I see...\Hey!\Looking up high\Found a steel tower\Wondering how I would feel\If I fall down response:	Was it a dream
context: and he was about to debut from a major record label as a guitarist.\I see...\Hey!\Looking up high\Found a steel tower\Wondering how I would feel\If I fall down\Was it a dream response:	I saw deep red
context: I see...\Hey!\Looking up high\Found a steel tower\Wondering how I would feel\If I fall down\Was it a dream\I saw deep red response:	Chasing for what's far ahead
context: Hey!\Looking up high\Found a steel tower\Wondering how I would feel\If I fall down\Was it a dream\I saw deep red\Chasing for what's far ahead response:	Always yearning
context: Looking up high\Found a steel tower\Wondering how I would feel\If I fall down\Was it a dream\I saw deep red\Chasing for what's far ahead\Always yearning response:	Don't know why but the beauty
context: Found a steel tower\Wondering how I would feel\If I fall down\Was it a dream\I saw deep red\Chasing for what's far ahead\Always yearning\Don't know why but the beauty response:	I really want
context: Wondering how I would feel\If I fall down\Was it a dream\I saw deep red\Chasing for what's far ahead\Always yearning\Don't know why but the beauty\I really want response:	May seem to be
context: If I fall down\Was it a dream\I saw deep red\Chasing for what's far ahead\Always yearning\Don't know why but the beauty\I really want\May seem to be response:	Awkward to someone's eyes
context: Was it a dream\I saw deep red\Chasing for what's far ahead\Always yearning\Don't know why but the beauty\I really want\May seem to be\Awkward to someone's eyes response:	Kazuki Tomori, can you tell who I am?
context: I saw deep red\Chasing for what's far ahead\Always yearning\Don't know why but the beauty\I really want\May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am? response:	Do you remember about your little sister Nao?
context: Chasing for what's far ahead\Always yearning\Don't know why but the beauty\I really want\May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao? response:	Na...o...
context: Always yearning\Don't know why but the beauty\I really want\May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o... response:	That's right, Nao!
context: Don't know why but the beauty\I really want\May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o...\That's right, Nao! response:	Nao...
context: I really want\May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o...\That's right, Nao!\Nao... response:	I'm glad.
context: May seem to be\Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o...\That's right, Nao!\Nao...\I'm glad. response:	Seems like some sort of miracle just happened?
context: Awkward to someone's eyes\Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o...\That's right, Nao!\Nao...\I'm glad.\Seems like some sort of miracle just happened? response:	Yeah. Your song was able to wake him up.
context: Kazuki Tomori, can you tell who I am?\Do you remember about your little sister Nao?\Na...o...\That's right, Nao!\Nao...\I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up. response:	You seem happy from the bottom of your heart.
context: Do you remember about your little sister Nao?\Na...o...\That's right, Nao!\Nao...\I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart. response:	That makes me just as happy.
context: Na...o...\That's right, Nao!\Nao...\I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy. response:	Yeah...
context: That's right, Nao!\Nao...\I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah... response:	Thanks.
context: Nao...\I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah...\Thanks. response:	I guess you moved one step forward?
context: I'm glad.\Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah...\Thanks.\I guess you moved one step forward? response:	Yeah, you could say that.
context: Seems like some sort of miracle just happened?\Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah...\Thanks.\I guess you moved one step forward?\Yeah, you could say that. response:	I'm glad I was able to spend a very fruitful day today.
context: Yeah. Your song was able to wake him up.\You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah...\Thanks.\I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today. response:	By the way, I'm planning on going to your gig tomorrow.
context: You seem happy from the bottom of your heart.\That makes me just as happy.\Yeah...\Thanks.\I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow. response:	Oh? Then I'll sing while keeping in mind that you're out there in the audience.
context: That makes me just as happy.\Yeah...\Thanks.\I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience. response:	And the person you care about will be there too, right?
context: Yeah...\Thanks.\I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right? response:	For her sake as well.
context: Thanks.\I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well. response:	Yeah, please do...
context: I guess you moved one step forward?\Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well.\Yeah, please do... response:	So in the end... Tomori, you were the one that changed me...
context: Yeah, you could say that.\I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me... response:	Hello, Otosaka here.
context: I'm glad I was able to spend a very fruitful day today.\By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here. response:	It's me, Tomori.
context: By the way, I'm planning on going to your gig tomorrow.\Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori. response:	You want to hear what happened?
context: Oh? Then I'll sing while keeping in mind that you're out there in the audience.\And the person you care about will be there too, right?\For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened? response:	I've already heard. I'm standing outside the hospital right now.
context: And the person you care about will be there too, right?\For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now. response:	So we passed each other?
context: For her sake as well.\Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other? response:	Yes. I received notice from the nurses, and rushed over.
context: Yeah, please do...\So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over. response:	He recognized me, too.
context: So in the end... Tomori, you were the one that changed me...\Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too. response:	It was the first time in a while that I saw my big brother like that...
context: Hello, Otosaka here.\It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that... response:	That's good.
context: It's me, Tomori.\You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good. response:	Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.
context: You want to hear what happened?\I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks. response:	Thank you very much.
context: I've already heard. I'm standing outside the hospital right now.\So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.\Thank you very much. response:	Yeah.
context: So we passed each other?\Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.\Thank you very much.\Yeah. response:	So, I'll see you again tomorrow. You haven't forgotten about the gig, have you?
context: Yes. I received notice from the nurses, and rushed over.\He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.\Thank you very much.\Yeah.\So, I'll see you again tomorrow. You haven't forgotten about the gig, have you? response:	Of course.
context: He recognized me, too.\It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.\Thank you very much.\Yeah.\So, I'll see you again tomorrow. You haven't forgotten about the gig, have you?\Of course. response:	It's her gig tomorrow...
context: It was the first time in a while that I saw my big brother like that...\That's good.\Yes. Your decision was a wonderful one. So, I wanted to give you my thanks.\Thank you very much.\Yeah.\So, I'll see you again tomorrow. You haven't forgotten about the gig, have you?\Of course.\It's her gig tomorrow... response:	Why does it feel so nostalgic?
