context: Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe, response:	who was thawed and returned to life.
context: Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life. response:	You escaped the laboratory and started attacking anyone who came close to you.
context: Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you. response:	A villain.
context: These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain. response:	The Hero Association asked me to take you in alive...
context: and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive... response:	But I'm not that soft.
context: The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft. response:	A Class Rank 1
context: No one can surpass him.\You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1 response:	Handsome Kamen Amai Mask
context: You must be Suppon. The savage they found in an ice floe,\who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask response:	Pipe down.
context: who was thawed and returned to life.\You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask\Pipe down. response:	Amai Mask!
context: You escaped the laboratory and started attacking anyone who came close to you.\A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask\Pipe down.\Amai Mask! response:	You're the best!
context: A villain.\The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask\Pipe down.\Amai Mask!\You're the best! response:	You're so strong!
context: The Hero Association asked me to take you in alive...\But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask\Pipe down.\Amai Mask!\You're the best!\You're so strong! response:	There are a lot of monsters in this world that are beyond human reasoning.
context: But I'm not that soft.\A Class Rank 1\Handsome Kamen Amai Mask\Pipe down.\Amai Mask!\You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning. response:	You're quite the monster yourself,
context: A Class Rank 1\Handsome Kamen Amai Mask\Pipe down.\Amai Mask!\You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself, response:	but you're no match for Handsome Mask or my sister.
context: Handsome Kamen Amai Mask\Pipe down.\Amai Mask!\You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister. response:	There's also the strongest man in the world, King,
context: Pipe down.\Amai Mask!\You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King, response:	and the person who stands atop the hero world, Blast.
context: Amai Mask!\You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast. response:	They're monsters even among monsters.
context: You're the best!\You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters. response:	It's difficult for us to move up the ranks on our own.
context: You're so strong!\There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own. response:	So what's wrong with creating factions?
context: There are a lot of monsters in this world that are beyond human reasoning.\You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions? response:	Sun Man
context: You're quite the monster yourself,\but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man response:	Nothing, really.
context: but you're no match for Handsome Mask or my sister.\There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man\Nothing, really. response:	I just have no intention of becoming one of your lackeys.
context: There's also the strongest man in the world, King,\and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys. response:	Just because you're a little strong?
context: and the person who stands atop the hero world, Blast.\They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong? response:	You'll never make it to the top.
context: They're monsters even among monsters.\It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top. response:	I was trying to be nice when I invited you to my faction.
context: It's difficult for us to move up the ranks on our own.\So what's wrong with creating factions?\Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction. response:	Hey, Saitama.
context: So what's wrong with creating factions?\Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama. response:	Did you happen to take my video game?
context: Sun Man\Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game? response:	K-K-K-King?!
context: Nothing, really.\I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?! response:	My bad. I did.
context: I just have no intention of becoming one of your lackeys.\Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?!\My bad. I did. response:	I knew it. Give it back.
context: Just because you're a little strong?\You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?!\My bad. I did.\I knew it. Give it back. response:	Uh... I really am sorry.
context: You'll never make it to the top.\I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?!\My bad. I did.\I knew it. Give it back.\Uh... I really am sorry. response:	It's fine, as long as you return it.
context: I was trying to be nice when I invited you to my faction.\Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?!\My bad. I did.\I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it. response:	I erased your save data.
context: Hey, Saitama.\Did you happen to take my video game?\K-K-K-King?!\My bad. I did.\I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data. response:	Huh? Did you just say something?
context: Did you happen to take my video game?\K-K-K-King?!\My bad. I did.\I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something? response:	Why? Why does an S Class look like he's having fun with a B Class?
context: K-K-K-King?!\My bad. I did.\I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class? response:	Master doesn't team up with anyone,
context: My bad. I did.\I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone, response:	nor does he compare himself to anyone.
context: I knew it. Give it back.\Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone. response:	He doesn't care about ranks.
context: Uh... I really am sorry.\It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks. response:	Sorry.
context: It's fine, as long as you return it.\I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry. response:	Nah, it's okay.
context: I erased your save data.\Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry.\Nah, it's okay. response:	Whoa, the button's smashed in.
context: Huh? Did you just say something?\Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry.\Nah, it's okay.\Whoa, the button's smashed in. response:	But he attracts strong people.
context: Why? Why does an S Class look like he's having fun with a B Class?\Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry.\Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people. response:	Maybe I could join them...
context: Master doesn't team up with anyone,\nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry.\Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them... response:	Because...
context: nor does he compare himself to anyone.\He doesn't care about ranks.\Sorry.\Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them...\Because... response:	He's strong.
context: He doesn't care about ranks.\Sorry.\Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them...\Because...\He's strong. response:	S Class Rank 14 Genos and B Class Rank 7 Saitama.
context: Sorry.\Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them...\Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama. response:	Do we agree on their hero names?
context: Nah, it's okay.\Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them...\Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names? response:	No objections!
context: Whoa, the button's smashed in.\But he attracts strong people.\Maybe I could join them...\Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections! response:	Because Genos aggressively attacks the most heinous monsters,
context: But he attracts strong people.\Maybe I could join them...\Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters, response:	his hero name is Demon Cyborg.
context: Maybe I could join them...\Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg. response:	And based on his appearance, Saitama's hero name is Bald Cape!
context: Because...\He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape! response:	People who want to become heroes love getting proper hero names!
context: He's strong.\S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names! response:	I'm sure they'll be thrilled.
context: S Class Rank 14 Genos and B Class Rank 7 Saitama.\Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled. response:	Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!
context: Do we agree on their hero names?\No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape! response:	They spent two hours on names no one cares about.
context: No objections!\Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about. response:	But the meeting concerning Garo was finished in fifteen minutes.
context: Because Genos aggressively attacks the most heinous monsters,\his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes. response:	Those idiotic optimists!
context: his hero name is Demon Cyborg.\And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists! response:	You mean the crazy guy who called himself a monster and caused some trouble?
context: And based on his appearance, Saitama's hero name is Bald Cape!\People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble? response:	Don't panic, Sitch.
context: People who want to become heroes love getting proper hero names!\I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch. response:	S Class Rank 3 Silverfang is currently pursuing that human monster.
context: I'm sure they'll be thrilled.\Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster. response:	There's no reason to worry with that old man on the case.
context: Let's look forward to the future endeavors of Demon Cyborg and Bald Cape!\They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case. response:	If all else fails, we still have Tornado and Blast.
context: They spent two hours on names no one cares about.\But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast. response:	In the end, he's only human, Sitch.
context: But the meeting concerning Garo was finished in fifteen minutes.\Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch. response:	I'm sure he has nothing to do with the prophecy.
context: Those idiotic optimists!\You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy. response:	Damn it! Is that all we really need to do to deal with Garo?
context: You mean the crazy guy who called himself a monster and caused some trouble?\Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo? response:	Damn it... Wh-Who the hell are you?
context: Don't panic, Sitch.\S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you? response:	I'm an A Class hero.
context: S Class Rank 3 Silverfang is currently pursuing that human monster.\There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero. response:	Why are you attacking me?
context: There's no reason to worry with that old man on the case.\If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me? response:	A Class Rank 9 Tank-Top Vegetarian.
context: If all else fails, we still have Tornado and Blast.\In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian. response:	I spotted you by chance, so I decided to go after you,
context: In the end, he's only human, Sitch.\I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you, response:	but I'm seriously disappointed at how weak you are!
context: I'm sure he has nothing to do with the prophecy.\Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you,\but I'm seriously disappointed at how weak you are! response:	I hope you're prepared.
context: Damn it! Is that all we really need to do to deal with Garo?\Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you,\but I'm seriously disappointed at how weak you are!\I hope you're prepared. response:	I'll show you what happens when you make a hero your enemy...
context: Damn it... Wh-Who the hell are you?\I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you,\but I'm seriously disappointed at how weak you are!\I hope you're prepared.\I'll show you what happens when you make a hero your enemy... response:	Looking forward to it...
context: I'm an A Class hero.\Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you,\but I'm seriously disappointed at how weak you are!\I hope you're prepared.\I'll show you what happens when you make a hero your enemy...\Looking forward to it... response:	Fighting a monster class hero, that is.
context: Why are you attacking me?\A Class Rank 9 Tank-Top Vegetarian.\I spotted you by chance, so I decided to go after you,\but I'm seriously disappointed at how weak you are!\I hope you're prepared.\I'll show you what happens when you make a hero your enemy...\Looking forward to it...\Fighting a monster class hero, that is. response:	The Hunt Begins
