context: Chi response:	ha
context: or you can use shortcuts.\Huh? I don't remember any boys.\Whatever.\09 So the flower has wilted during the long spring rains, just as my beauty has faded during my forlorn years in this world\For Though I prayed,\the second verse begins with I never asked,\so think pray, never ask.\Hmm? response:	Sumire-chan!
context: Huh? I don't remember any boys.\Whatever.\09 So the flower has wilted during the long spring rains, just as my beauty has faded during my forlorn years in this world\For Though I prayed,\the second verse begins with I never asked,\so think pray, never ask.\Hmm?\Sumire-chan! response:	What's wrong?!
context: Whatever.\09 So the flower has wilted during the long spring rains, just as my beauty has faded during my forlorn years in this world\For Though I prayed,\the second verse begins with I never asked,\so think pray, never ask.\Hmm?\Sumire-chan!\What's wrong?! response:	Did you see something?! A ghost?! A bug?
context: 09 So the flower has wilted during the long spring rains, just as my beauty has faded during my forlorn years in this world\For Though I prayed,\the second verse begins with I never asked,\so think pray, never ask.\Hmm?\Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug? response:	This poem is absolutely correct...
context: For Though I prayed,\the second verse begins with I never asked,\so think pray, never ask.\Hmm?\Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct... response:	Youth and beauty...
context: the second verse begins with I never asked,\so think pray, never ask.\Hmm?\Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty... response:	So I must live for love!
context: so think pray, never ask.\Hmm?\Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty...\So I must live for love! response:	Senpai, I'm so sad
context: Hmm?\Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty...\So I must live for love!\Senpai, I'm so sad response:	that I need to go home!
context: Sumire-chan!\What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty...\So I must live for love!\Senpai, I'm so sad\that I need to go home! response:	Huh?
context: What's wrong?!\Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty...\So I must live for love!\Senpai, I'm so sad\that I need to go home!\Huh? response:	She's so sensitive!
context: Did you see something?! A ghost?! A bug?\This poem is absolutely correct...\Youth and beauty...\So I must live for love!\Senpai, I'm so sad\that I need to go home!\Huh?\She's so sensitive! response:	Mashima-senpai!
context: This poem is absolutely correct...\Youth and beauty...\So I must live for love!\Senpai, I'm so sad\that I need to go home!\Huh?\She's so sensitive!\Mashima-senpai! response:	Huh? Aren't you...
context: Youth and beauty...\So I must live for love!\Senpai, I'm so sad\that I need to go home!\Huh?\She's so sensitive!\Mashima-senpai!\Huh? Aren't you... response:	What a pleasant surprise.
context: So I must live for love!\Senpai, I'm so sad\that I need to go home!\Huh?\She's so sensitive!\Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise. response:	I have a headache, so I left early.
context: Senpai, I'm so sad\that I need to go home!\Huh?\She's so sensitive!\Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early. response:	Um... Sumire-chan, right?
context: that I need to go home!\Huh?\She's so sensitive!\Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right? response:	He called me Sumire-chan!
context: Huh?\She's so sensitive!\Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan! response:	What's your last name?
context: She's so sensitive!\Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name? response:	Hanano.
context: Mashima-senpai!\Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name?\Hanano. response:	Do you think you can handle the karuta club, Hanano-san?
context: Huh? Aren't you...\What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san? response:	Of course!
context: What a pleasant surprise.\I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course! response:	Really? That's good!
context: I have a headache, so I left early.\Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good! response:	Call me Sumire...
context: Um... Sumire-chan, right?\He called me Sumire-chan!\What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good!\Call me Sumire... response:	Even his voice is perfect!
context: He called me Sumire-chan!\What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good!\Call me Sumire...\Even his voice is perfect! response:	I'm so lucky that we take the same train to school!
context: What's your last name?\Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good!\Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school! response:	This is working out pretty well, right?
context: Hanano.\Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good!\Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right? response:	I think my chances are looking good!
context: Do you think you can handle the karuta club, Hanano-san?\Of course!\Really? That's good!\Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good! response:	There's an open seat.
context: Of course!\Really? That's good!\Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good!\There's an open seat. response:	Why don't you sit down?
context: Really? That's good!\Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good!\There's an open seat.\Why don't you sit down? response:	No, I can't sit down while you're standing.
context: Call me Sumire...\Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good!\There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing. response:	There might be other people who need to sit more,
context: Even his voice is perfect!\I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good!\There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more, response:	so I would rather leave the seats open.
context: I'm so lucky that we take the same train to school!\This is working out pretty well, right?\I think my chances are looking good!\There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open. response:	I just have to play the sweet little girl.
context: This is working out pretty well, right?\I think my chances are looking good!\There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl. response:	Don't worry about it.
context: I think my chances are looking good!\There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it. response:	You're not feeling well, right?
context: There's an open seat.\Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right? response:	Look at him.
context: Why don't you sit down?\No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right?\Look at him. response:	Isn't he handsome?
context: No, I can't sit down while you're standing.\There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right?\Look at him.\Isn't he handsome? response:	Y-You must be popular, Mashima-senpai.
context: There might be other people who need to sit more,\so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right?\Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai. response:	I wouldn't know.
context: so I would rather leave the seats open.\I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right?\Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know. response:	You must be.
context: I just have to play the sweet little girl.\Don't worry about it.\You're not feeling well, right?\Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be. response:	I bet girls ask you out all the time.
context: Don't worry about it.\You're not feeling well, right?\Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be.\I bet girls ask you out all the time. response:	You don't have to worry about looking for a girlfriend.
context: You're not feeling well, right?\Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend. response:	I'm not really sure about that lately.
context: Look at him.\Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately. response:	It doesn't seem right to let a girl choose me.
context: Isn't he handsome?\Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me. response:	I would rather choose the girl I devote myself to.
context: Y-You must be popular, Mashima-senpai.\I wouldn't know.\You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to. response:	Bubaigawara. Bubaigawara.
context: I wouldn't know.\You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara. response:	You're pretty cute, so I bet a lot of boys would choose you.
context: You must be.\I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you. response:	Bye.
context: I bet girls ask you out all the time.\You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye. response:	That really stung...
context: You don't have to worry about looking for a girlfriend.\I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung... response:	Mashima-senpai will never choose me.
context: I'm not really sure about that lately.\It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung...\Mashima-senpai will never choose me. response:	I won't accept it!
context: It doesn't seem right to let a girl choose me.\I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung...\Mashima-senpai will never choose me.\I won't accept it! response:	I want to have a choice, too!
context: I would rather choose the girl I devote myself to.\Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung...\Mashima-senpai will never choose me.\I won't accept it!\I want to have a choice, too! response:	While the story is taking a romantic twist for some members,
context: Bubaigawara. Bubaigawara.\You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung...\Mashima-senpai will never choose me.\I won't accept it!\I want to have a choice, too!\While the story is taking a romantic twist for some members, response:	during my forlorn years in this world
context: You're pretty cute, so I bet a lot of boys would choose you.\Bye.\That really stung...\Mashima-senpai will never choose me.\I won't accept it!\I want to have a choice, too!\While the story is taking a romantic twist for some members,\during my forlorn years in this world response:	our captain is bullying the new members
context: Bye.\That really stung...\Mashima-senpai will never choose me.\I won't accept it!\I want to have a choice, too!\While the story is taking a romantic twist for some members,\during my forlorn years in this world\our captain is bullying the new members response:	by taking all 100 cards in a Genpei match.
