context: Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend response:	JobGear
context: A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks. response:	Don't you agree, Kuribayashi? He should do her already, right?
context: Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right? response:	Huh? Y-Yeah, just get it over with.
context: You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with. response:	Thanks, Kuri! You're a real bro for not exposing me!
context: It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me! response:	Kibe, what are you doing?
context: Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing? response:	Dating Site for Grays
context: Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays response:	Nagomi-san
context: Do Chizuru-san. You have my permission.\I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays\Nagomi-san response:	Reading an email from Nagomi-san.
context: I never needed it, but thanks.\Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san. response:	She's an advisor for the site I run.
context: Don't you agree, Kuribayashi? He should do her already, right?\Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run. response:	You two really get along, huh?
context: Huh? Y-Yeah, just get it over with.\Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh? response:	It's not that simple. We have a pact.
context: Thanks, Kuri! You're a real bro for not exposing me!\Kibe, what are you doing?\Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact. response:	Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.
context: Kibe, what are you doing?\Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over. response:	Is that...
context: Dating Site for Grays\Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that... response:	Mizuhara?!
context: Nagomi-san\Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?! response:	Yikes! Kibe can't see her on a date with someone else!
context: Reading an email from Nagomi-san.\She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else! response:	H-Hey, let's hit up the arcade, yeah?
context: She's an advisor for the site I run.\You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah? response:	Huh? We're in college, and you still wanna go to an arcade?
context: You two really get along, huh?\It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade? response:	C'mon, what's the problem?
context: It's not that simple. We have a pact.\Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem? response:	Uh, are you panicking?
context: Yeah, if Kibe finds out about Mizuhara, he'll tell Gran and it'll all be over.\Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking? response:	Who, me?
context: Is that...\Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking?\Who, me? response:	Nothing again.
context: Mizuhara?!\Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking?\Who, me?\Nothing again. response:	I'm such a fool, getting worked up over a measly note.
context: Yikes! Kibe can't see her on a date with someone else!\H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking?\Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note. response:	9PM
context: H-Hey, let's hit up the arcade, yeah?\Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking?\Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM response:	Balcony
context: Huh? We're in college, and you still wanna go to an arcade?\C'mon, what's the problem?\Uh, are you panicking?\Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM\Balcony response:	Ichinose
context: C'mon, what's the problem?\Uh, are you panicking?\Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM\Balcony\Ichinose response:	I haven't heard a peep from Mizuhara since then.
context: Uh, are you panicking?\Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM\Balcony\Ichinose\I haven't heard a peep from Mizuhara since then. response:	I don't even know if I did a good job on that date.
context: Who, me?\Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM\Balcony\Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date. response:	A wood chip?
context: Nothing again.\I'm such a fool, getting worked up over a measly note.\9PM\Balcony\Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip? response:	Oh, sorry.
context: I'm such a fool, getting worked up over a measly note.\9PM\Balcony\Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry. response:	Mizuhara!
context: 9PM\Balcony\Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry.\Mizuhara! response:	Couldn't you think of a better way to call me here?
context: Balcony\Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here? response:	I just got back.
context: Ichinose\I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here?\I just got back. response:	I realized I hadn't thanked you for helping Sumi-chan.
context: I haven't heard a peep from Mizuhara since then.\I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan. response:	She was over the moon.
context: I don't even know if I did a good job on that date.\A wood chip?\Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon. response:	Thanks.
context: A wood chip?\Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks. response:	H-Hey, all I did was go on a date with her.
context: Oh, sorry.\Mizuhara!\Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her. response:	So I can have these moments with her...
context: Mizuhara!\Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her... response:	And there are many more to come!
context: Couldn't you think of a better way to call me here?\I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come! response:	You called me out just to say that?
context: I just got back.\I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come!\You called me out just to say that? response:	Well...
context: I realized I hadn't thanked you for helping Sumi-chan.\She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come!\You called me out just to say that?\Well... response:	I'm thinking of quitting the rental girlfriend job.
context: She was over the moon.\Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come!\You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job. response:	Remember that director Umi-kun was talking to? I landed a role on his play.
context: Thanks.\H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come!\You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play. response:	It's pretty famous,
context: H-Hey, all I did was go on a date with her.\So I can have these moments with her...\And there are many more to come!\You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous, response:	and my agency says it'll lead to more roles down the line if I deliver.
context: So I can have these moments with her...\And there are many more to come!\You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver. response:	I've been at it for a year already.
context: And there are many more to come!\You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already. response:	And if I can make enough money as an actress, I can devote all my time to it.
context: You called me out just to say that?\Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it. response:	So I figure it's about time to move on.
context: Well...\I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on. response:	What do you think?
context: I'm thinking of quitting the rental girlfriend job.\Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think? response:	I did make you a promise, so I felt I should talk to you about it.
context: Remember that director Umi-kun was talking to? I landed a role on his play.\It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it. response:	Listen to yourself! I just dragged you into my mess!
context: It's pretty famous,\and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess! response:	I already can't thank you enough for all you've done.
context: and my agency says it'll lead to more roles down the line if I deliver.\I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done. response:	Don't worry.
context: I've been at it for a year already.\And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry. response:	It's not like I have other roles lined up already,
context: And if I can make enough money as an actress, I can devote all my time to it.\So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already, response:	so it won't be an immediate thing.
context: So I figure it's about time to move on.\What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing. response:	I'll be your girlfriend until the time comes.
context: What do you think?\I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes. response:	Anyway, I should go to bed.
context: I did make you a promise, so I felt I should talk to you about it.\Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed. response:	I have a morning date booked.
context: Listen to yourself! I just dragged you into my mess!\I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked. response:	O-Okay.
context: I already can't thank you enough for all you've done.\Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked.\O-Okay. response:	I knew all along. Or, well, I should've.
context: Don't worry.\It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've. response:	She's been working as a rental girlfriend to help fulfill her dream.
context: It's not like I have other roles lined up already,\so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream. response:	She didn't spell it out,
context: so it won't be an immediate thing.\I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out, response:	but she'd have no reason to be my girlfriend once she quits the business.
context: I'll be your girlfriend until the time comes.\Anyway, I should go to bed.\I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business. response:	There's no better chance to come clean.
context: Anyway, I should go to bed.\I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean. response:	I can't tell her...
context: I have a morning date booked.\O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her... response:	I have no right to tell her that she's the one I really want.
context: O-Okay.\I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want. response:	This sucks ass!
context: I knew all along. Or, well, I should've.\She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass! response:	This sucks ass!
context: She's been working as a rental girlfriend to help fulfill her dream.\She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass! response:	Is Maya-san not here yet?
context: She didn't spell it out,\but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass!\Is Maya-san not here yet? response:	I'll be wearing a beige coat and a gray skirt. That should help you find me.
context: but she'd have no reason to be my girlfriend once she quits the business.\There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me. response:	Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh
context: There's no better chance to come clean.\I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh response:	Me neither! I'm really looking forward to seeing you!hhhhhhhhhh
context: I can't tell her...\I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh response:	Maybe he's nervous. It is his first time.
context: I have no right to tell her that she's the one I really want.\This sucks ass!\This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time. response:	Now
context: This sucks ass!\This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now response:	1 new message
context: This sucks ass!\Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now\1 new message response:	Grandma
context: Is Maya-san not here yet?\I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now\1 new message\Grandma response:	Grandma
context: I'll be wearing a beige coat and a gray skirt. That should help you find me.\Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now\1 new message\Grandma\Grandma response:	Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh
context: Got it.hhhhhhhhhhh hSee you at the station hat 10 AM, then.hhh hhI can't wait.hhhhhhhhhhhhhhh\Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now\1 new message\Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh response:	Grandma...
context: Me neither! I'm really looking forward to seeing you!hhhhhhhhhh\Maybe he's nervous. It is his first time.\Now\1 new message\Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma... response:	I already can't thank you enough for all you've done.
context: Maybe he's nervous. It is his first time.\Now\1 new message\Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done. response:	This is for the best. I know it is.
context: Now\1 new message\Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is. response:	Shake
context: 1 new message\Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake response:	No, bad! Focus!
context: Grandma\Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake\No, bad! Focus! response:	None of this has anything to do with Maya-san!
context: Grandma\Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake\No, bad! Focus!\None of this has anything to do with Maya-san! response:	Let's do this!
context: Dear Chizuru, I went for my scheduled checkup, and they want to retest me. Feedhhhh Peter for me, will you?hhhhhhh\Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake\No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this! response:	Five minutes early? You're such a pro...
context: Grandma...\I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake\No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro... response:	Mizuhara Chizuru-san.
context: I already can't thank you enough for all you've done.\This is for the best. I know it is.\Shake\No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san. response:	Wha?!
context: This is for the best. I know it is.\Shake\No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?! response:	You're so childish
context: Shake\No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?!\You're so childish response:	Puts men to shame
context: No, bad! Focus!\None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: None of this has anything to do with Maya-san!\Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: Let's do this!\Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: Five minutes early? You're such a pro...\Mizuhara Chizuru-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	Did you know, Mizuhara? The next episode is the last!
context: Mizuhara Chizuru-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last! response:	No way. But there's nothing we can do.
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do. response:	I know it's hard to let go, but...
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but... response:	Want me to ask the fans and bigwigs for more?
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more? response:	I'm really good at that.
context: Already a chief at her young age\Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that. response:	No, Mami-san! There's lots of money involved!
context: Sensei!\I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved! response:	And how would you ask for more, anyway?
context: I need your help with homework!\Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway? response:	Isn't that obvious? By doing a favor or two.
context: Did you know, Mizuhara? The next episode is the last!\No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway?\Isn't that obvious? By doing a favor or two. response:	Mami-san?!
context: No way. But there's nothing we can do.\I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway?\Isn't that obvious? By doing a favor or two.\Mami-san?! response:	Whoa, we're outta time! On the next episode of Rent-a-Girlfriend!
context: I know it's hard to let go, but...\Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway?\Isn't that obvious? By doing a favor or two.\Mami-san?!\Whoa, we're outta time! On the next episode of Rent-a-Girlfriend! response:	Confession...
context: Want me to ask the fans and bigwigs for more?\I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway?\Isn't that obvious? By doing a favor or two.\Mami-san?!\Whoa, we're outta time! On the next episode of Rent-a-Girlfriend!\Confession... response:	Guys, we need your help!
context: I'm really good at that.\No, Mami-san! There's lots of money involved!\And how would you ask for more, anyway?\Isn't that obvious? By doing a favor or two.\Mami-san?!\Whoa, we're outta time! On the next episode of Rent-a-Girlfriend!\Confession...\Guys, we need your help! response:	Sumi-chan out of nowhere?!
